Fixed,,,,,,,,,,,,
,,,,,,,,,,,,
Table 1: Summary of network access & call revenues (£millions),,,,,,,,,,,,
,,,,,,,,,,,,
,All Operators,BT2,Virgin Media,Other,,BT share2,,,,,,
2007 Q2,528,215,24,289,,40.70%,,,,,,
2007 Q3,513,214,24,275,,41.70%,,,,,,
2007 Q4,489,198,23,268,,40.60%,,,,,,
2008 Q1,478,195,22,262,,40.80%,,,,,,
2008 Q2,484,193,21,270,,39.80%,,,,,,
2008 Q3,469,173,20,276,,36.90%,,,,,,
2008 Q4,444,166,19,259,,37.40%,,,,,,
2009 Q1,427,170,19,239,,39.70%,,,,,,
2009 Q2,407,155,18,234,,38.10%,,,,,,
2009 Q3,390,151,17,222,,38.60%,,,,,,
2009 Q4,385,137,16,231,,35.70%,,,,,,
2010 Q1,373,128,16,229,,34.20%,,,,,,
2010 Q2,361,117,16,229,,32.30%,,,,,,
2010 Q3,350,115,16,219,,32.90%,,,,,,
2010 Q4,323,110,15,198,,33.90%,,,,,,
2011 Q1,319,107,15,196,,33.70%,,,,,,
2011 Q2,302,103,14,185,,34.10%,,,,,,
2011 Q3,294,99,14,182,,33.60%,,,,,,
2011 Q4,278,92,14,172,,33.10%,,,,,,
2012 Q1,278,95,14,170,,34.00%,,,,,,
2012 Q2,268,88,13,168,,32.70%,,,,,,
2012 Q3,262,90,13,159,,34.40%,,,,,,
2012 Q4,249,82,12,154,,33.10%,,,,,,
2013 Q1,254,84,13,157,,33.10%,,,,,,
2013 Q2,252,88,12,152,,35.00%,,,,,,
2013 Q3,244,89,13,143,,36.30%,,,,,,
2013 Q4,237,86,12,139,,36.40%,,,,,,
2014 Q1,227,85,11,131,,37.50%,,,,,,
2014 Q2,211,77,10,124,,36.50%,,,,,,
2014 Q3,211,81,11,118,,38.70%,,,,,,
2014 Q4,203,78,10,115,,38.40%,,,,,,
2015 Q1,194,75,12,108,,38.60%,,,,,,
2015 Q2,184,72,10,103,,39.10%,,,,,,
2015 Q3,192,81,9,102,,42.00%,,,,,,
2015 Q4,186,80,9,97,,42.80%,,,,,,
2016 Q1,190,79,8,103,,41.70%,,,,,,
2016 Q2,189,82,8,99,,43.40%,,,,,,
2016 Q3,184,82,8,94,,44.70%,,,,,,
2016 Q4,182,82,7,93,,44.70%,,,,,,
2017 Q1,186,86,8,92,,46.00%,,,,,,
2017 Q2,170,77,7,86,,45.10%,,,,,,
2017 Q3,167,76,7,84,,45.50%,,,,,,
2017 Q4,160,69,7,83,,43.50%,,,,,,
2018 Q1,156,70,7,79,,44.70%,,,,,,
,,,,,,,,,,,,
Excludes VAT; 1 Revenue figures are not intended to include subscription revenues for internet access,,,,,,,,,,,,
although some element may remain; 2 Includes EE from 2017 Q4.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 12: Summary of business exchange line numbers at end of quarter (000's),,,,,,,,,,,,
,,,,,,,,,,,,
,All Operators,BT2,Virgin Media,Other,,BT share2,,,,,,
,,,,,,,,,,,,
2007,"10,887","6,898",681,"3,307",,63.40%,,,,,,
2008,"10,655","6,295",689,"3,671",,59.10%,,,,,,
2009,"10,122","5,513",672,"3,937",,54.50%,,,,,,
2010,"9,661","4,980",627,"4,055",,51.50%,,,,,,
2011,"9,355","4,627",593,"4,135",,49.50%,,,,,,
2012,"8,831","4,270",517,"4,045",,48.30%,,,,,,
2013,"8,404","3,877",507,"4,021",,46.10%,,,,,,
2014,"7,916","3,549",491,"3,876",,44.80%,,,,,,
2015,"7,591","3,291",467,"3,833",,43.30%,,,,,,
2016,"7,083","2,983",511,"3,589",,42.10%,,,,,,
2017,"6,437","2,697",401,"3,339",,41.90%,,,,,,
,,,,,,,,,,,,
2007 Q1,"10,854","7,265",554,"3,035",,66.90%,,,,,,
2007 Q2,"10,829","7,158",562,"3,110",,66.10%,,,,,,
2007 Q3,"10,854","7,008",642,"3,204",,64.60%,,,,,,
2007 Q4,"10,887","6,898",681,"3,307",,63.40%,,,,,,
2008 Q1,"10,831","6,750",665,"3,416",,62.30%,,,,,,
2008 Q2,"10,760","6,592",662,"3,506",,61.30%,,,,,,
2008 Q3,"10,709","6,450",658,"3,601",,60.20%,,,,,,
2008 Q4,"10,655","6,295",689,"3,671",,59.10%,,,,,,
2009 Q1,"10,584","6,152",679,"3,754",,58.10%,,,,,,
2009 Q2,"10,319","5,835",675,"3,810",,56.50%,,,,,,
2009 Q3,"10,222","5,678",670,"3,873",,55.50%,,,,,,
2009 Q4,"10,122","5,513",672,"3,937",,54.50%,,,,,,
2010 Q1,"9,983","5,367",651,"3,965",,53.80%,,,,,,
2010 Q2,"9,909","5,250",640,"4,019",,53.00%,,,,,,
2010 Q3,"9,799","5,125",633,"4,042",,52.30%,,,,,,
2010 Q4,"9,661","4,980",627,"4,055",,51.50%,,,,,,
2011 Q1,"9,650","4,858",619,"4,173",,50.30%,,,,,,
2011 Q2,"9,553","4,827",598,"4,127",,50.50%,,,,,,
2011 Q3,"9,457","4,720",586,"4,151",,49.90%,,,,,,
2011 Q4,"9,355","4,627",593,"4,135",,49.50%,,,,,,
2012 Q1,"9,222","4,547",524,"4,150",,49.30%,,,,,,
2012 Q2,"8,966","4,408",520,"4,039",,49.20%,,,,,,
2012 Q3,"8,869","4,363",519,"3,987",,49.20%,,,,,,
2012 Q4,"8,831","4,270",517,"4,045",,48.30%,,,,,,
2013 Q1,"8,671","4,184",512,"3,975",,48.20%,,,,,,
2013 Q2,"8,686","4,080",506,"4,100",,47.00%,,,,,,
2013 Q3,"8,522","3,978",503,"4,042",,46.70%,,,,,,
2013 Q4,"8,404","3,877",507,"4,021",,46.10%,,,,,,
2014 Q1,"8,279","3,783",501,"3,995",,45.70%,,,,,,
2014 Q2,"8,164","3,697",497,"3,970",,45.30%,,,,,,
2014 Q3,"8,000","3,619",497,"3,883",,45.20%,,,,,,
2014 Q4,"7,916","3,549",491,"3,876",,44.80%,,,,,,
2015 Q1,"7,798","3,482",484,"3,832",,44.70%,,,,,,
2015 Q2,"7,755","3,413",482,"3,860",,44.00%,,,,,,
2015 Q3,"7,659","3,373",473,"3,814",,44.00%,,,,,,
2015 Q4,"7,591","3,291",467,"3,833",,43.30%,,,,,,
2016 Q1,"7,447","3,203",450,"3,795",,43.00%,,,,,,
2016 Q2,"7,304","3,127",444,"3,733",,42.80%,,,,,,
2016 Q3,"7,174","3,054",444,"3,676",,42.60%,,,,,,
2016 Q4,"7,083","2,983",511,"3,589",,42.10%,,,,,,
2017 Q1,"6,904","2,910",421,"3,573",,42.20%,,,,,,
2017 Q2,"6,738","2,843",410,"3,485",,42.20%,,,,,,
2017 Q3,"6,591","2,777",407,"3,406",,42.10%,,,,,,
2017 Q4,"6,437","2,697",401,"3,339",,41.90%,,,,,,
2018 Q1,"6,261","2,620",395,"3,247",,41.80%,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 13: Summary of business call volumes by operator (millions of minutes),,,,,,,,,,,,
,,,,,,,,,,,,
,All Operators,BT2,Virgin Media,Other,,BT share2,,,,,,
,,,,,,,,,,,,
2007,"54,132","21,211","2,999","11,702","18,220",39.20%,,,,,,
2008,"46,983","17,735","2,555","10,477","16,216",37.70%,,,,,,
2009,"38,668","14,883","2,369","8,789","12,627",38.50%,,,,,,
2010,"36,783","13,531","2,201","8,626","12,424",36.80%,,,,,,
2011,"33,925","12,182","2,076","8,514","11,153",35.90%,,,,,,
2012,"31,503","11,354","2,098","8,854","9,197",36.00%,,,,,,
2013,"29,449","10,383","1,749","8,644","8,673",35.30%,,,,,,
2014,"26,430","9,226","1,763","8,275","7,166",34.90%,,,,,,
2015,"23,921","8,504","1,355","7,657","6,405",35.60%,,,,,,
2016,"21,544","7,663","1,160","6,662","6,059",35.60%,,,,,,
2017,"18,614","6,690","1,065","5,491","5,368",35.90%,,,,,,
,,,,,,,,,,,,
2007 Q1,"15,222","5,855",834,"3,446","5,087",38.50%,,,,,,
2007 Q2,"13,726","5,335",771,"3,021","4,600",38.90%,,,,,,
2007 Q3,"12,956","5,174",726,"2,648","4,408",39.90%,,,,,,
2007 Q4,"12,227","4,847",668,"2,587","4,125",39.60%,,,,,,
2008 Q1,"12,112","4,777",649,"2,592","4,095",39.40%,,,,,,
2008 Q2,"11,964","4,569",642,"2,639","4,114",38.20%,,,,,,
2008 Q3,"11,871","4,348",646,"2,667","4,209",36.60%,,,,,,
2008 Q4,"11,037","4,041",618,"2,579","3,798",36.60%,,,,,,
2009 Q1,"10,830","4,005",630,"2,482","3,713",37.00%,,,,,,
2009 Q2,"9,603","3,723",574,"2,200","3,106",38.80%,,,,,,
2009 Q3,"9,048","3,674",596,"1,981","2,797",40.60%,,,,,,
2009 Q4,"9,187","3,481",569,"2,126","3,012",37.90%,,,,,,
2010 Q1,"9,500","3,580",585,"2,137","3,198",37.70%,,,,,,
2010 Q2,"9,207","3,371",545,"2,168","3,123",36.60%,,,,,,
2010 Q3,"9,206","3,388",542,"2,182","3,094",36.80%,,,,,,
2010 Q4,"8,869","3,192",529,"2,139","3,009",36.00%,,,,,,
2011 Q1,"8,903","3,238",542,"2,147","2,977",36.40%,,,,,,
2011 Q2,"8,415","3,005",498,"2,110","2,803",35.70%,,,,,,
2011 Q3,"8,479","3,039",514,"2,176","2,751",35.80%,,,,,,
2011 Q4,"8,127","2,900",522,"2,082","2,623",35.70%,,,,,,
2012 Q1,"8,231","3,003",555,"2,156","2,517",36.50%,,,,,,
2012 Q2,"7,914","2,836",507,"2,209","2,362",35.80%,,,,,,
2012 Q3,"7,739","2,803",521,"2,182","2,233",36.20%,,,,,,
2012 Q4,"7,618","2,712",515,"2,307","2,085",35.60%,,,,,,
2013 Q1,"7,814","2,804",512,"2,189","2,309",35.90%,,,,,,
2013 Q2,"7,501","2,707",365,"2,228","2,202",36.10%,,,,,,
2013 Q3,"7,130","2,527",392,"2,093","2,118",35.40%,,,,,,
2013 Q4,"7,004","2,345",480,"2,134","2,044",33.50%,,,,,,
2014 Q1,"6,783","2,320",447,"2,066","1,950",34.20%,,,,,,
2014 Q2,"6,698","2,352",466,"2,080","1,801",35.10%,,,,,,
2014 Q3,"6,612","2,333",462,"2,075","1,743",35.30%,,,,,,
2014 Q4,"6,336","2,221",388,"2,054","1,673",35.10%,,,,,,
2015 Q1,"6,278","2,240",370,"1,987","1,681",35.70%,,,,,,
2015 Q2,"5,993","2,115",328,"1,948","1,602",35.30%,,,,,,
2015 Q3,"5,955","2,137",337,"1,894","1,587",35.90%,,,,,,
2015 Q4,"5,695","2,012",320,"1,828","1,535",35.30%,,,,,,
2016 Q1,"5,638","2,031",320,"1,718","1,569",36.00%,,,,,,
2016 Q2,"5,462","1,939",292,"1,705","1,526",35.50%,,,,,,
2016 Q3,"5,343","1,889",281,"1,646","1,527",35.40%,,,,,,
2016 Q4,"5,101","1,804",267,"1,593","1,437",35.40%,,,,,,
2017 Q1,"5,100","1,832",280,"1,513","1,475",35.90%,,,,,,
2017 Q2,"4,622","1,670",234,"1,388","1,330",36.10%,,,,,,
2017 Q3,"4,540","1,632",277,"1,320","1,311",35.90%,,,,,,
2017 Q4,"4,351","1,556",274,"1,270","1,251",35.80%,,,,,,
2018 Q1,"4,238","1,540",276,"1,204","1,218",36.30%,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 14: Summary of business call revenues by call type (£millions),,,,,,,,,,,,
,,,,,,,,,,,,
,All calls,UK geographic calls,International calls,Calls to mobiles,Other calls1,,,,,,,
,,,,,,,,,,,,
2007,"2,081",603,319,792,368,,,,,,,
2008,"1,875",523,285,746,321,,,,,,,
2009,"1,609",406,190,720,292,,,,,,,
2010,"1,408",348,157,650,252,,,,,,,
2011,"1,194",302,143,554,195,,,,,,,
2012,"1,057",265,133,466,193,,,,,,,
2013,987,233,117,409,229,,,,,,,
2014,852,208,103,333,208,,,,,,,
2015,756,188,91,293,185,,,,,,,
2016,745,198,77,259,211,,,,,,,
2017,682,189,68,213,212,,,,,,,
,,,,,,,,,,,,
2007 Q1,551,160,83,207,101,,,,,,,
2007 Q2,528,153,80,200,95,,,,,,,
2007 Q3,513,149,79,195,89,,,,,,,
2007 Q4,489,141,77,189,82,,,,,,,
2008 Q1,478,136,76,186,81,,,,,,,
2008 Q2,484,136,76,190,82,,,,,,,
2008 Q3,469,132,69,190,78,,,,,,,
2008 Q4,444,119,64,181,80,,,,,,,
2009 Q1,427,114,57,182,73,,,,,,,
2009 Q2,407,104,50,180,73,,,,,,,
2009 Q3,390,96,42,179,73,,,,,,,
2009 Q4,385,93,41,179,72,,,,,,,
2010 Q1,373,94,41,172,66,,,,,,,
2010 Q2,361,87,40,164,70,,,,,,,
2010 Q3,350,86,39,161,64,,,,,,,
2010 Q4,323,81,36,154,52,,,,,,,
2011 Q1,319,79,37,151,52,,,,,,,
2011 Q2,302,77,36,140,49,,,,,,,
2011 Q3,294,75,36,135,49,,,,,,,
2011 Q4,278,71,34,128,45,,,,,,,
2012 Q1,278,70,36,126,46,,,,,,,
2012 Q2,268,66,34,118,51,,,,,,,
2012 Q3,262,67,33,114,49,,,,,,,
2012 Q4,249,62,30,108,48,,,,,,,
2013 Q1,254,62,29,103,59,,,,,,,
2013 Q2,252,59,30,105,59,,,,,,,
2013 Q3,244,57,29,103,55,,,,,,,
2013 Q4,237,55,29,97,55,,,,,,,
2014 Q1,227,55,27,93,52,,,,,,,
2014 Q2,211,52,26,80,54,,,,,,,
2014 Q3,211,51,26,83,51,,,,,,,
2014 Q4,203,50,25,77,51,,,,,,,
2015 Q1,194,48,24,77,44,,,,,,,
2015 Q2,184,46,23,71,44,,,,,,,
2015 Q3,192,46,23,73,50,,,,,,,
2015 Q4,186,48,21,71,46,,,,,,,
2016 Q1,190,48,21,69,53,,,,,,,
2016 Q2,189,49,19,66,54,,,,,,,
2016 Q3,184,50,19,64,52,,,,,,,
2016 Q4,182,51,18,61,52,,,,,,,
2017 Q1,186,54,20,60,53,,,,,,,
2017 Q2,170,47,17,53,53,,,,,,,
2017 Q3,167,47,16,51,53,,,,,,,
2017 Q4,160,42,15,49,53,,,,,,,
2018 Q1,156,42,14,47,53,,,,,,,
,,,,,,,,,,,,
"Excludes VAT; 1 Includes freephone, special services, premium rate, directory enquiries and all other call",,,,,,,,,,,,
types; Figures are not intended to include subscription revenues for internet access although some,,,,,,,,,,,,
element may remain; 2 Includes EE from 2017 Q4.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 15: Summary of business call volumes by call type (millions of minutes),,,,,,,,,,,,
,,,,,,,,,,,,
,All Operators,BT2,Virgin Media,Other Direct Access,Other Indirect Access,BT share2,,,,,,
,,,,,,,,,,,,
UK geographic calls,,,,,,,,,,,,
2007,"30,229","11,418","1,965","6,366","10,480",37.80%,,,,,,
2008,"26,754","9,895","1,695","6,175","8,988",37.00%,,,,,,
2009,"21,445","8,288","1,567","5,060","6,530",38.60%,,,,,,
2010,"20,265","7,482","1,453","4,976","6,355",36.90%,,,,,,
2011,"18,567","6,732","1,341","4,873","5,621",36.30%,,,,,,
2012,"17,149","6,110","1,325","5,017","4,696",35.60%,,,,,,
2013,"15,607","5,323",943,"4,732","4,610",34.10%,,,,,,
2014,"14,394","4,882","1,102","4,516","3,894",33.90%,,,,,,
2015,"12,818","4,434",800,"4,137","3,447",34.60%,,,,,,
2016,"11,456","4,011",674,"3,537","3,234",35.00%,,,,,,
2017,"9,988","3,522",592,"2,986","2,887",35.30%,,,,,,
,,,,,,,,,,,,
2007 Q1,"8,288","3,081",542,"1,672","2,994",37.20%,,,,,,
2007 Q2,"7,611","2,857",491,"1,606","2,657",37.50%,,,,,,
2007 Q3,"7,292","2,815",477,"1,556","2,444",38.60%,,,,,,
2007 Q4,"7,037","2,665",455,"1,532","2,385",37.90%,,,,,,
2008 Q1,"6,999","2,662",446,"1,548","2,343",38.00%,,,,,,
2008 Q2,"6,782","2,552",423,"1,554","2,253",37.60%,,,,,,
2008 Q3,"6,726","2,427",421,"1,569","2,309",36.10%,,,,,,
2008 Q4,"6,247","2,254",405,"1,504","2,084",36.10%,,,,,,
2009 Q1,"6,098","2,235",419,"1,437","2,007",36.70%,,,,,,
2009 Q2,"5,289","2,070",381,"1,259","1,579",39.10%,,,,,,
2009 Q3,"4,962","2,042",391,"1,126","1,403",41.20%,,,,,,
2009 Q4,"5,097","1,941",376,"1,238","1,542",38.10%,,,,,,
2010 Q1,"5,271","1,992",388,"1,237","1,653",37.80%,,,,,,
2010 Q2,"5,054","1,844",360,"1,242","1,608",36.50%,,,,,,
2010 Q3,"5,045","1,851",356,"1,262","1,576",36.70%,,,,,,
2010 Q4,"4,896","1,795",349,"1,234","1,518",36.70%,,,,,,
2011 Q1,"4,897","1,811",354,"1,231","1,501",37.00%,,,,,,
2011 Q2,"4,610","1,662",321,"1,209","1,418",36.10%,,,,,,
2011 Q3,"4,628","1,670",331,"1,242","1,385",36.10%,,,,,,
2011 Q4,"4,431","1,589",335,"1,190","1,317",35.90%,,,,,,
2012 Q1,"4,505","1,650",352,"1,243","1,260",36.60%,,,,,,
2012 Q2,"4,299","1,517",316,"1,269","1,198",35.30%,,,,,,
2012 Q3,"4,250","1,500",329,"1,262","1,159",35.30%,,,,,,
2012 Q4,"4,094","1,443",328,"1,243","1,079",35.20%,,,,,,
2013 Q1,"4,188","1,435",326,"1,199","1,228",34.30%,,,,,,
2013 Q2,"3,923","1,387",169,"1,204","1,163",35.40%,,,,,,
2013 Q3,"3,714","1,280",147,"1,163","1,124",34.50%,,,,,,
2013 Q4,"3,782","1,221",301,"1,166","1,094",32.30%,,,,,,
2014 Q1,"3,686","1,218",282,"1,140","1,047",33.00%,,,,,,
2014 Q2,"3,654","1,248",295,"1,145",966,34.20%,,,,,,
2014 Q3,"3,608","1,238",288,"1,129",953,34.30%,,,,,,
2014 Q4,"3,447","1,178",237,"1,102",930,34.20%,,,,,,
2015 Q1,"3,362","1,180",224,"1,081",877,35.10%,,,,,,
2015 Q2,"3,250","1,100",194,"1,074",882,33.80%,,,,,,
2015 Q3,"3,174","1,105",195,"1,018",857,34.80%,,,,,,
2015 Q4,"3,032","1,049",187,964,831,34.60%,,,,,,
2016 Q1,"3,002","1,058",188,913,843,35.20%,,,,,,
2016 Q2,"2,908","1,016",171,900,821,34.90%,,,,,,
2016 Q3,"2,832",991,163,879,799,35.00%,,,,,,
2016 Q4,"2,713",946,152,845,771,34.90%,,,,,,
2017 Q1,"2,734",971,160,822,781,35.50%,,,,,,
2017 Q2,"2,483",885,129,752,716,35.60%,,,,,,
2017 Q3,"2,434",859,151,726,699,35.30%,,,,,,
2017 Q4,"2,337",807,152,686,692,34.50%,,,,,,
2018 Q1,"2,267",786,152,662,668,34.70%,,,,,,
,,,,,,,,,,,,
International calls,,,,,,,,,,,,
2007,"3,319",640,61,"1,396","1,222",19.30%,,,,,,
2008,"2,938",608,59,"1,258","1,013",20.70%,,,,,,
2009,"2,199",538,49,"1,025",588,24.50%,,,,,,
2010,"2,019",551,44,936,487,27.30%,,,,,,
2011,"1,914",496,41,862,516,25.90%,,,,,,
2012,"1,774",433,36,909,396,24.40%,,,,,,
2013,"1,539",357,36,875,270,23.20%,,,,,,
2014,"1,401",335,24,819,223,23.90%,,,,,,
2015,"1,294",321,24,715,234,24.80%,,,,,,
2016,"1,131",277,21,622,211,24.50%,,,,,,
2017,964,231,19,562,152,24.00%,,,,,,
,,,,,,,,,,,,
2007 Q1,885,166,8,365,347,18.70%,,,,,,
2007 Q2,846,161,18,354,313,19.00%,,,,,,
2007 Q3,804,160,18,339,287,19.90%,,,,,,
2007 Q4,784,153,17,338,276,19.50%,,,,,,
2008 Q1,770,159,16,324,271,20.60%,,,,,,
2008 Q2,746,158,15,315,259,21.20%,,,,,,
2008 Q3,740,150,14,314,262,20.30%,,,,,,
2008 Q4,681,141,14,304,222,20.70%,,,,,,
2009 Q1,650,143,12,291,204,22.00%,,,,,,
2009 Q2,560,135,12,263,150,24.10%,,,,,,
2009 Q3,491,127,14,232,117,25.90%,,,,,,
2009 Q4,499,133,11,238,117,26.70%,,,,,,
2010 Q1,502,140,12,232,117,27.90%,,,,,,
2010 Q2,515,140,11,245,119,27.20%,,,,,,
2010 Q3,508,136,11,238,123,26.80%,,,,,,
2010 Q4,494,135,10,221,128,27.30%,,,,,,
2011 Q1,494,137,11,214,132,27.70%,,,,,,
2011 Q2,478,127,12,213,126,26.60%,,,,,,
2011 Q3,475,119,9,218,128,25.10%,,,,,,
2011 Q4,468,113,9,217,129,24.10%,,,,,,
2012 Q1,473,120,10,216,127,25.40%,,,,,,
2012 Q2,468,111,10,238,109,23.70%,,,,,,
2012 Q3,433,99,8,228,98,22.90%,,,,,,
2012 Q4,401,103,8,227,62,25.70%,,,,,,
2013 Q1,385,94,9,214,68,24.40%,,,,,,
2013 Q2,398,92,10,226,70,23.10%,,,,,,
2013 Q3,384,87,9,221,67,22.70%,,,,,,
2013 Q4,372,84,8,214,66,22.60%,,,,,,
2014 Q1,355,84,7,204,60,23.70%,,,,,,
2014 Q2,349,85,6,198,60,24.40%,,,,,,
2014 Q3,356,85,6,212,54,23.80%,,,,,,
2014 Q4,341,81,5,205,50,23.70%,,,,,,
2015 Q1,338,86,6,194,52,25.50%,,,,,,
2015 Q2,321,81,5,177,58,25.20%,,,,,,
2015 Q3,330,79,7,179,64,24.00%,,,,,,
2015 Q4,306,75,6,165,60,24.50%,,,,,,
2016 Q1,296,75,6,159,56,25.30%,,,,,,
2016 Q2,286,72,5,158,51,25.20%,,,,,,
2016 Q3,285,67,5,158,55,23.50%,,,,,,
2016 Q4,265,63,5,147,50,23.80%,,,,,,
2017 Q1,257,64,5,142,46,24.90%,,,,,,
2017 Q2,243,59,4,143,37,24.30%,,,,,,
2017 Q3,236,55,5,140,36,23.30%,,,,,,
2017 Q4,228,53,5,137,34,23.20%,,,,,,
2018 Q1,203,53,5,114,30,26.20%,,,,,,
,,,,,,,,,,,,
Calls to mobiles,,,,,,,,,,,,
2007,"7,055","3,011",389,"1,070","2,584",42.70%,,,,,,
2008,"6,842","2,760",347,"1,152","2,583",40.30%,,,,,,
2009,"6,366","2,386",332,"1,005","2,643",37.50%,,,,,,
2010,"6,444","2,214",327,"1,005","2,899",34.40%,,,,,,
2011,"5,931","2,071",320,"1,026","2,513",34.90%,,,,,,
2012,"5,553","2,024",348,"1,087","2,094",36.50%,,,,,,
2013,"5,362","1,823",475,"1,123","1,941",34.00%,,,,,,
2014,"4,720","1,713",344,"1,095","1,568",36.30%,,,,,,
2015,"4,356","1,618",332,992,"1,413",37.10%,,,,,,
2016,"4,069","1,508",308,939,"1,314",37.10%,,,,,,
2017,"3,665","1,365",323,782,"1,195",37.20%,,,,,,
,,,,,,,,,,,,
2007 Q1,"1,858",784,103,273,697,42.20%,,,,,,
2007 Q2,"1,776",754,97,266,659,42.40%,,,,,,
2007 Q3,"1,733",753,96,265,619,43.50%,,,,,,
2007 Q4,"1,688",720,93,266,609,42.70%,,,,,,
2008 Q1,"1,690",722,89,273,607,42.70%,,,,,,
2008 Q2,"1,739",715,88,293,643,41.10%,,,,,,
2008 Q3,"1,745",685,87,297,676,39.30%,,,,,,
2008 Q4,"1,668",638,83,289,658,38.20%,,,,,,
2009 Q1,"1,688",637,86,287,678,37.70%,,,,,,
2009 Q2,"1,550",596,81,251,622,38.50%,,,,,,
2009 Q3,"1,538",593,84,222,639,38.60%,,,,,,
2009 Q4,"1,590",560,81,245,704,35.20%,,,,,,
2010 Q1,"1,676",577,87,251,761,34.40%,,,,,,
2010 Q2,"1,606",548,81,245,733,34.10%,,,,,,
2010 Q3,"1,599",552,80,253,714,34.50%,,,,,,
2010 Q4,"1,563",537,79,256,691,34.40%,,,,,,
2011 Q1,"1,548",540,82,256,670,34.90%,,,,,,
2011 Q2,"1,473",508,76,251,638,34.50%,,,,,,
2011 Q3,"1,486",523,80,263,620,35.20%,,,,,,
2011 Q4,"1,425",500,82,257,586,35.10%,,,,,,
2012 Q1,"1,451",531,90,265,565,36.60%,,,,,,
2012 Q2,"1,395",505,85,268,537,36.20%,,,,,,
2012 Q3,"1,371",504,87,271,509,36.80%,,,,,,
2012 Q4,"1,336",484,86,283,483,36.20%,,,,,,
2013 Q1,"1,377",487,88,281,521,35.40%,,,,,,
2013 Q2,"1,363",475,109,285,493,34.90%,,,,,,
2013 Q3,"1,388",441,183,292,472,31.80%,,,,,,
2013 Q4,"1,234",420,95,265,454,34.00%,,,,,,
2014 Q1,"1,204",422,88,264,430,35.00%,,,,,,
2014 Q2,"1,185",438,86,270,391,37.00%,,,,,,
2014 Q3,"1,189",436,87,282,383,36.70%,,,,,,
2014 Q4,"1,142",417,83,278,364,36.50%,,,,,,
2015 Q1,"1,136",424,84,259,369,37.30%,,,,,,
2015 Q2,"1,096",404,80,250,362,36.90%,,,,,,
2015 Q3,"1,087",404,85,248,350,37.20%,,,,,,
2015 Q4,"1,037",386,83,235,332,37.20%,,,,,,
2016 Q1,"1,057",394,81,237,346,37.30%,,,,,,
2016 Q2,"1,030",384,77,235,334,37.30%,,,,,,
2016 Q3,"1,006",375,75,233,323,37.30%,,,,,,
2016 Q4,977,355,75,234,312,36.30%,,,,,,
2017 Q1,976,361,80,215,320,37.00%,,,,,,
2017 Q2,911,344,73,199,295,37.80%,,,,,,
2017 Q3,902,336,86,187,293,37.20%,,,,,,
2017 Q4,877,324,84,181,287,37.00%,,,,,,
2018 Q1,881,326,86,184,285,37.00%,,,,,,
,,,,,,,,,,,,
Other calls1,,,,,,,,,,,,
2007,"13,529","6,142",584,"2,869","3,934",45.40%,,,,,,
2008,"10,450","4,472",454,"1,892","3,632",42.80%,,,,,,
2009,"8,658","3,671",421,"1,700","2,866",42.40%,,,,,,
2010,"8,054","3,284",377,"1,710","2,684",40.80%,,,,,,
2011,"7,513","2,883",374,"1,753","2,503",38.40%,,,,,,
2012,"7,027","2,787",389,"1,840","2,011",39.70%,,,,,,
2013,"6,941","2,880",295,"1,914","1,851",41.50%,,,,,,
2014,"5,915","2,296",293,"1,845","1,481",38.80%,,,,,,
2015,"5,453","2,131",199,"1,812","1,310",39.10%,,,,,,
2016,"4,888","1,867",157,"1,564","1,300",38.20%,,,,,,
2017,"3,997","1,572",131,"1,161","1,133",39.30%,,,,,,
,,,,,,,,,,,,
2007 Q1,"4,191","1,824",181,"1,136","1,050",43.50%,,,,,,
2007 Q2,"3,493","1,563",165,794,971,44.80%,,,,,,
2007 Q3,"3,127","1,446",135,488,"1,059",46.20%,,,,,,
2007 Q4,"2,718","1,309",103,452,854,48.20%,,,,,,
2008 Q1,"2,653","1,234",98,447,875,46.50%,,,,,,
2008 Q2,"2,696","1,144",116,477,959,42.40%,,,,,,
2008 Q3,"2,660","1,086",124,487,963,40.80%,,,,,,
2008 Q4,"2,440","1,008",116,482,834,41.30%,,,,,,
2009 Q1,"2,394",990,113,467,823,41.40%,,,,,,
2009 Q2,"2,205",922,100,427,756,41.80%,,,,,,
2009 Q3,"2,058",912,107,401,638,44.30%,,,,,,
2009 Q4,"2,002",847,101,405,649,42.30%,,,,,,
2010 Q1,"2,052",871,98,416,666,42.50%,,,,,,
2010 Q2,"2,032",839,93,436,664,41.30%,,,,,,
2010 Q3,"2,054",849,95,429,681,41.30%,,,,,,
2010 Q4,"1,917",725,91,428,673,37.80%,,,,,,
2011 Q1,"1,964",750,95,446,673,38.20%,,,,,,
2011 Q2,"1,855",708,89,437,620,38.20%,,,,,,
2011 Q3,"1,891",727,94,452,618,38.40%,,,,,,
2011 Q4,"1,803",698,96,417,592,38.70%,,,,,,
2012 Q1,"1,802",702,103,432,565,39.00%,,,,,,
