Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Regulatory Status,Authorization Number,Authorization Issue Date,Expiration Date,Location
New York Recycling Ventures,1340 East Bay Avenue,,Bronx,NY,10147,Bronx,2,7185422300,,,RHRF - exempt (non-VDF),[03M00],Yes,594267,4518059,,,,?,,,"{'human_address': '{""address"":""1340 East Bay Avenue"",""city"":""Bronx"",""state"":""NY"",""zip"":""10147""}', 'latitude': '40.80909', 'longitude': '-73.882649', 'needs_recoding': False}"
Gilbert Excavating,685 County Route 3,Lot 009,Fulton,NY,13069,Oswego,7,3159522853,John Gilbert,Private,Land application - septage - registration,[38A40010],Yes,386400,4797282,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?38A40010,2018-07-13T00:00:00,2023-05-03T00:00:00,"{'human_address': '{""address"":""685 County Route 3"",""city"":""Fulton"",""state"":""NY"",""zip"":""13069""}', 'latitude': '43.326021', 'longitude': '-76.488789', 'needs_recoding': False}"
Albert Rudin Farm,4890 Gaskill Road,,Owego,NY,13827,Tioga,7,6076873339,Terry Rudin,Private,Land application - septage - registration,[54A40018],Yes,402012,4664031,4 - GIS Assisted,Biosolids,Registration,?54A40018,2018-03-23T00:00:00,2023-05-04T00:00:00,"{'human_address': '{""address"":""4890 Gaskill Road"",""city"":""Owego"",""state"":""NY"",""zip"":""13827""}', 'latitude': '42.119088', 'longitude': '-76.182289', 'needs_recoding': False}"
Clean Earth Septic Systems,Huddle Hill Road,,Van Etten,NY,14889,Chemung,8,6075647931,Levi J. Carling,Private,Land application - septage - registration,[08A40001],Yes,367642,4680050,1 - No accuracy stated,Septage,Registration,?08A40001,2017-11-25T00:00:00,2022-11-24T00:00:00,
A D Call & Sons Excavating & Trucking Inc,6400 Main Rd; PO Box 60,,Stafford,NY,14143,Genesee,8,5853432910,A.D. Call & Sons Excavating and Trucking; Inc.,,Land application - septage - registration,[19A40001],Yes,249328,4762724,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?19A40001,2017-11-04T00:00:00,2022-11-03T00:00:00,"{'human_address': '{""address"":""6400 Main Rd; PO Box 60"",""city"":""Stafford"",""state"":""NY"",""zip"":""14143""}', 'latitude': '42.97973', 'longitude': '-78.05984', 'needs_recoding': False}"
Gary Sheard Septic,7545 Lake Road,,Bergen,NY,14416,Genesee,8,5854941862,Gary R. Sheard,Private,Land application - septage - registration,[19L01],Yes,259029,4771316,4.3 - Utilization of Digital Orthophoto Quads,,Registration,?19L01,,,
Palmers Septic Service; LLC,8925 Route 89,,Interlaken,NY,14847,Seneca,8,6078823056,Frank Palmer; Jr.,Private,Land application - septage - registration,[50A40001],Yes,361581,4717367,1 - No accuracy stated,Septage,Registration,?50A40001,2017-11-28T00:00:00,2022-11-27T00:00:00,"{'human_address': '{""address"":""8925 Route 89"",""city"":""Interlaken"",""state"":""NY"",""zip"":""14847""}', 'latitude': '42.591915', 'longitude': '-76.681269', 'needs_recoding': False}"
Jeff Andrysick / Harvest & Artists Market,8383 Gallagher Rd,,Hammondsport,NY,14840,Steuben,8,6073829598,Jeff Andrysick,Private,Land application - septage - registration,[51A40001],Yes,318991,4707774,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?51A40001,2017-11-11T00:00:00,2022-11-10T00:00:00,"{'human_address': '{""address"":""8383 Gallagher Rd"",""city"":""Hammondsport"",""state"":""NY"",""zip"":""14840""}', 'latitude': '42.497355', 'longitude': '-77.20408', 'needs_recoding': False}"
Ternoois Septic Tank Service,6022 Buerman Road,,Sodus,NY,14551,Wayne,8,3154839356,Frank Ternoois,Private,Land application - septage - registration,[59A40002],Yes,333874,4785925,1 - No accuracy stated,Septage,Registration,?59A40002,2017-11-19T00:00:00,2022-11-18T00:00:00,"{'human_address': '{""address"":""6022 Buerman Road"",""city"":""Sodus"",""state"":""NY"",""zip"":""14551""}', 'latitude': '43.22349', 'longitude': '-77.038025', 'needs_recoding': False}"
Van Dyke Septic,4114 County Route 27,,Rock Stream,NY,14878,Yates,8,6075352410,Michael A Van Dyke,,Land application - septage - registration,[62A40001],Yes,337884,4699792,4.1 - Address Matching,Septage,,?62A40001,2017-11-16T00:00:00,2022-11-15T00:00:00,
Bliss Property - Bliss Septic,9924 County Road 23,,Houghton,NY,14744,Allegany,9,5854372493,Don Bliss Septic,Private,Land application - septage - registration,[02A40007],Yes,729447,4701404,1 - No accuracy stated,Septage,Registration,?02A40007,2018-08-22T00:00:00,2023-08-22T00:00:00,"{'human_address': '{""address"":""9924 County Road 23"",""city"":""Houghton"",""state"":""NY"",""zip"":""14744""}', 'latitude': '42.433177', 'longitude': '-78.212648', 'needs_recoding': False}"
Carol Boone Property,10774 County Road 27B,,Hume,NY,14735,Allegany,9,,L. M. White Septic Inc,Private,Land application - septage - registration,[02A40005],Yes,739578,4705675,1 - No accuracy stated,Septage,Registration,?02A40005,2018-11-01T00:00:00,2023-11-01T00:00:00,"{'human_address': '{""address"":""10774 County Road 27B"",""city"":""Hume"",""state"":""NY"",""zip"":""14735""}', 'latitude': '42.467533', 'longitude': '-78.08386', 'needs_recoding': False}"
Williams Farm - Don's Septic Service; LLC,Podonque Road,,Rushford,NY,14744,Allegany,9,5854372493,Curtis Baker,Private,Land application - septage - registration,[02A40008],Yes,727561,4698300,1 - No accuracy stated,Septage,Registration,?02A40008,2018-12-20T00:00:00,2023-12-20T00:00:00,
Lee's Septic Service,2622 Back Hinsdale Rd,,Olean,NY,14760,Cattaraugus,9,7169335800,Lee Adams,Private,Land application - septage - registration,[05A40006],Yes,712834,4665473,1 - No accuracy stated,Septage,Registration,?05A40006,2018-09-23T00:00:00,2023-09-23T00:00:00,"{'human_address': '{""address"":""2622 Back Hinsdale Rd"",""city"":""Olean"",""state"":""NY"",""zip"":""14760""}', 'latitude': '42.113298', 'longitude': '-78.42816', 'needs_recoding': False}"
X-Plo LCD Lf,Kelly Road,,Plattsburgh,NY,12901,Clinton,5,5185617810,Don Jerry X-Plo Inc,Private,Landfill - land clearing debris,[10D05],Yes,617634,4946383,1 - No accuracy stated,,Registration,?10D05,1994-05-24T00:00:00,,
Richard Hill Property - Zuech,Mosher Hollow Road,,Cattaraugus,NY,14719,Cattaraugus,9,7162573660,Zuech's Environmental Services Inc.,Private,Land application - septage - registration,[05A40004],Yes,668543,4687020,1 - No accuracy stated,Septage,Registration,?05A40004,2018-08-29T00:00:00,2023-08-29T00:00:00,
Rick Myers property,4763 Felton Hill Road,,West Valley,NY,14171,Cattaraugus,9,7169423292,Blue Moon Portable Toilets Inc,Private,Land application - septage - registration,[05A40002],Yes,699338,4698945,1 - No accuracy stated,Septage,Registration,?05A40002,2018-08-22T00:00:00,2023-08-22T00:00:00,"{'human_address': '{""address"":""4763 Felton Hill Road"",""city"":""West Valley"",""state"":""NY"",""zip"":""14171""}', 'latitude': '42.41703', 'longitude': '-78.573659', 'needs_recoding': False}"
Zuech's Environmental Services Inc.,8312 Rt. 98,,Franklinville,NY,14737,Cattaraugus,9,7166763388,Zuech's Environmental Services Inc.,,Land application - septage - registration,[05A40003],Yes,709875,4693797,1 - No accuracy stated,Septage,Registration,?05A40003,2018-08-29T00:00:00,2023-08-29T00:00:00,"{'human_address': '{""address"":""8312 Rt. 98"",""city"":""Franklinville"",""state"":""NY"",""zip"":""14737""}', 'latitude': '42.368837', 'longitude': '-78.450829', 'needs_recoding': False}"
Farnham Site 2; Elm Flat Rd,Elm Flat Road,,Chautauqua,NY,14757,Chautauqua,9,7167537005,Matthew Farnham,Private,Land application - septage - registration,[07A40020],Yes,626270,4683278,1 - No accuracy stated,Septage,Registration,?07A40020,2018-08-24T00:00:00,2023-08-24T00:00:00,
Bush Septic Kurt White,9247 Ravlin Hill Road,,French Creek,NY,14724,Chautauqua,9,7164990346,Kevin White,Private,Land application - septage - registration,[07A40022],Yes,612025,4656616,,Septage,Registration,?07A40022,2018-08-06T00:00:00,2023-08-06T00:00:00,"{'human_address': '{""address"":""9247 Ravlin Hill Road"",""city"":""French Creek"",""state"":""NY"",""zip"":""14724""}', 'latitude': '42.053578', 'longitude': '-79.661011', 'needs_recoding': False}"
Bush Septic Roger White Property,1308 Bush Rd,,Clymer,NY,14724,Chautauqua,9,7164990346,Kevin White,Private,Land application - septage - registration,[07A40023],Yes,610938,4656438,1 - No accuracy stated,Septage,Registration,?07A40023,2018-08-06T00:00:00,2023-08-06T00:00:00,"{'human_address': '{""address"":""1308 Bush Rd"",""city"":""Clymer"",""state"":""NY"",""zip"":""14724""}', 'latitude': '42.055901', 'longitude': '-79.659635', 'needs_recoding': False}"
Farnham - Site 1 Burdick Rd,Burdick Road,,Chautauqua,NY,14757,Chautauqua,9,7167537005,Matthew Farnham,Private,Land application - septage - registration,[07A40019],Yes,626516,4683403,1 - No accuracy stated,Septage,Registration,?07A40019,2018-08-24T00:00:00,2023-08-24T00:00:00,
Jason Farnham Property,5218 Dean Road,,Stockton,NY,14784,Chautauqua,9,7165953052,Matthew Farnham,Private,Land application - septage - registration,[07A40021],Yes,631775,4686600,1 - No accuracy stated,Septage,Registration,?07A40021,2018-08-24T00:00:00,2023-08-24T00:00:00,"{'human_address': '{""address"":""5218 Dean Road"",""city"":""Stockton"",""state"":""NY"",""zip"":""14784""}', 'latitude': '42.318507', 'longitude': '-79.397773', 'needs_recoding': False}"
Meder #1 - Advanced Septic Service LLC,6909 Route 380,,Stockton,NY,14718,Chautauqua,9,7165952526,Advanced Septic Service LLC,Private,Land application - septage - registration,[07A40016],Yes,653473,4684316,1 - No accuracy stated,Septage,Registration,?07A40016,2018-07-25T00:00:00,2023-07-25T00:00:00,"{'human_address': '{""address"":""6909 Route 380"",""city"":""Stockton"",""state"":""NY"",""zip"":""14718""}', 'latitude': '42.300483', 'longitude': '-79.353091', 'needs_recoding': False}"
Nick Restivo Farms,476 Christy Road,,Hanover,NY,14081,Chautauqua,9,7169345340,Lake Shore Septic Services Inc.,,Land application - septage - registration,[07A40029],Yes,656105,4710964,1 - No accuracy stated,Septage,Registration,?07A40029,2018-08-31T00:00:00,2023-08-31T00:00:00,"{'human_address': '{""address"":""476 Christy Road"",""city"":""Hanover"",""state"":""NY"",""zip"":""14081""}', 'latitude': '42.530606', 'longitude': '-79.100226', 'needs_recoding': False}"
Raczka Property,3317 Cable Road,,Arkwright,NY,14063,Chautauqua,9,7166728747,David Raczka,Private,Land application - septage - registration,[07A40033],Yes,641789,4697720,1 - No accuracy stated,Septage,Registration,?07A40033,2018-10-17T00:00:00,2023-10-17T00:00:00,"{'human_address': '{""address"":""3317 Cable Road"",""city"":""Arkwright"",""state"":""NY"",""zip"":""14063""}', 'latitude': '42.420739', 'longitude': '-79.277713', 'needs_recoding': False}"
Robert Thompson Site,12278 Alleghany Road,,Hanover,NY,14136,Chautauqua,9,7169527055,Lake Shore Septic Services Inc.,Private,Land application - septage - registration,[07A40030],Yes,655329,4711568,1 - No accuracy stated,Septage,Registration,?07A40030,2018-08-31T00:00:00,2023-08-31T00:00:00,"{'human_address': '{""address"":""12278 Alleghany Road"",""city"":""Hanover"",""state"":""NY"",""zip"":""14136""}', 'latitude': '42.538421', 'longitude': '-79.11956', 'needs_recoding': False}"
Vandette #1 - Advanced Septic Service LLC,6847 Route 380,,Stockton,NY,14784,Chautauqua,9,7165952526,Advanced Septic Service LLC,Private,Land application - septage - registration,[07A40017],Yes,635581,4684214,,Septage,Registration,?07A40017,2018-07-25T00:00:00,2023-07-25T00:00:00,"{'human_address': '{""address"":""6847 Route 380"",""city"":""Stockton"",""state"":""NY"",""zip"":""14784""}', 'latitude': '42.296401', 'longitude': '-79.353071', 'needs_recoding': False}"
Vandette #2 - Advanced Septic Service LLC,6463 Route 380,,Stockton,NY,14784,Chautauqua,9,7165952526,Joseph Mikula Jr,Private,Land application - septage - registration,[07A40018],Yes,635701,4682123,1 - No accuracy stated,Septage,Registration,?07A40018,2018-07-25T00:00:00,2023-07-25T00:00:00,"{'human_address': '{""address"":""6463 Route 380"",""city"":""Stockton"",""state"":""NY"",""zip"":""14784""}', 'latitude': '42.280569', 'longitude': '-79.353067', 'needs_recoding': False}"
Ward Wilcox Site,10290 Prospect Street,,Forestville,NY,14062,Chautauqua,9,7169652718,Ward Wilcox,,Land application - septage - registration,[07A40031],Yes,651634,470133,1 - No accuracy stated,Septage,Registration,?07A40031,2018-09-07T00:00:00,2023-09-07T00:00:00,
Mahar Excavating Inc,8505 Chapman Road,,Gasport,NY,14067,Niagara,9,7167725327,Mahar Excavating; Inc,Private,Land application - septage - registration,[32A40004],Yes,697964,4793023,1 - No accuracy stated,Septage,Registration,?32A40004,2018-11-02T00:00:00,2023-11-02T00:00:00,"{'human_address': '{""address"":""8505 Chapman Road"",""city"":""Gasport"",""state"":""NY"",""zip"":""14067""}', 'latitude': '43.261501', 'longitude': '-78.560508', 'needs_recoding': False}"
WNY Septic Tank Cleaning Service,3002 Daniels Road,,Wilson,NY,14172,Niagara,9,7167510520,George Secor,Private,Land application - septage - registration,[32A40008],Yes,674434,4793262,1 - No accuracy stated,Septage,Registration,?32A40008,2018-11-02T00:00:00,2023-11-02T00:00:00,"{'human_address': '{""address"":""3002 Daniels Road"",""city"":""Wilson"",""state"":""NY"",""zip"":""14172""}', 'latitude': '43.273753', 'longitude': '-78.850232', 'needs_recoding': False}"
Arna Herman Property,4608 Liberty Street Road,,Warsaw,NY,14569,Wyoming,9,5857862571,Wyco Construction Inc,Private,Land application - septage - registration,[61A40006],Yes,731356,4733905,1 - No accuracy stated,Septage,Registration,?61A40006,2018-08-22T00:00:00,2023-08-22T00:00:00,"{'human_address': '{""address"":""4608 Liberty Street Road"",""city"":""Warsaw"",""state"":""NY"",""zip"":""14569""}', 'latitude': '42.72452', 'longitude': '-78.174237', 'needs_recoding': False}"
F. Lincoln Walkey Site #1,6600 Lamont Road,,Gainsville,NY,14427,Wyoming,9,7169833769,Richard Boone,Private,Land application - septage - registration,[61A40003],Yes,737659,4718416,1 - No accuracy stated,Septage,Registration,?61A40003,2018-11-01T00:00:00,2023-11-01T00:00:00,"{'human_address': '{""address"":""6600 Lamont Road"",""city"":""Gainsville"",""state"":""NY"",""zip"":""14427""}', 'latitude': '42.581544', 'longitude': '-78.103827', 'needs_recoding': False}"
James Herman Property,Liberty St.,,Warsaw,NY,14569,Wyoming,9,5857862571,Wyco Construction Inc.,Private,Land application - septage - registration,[61A40005],Yes,729776,4733850,1 - No accuracy stated,Septage,Registration,?61A40005,2018-08-22T00:00:00,2023-08-22T00:00:00,
Dan's Sewer Inc./Clear Pond LLC,323 Burlingham Road,,Bloomingburg,NY,12721,Sullivan,3,,Dwayne Roe,,Land application - septage - registration,[53L01],Yes,549011,4603038,,,,?,,,"{'human_address': '{""address"":""323 Burlingham Road"",""city"":""Bloomingburg"",""state"":""NY"",""zip"":""12721""}', 'latitude': '41.57582', 'longitude': '-74.408275', 'needs_recoding': False}"
Becker & Son's Septic Service,2108 Switzkill Road,,Berne,NY,12023,Albany,4,5188720330,Maver Becker,,Land application - septage - registration,[01L38],Yes,569455,4718332,4.2 - Utilization of GIS and existing spatial data,,Registration,?,,,"{'human_address': '{""address"":""2108 Switzkill Road"",""city"":""Berne"",""state"":""NY"",""zip"":""12023""}', 'latitude': '42.613774', 'longitude': '-74.153169', 'needs_recoding': False}"
Bill Baldwin and Sons,139 George Road,,Ghent,NY,12075,Columbia,4,5188280012,Bill Baldwin,,Land application - septage - registration,[11L15],Yes,608741,4685031,4.3 - Utilization of Digital Orthophoto Quads,,Registration,?,,,"{'human_address': '{""address"":""139 George Road"",""city"":""Ghent"",""state"":""NY"",""zip"":""12075""}', 'latitude': '42.305428', 'longitude': '-73.677404', 'needs_recoding': False}"
Baumann's Septic Cleaning,77 Johnny Cake Lane,,Greenville,NY,12083,Greene,4,5189665218,Carol Schreiber,,Land application - septage - registration,[20L03],Yes,578974,4695298,4.2 - Utilization of GIS and existing spatial data,,,?,,,"{'human_address': '{""address"":""77 Johnny Cake Lane"",""city"":""Greenville"",""state"":""NY"",""zip"":""12083""}', 'latitude': '42.406042', 'longitude': '-74.042887', 'needs_recoding': False}"
Green Pines Septic,682 Starkville Road,,Fort Plain,NY,13339,Montgomery,4,5189935407,Patricia Prezestrzelski,,Land application - septage - registration,[29L06],Yes,520127,4748662,4.2 - Utilization of GIS and existing spatial data,,,?,,,"{'human_address': '{""address"":""682 Starkville Road"",""city"":""Fort Plain"",""state"":""NY"",""zip"":""13339""}', 'latitude': '42.889701', 'longitude': '-74.752539', 'needs_recoding': False}"
Horender Construction Co Inc,2155 River Road,,Fort Plain,NY,13339,Montgomery,4,3158233045,Gary & Kevin Horender,,Land application - septage - registration,[29L25],Yes,518445,4761260,4.2 - Utilization of GIS and existing spatial data,,Registration,?,,,"{'human_address': '{""address"":""2155 River Road"",""city"":""Fort Plain"",""state"":""NY"",""zip"":""13339""}', 'latitude': '43.003391', 'longitude': '-74.77366', 'needs_recoding': False}"
Przestrzelski Septic,121 Brookmans Cor. Road,,Fort Plain,NY,13339,Montgomery,4,5189932925,,,Land application - septage - registration,[29L20],Yes,524274,4753553,4.2 - Utilization of GIS and existing spatial data,,,?,,,"{'human_address': '{""address"":""121 Brookmans Cor. Road"",""city"":""Fort Plain"",""state"":""NY"",""zip"":""13339""}', 'latitude': '42.934597', 'longitude': '-74.702833', 'needs_recoding': False}"
Church Septic Tank Service,323 Cottrell Road,,Hoosick Falls,NY,12090,Rensselaer,4,8024426919,Robert Church,,Land application - septage - registration,[42L28],Yes,638341,4753773,4.2 - Utilization of GIS and existing spatial data,,Registration,?,,,"{'human_address': '{""address"":""323 Cottrell Road"",""city"":""Hoosick Falls"",""state"":""NY"",""zip"":""12090""}', 'latitude': '42.927872', 'longitude': '-73.300286', 'needs_recoding': False}"
Pascap Co Inc,4250 Boston Road,,Bronx,NY,10475,Bronx,2,,Pascap Co Inc,,RHRF - exempt (non-VDF),[03M00],Yes,599244,4527029,,,,?,,,"{'human_address': '{""address"":""4250 Boston Road"",""city"":""Bronx"",""state"":""NY"",""zip"":""10475""}', 'latitude': '40.887998', 'longitude': '-73.823194', 'needs_recoding': False}"
Cuomo Farms,847 Coplon Road,,Schenectady,NY,12306,Schenectady,4,5183743882,Cuomo Farms,,Land application - septage - registration,[47L06],Yes,579056,4742588,4.2 - Utilization of GIS and existing spatial data,,,?,,,"{'human_address': '{""address"":""847 Coplon Road"",""city"":""Schenectady"",""state"":""NY"",""zip"":""12306""}', 'latitude': '42.832287', 'longitude': '-74.031756', 'needs_recoding': False}"
Duane Septic,1020 Suits Road,,Duanesburg,NY,12056,Schenectady,4,5183552690,Earl Ostrander,,Land application - septage - registration,[47L08],Yes,574587,4735279,4.2 - Utilization of GIS and existing spatial data,,Registration,?,,,"{'human_address': '{""address"":""1020 Suits Road"",""city"":""Duanesburg"",""state"":""NY"",""zip"":""12056""}', 'latitude': '42.766628', 'longitude': '-74.091241', 'needs_recoding': False}"
George Mulyca,2387 Mariaville Road,,Schenectady,NY,12306,Schenectady,4,5183775172,George Mulyca,,Land application - septage - registration,[47L05],Yes,579186,4741412,4.2 - Utilization of GIS and existing spatial data,,Registration,?,,,"{'human_address': '{""address"":""2387 Mariaville Road"",""city"":""Schenectady"",""state"":""NY"",""zip"":""12306""}', 'latitude': '42.818151', 'longitude': '-74.028636', 'needs_recoding': False}"
Moore's Septic,Gero Rd.,,Mooers Forks,NY,12959,Clinton,5,5185947551,Charles Moore,Private,Land application - septage - registration,[10L01],Yes,600819,4975325,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?10L01,,,
S&S Sanitation,4562 State Route 37,,Westville,NY,12953,Franklin,5,5186516345,Gaylord Snyder,Private,Land application - septage - registration,[17L02],Yes,551044,4972193,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?17L02,2003-10-20T00:00:00,,"{'human_address': '{""address"":""4562 State Route 37"",""city"":""Westville"",""state"":""NY"",""zip"":""12953""}', 'latitude': '44.956207', 'longitude': '-74.41127', 'needs_recoding': False}"
De Jong Septic Land Application Site,717 Ridge Road,,Broadalbin,NY,12025,Fulton,5,5188421540,Peter & Rena De Jong,Private,Land application - septage - registration,[18L01],Yes,571426,4765837,,Septage,Registration,?18L01,2005-10-28T00:00:00,,"{'human_address': '{""address"":""717 Ridge Road"",""city"":""Broadalbin"",""state"":""NY"",""zip"":""12025""}', 'latitude': '43.037939', 'longitude': '-74.12157', 'needs_recoding': False}"
AJ's Septic,167 Brown Road,,Lisbon (T),NY,13658,St. Lawrence,6,3153936152,Arthur J Hurst,Private,Land application - septage - registration,[45L10],Yes,476953,4962863,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?45L10,2004-03-12T00:00:00,,"{'human_address': '{""address"":""167 Brown Road"",""city"":""Lisbon (T)"",""state"":""NY"",""zip"":""13658""}', 'latitude': '44.683465', 'longitude': '-75.378077', 'needs_recoding': False}"
Langevin Excavation,Twin Lake Road,,Fine (T),NY,13690,St. Lawrence,6,3158483358,Bruce Langevin Jr.,Private,Land application - septage - registration,[45L09],Yes,500511,4890003,4.2 - Utilization of GIS and existing spatial data,Septage,Registration,?45L09,2003-12-02T00:00:00,,
Beagell's Plumbing & Heating,104 Hickox Rd.,,Harpursville,NY,13787,Broome,7,6072397981,Joseph Beagell,,Land application - septage - registration,[04L70],Yes,449268,4666259,4 - GIS Assisted,,Registration,?04L70,,,"{'human_address': '{""address"":""104 Hickox Rd."",""city"":""Harpursville"",""state"":""NY"",""zip"":""13787""}', 'latitude': '42.191925', 'longitude': '-75.633094', 'needs_recoding': False}"
Bodek Septic & Excavating Services Inc,195 Brooks Road,,Binghamton,NY,13905,Broome,7,6077779974,Christopher Bodek,Private,Land application - septage - registration,[04L03],Yes,421866,4673642,1 - No accuracy stated,Septage,Registration,?04L03,,,"{'human_address': '{""address"":""195 Brooks Road"",""city"":""Binghamton"",""state"":""NY"",""zip"":""13905""}', 'latitude': '42.211133', 'longitude': '-75.946407', 'needs_recoding': False}"
Colpitts Construction/DBA P.B Pumping Service,879 Stateline Rd.,,Windsor,NY,13865,Broome,7,6076553279,,,Land application - septage - registration,[04L54],Yes,448025,4658775,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?04L54,2003-09-03T00:00:00,,"{'human_address': '{""address"":""879 Stateline Rd."",""city"":""Windsor"",""state"":""NY"",""zip"":""13865""}', 'latitude': '42.0516', 'longitude': '-75.610156', 'needs_recoding': False}"
Dunham Farms Septic,25 Northrup Ave. N,,Lisle,NY,13797,Broome,7,6076924167,Roger Dunham,,Land application - septage - registration,[04L60],Yes,417293,4689532,1 - No accuracy stated,Septage,Registration,?04L60,,,"{'human_address': '{""address"":""25 Northrup Ave. N"",""city"":""Lisle"",""state"":""NY"",""zip"":""13797""}', 'latitude': '42.35215', 'longitude': '-76.00305', 'needs_recoding': False}"
Suburban Septic and Excavating Service Inc,101 Kutalek Rd.,,Kirkwood,NY,13795,Broome,7,6077750883,Suburban Septic,Private,Land application - septage - registration,[04L55],Yes,434012,4654605,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?04L55,2003-10-10T00:00:00,,"{'human_address': '{""address"":""101 Kutalek Rd."",""city"":""Kirkwood"",""state"":""NY"",""zip"":""13795""}', 'latitude': '42.056608', 'longitude': '-75.772133', 'needs_recoding': False}"
Adsit Septic & Grading,7796 State Highway 12,,Sherburne,NY,13460,Chenango,7,6076744554,David Adsit,,Land application - septage - registration,[09L63],Yes,459951,4722348,1 - No accuracy stated,,Registration,?09L63,,,"{'human_address': '{""address"":""7796 State Highway 12"",""city"":""Sherburne"",""state"":""NY"",""zip"":""13460""}', 'latitude': '42.652158', 'longitude': '-75.48873', 'needs_recoding': False}"
Afton Septic Service,Dale Growver Farm,State Route 41 and Ives Road,Afton,NY,13730,Chenango,7,6076391053,Jason & Lisa Page,Private,Land application - septage - registration,[09L84],Yes,456249,4673290,1.1 - Obtained from original submission and unverified process,Septage,Registration,?7-0820-00004/00003,2007-04-10T00:00:00,2009-04-09T00:00:00,
Barrows & Sons Septic LLC,Bradley Hill Road,,Oxford,NY,13830,Chenango,7,6073343686,Mike Place,,Land application - septage - registration,[09L01],Yes,452170,4695330,3.1 - Sportsman Hand-Held Unit (w/ Selective Availability on),Septage,Registration,?09L01,2008-06-16T00:00:00,,
Kitchen Excavating; Inc.,3938 Camp Road,,Madison,NY,13402,Madison,7,3157509284,Patrick Kitchen,Private,Land application - septage - registration,[27L01],Yes,462569,4751625,4.1 - Address Matching,Septage,Registration,?27L01,2010-06-08T00:00:00,,"{'human_address': '{""address"":""3938 Camp Road"",""city"":""Madison"",""state"":""NY"",""zip"":""13402""}', 'latitude': '42.913136', 'longitude': '-75.457863', 'needs_recoding': False}"
LBD Enterprises - Septage,Ditch Bank Road,,Lenox,NY,13032,Madison,7,3156873196,LBD Enterprises; LLC,Private,Land application - septage - registration,[27L58],Yes,420505,4772381,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?27L58,2003-10-07T00:00:00,,
C. L. McCormack,5885 Jordan Rd.,5739 Tikes Rd.,Elbridge,NY,13060,Onondaga,7,3156893973,Melanie & Meghan McCormack,Private,Land application - septage - registration,[34L04],Yes,386132,4765162,,Septage,Registration,?34L04,,,"{'human_address': '{""address"":""5885 Jordan Rd."",""city"":""Elbridge"",""state"":""NY"",""zip"":""13060""}', 'latitude': '43.055319', 'longitude': '-76.460808', 'needs_recoding': False}"
Skaneateles Septic Tank Service,Chatfield Road,,Elbridge,NY,13060,Onondaga,7,3156856892,William J. Miles,Private,Land application - septage - registration,[34L51],Yes,384432,4755736,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?34L51,2003-08-12T00:00:00,,
Klebs Septic Tank Pumping,845 CO. RT. 48,,Richland,NY,13144,Oswego,7,3152985831,Richard Klebs,Private,Land application - septage - registration,[38L52],Yes,415501,4822754,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?38L52,2003-07-01T00:00:00,,
Lockwood Septic Service,184 Chapel Road,,Hannibal,NY,13074,Oswego,7,3153424551,Donald & Tonya Weber,Private,Land application - septage - registration,[38L64],Yes,371005,4804650,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?38L64,2004-06-21T00:00:00,,"{'human_address': '{""address"":""184 Chapel Road"",""city"":""Hannibal"",""state"":""NY"",""zip"":""13074""}', 'latitude': '43.384237', 'longitude': '-76.592598', 'needs_recoding': False}"
Priority Pumping Septic Service,251 Peat Bed Rd.,,Hannibal,NY,13074,Oswego,7,3155937580,William Simmons,Private,Land application - septage - registration,[38L57],Yes,377965,4796260,4.3 - Utilization of Digital Orthophoto Quads,Septage,Registration,?38L57,2003-09-29T00:00:00,,"{'human_address': '{""address"":""251 Peat Bed Rd."",""city"":""Hannibal"",""state"":""NY"",""zip"":""13074""}', 'latitude': '43.309128', 'longitude': '-76.520136', 'needs_recoding': False}"
Sheesley's Sewer Service Inc,1862 Grand Central Ave,,Elmira Heights,NY,14903,Chemung,8,6077331862,Michael A Cowan,,Land application - septage - registration,[08L03],Yes,341959,4661896,1 - No accuracy stated,,Registration,?08L03,,,"{'human_address': '{""address"":""1862 Grand Central Ave"",""city"":""Elmira Heights"",""state"":""NY"",""zip"":""14903""}', 'latitude': '42.136204', 'longitude': '-76.820021', 'needs_recoding': False}"
