Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
Austria,Web,Sports Store,Personal Accessories,Eyewear,Bella,2013,Q1 2013,28912.5,414,0.43736965
Austria,Web,Sports Store,Personal Accessories,Eyewear,Capri,2013,Q1 2013,12217.7,319,0.33797769
Austria,Web,Sports Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,81284.75,2400,0.33088679
Austria,Web,Sports Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,116518.05,2589,0.41107897
Austria,Web,Sports Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,84247.15,4181,0.40106425
Austria,Web,Sports Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,132038.25,2046,0.40281047
Austria,Web,Sports Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,82996,998,0.50237192
Austria,Web,Sports Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,62321.7,1239,0.39706346
Austria,Web,Sports Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,166181.6,5385,0.32414961
Austria,Web,Sports Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,69781.5,1723,0.40306012
Austria,Web,Sports Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,115651.9,1846,0.44967597
Austria,Web,Sports Store,Personal Accessories,Knives,Single Edge,2013,Q1 2013,55637.62,4583,0.29489292
Austria,Web,Sports Store,Personal Accessories,Knives,Double Edge,2013,Q1 2013,8856.33,543,0.29920294
Austria,Web,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,16956.17,427,0.40745404
Austria,Web,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q1 2013,16308.48,186,0.46395985
Austria,Web,Sports Store,Personal Accessories,Knives,Max Gizmo,2013,Q1 2013,36753.5,910,0.54641027
Austria,Web,Sports Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,36249,2810,0.59294601
Austria,Web,Sports Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,40712.21,407,0.28831351
Austria,Web,Sports Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,26499.2,208,0.2733124
Austria,Web,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,17589.42,101,0.45955466
Austria,Web,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,25427.88,311,0.51077321
Austria,Web,Sports Store,Personal Accessories,Binoculars,Opera Vision,2013,Q1 2013,6930,63,0.54
Austria,Web,Sports Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,56288,343,0.50484544
Austria,Web,Sports Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,36303.24,1132,0.3763642
Austria,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,45908.46,414,0.33772207
Austria,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q1 2013,57392.16,168,0.48343188
Austria,Web,Sports Store,Personal Accessories,Navigation,Trail Scout,2013,Q1 2013,21658,91,0.35424508
Austria,Web,Sports Store,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,25085,173,0.37586287
Austria,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2013,Q1 2013,25060,70,0.34290503
Austria,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,1400.33,233,0.69550749
Austria,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,1519,217,0.66714286
Austria,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q1 2013,5565,795,0.65428571
Austria,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,2115,423,0.61
Austria,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,1360,272,0.608
Austria,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,6250,1250,0.63
Austria,Web,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q1 2013,2783,121,0.60869565
Austria,Web,Sports Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,2065,59,0.59885714
Austria,Web,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,456,76,0.52833333
Austria,Web,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,540,90,0.54
Austria,Web,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,72750.07,82,0.49176956
Austria,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,44762.21,53,0.50270552
Austria,Web,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,10168.64,8,0.51301256
Austria,Web,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,54879.6,83,0.48336358
Austria,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,116255.7,90,0.52776509
Austria,Web,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,11297.54,134,0.51132724
Austria,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0,76,
Austria,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,9462.7,830,0.47372314
Austria,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,26458.78,123,0.62949539
Austria,Sales visit,Department Store,Camping Equipment,Tents,Star Dome,2013,Q1 2013,56269.85,91,0.35958599
Austria,Sales visit,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,18367.8,23,0.38642625
Austria,Sales visit,Department Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,1360.48,22,0.57713454
Austria,Sales visit,Department Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,1760,16,0.54827273
Austria,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q1 2013,770,110,0.73142857
Austria,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,1547,221,0.66714286
Austria,Sales visit,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,1960,56,0.59885714
Austria,Sales visit,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,266.73,51,0.63288719
Austria,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q1 2013,28120.05,7119,0.46582278
Austria,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q1 2013,36763.2,690,0.34365616
Austria,Sales visit,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q1 2013,10340.46,39,0.43426115
Austria,Sales visit,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,17153.4,60,0.41704852
Austria,Sales visit,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q1 2013,17960.28,39,0.48128203
Austria,Sales visit,Sports Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,6449.22,243,0.33006782
Austria,Sales visit,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,3562.26,39,-0.03043573
Austria,Sales visit,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,3850.2,60,0.37665576
Austria,Sales visit,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,0,60,
Austria,Sales visit,Sports Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q1 2013,0,39,
Austria,Sales visit,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,0,60,
Austria,Sales visit,Sports Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,60,
Austria,Sales visit,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,71310.72,96,0.45368999
Austria,Sales visit,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,109821.12,96,0.5130117
Austria,Sales visit,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,0,96,
Austria,Sales visit,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0,40,
Austria,Sales visit,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,0,40,
Austria,Sales visit,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,8772,40,0.63657091
Italy,E-mail,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,16152.24,1612,0.47704591
Italy,E-mail,Sports Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q1 2013,44274.14,698,0.26880025
Italy,E-mail,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q1 2013,23121.18,1822,0.59732072
Italy,E-mail,Sports Store,Camping Equipment,Tents,Star Peg,2013,Q1 2013,5264.56,2686,0.48979592
Italy,E-mail,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,9515,550,0.51156069
Italy,E-mail,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q1 2013,47148.5,475,0.3426355
Italy,E-mail,Sports Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q1 2013,8262.37,571,0.53351762
Italy,E-mail,Sports Store,Camping Equipment,Lanterns,Firefly 2,2013,Q1 2013,16092,600,0.37844892
Italy,E-mail,Sports Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,7749.68,292,0.33006782
Italy,E-mail,Sports Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,18583.65,549,0.44638109
Italy,E-mail,Sports Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,9757.13,164,0.56046501
Italy,E-mail,Sports Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,2371.6,22,0.5390538
Italy,E-mail,Sports Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,13976.04,119,0.498662
Italy,E-mail,Sports Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q1 2013,3740.1,26,0.49600278
Italy,E-mail,Sports Store,Personal Accessories,Knives,Double Edge,2013,Q1 2013,10210.06,626,0.29920294
Italy,E-mail,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,12508.65,315,0.40745404
Italy,E-mail,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q1 2013,14642.56,167,0.46395985
Italy,E-mail,Sports Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,52115.63,521,0.28831351
Italy,E-mail,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,34218.88,421,0.50787402
Italy,E-mail,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,2235,447,0.61
Italy,E-mail,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,2860,572,0.63
Italy,E-mail,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q1 2013,3519,153,0.60869565
Italy,E-mail,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,390,65,0.52833333
Italy,E-mail,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,450,75,0.54
Italy,E-mail,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,36398.18,49,0.45368999
Italy,E-mail,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,190090.36,160,0.49494072
Italy,E-mail,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,95588.02,74,0.52776509
Italy,E-mail,Sports Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,44994.56,52,0.51345229
Italy,E-mail,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,17114.93,203,0.51132724
Italy,E-mail,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,0,49,
Italy,E-mail,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0,161,
Italy,E-mail,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,0,161,
Italy,E-mail,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,51766.16,240,0.6304922
Italy,Web,Golf Shop,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,4485.8,110,0.50956351
Italy,Web,Golf Shop,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,12782.55,165,0.49657932
Italy,Web,Golf Shop,Personal Accessories,Watches,Venue,2013,Q1 2013,28689,393,0.41668653
Italy,Web,Golf Shop,Personal Accessories,Watches,Infinity,2013,Q1 2013,57770,256,0.46836282
Italy,Web,Golf Shop,Personal Accessories,Watches,Lux,2013,Q1 2013,36878,215,0.47609686
Italy,Web,Golf Shop,Personal Accessories,Watches,Sam,2013,Q1 2013,12527.1,279,0.38708241
Italy,Web,Golf Shop,Personal Accessories,Watches,TX,2013,Q1 2013,79656,419,0.45619439
Italy,Web,Golf Shop,Personal Accessories,Watches,Legend,2013,Q1 2013,44909,169,0.43262909
Italy,Web,Golf Shop,Personal Accessories,Watches,Zodiak,2013,Q1 2013,8054.2,77,0.4250478
Italy,Web,Golf Shop,Personal Accessories,Watches,Kodiak,2013,Q1 2013,18442.7,150,0.45084505
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,22092.68,359,0.57506966
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,6453.7,61,0.53033299
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,17189.48,144,0.50674948
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2013,Q1 2013,8775,130,0.45136524
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Capri,2013,Q1 2013,3983.2,104,0.33707572
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,52741.05,1438,0.33739867
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Dante,2013,Q1 2013,26168.45,585,0.39606855
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,37680.5,1870,0.4011417
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,35130.8,536,0.40677582
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,43909,529,0.50419641
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,10713.9,213,0.39296895
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2013,Q1 2013,34255.7,1118,0.32239248
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,54756,1352,0.39637446
Italy,Web,Golf Shop,Personal Accessories,Eyewear,Retro,2013,Q1 2013,91594.3,1462,0.44781662
Italy,Web,Golf Shop,Personal Accessories,Knives,Double Edge,2013,Q1 2013,12754.42,782,0.29920294
Italy,Web,Golf Shop,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,14216.18,358,0.40745404
Italy,Web,Golf Shop,Personal Accessories,Knives,Max Gizmo,2013,Q1 2013,5751,142,0.57728395
Italy,Web,Golf Shop,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,10861.8,842,0.60652746
Italy,Web,Golf Shop,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,16689.4,131,0.2733124
Italy,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,29376,178,0.49730596
Italy,Web,Golf Shop,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,56571.48,1764,0.3763642
Italy,Web,Golf Shop,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,30051.19,271,0.33772207
Italy,Web,Golf Shop,Personal Accessories,Navigation,Sky Pilot,2013,Q1 2013,6086,17,0.34201117
Italy,Web,Golf Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q1 2013,3894,649,0.69
Italy,Web,Golf Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q1 2013,16745.26,2441,0.64723032
Italy,Web,Golf Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,3420,684,0.608
Italy,Web,Golf Shop,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,392.25,75,0.63288719
Italy,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,237968.2,527,0.51057746
Italy,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,131525.7,157,0.47890945
Italy,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,111344.2,220,0.4511865
Italy,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,134286.63,159,0.50270552
Italy,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,174900.86,147,0.49744101
Italy,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,229471.2,396,0.41049857
Italy,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,62003.04,48,0.52776509
Italy,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,72683.52,84,0.51345229
Italy,Web,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,85360.38,1169,0.61106546
Italy,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,34847.47,397,0.53062877
Italy,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,83054.4,534,0.41364094
Italy,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,7832.93,894,0.6804261
Italy,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,42350.68,3543,0.4980482
Italy,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,42818.6,198,0.63145455
Italy,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,20716.5,1973,0.75714286
Italy,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q1 2013,34033.2,8616,0.46582278
Italy,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,19824.72,1808,0.41991615
Italy,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,7004.8,3184,0.61363636
Italy,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q1 2013,50680.57,799,0.26880025
Italy,Web,Department Store,Camping Equipment,Tents,Star Dome,2013,Q1 2013,76057.05,123,0.35958599
Italy,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,68755.23,87,0.37997444
Italy,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q1 2013,124790.22,1458,0.29898353
Italy,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,227617.27,1597,0.39660993
Italy,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q1 2013,63092.45,661,0.44944997
Italy,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,38023.37,133,0.41704852
Italy,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,82090.56,233,0.39449932
Italy,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q1 2013,48483.36,1566,0.51550388
Italy,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q1 2013,15465.24,969,0.53007519
Italy,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q1 2013,13630.26,498,0.39093898
Italy,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,14837.76,504,0.38858696
Italy,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,17026.55,503,0.44638109
Italy,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q1 2013,2242.45,43,0.44870566
Italy,Web,Department Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q1 2013,10506.15,333,0.36608558
Italy,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q1 2013,9393.64,146,0.36851104
Italy,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,21329.82,1278,0.40083883
Italy,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,6671.66,194,0.5457982
Italy,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,6120.13,79,0.49657932
Italy,Web,Department Store,Personal Accessories,Watches,Venue,2013,Q1 2013,7884,108,0.41205479
Italy,Web,Department Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,37702,163,0.46042491
Italy,Web,Department Store,Personal Accessories,Watches,TX,2013,Q1 2013,18180,99,0.44920792
Italy,Web,Department Store,Personal Accessories,Watches,Legend,2013,Q1 2013,25643.4,96,0.43690384
Italy,Web,Department Store,Personal Accessories,Watches,Zodiak,2013,Q1 2013,10146.2,97,0.4250478
Italy,Web,Department Store,Personal Accessories,Watches,Kodiak,2013,Q1 2013,2165.4,18,0.43657523
Italy,Web,Department Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,16903.08,275,0.57455978
Italy,Web,Department Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,3762,36,0.52449761
Italy,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,1963.2,16,0.5201304
Italy,Web,Department Store,Personal Accessories,Eyewear,Capri,2013,Q1 2013,1915,50,0.33707572
Italy,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,8901.55,203,0.34982896
Italy,Web,Department Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,20653.35,471,0.34875262
Italy,Web,Department Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,25771.85,1279,0.39760669
Italy,Web,Department Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,13107.5,203,0.44577303
Italy,Web,Department Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,11924,138,0.4973373
Italy,Web,Department Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,3420.4,68,0.39582505
Italy,Web,Department Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,33924.7,1058,0.33639384
Italy,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,25353,626,0.40888337
Italy,Web,Department Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,22366.05,357,0.44732753
Italy,Web,Department Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,19747,155,0.2733124
Italy,Web,Department Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,8534.61,133,0.37665576
Italy,Web,Department Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,42914.43,387,0.33772207
Italy,Web,Department Store,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,10150,70,0.37544828
Italy,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,0,133,
Italy,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q1 2013,2205,315,0.73142857
Italy,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,1974,282,0.66714286
Italy,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q1 2013,2445,489,0.642
Italy,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,0,133,
Italy,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q1 2013,1920,320,0.54
Italy,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,2870,82,0.59885714
Italy,Web,Department Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,258,43,0.52833333
Italy,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,133,
Italy,Web,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,264,44,0.54
Italy,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,45859.84,53,0.51345229
Italy,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,35195.64,482,0.61106546
Italy,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0,37,
Italy,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,0,37,
Italy,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,8114.1,37,0.63657091
Italy,Web,Equipment Rental Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q1 2013,36812.16,924,0.50401606
Italy,Web,Equipment Rental Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,136427.59,487,0.4050806
Italy,Web,Equipment Rental Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,5732.64,216,0.33006782
Italy,Web,Equipment Rental Store,Mountaineering Equipment,Rope,Husky Rope 60,2013,Q1 2013,13718,76,0.29911357
Italy,Web,Equipment Rental Store,Mountaineering Equipment,Tools,Granite Hammer,2013,Q1 2013,19754.8,260,0.25138194
Italy,Web,Equipment Rental Store,Mountaineering Equipment,Tools,Granite Shovel,2013,Q1 2013,12287.11,209,0.3856098
Italy,Web,Equipment Rental Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,18673.47,291,0.37665576
Italy,Web,Equipment Rental Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,0,291,
Italy,Web,Equipment Rental Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,1140,228,0.61
Italy,Web,Equipment Rental Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,0,291,
Italy,Web,Equipment Rental Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,291,
Italy,Web,Equipment Rental Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,240,40,0.54
Italy,Web,Equipment Rental Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,10712.16,1038,0.72868217
Italy,Web,Equipment Rental Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,13542.1,65,0.61745224
Italy,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,42008.3,877,0.3736952
Italy,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,3578.46,86,0.51934631
Italy,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,22163.44,281,0.50553705
Italy,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,5514.06,58,0.52666456
