Principal Balance,UPB,Loan ID,Origination Channel,MARP Status,Origination Date,Last Payment Amount,Origination Country,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Accrued Interest Balance (On book),Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate Type,Current Rate Ref,Early Redemption Penalty,Last Payment Date,Next Principal Scheduled Repayment Date,Early Redemption Penalty,Loan Status,Days in Past-Due
116485.7143,117132.8571,ZLP27611,Branch,Not in MARP,1/10/2014,359.5238095,Ireland,Mortage,Loan,Linear,6/11/2045,6/16/2045,EUR,129428.5714,647.1428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
123620,123641.4443,ZLP27612,Web,Not in MARP,1/11/2014,350.3968254,Ireland,Mortage,Loan,Linear,6/12/2045,6/17/2045,EUR,126142.8571,21.44428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
116714.2857,116735.1714,ZLP27613,Broker,Not in MARP,1/12/2014,341.2698413,Ireland,Mortage,Loan,Linear,6/13/2045,6/18/2045,EUR,122857.1429,20.88571429,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
107614.2857,107634.6129,ZLP27614,Branch,Not in MARP,1/13/2014,332.1428571,Ireland,Mortage,Loan,Linear,6/14/2045,6/13/2051,EUR,119571.4286,20.32714286,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
113960,114250.7143,ZLP27615,Branch,Not in MARP,1/14/2014,323.015873,Ireland,Mortage,Loan,Linear,6/15/2045,6/14/2050,EUR,116285.7143,290.7142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
190000,190540,ZLP27616,Web,Not in MARP,1/15/2014,0,Ireland,Mortage,Loan,Linear,6/16/2045,6/15/2050,EUR,200000,540,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,320
142500,143367,ZLP27617,Broker,Not in MARP,1/16/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/17/2045,6/16/2050,EUR,150000,867,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
100020,100520,ZLP27618,Branch,Not in MARP,1/17/2014,277.7777778,Ireland,Mortage,Loan,Linear,6/18/2045,6/17/2050,EUR,100000,500,mixed,5 years fixed then variable,,fixed,,0.03,7/29/2019,8/30/2019,0.04,non-performing,91
80750,80764.45,ZLP27619,Web,Not in MARP,1/18/2014,236.1111111,Ireland,Mortage,Loan,Linear,6/19/2045,6/18/2050,EUR,85000,14.45,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
180000,181000,ZLP27620,Broker,Not in MARP,1/19/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/20/2045,6/18/2053,EUR,200000,1000,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
147000,147750,ZLP27621,Branch,Not in MARP,1/20/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/21/2045,6/26/2045,EUR,150000,750,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
129200,129540,ZLP27622,Branch,Not in MARP,1/21/2014,377.7777778,Ireland,Mortage,Loan,Linear,2/8/2045,2/13/2045,EUR,136000,340,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
126078.5714,126436.9,ZLP27623,Web,Not in MARP,1/22/2014,368.6507937,Ireland,Mortage,Loan,Linear,2/9/2045,2/14/2045,EUR,132714.2857,358.3285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
122957.1429,123705.24,ZLP27624,Broker,ARA,1/23/2014,359.5238095,Ireland,Mortage,Loan,Linear,2/10/2045,2/15/2045,EUR,129428.5714,748.0971429,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,300
119835.7143,120466.4286,ZLP27625,Branch,Exited MARP,1/24/2014,350.3968254,Ireland,Mortage,Loan,Linear,2/11/2045,2/16/2045,EUR,126142.8571,630.7142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
110571.4286,110903.1429,ZLP27626,Web,Not in MARP,1/25/2014,341.2698413,Ireland,Mortage,Loan,Linear,2/12/2045,2/17/2045,EUR,122857.1429,331.7142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
117180,117871.1229,ZLP27627,Broker,ARA,1/26/2014,332.1428571,Ireland,Mortage,Loan,Linear,2/13/2045,2/12/2051,EUR,119571.4286,691.1228571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
110471.4286,111052.8571,ZLP27628,Branch,ARA,1/27/2014,323.015873,Ireland,Mortage,Loan,Linear,2/14/2045,2/13/2050,EUR,116285.7143,581.4285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
135000,135025.5,ZLP27629,Branch,ARA,1/28/2014,416.6666667,Ireland,Mortage,Loan,Linear,2/15/2045,2/14/2050,EUR,150000,25.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
98000,98017,ZLP27630,Web,Not in MARP,1/29/2014,277.7777778,Ireland,Mortage,Loan,Linear,2/16/2045,2/15/2050,EUR,100000,17,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,198
80750,80764.45,ZLP27631,Broker,Not in MARP,1/30/2014,236.1111111,Ireland,Mortage,Loan,Linear,2/17/2045,2/16/2050,EUR,85000,14.45,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,90
190000,190500,ZLP27632,Branch,Not in MARP,1/31/2014,555.5555556,Ireland,Mortage,Loan,Linear,2/18/2045,2/17/2050,EUR,200000,500,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
150030,150435,ZLP27633,Web,Not in MARP,2/1/2014,416.6666667,Ireland,Mortage,Loan,Linear,2/19/2045,2/17/2053,EUR,150000,405,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
129200,129986.08,ZLP27634,Broker,Not in MARP,2/2/2014,377.7777778,Ireland,Mortage,Loan,Linear,2/20/2045,2/25/2045,EUR,136000,786.08,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
140700,141481.6667,ZLP27635,Branch,Not in MARP,2/3/2014,434.2592593,Ireland,Mortage,Loan,Linear,2/21/2045,2/26/2045,EUR,156333.3333,781.6666667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
158666.6667,158694.1905,ZLP27636,Branch,Not in MARP,2/4/2014,449.7354497,Ireland,Mortage,Loan,Linear,2/22/2045,2/27/2045,EUR,161904.7619,27.52380952,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,400
159102.381,159939.7619,ZLP27637,Web,Not in MARP,2/5/2014,465.2116402,Ireland,Mortage,Loan,Linear,2/23/2045,2/28/2045,EUR,167476.1905,837.3809524,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
164395.2381,165260.4762,ZLP27638,Broker,Not in MARP,2/6/2014,480.6878307,Ireland,Mortage,Loan,Linear,2/24/2045,3/1/2045,EUR,173047.619,865.2380952,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
169688.0952,170134.6429,ZLP27639,Branch,Not in MARP,2/7/2014,496.1640212,Ireland,Mortage,Loan,Linear,2/25/2045,3/2/2045,EUR,178619.0476,446.547619,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
174980.9524,175478.2667,ZLP27640,Web,Not in MARP,2/8/2014,511.6402116,Ireland,Mortage,Loan,Linear,2/26/2045,2/25/2051,EUR,184190.4762,497.3142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
170785.7143,171882.5381,ZLP27641,Broker,Not in MARP,2/9/2014,527.1164021,Ireland,Mortage,Loan,Linear,2/27/2045,2/26/2050,EUR,189761.9048,1096.82381,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
191426.6667,192403.3333,ZLP27642,Branch,Not in MARP,2/10/2014,542.5925926,Ireland,Mortage,Loan,Linear,2/28/2045,2/27/2050,EUR,195333.3333,976.6666667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,260
190000,190540,ZLP27643,Branch,Not in MARP,2/11/2014,555.5555556,Ireland,Mortage,Loan,Linear,3/1/2045,2/28/2050,EUR,200000,540,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
135000,135867,ZLP27644,Web,ARA,2/12/2014,416.6666667,Ireland,Mortage,Loan,Linear,3/2/2045,3/1/2050,EUR,150000,867,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
98000,98500,ZLP27645,Broker,Exited MARP,2/13/2014,277.7777778,Ireland,Mortage,Loan,Linear,3/3/2045,3/2/2050,EUR,100000,500,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
80750,80764.45,ZLP27646,Branch,Not in MARP,2/14/2014,236.1111111,Ireland,Mortage,Loan,Linear,3/4/2045,3/2/2053,EUR,85000,14.45,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
190000,190034,ZLP27647,Web,ARA,2/15/2014,555.5555556,Ireland,Mortage,Loan,Linear,3/5/2045,3/10/2045,EUR,200000,34,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
150030,150055.5,ZLP27648,Broker,ARA,2/16/2014,0,Ireland,Mortage,Loan,Linear,3/6/2045,3/11/2045,EUR,150000,25.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
129200,129540,ZLP27649,Branch,ARA,2/17/2014,377.7777778,Ireland,Mortage,Loan,Linear,3/7/2045,3/12/2045,EUR,136000,340,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
119442.8571,119801.1857,ZLP27650,Branch,Not in MARP,2/18/2014,368.6507937,Ireland,Mortage,Loan,Linear,3/8/2045,3/13/2045,EUR,132714.2857,358.3285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
126840,127588.0971,ZLP27651,Web,Not in MARP,2/19/2014,359.5238095,Ireland,Mortage,Loan,Linear,3/9/2045,3/14/2045,EUR,129428.5714,748.0971429,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
119835.7143,120466.4286,ZLP27652,Broker,Not in MARP,2/20/2014,350.3968254,Ireland,Mortage,Loan,Linear,5/23/2045,5/28/2045,EUR,126142.8571,630.7142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
116714.2857,116735.1714,ZLP27653,Branch,Not in MARP,2/21/2014,341.2698413,Ireland,Mortage,Loan,Linear,5/24/2045,5/23/2051,EUR,122857.1429,20.88571429,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
113592.8571,114190.7143,ZLP27654,Web,Not in MARP,2/22/2014,332.1428571,Ireland,Mortage,Loan,Linear,5/25/2045,5/24/2050,EUR,119571.4286,597.8571429,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
110471.4286,111052.8571,ZLP27655,Broker,Not in MARP,2/23/2014,323.015873,Ireland,Mortage,Loan,Linear,5/26/2045,5/25/2050,EUR,116285.7143,581.4285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
180000,180500,ZLP27656,Branch,Not in MARP,2/24/2014,555.5555556,Ireland,Mortage,Loan,Linear,5/27/2045,5/26/2050,EUR,200000,500,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,180
147000,147405,ZLP27657,Branch,Not in MARP,2/25/2014,416.6666667,Ireland,Mortage,Loan,Linear,5/28/2045,5/27/2050,EUR,150000,405,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,170
95000,95578,ZLP27658,Web,Not in MARP,2/26/2014,200,Ireland,Mortage,Loan,Linear,5/29/2045,5/28/2050,EUR,100000,578,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
76500,76925,ZLP27659,Broker,Not in MARP,2/27/2014,236.1111111,Ireland,Mortage,Loan,Linear,5/30/2045,5/28/2053,EUR,85000,425,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,280
196000,196540,ZLP27660,Branch,Not in MARP,2/28/2014,555.5555556,Ireland,Mortage,Loan,Linear,5/31/2045,6/5/2045,EUR,200000,540,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
142500,143367,ZLP27661,Web,Not in MARP,3/1/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/1/2045,6/6/2045,EUR,150000,867,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
129200,129880,ZLP27662,Broker,Not in MARP,3/2/2014,377.7777778,Ireland,Mortage,Loan,Linear,6/2/2045,6/7/2045,EUR,136000,680,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
132740.8286,132763.39,ZLP27663,Branch,Not in MARP,3/3/2014,368.6507937,Ireland,Mortage,Loan,Linear,6/3/2045,6/8/2045,EUR,132714.2857,22.56142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
122957.1429,122979.1457,ZLP27664,Branch,ARA,3/4/2014,359.5238095,Ireland,Mortage,Loan,Linear,6/4/2045,6/9/2045,EUR,129428.5714,22.00285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
113528.5714,113550.0157,ZLP27665,Web,Exited MARP,3/5/2014,350.3968254,Ireland,Mortage,Loan,Linear,6/5/2045,6/10/2045,EUR,126142.8571,21.44428571,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
120400,120707.1429,ZLP27666,Broker,Not in MARP,3/6/2014,0,Ireland,Mortage,Loan,Linear,6/6/2045,6/5/2051,EUR,122857.1429,307.1428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,350
113592.8571,113915.7,ZLP27667,Branch,ARA,3/7/2014,332.1428571,Ireland,Mortage,Loan,Linear,6/7/2045,6/6/2050,EUR,119571.4286,322.8428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
110471.4286,111143.56,ZLP27668,Web,ARA,3/8/2014,323.015873,Ireland,Mortage,Loan,Linear,6/8/2045,6/7/2050,EUR,116285.7143,672.1314286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
142500,143250,ZLP27669,Broker,ARA,3/9/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/9/2045,6/8/2050,EUR,150000,750,fixed,,,fixed,,0.03,7/22/2019,8/30/2019,0.04,non-performing,95
95000,95017,ZLP27670,Branch,Not in MARP,3/10/2014,277.7777778,Ireland,Mortage,Loan,Linear,6/10/2045,6/9/2050,EUR,100000,17,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
76500,76925,ZLP27671,Branch,Not in MARP,3/11/2014,236.1111111,Ireland,Mortage,Loan,Linear,6/11/2045,6/10/2050,EUR,85000,425,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
196000,197000,ZLP27672,Web,Not in MARP,3/12/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/12/2045,6/10/2053,EUR,200000,1000,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,270
142500,142875,ZLP27673,Broker,Not in MARP,3/13/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/13/2045,6/18/2045,EUR,150000,375,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
122400,122767.2,ZLP27674,Branch,Not in MARP,3/14/2014,377.7777778,Ireland,Mortage,Loan,Linear,6/14/2045,6/19/2045,EUR,136000,367.2,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
153206.6667,154110.2733,ZLP27675,Web,Not in MARP,3/15/2014,434.2592593,Ireland,Mortage,Loan,Linear,6/15/2045,6/20/2045,EUR,156333.3333,903.6066667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
153809.5238,154619.0476,ZLP27676,Broker,Not in MARP,3/16/2014,449.7354497,Ireland,Mortage,Loan,Linear,6/16/2045,6/21/2045,EUR,161904.7619,809.5238095,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
159102.381,159554.5667,ZLP27677,Branch,Not in MARP,3/17/2014,465.2116402,Ireland,Mortage,Loan,Linear,6/17/2045,6/22/2045,EUR,167476.1905,452.1857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
173082.2286,174082.4438,ZLP27678,Branch,Not in MARP,3/18/2014,480.6878307,Ireland,Mortage,Loan,Linear,6/18/2045,6/23/2045,EUR,173047.619,1000.215238,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,200
169688.0952,170581.1905,ZLP27679,Web,Not in MARP,3/19/2014,496.1640212,Ireland,Mortage,Loan,Linear,6/19/2045,6/18/2051,EUR,178619.0476,893.0952381,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
165771.4286,165802.741,ZLP27680,Broker,Not in MARP,3/20/2014,0,Ireland,Mortage,Loan,Linear,6/20/2045,6/19/2050,EUR,184190.4762,31.31238095,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,400
185966.6667,185998.9262,ZLP27681,Branch,Not in MARP,3/21/2014,527.1164021,Ireland,Mortage,Loan,Linear,6/21/2045,6/20/2050,EUR,189761.9048,32.25952381,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
185566.6667,185599.8733,ZLP27682,Web,Not in MARP,3/22/2014,542.5925926,Ireland,Mortage,Loan,Linear,4/12/2045,4/11/2050,EUR,195333.3333,33.20666667,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,97
190000,190500,ZLP27683,Broker,Not in MARP,3/23/2014,555.5555556,Ireland,Mortage,Loan,Linear,4/13/2045,4/12/2050,EUR,200000,500,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
142500,142905,ZLP27684,Branch,ARA,3/24/2014,416.6666667,Ireland,Mortage,Loan,Linear,4/14/2045,4/13/2050,EUR,150000,405,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,20
95000,95578,ZLP27685,Branch,Exited MARP,3/25/2014,277.7777778,Ireland,Mortage,Loan,Linear,4/15/2045,4/13/2053,EUR,100000,578,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
76500,76925,ZLP27686,Web,Not in MARP,3/26/2014,236.1111111,Ireland,Mortage,Loan,Linear,4/16/2045,4/21/2045,EUR,85000,425,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
196000,196034,ZLP27687,Broker,ARA,3/27/2014,555.5555556,Ireland,Mortage,Loan,Linear,4/17/2045,4/22/2045,EUR,200000,34,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,180
142500,143250,ZLP27688,Branch,ARA,3/28/2014,416.6666667,Ireland,Mortage,Loan,Linear,4/18/2045,4/23/2045,EUR,150000,750,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,170
122400,123080,ZLP27689,Web,ARA,3/29/2014,377.7777778,Ireland,Mortage,Loan,Linear,4/19/2045,4/24/2045,EUR,136000,680,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
130060,130391.7857,ZLP27690,Broker,Not in MARP,3/30/2014,368.6507937,Ireland,Mortage,Loan,Linear,4/20/2045,4/25/2045,EUR,132714.2857,331.7857143,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,200
122957.1429,123306.6,ZLP27691,Branch,Not in MARP,3/31/2014,359.5238095,Ireland,Mortage,Loan,Linear,4/21/2045,4/26/2045,EUR,129428.5714,349.4571429,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
119835.7143,120564.82,ZLP27692,Branch,Not in MARP,4/1/2014,350.3968254,Ireland,Mortage,Loan,Linear,4/22/2045,4/21/2051,EUR,126142.8571,729.1057143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
122881.7143,123496,ZLP27693,Web,Not in MARP,4/2/2014,341.2698413,Ireland,Mortage,Loan,Linear,4/23/2045,4/22/2050,EUR,122857.1429,614.2857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
113592.8571,113915.7,ZLP27694,Broker,Not in MARP,4/3/2014,332.1428571,Ireland,Mortage,Loan,Linear,4/24/2045,4/23/2050,EUR,119571.4286,322.8428571,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,200
104657.1429,105329.2743,ZLP27695,Branch,Not in MARP,4/4/2014,323.015873,Ireland,Mortage,Loan,Linear,4/25/2045,4/24/2050,EUR,116285.7143,672.1314286,fixed,,,fixed,,0.03,7/29/2019,8/30/2019,0.04,non-performing,90
196000,197000,ZLP27696,Web,Not in MARP,4/5/2014,555.5555556,Ireland,Mortage,Loan,Linear,4/26/2045,4/25/2050,EUR,200000,1000,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
142500,142525.5,ZLP27697,Broker,Not in MARP,4/6/2014,416.6666667,Ireland,Mortage,Loan,Linear,4/27/2045,4/26/2050,EUR,150000,25.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
95000,95017,ZLP27698,Branch,Not in MARP,4/7/2014,277.7777778,Ireland,Mortage,Loan,Linear,4/28/2045,4/26/2053,EUR,100000,17,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
80750,80764.45,ZLP27699,Branch,Not in MARP,4/8/2014,236.1111111,Ireland,Mortage,Loan,Linear,4/29/2045,5/4/2045,EUR,85000,14.45,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
190000,190500,ZLP27700,Web,Not in MARP,4/9/2014,555.5555556,Ireland,Mortage,Loan,Linear,4/30/2045,5/5/2045,EUR,200000,500,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,190
135000,135405,ZLP27701,Broker,Not in MARP,4/10/2014,416.6666667,Ireland,Mortage,Loan,Linear,5/1/2045,5/6/2045,EUR,150000,405,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
133280,134066.08,ZLP27702,Branch,Not in MARP,4/11/2014,377.7777778,Ireland,Mortage,Loan,Linear,5/2/2045,5/7/2045,EUR,136000,786.08,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
126078.5714,126742.1429,ZLP27703,Web,Not in MARP,4/12/2014,368.6507937,Ireland,Mortage,Loan,Linear,5/3/2045,5/8/2045,EUR,132714.2857,663.5714286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
116485.7143,116507.7171,ZLP27704,Broker,ARA,4/13/2014,359.5238095,Ireland,Mortage,Loan,Linear,5/4/2045,5/9/2045,EUR,129428.5714,22.00285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
123620,124250.7143,ZLP27705,Branch,Exited MARP,4/14/2014,350.3968254,Ireland,Mortage,Loan,Linear,5/5/2045,5/4/2051,EUR,126142.8571,630.7142857,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
116714.2857,117328.5714,ZLP27706,Branch,Not in MARP,4/15/2014,0,Ireland,Mortage,Loan,Linear,5/6/2045,5/5/2050,EUR,122857.1429,614.2857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,320
113592.8571,113891.7857,ZLP27707,Web,ARA,4/16/2014,332.1428571,Ireland,Mortage,Loan,Linear,5/7/2045,5/6/2050,EUR,119571.4286,298.9285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
116308.9714,116622.9429,ZLP27708,Broker,ARA,4/17/2014,323.015873,Ireland,Mortage,Loan,Linear,5/8/2045,5/7/2050,EUR,116285.7143,313.9714286,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,91
142500,143367,ZLP27709,Branch,ARA,4/18/2014,416.6666667,Ireland,Mortage,Loan,Linear,5/9/2045,5/8/2050,EUR,150000,867,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
90000,90500,ZLP27710,Web,Not in MARP,4/19/2014,277.7777778,Ireland,Mortage,Loan,Linear,5/10/2045,5/9/2050,EUR,100000,500,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
83300,83529.5,ZLP27711,Broker,Not in MARP,4/20/2014,236.1111111,Ireland,Mortage,Loan,Linear,5/11/2045,5/9/2053,EUR,85000,229.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
190000,191156,ZLP27712,Branch,Not in MARP,4/21/2014,689.6551724,Ireland,Mortage,Loan,Linear,5/12/2045,5/17/2045,EUR,200000,1156,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
142500,143250,ZLP27713,Branch,Not in MARP,4/22/2014,0,Ireland,Mortage,Loan,Linear,5/13/2045,5/18/2045,EUR,150000,750,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
129200,129223.12,ZLP27714,Web,Not in MARP,4/23/2014,377.7777778,Ireland,Mortage,Loan,Linear,5/14/2045,5/19/2045,EUR,136000,23.12,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,300
148516.6667,148543.2433,ZLP27715,Broker,Not in MARP,4/24/2014,434.2592593,Ireland,Mortage,Loan,Linear,5/15/2045,5/20/2045,EUR,156333.3333,26.57666667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
145714.2857,145741.8095,ZLP27716,Branch,Not in MARP,4/25/2014,449.7354497,Ireland,Mortage,Loan,Linear,5/16/2045,5/21/2045,EUR,161904.7619,27.52380952,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
164126.6667,164545.3571,ZLP27717,Web,Not in MARP,4/26/2014,465.2116402,Ireland,Mortage,Loan,Linear,5/17/2045,5/22/2045,EUR,167476.1905,418.6904762,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
164395.2381,164862.4667,ZLP27718,Broker,Not in MARP,4/27/2014,480.6878307,Ireland,Mortage,Loan,Linear,5/18/2045,5/17/2051,EUR,173047.619,467.2285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
160757.1429,161789.561,ZLP27719,Branch,Not in MARP,4/28/2014,496.1640212,Ireland,Mortage,Loan,Linear,5/19/2045,5/18/2050,EUR,178619.0476,1032.418095,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
180506.6667,181427.619,ZLP27720,Branch,Not in MARP,4/29/2014,511.6402116,Ireland,Mortage,Loan,Linear,5/20/2045,5/19/2050,EUR,184190.4762,920.952381,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,198
