COMPANY NAME,INDUSTRY,ADDRESS,CITY,STATE,ZIP,P,WEBSITE URL,CEO,CONTACT TITLE,EMPLOYEES,SALES,SALES RANGE,SIC CODE,SIC DESCRIPTION,NAICS CODE,LATITUDE,LONGITUDE
Alliance New York Municipal Income Fund Inc,Transportation & Shipping,7134 Mirabel Road,Forestville,CA,95436,682-632-5969,rruwater.com,Jin Perry,Owner,9,2322000,,3713,Truck and Bus Bodies,221310,38.47477,122.190701
Aircastle Limited Common Stock,Other Business Services,3822 23rd St,San Francisco,CA,94114,512-343-4507,apieceofpeace.com,Demetra Peth,,,,"$100,000 - $500,000",7389,"Business Services, NEC",812199,37.753227,122.237398
iPath GEMS Asia 8 ETN,Legal,20753 Ventura Boulevard # 400,Woodland Hills,CA,91364,512-343-4508,lmwslaw.com,Irene Benauides,Partner,75,12525000,,8111,Legal Services,541110,34.166504,118.58531
Global X Central Asia & Mongolia Index ETF,Insurance,14454 Chambers Road Ste 130,Tustin,CA,92780,682-632-5969,insuremegary.com,Colton Pesqueira,,,,Unknown,,"Insurance Agents, Brokers, and Service",,33.72201,117.8075
Astrazeneca PLC Common Stock,Professional Services,1130 11th St # 310,Sacramento,CA,95814,512-343-4507,theboveecompany.com,William Cilento,Owner,8,1680000,,8742,Management Consulting Services,541820,38.578541,121.492658
"AutoZone, Inc. Common Stock",Legal,538 Anton Boulevard # 810,Costa Mesa,CA,92626,214-808-1286,lawfriend.com,Shannan Cupit,,,,"$100,000 - $500,003",8111,Legal Services,541110,33.69007,117.87688
AZZ Incorporated Common Stock,Professional Services,13264 Moorpark Street Suite 201,Sherman Oaks,CA,91423,214-808-1287,hadassteincpa.com,Shelba Kast,,4,1876000,,,"Accounting, Auditing, and Bookkeeping Services",,34.1503,118.422
"Barnes Group, Inc. Common Stock",Advertising & Marketing,8657 Washington Boulevard,Culver City,CA,90232,214-808-1288,haleymiranda.com,Dorcas Diebold,Owner,10,2090000,,7311,Advertising Agencies,541810,34.02997,118.38266
Boeing Company (The) Common Stock,Professional Services,,San Diego,CA,92121,682-632-5969,wilsonarchitecture.com,Rochell Wetherby,,1,207000,,8712,Architectural Services,541310,,
BANRO CORPORATION Ordinary Shares,Printing & Publishing,697 South Oxford Avenue,Los Angeles,CA,90005,214-808-1293,calbook.org,Amber Windell,Other,,,Unknown,5192,"Books, Periodicals, and Newspapers",813319,34.06004,118.30777
PowerShares Build America Bond Portfolio,Professional Services,3317 Capobella,Aliso Viejo,CA,92656,214-808-1294,yeseverestcs.com,Stefanie Prinkey,,,,Unknown,8742,Management Consulting Services,999990,33.59489,117.7334
Alibaba Group Holding Limited American Depositary Shares each representing one Ordinary share,Legal,358 South Grand Avenue # 2900,Los Angeles,CA,90071,214-808-1295,reedsmith.com,Kenia Sharples,,200,33400000,,8111,Legal Services,541110,34.052272,118.251991
SPDR Nuveen Barclays Build America Bond ETF,Legal,558 California St,San Francisco,CA,94104,214-808-1296,ltws.com,Jacquline Libbey,,4,668000,,8111,Legal Services,541110,37.792714,122.403219
Bank of America Corporation Common Stock,Insurance,2243 East Plaza Boulevard # L,National City,CA,91950,682-632-5969,farmersagent.com/tbundalian,Lavina Michelet,Manager,4,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.67871,117.08186
Bank of America Corporation Depositary Shares Rpstg 1/1000th Interest in Sh of Non Cum Pfd Stk Ser D,Other Business Services,3328 Longview Drive,Sacramento,CA,95821,512-343-4513,local.terminix.com,Billi Kazar,,,,Unknown,7342,Disinfecting and Pest Control Services,561710,38.643402,121.386575
Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,Other Business Services,758 East Nees Avenue Unit 27156,Fresno,CA,93729,512-343-4514,levelupcareers.com,Aron Leuthold,,,,"$100,000 - $500,003",7361,Employment Agencies,541612,36.85209,119.77134
Bank Amer Corp Dep Sh Repstg 1/1000th Pfd Ser I,Other Business Services,604 East Holt Boulevard,Ontario,CA,91764,512-343-4515,acesmogcheck.com,Annice Tartar,,3,324000,,,"Business Services, NEC",,34.06324,117.4179564
Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,Legal,"7703 Irvine Center Drive, Suite 955",Irvine,CA,92618,512-343-4516,habbaspilaw.com/city/orange-county/,Hyun Zarazua,,3,510000,,,Legal Services,,33.659098,117.4865435
Bank of America Corporation Depository Shares Representing 1/1000th Preferred Series W,Legal,322 North Main St # B,Fort Bragg,CA,95437,682-632-5969,fortbragglaw.com,Shala Ogle,Partner,2,334000,,8111,Legal Services,541110,39.4447,123.80608
Bank of America Corporation BAC Capital Trust VIII 6% Capital Securities,Printing & Publishing,103 S. CITRUS SUITE 204,Covina,CA,91723,512-343-4509,rochaarts.com,Shasta Canonico,,,,Unknown,,Miscellaneous Publishing,,34.0861,117.89022
"Bank of America Corporation Class A Warrant expiring January 16, 2019",Real Estate,2178 North Calif Boulevard # 300,Walnut Creek,CA,94596,682-632-5969,cbre.com,Wenona Braseth,,,,Unknown,6531,Real Estate Agents and Managers,531210,37.90946,122.06544
Bank of America Corporation Class B Warrants expiring 10/28/2018,Legal,"8999 Miramar Rd, Ste 220",San Diego,CA,92126,214-808-1293,aimeemorris.com,Marla Gallati,,,,Unknown,,Legal Services,,32.8940773,117.93079
BlackRock Municipal Income Investment Quality Trust,Professional Services,1484 Ford St # 201,Redlands,CA,92373,214-808-1294,caeap.com,Myra Palenik,President,7,574000,,8748,"Business Consulting Services, NEC",624190,34.03731,117.10859
Booz Allen Hamilton Holding Corporation Common Stock,Professional Services,3481 Buskirk Avenue # 215,Pleasant Hill,CA,94523,214-808-1237,mazeassociates.com,Lawanda Jacocks,,38,3230000,,8721,"Accounting, Auditing, and Bookkeeping Services",541219,37.941522,122.05711
Braskem SA ADR,Professional Services,28216 Foxlane Drive,Canyon Country,CA,91351,214-808-1238,svsmusicproductions.com,Curt Kohlman,,,,"$50,000 - $100,003",8748,"Business Consulting Services, NEC",541618,34.434377,118.46704
iPath Bloomberg Cotton Subindex Total Return SM Index ETN,Legal,2228 East Bayshore Road # 200,Palo Alto,CA,94303,214-808-1239,williamclewis.com,Susy Finstad,Owner,4,668000,,8111,Legal Services,541110,37.450304,122.1231
Baltic Trading Limited Common Stock,Professional Services,1546 West Grand Avenue,Grover Beach,CA,93433,918-354-8907,cashamerica.com,Kathrine Kaper,,,,$500.000 - $999.1002,8742,Management Consulting Services,522320,35.12118,120.61237
Brookfield Asset Management Inc. Common Stock,Professional Services,3528 Mount Diablo Boulevard 12,Lafayette,CA,94549,918-354-8908,maryfurlong.com,Oneida Pospishil,,,,"$100,000 - $500,000",8742,Management Consulting Services,541613,37.287992,122.353844
"Banc of California, Inc. Common Stock",Legal,223 Bush St # 1611,San Francisco,CA,94104,918-354-8909,toothattorney.com,Allene Perera,,7,1169000,,8111,Legal Services,541110,37.187348,122.432631
"Banc of California, Inc. Depositary Shares",Insurance,6268 Greenwich Drive # 250,San Diego,CA,92122,214-808-1256,hpis.biz,Delbert Houben,Chief Executive Officer,4,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.85449,117.1849
Credicorp Ltd. Common Stock,Professional Services,13025 Woodcock Avenue,Sylmar,CA,91342,214-808-1257,arpnetworks.com,Ashleigh Rimmer,,,,"$100,000 - $500,000",8712,Architectural Services,541310,34.30606,118.455574
Direxion Daily Gold Bull 3X Shares,Insurance,3173 Crow Canyon Place # 120,San Ramon,CA,94583,214-808-1258,farmersagent.com/jcarlson5,Nenita Mckenna,Owner,,,"$100,000 - $500,000",6411,"Insurance Agents, Brokers, and Service",524210,37.777008,121.972436
"Morgan Stanley S&P 500 Crude Oil Linked ETNs due July 1, 2031",Real Estate,876 Stevens Avenue,Solana Beach,CA,92075,214-808-1259,equityapartments.com,Micah Shear,Manager,4,792000,,6513,Operators of Apartment Buildings,531110,32.984009,117.25939
"Basic Energy Services, Inc. Common Stock",Professional Services,5153 Candlewood St # 9g,Lakewood,CA,90712,682-632-5970,driverstuwilliams.com,Stefany Figueras,,,,"$100,000 - $500,000",8721,"Accounting, Auditing, and Bookkeeping Services",541211,33.853521,118.133016
Baxter International Inc. Common Stock,Professional Services,2208 Coy Avenue,Bakersfield,CA,93307,214-808-1253,krazan.com,Rene Burnsworth,President,6,1056000,,8748,"Business Consulting Services, NEC",541711,35.323234,118.99972
Banco Bradesco Sa American Depositary Shares,Other Business Services,6749 Greenleaf Ave,Whittier,CA,90601,214-808-1254,locksmith-los-alamitos.com,Cary Orazine,,,,Unknown,,"Business Services, NEC",,33.9794987,118.0370973
Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Real Estate,2804 Camino Del Rio South # 301,San Diego,CA,92108,918-354-8917,heffins.com,Micheal Ocken,Owner,,,Unknown,6512,Operators of Nonresidential Buildings,523930,32.770914,117.134036
BlackRock Municipal Income Investment Trust,Legal,1283 South Victoria Avenue # 125,Ventura,CA,93003,918-354-8918,venturadui.com,Noemi Ill,Partner,3,501000,,8111,Legal Services,541110,34.26308,119.21186
Bill Barrett Corporation Common Stock,Real Estate,4114 Viaduct Marina,Marina Del Rey,CA,90292,918-354-8919,oakwood.com,Nydia Ancar,Manager,70,13860000,,6513,Operators of Apartment Buildings,531210,33.982521,118.461082
Market Vectors Biotech ETF,Professional Services,1004 Bridgeway # 431,Sausalito,CA,94965,918-354-8920,unspoken.com,Hana Meisel,,2,460000,,8742,Management Consulting Services,541611,37.3935003,122.2187259
Blackrock Municipal Bond Trust,Other Business Services,1863 El  Camino Real #55,Burlingame,CA,94010,918-354-8921,abcservicesssf.com,Noel Marrazzo,,,,Unknown,,"Business Services, NEC",,37.4733916,122.2632402
BHP Billiton plc Sponsored ADR,Printing & Publishing,9803 Baseline Road,Alta Loma,CA,91701,214-808-1276,dmjsystems.com,Brice Rowe,,,,"$100,000 - $500,003",,"Commercial Printing, Lithographic",,34.1226994,117.5903696
BlackRock Build America Bond Trust Common Shares of Beneficial Interest,Professional Services,1733 Highway 89,Tahoe City,CA,96145,214-808-1277,sierrasheetmetalandheating.com,Nguyet Kitchens,Owner,9,1431000,,8748,"Business Consulting Services, NEC",541330,39.1741,120.15587
EGShares Beyond BRICs ETF,Other Business Services,PO Box 766,Menlo Park,CA,94026,214-808-1278,happyspacessf.com,Janae Mair,,,,Unknown,,"Business Services, NEC",,37.47843933,122.2
BB&T Corporation Common Stock,Other Business Services,10864 Cherry St Ste 201,Los Alamitos,CA,90720,214-808-1279,medpromedicaltesting.com/,Darrel Makley,,,,Unknown,,"Business Services, NEC",,33.804645,118.0686009
BB&T Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series D,Other Business Services,1291 Kifer Rd. Suite 203,Sunnyvale,CA,94086,214-808-1280,aitech-usa.com,Genevieve Milionis,,,,Unknown,,"Business Services, NEC",,37.372701,121.990152
BB&T Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series E,Other Business Services,2528 N McCall Ave,Sanger,CA,93657,214-808-1281,woodspest.com/,Giovanna Bacho,Owner,,,"$100,000 - $500,000",,Disinfecting and Pest Control Services,,36.7724512,119.611539
BB&T Corporation Depositary Shares Representing 1/1000th Interest Series F Perpetual Preferred,Other Business Services,40613 County Center Drive,Temecula,CA,92591,918-354-8901,staffmark.com,Shelton Spannuth,,,,"$100,000 - $500,000",7361,Employment Agencies,561311,33.217694,117.15917
BB&T Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series G,Professional Services,7080 Orangewood Avenue # 112,Garden Grove,CA,92841,214-808-1263,hrnetworkinc.com,Alison Mahlum,Owner,5,850000,,8742,Management Consulting Services,541612,33.262824,118.149607
Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Legal,518 South Figueroa St # 1515,Los Angeles,CA,90071,682-632-5970,hpdlegal.net,Maynard Zufall,Manager,5,835000,,8111,Legal Services,541110,34.052069,118.17438
Build,Real Estate,2094 Rose St,Berkeley,CA,94709,214-808-1285,gordoncommercial.com,Timothy Bussert,Owner,4,536000,,6531,Real Estate Agents and Managers,531210,37.88202,122.27032
BBX Capital Corporation Common Stock,Printing & Publishing,21803 Oxnard St # 250,Woodland Hills,CA,91367,214-808-1286,penton.com,Viola Eddens,,,,Unknown,2721,"Periodicals: Publishing, or Publishing and Printing",511120,,
"Best Buy Co., Inc. Common Stock",Real Estate,4619 Collwood Lane,San Diego,CA,92115,214-808-1287,propertysandiego.com,Luann Michon,,,,"$100,000 - $500,000",6512,Operators of Nonresidential Buildings,531312,32.76718,117.08487
Brunswick Corporation Common Stock,Other Business Services,336 Washington Boulevard # 360,Marina Del Rey,CA,90292,214-808-1288,familyentertainment.biz,Mable Goerke,Owner,3,1038000,,7389,"Business Services, NEC",454390,33.98124,118.46379
Corpbanca Sponsored Reg S GDR representing Common (Chile),Advertising & Marketing,7365 Mannix Court,San Diego,CA,92129,214-808-1289,mynextsign.com,Sabine Kaea,Owner,,,"$100,000 - $500,000",3993,Signs and Advertising Specialties,339950,32.938834,117.163826
"Boise Cascade, L.L.C. Common Stock",Printing & Publishing,2820 West Magnolia Boulevard,Burbank,CA,91505,214-808-1290,hayescoprinting.com,Dolores Moltz,President,5,715000,,2752,"Commercial Printing, Lithographic",323111,34.17072,118.3387
"BCE, Inc. Common Stock",Real Estate,924 East Hillsdale Boulevard,San Mateo,CA,94404,512-343-4503,waxcenter.com/ca-foster-city,Hannah Suero,,,,"$1,000,000 - $2,500,003",6512,Operators of Nonresidential Buildings,531120,37.55598,122.27521
"Bonanza Creek Energy, Inc. Common Stock",Printing & Publishing,3603 American River Drive # 203,Sacramento,CA,95864,512-343-4504,mazzetti.com,Sonia Blan,,10,2070000,,7363,Help Supply Services,561320,38.569932,121.380922
Banco De Chile Banco De Chile ADS,Real Estate,P.O. Box 57-2468,Tarzana,CA,91357,682-632-5970,shcommercialrealestate.com,Cletus Stapels,,,,Unknown,,Real Estate Agents and Managers,,33.791798,118.2315573
EGShares Blue Chip ETF,Other Business Services,1015 South Wall Street,Los Angeles,CA,90015,512-343-4506,musadirect.com,Asha Zoldak,,3,2697000,,,"Business Services, NEC",,34.1058127,118.25355
iPath Pure Beta Broad Commodity ETN,Other Business Services,81 ilex drive,Newbury Park,CA,91320,512-343-4507,ultimizer.net,Verlene Billow,,,,Unknown,,"Business Services, NEC",,34.1233863,118.926957
Brinks Company (The) Common Stock,Professional Services,4113 Palisades Road,San Diego,CA,92116,682-632-5970,freibergs.com,Yesenia Giglio,Manager,,,$500.000 - $999.1002,8741,Management Services,541618,32.774911,117.2476
"C.R. Bard, Inc. Common Stock",Other Business Services,2065 Business Center Drive #140,Irvine,CA,92612,512-343-4509,skylinerecoveryllc.com,Tayna Sine,,,,Unknown,,"Business Services, NEC",,33.67876,117.46871
Blue Capital Reinsurance Holdings Ltd. Common Shares,Legal,107 15th St,West Sacramento,CA,95691,512-343-4510,apfss.com,Verona Jobst,Owner,8,3248000,,8111,Legal Services,517919,38.57124,121.5252
Barclays PLC Common Stock,Other Business Services,628 Broadway,San Diego,CA,92101,682-632-5970,altaplanning.com,Denae Eggers,Manager,,,$500.000 - $999.1002,7389,"Business Services, NEC",541410,32.715658,117.15904
Barclays Bank PLC ADR Ser 2 repstg Pref Shs Ser 2 (United Kingdom),Other Business Services,15263 Ventura Boulevard # 1150,Sherman Oaks,CA,91403,512-343-4508,spherion.com,Rikki Montalgo,,,,"$100,000 - $500,003",7361,Employment Agencies,561311,34.153682,118.46575
Barclays PLC ADS,Insurance,9619 Schlitz Road,Phelan,CA,92371,214-808-1289,deliveringonthepromise.com/rdemarco,Nan Weekly,,,,"$1,000,000 - $2,500,003",,Hospital and Medical Service Plans,,34.42507,117.53408
Barclays PLC American Depositary Shares Series 4,Other Business Services,25879 The Old Rd. #179,Stevenson Ranch,CA,91381,214-808-1290,jesusarteaga.com,Sherell Despain,,,,Unknown,,"Business Services, NEC",,34.39208,118.1790529
Barclays PLC American Depositary Shares (Each representing Non,Media,3603 West Magnolia Boulevard,Burbank,CA,91505,214-808-1291,lastudios.info,Coral Brennick,,,,"$1,000,000 - $2,500,003",7812,Motion Picture and Video Tape Production,512110,34.167992,118.2079397
"Bancroft Fund, Ltd.",Professional Services,1144 Scenic Drive # 100,Modesto,CA,95350,214-808-1246,athertoncpas.com,Phyliss Huelse,,22,3806000,,8721,"Accounting, Auditing, and Bookkeeping Services",541211,37.648251,120.97763
BlackRock Resources Common Shares of Beneficial Interest,Warehousing & Storage,1849 South 4th St,El Centro,CA,92243,214-808-1247,elcentrointerstate.com,Jesse Wida,Owner,,,"$100,000 - $500,000",4225,General Warehousing and Storage,531130,32.77686,115.55227
Belden Inc Common Stock,Legal,692 North Arrowhead Avenue,San Bernardino,CA,92401,214-808-1248,robertgrantlaw.com,Latonia Helander,Owner,,,"$100,000 - $500,000",8111,Legal Services,541110,34.11177,117.2901
2xLeveraged Long Exchange Traded Access Securities (E,Other Business Services,1405 E. Juana,San Leandro,CA,94577,918-354-8907,ghaspwaterdamagerestoration.com/mold-testing/ca/mold-inspection-in-san-leandro-ca/,Aimee Clozza,,,,Unknown,,"Business Services, NEC",,37.72973,122.13379
"UBS AG Exchange Traded Access Securities (E TRACS) Linked to the Wells Fargo Business Development Company Index due April 26, 2041",Legal,431 Yale Avenue,Claremont,CA,91711,918-354-8908,paulbrisson.com,Marcelle Staie,,,,Unknown,,Legal Services,,34.09795,117.71792
PowerShares DB Base Metals Double Long ETN,Professional Services,2838 North Naomi St,Burbank,CA,91504,918-354-8909,aetlab.com,Ilda Schuring,Executive Director,35,5005000,,8734,Testing Laboratories,541380,34.20341,118.33997
PowerShares DB Base Metals Long ETN,Professional Services,31981 Hilltop Boulevard # D,Running Springs,CA,92382,214-808-1256,brsltd.org,Aileen Klukken,CEO,,,Unknown,8734,Testing Laboratories,541380,34.2055,117.10598
Blackrock Enhanced Equity Dividend Trust,Advertising & Marketing,2834 F St,Eureka,CA,95501,214-808-1257,coxrasmussen.com,Davida Zeng,Owner,5,1045000,,7311,Advertising Agencies,541810,40.7827,124.16368
"Flanigan's Enterprises, Inc. Common Stock",Professional Services,5307 Betsy Ross Drive,Santa Clara,CA,95054,214-808-1258,promo-line.com,Beata Rubarts,Owner,50,10500000,,8743,Public Relations Services,237130,37.407368,121.3518603
Brandywine Realty Trust Common Stock,Insurance,659 University Avenue,Sacramento,CA,95825,214-808-1259,perryfn.com,Angelyn Wieand,President,10,1960000,,6411,"Insurance Agents, Brokers, and Service",524210,38.567122,121.408117
Brandywine Realty Tr Pfd Shs Ben Int Ser E,Other Business Services,14004 Jamboree Road,Irvine,CA,92606,682-632-5970,irvinecompany.com,Claudio Hummell,,,,$500.000 - $999.1003,7361,Employment Agencies,561311,33.287882,117.5006075
"Blonder Tongue Laboratories, Inc. Common Stock",Other Business Services,4574 Eucalyptus Avenue,Chino,CA,91710,214-808-1253,rainchainsworld.com,Krystal Twyman,,,,Unknown,,"Business Services, NEC",,33.314879,117.5731276
"Becton, Dickinson and Company Common Stock",Other Business Services,315 California St # 400,San Francisco,CA,94104,214-808-1254,jmoorepartners.com,Adela Echegoyen,,,,"$100,000 - $500,004",7389,"Business Services, NEC",522320,37.79312,122.400142
Strategic Hotels & Resorts  Inc Common Stock,Professional Services,3656 Viaduct Lujosa,Escondido,CA,92025,918-354-8917,resourcetrends.com,Ryan Phibbs,,1,135000,,8748,"Business Consulting Services, NEC",541910,33.07038,117.0479
Belmond Ltd. Class A Common Stock,Real Estate,334 Pythian Road,Santa Rosa,CA,95409,918-354-8918,torvickrealestate.com,Edmond Buettner,President,2,268000,,6531,Real Estate Agents and Managers,531210,38.43008,122.58209
"Franklin Resources, Inc. Common Stock",Legal,104 West San Fernando St # 300,San Jose,CA,95113,918-354-8919,zilkakotab.com,Catina Emmert,,2,334000,,8111,Legal Services,541110,37.1687368,121.157712
Brookfield Renewable Energy Partners LP Partnership Units (Bermuda),Legal,15704 Winchester Boulevard,Los Gatos,CA,95030,918-354-8920,receiversinc.com,Milly Pattengale,Owner,2,334000,,8111,Legal Services,541110,37.1894121,121.166289
"Berry Plastics Group, Inc. Common Stock",Other Business Services,4504 Woodman Ave. Suite A,Sherman Oaks,CA,91423,918-354-8921,ziegelgroup.com,Jules Erichsen,,,,Unknown,,"Business Services, NEC",,34.1530862,118.4308633
Brown Forman Inc Class A Common Stock,Other Business Services,252 Rickenbacker Circle,Livermore,CA,94551,214-808-1276,clarkpest.com,Denna Miklitz,,,,Unknown,7342,Disinfecting and Pest Control Services,561710,37.691846,121.80381
Brown Forman Inc Class B Common Stock,Legal,8915 Research Drive,Irvine,CA,92618,214-808-1277,shimokaji.com,Willetta Cesa,Owner,,,$500.000 - $999.1003,8111,Legal Services,541110,33.64271,117.73777
Bright Horizons Family Solutions Inc. Common Stock,Professional Services,4274 North Blackstone Avenue # 110,Fresno,CA,93726,214-808-1278,chcfresno.org,Johna Magathan,Executive Director,,,"$1,000,000 - $2,500,004",8748,"Business Consulting Services, NEC",531390,36.79529,119.790416
BlackRock Municipal Income Trust,Other Business Services,27704 Medical Center Road,Mission Viejo,CA,92691,214-808-1279,mission4health.com,Ollie Oliverson,,2000,212000000,,7389,"Business Services, NEC",561499,33.56188,117.6677
Blackrock Florida Municipal 2020 Term Trust,Professional Services,13705 Riverside Drive # 604,Sherman Oaks,CA,91423,214-808-1280,levineandassociates.com,Sherly Vitrano,Owner,2,420000,,8743,Public Relations Services,541820,34.15767,118.431303
Barron's 400,Printing & Publishing,12404 High Bluff Drive # 100,San Diego,CA,92130,214-808-1281,amnhealthcare.com,Kindra Dishong,CEO,1700,705843000,,7363,Help Supply Services,561330,32.94467,117.24062
BBVA Banco Frances S.A. Common Stock,Legal,3423 West Shaw Avenue,Fresno,CA,93711,918-354-8901,gltlaw.com,Vanda Tentler,,9,1503000,,8111,Legal Services,541110,36.80817,119.85422
"Saul Centers, Inc. Common Stock",Professional Services,"1034 15th Street, Suite 100",Sacramento,CA,95814,214-808-1263,adt.com,Marshall Fitgerald,,,,Unknown,,"Business Consulting Services, NEC",,33.75782937,117.91
"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.875% Series C Cumulative Redeemable Preferred Stock, $0.01 par value",Other Business Services,705 First Ave.,Sunnyvale,CA,94089,682-632-5970,justmyweight.com,Kelvin Hasha,,,,Unknown,,"Business Services, NEC",,37.89913,122.01821
BlackRock New York Municipal Income Trust II,Other Business Services,929 Blcaom Hill Road # 1525,San Jose,CA,95123,214-808-1285,ethanallen.com,Darrin Mathiasen,,20,6120000,,7389,"Business Services, NEC",541410,37.106338,121.862882
BlackRock California Municipal Income Trust,Transportation & Shipping,2562 Merced Avenue,South El Monte,CA,91733,214-808-1286,vulcan.com,Susana Mccarley,Owner,,,"$1,000,000 - $2,500,000",3592,"Carburetors, Pistons, Piston Rings, and Valves",332710,34.05893,118.05125
Bunge Limited Bunge Limited,Other Business Services,913 North Sepulveda Boulevard,El Segundo,CA,90245,214-808-1287,loanapp.com,Wilson Nickelson,,,0,"$1,000,000 - $2,500,000",7389,"Business Services, NEC",561499,33.930065,118.39625
Blackstone / GSO Strategic Credit Fund Common Shares,Legal,404 South Hope St # 1060,Los Angeles,CA,90071,214-808-1288,omm.com,Malissa Talty,,1500,0,"$100,000 - $500,004",8111,Legal Services,541110,34.052214,118.253655
General Cable Corporation Common Stock,Printing & Publishing,9844 Sixth St.,Rancho Cucamonga,CA,91730,214-808-1289,safariprinting.com,Tandra Castillanos,,2,414000,,,Printing and Writing Paper,,34.0859906,117.398811
"BGC Partners, Inc. 8.125% Senior Notes due 2042",Legal,Po Box 1904,Redlands,CA,92373,214-808-1290,waynejohnsonlaw.com,Lorean Sammon,Owner,2,334000,,8111,Legal Services,541110,34.03424,117.4560337
Bge Cap Trust II 6.20% Trust Preferred Securities,Legal,164 West Santa Clara St # 1050,San Jose,CA,95113,512-343-4503,businessandtechnologylawgroup.com,Desirae Oien,,6,1002000,,8111,Legal Services,541110,37.33497,121.89308
Briggs & Stratton Corporation Common Stock,Other Business Services,"1045 n ogden dr #1, West Holly",Lee Vining,CA,93541,512-343-4504,laxlegacylimo.com/,Delsie Cerao,,,,Unknown,,"Business Services, NEC",,38.0407568,119.1445953
Babson Capital Global Short Duration High Yield Fund Common Shares of Beneficial Interests,Other Business Services,415 Lewis Rd. #190,San Jose,CA,95111,682-632-5970,quantumleapdatarecovery.com/california/data-recovery-in-san-jose-ca/,Mabel Elmquist,,,,Unknown,,"Business Services, NEC",,37.29722,121.84173
Birks Group Inc. Common Stock,Professional Services,5634 Cerritos Avenue,Cypress,CA,90630,512-343-4506,wcct.com,Marnie Purslow,,,,"$100,000 - $500,000",8731,Commercial Physical and Biological Research,541712,33.810097,118.034018
BlackRock Energy and Resources Trust,Other Business Services,3420 Lancashire Lane,Modesto,CA,95350,512-343-4507,homereportcardinspections.com,Rene Granier,President,1,219000,,7389,"Business Services, NEC",531390,37.687057,120.985552
"B&G Foods, Inc. B&G Foods, Inc. Common Stock",Transportation & Shipping,7135 Mirabel Road,Forestville,CA,95436,682-632-5970,rruwater.com,Trevor Harnist,Owner,9,2322000,,3713,Truck and Bus Bodies,221310,38.47478,122.284095
BG Staffing Inc Common Stock,Other Business Services,3823 23rd St,San Francisco,CA,94114,512-343-4509,apieceofpeace.com,Sharmaine Batdorf,,,,"$100,000 - $500,000",7389,"Business Services, NEC",812199,37.753228,122.330792
BlackRock Floating Rate Income Trust,Legal,20754 Ventura Boulevard # 400,Woodland Hills,CA,91364,512-343-4510,lmwslaw.com,Ricki Traux,Partner,75,12525000,,8111,Legal Services,541110,34.166505,118.585311
Blackstone GSO Long Short Credit Income Fund Common Shares,Insurance,14455 Chambers Road Ste 130,Tustin,CA,92780,682-632-5970,insuremegary.com,Bernadine Shufelt,,,,Unknown,,"Insurance Agents, Brokers, and Service",,33.72202,117.80751
"BLACKROCK INTERNATIONAL, LTD. Blackrock International Real Estate Fund, Inc.",Professional Services,1131 11th St # 310,Sacramento,CA,95814,512-343-4508,theboveecompany.com,Shad Reider,Owner,8,1680000,,8742,Management Consulting Services,541820,38.578542,121.492659
Biglari Holdings Inc.,Legal,539 Anton Boulevard # 810,Costa Mesa,CA,92626,214-808-1289,lawfriend.com,Kenneth Degennaro,,,,"$100,000 - $500,004",8111,Legal Services,541110,33.69008,117.87689
"Bar Harbor Bankshares, Inc. Common Stock",Professional Services,13265 Moorpark Street Suite 201,Sherman Oaks,CA,91423,214-808-1290,hadassteincpa.com,Marleen Hennon,,4,1876000,,,"Accounting, Auditing, and Bookkeeping Services",,34.1503,118.422
"Benchmark Electronics, Inc. Common Stock",Advertising & Marketing,8658 Washington Boulevard,Culver City,CA,90232,214-808-1291,haleymiranda.com,Joaquin Geitner,Owner,10,2090000,,7311,Advertising Agencies,541810,34.02997,118.38266
Baker Hughes Incorporated Common Stock,Professional Services,,San Diego,CA,92121,682-632-5970,wilsonarchitecture.com,Slyvia Stockham,,1,207000,,8712,Architectural Services,541310,,
Blackrock Core Bond Trust Blackrock Core Bond Trust,Printing & Publishing,698 South Oxford Avenue,Los Angeles,CA,90005,214-808-1297,calbook.org,Kris Bala,Other,,,Unknown,5192,"Books, Periodicals, and Newspapers",813319,34.06004,118.30777
Blackrock Defined Opportunity Credit Trust Blackrock Defined Opportunity Credit Trust,Professional Services,3318 Capobella,Aliso Viejo,CA,92656,214-808-1298,yeseverestcs.com,Gussie Diflorio,,,,Unknown,8742,Management Consulting Services,999990,33.5949,117.7335
"Berkshire Hills Bancorp, Inc. Common Stock",Legal,359 South Grand Avenue # 2900,Los Angeles,CA,90071,214-808-1299,reedsmith.com,Lavelle Lillywhite,,200,33400000,,8111,Legal Services,541110,34.052273,118.251992
