TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom,Census 2010 Tracts,Neighborhoods,Zip Codes,Counties
363562,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2000,INFINITY,I30,TAN,,04252019,1011,"(41.7989063944006, -72.6782778364592)",13,16,18498,1041
364019,,,860-246-7616,CT,AS00083,2010,CHEVROLET,MALIBU,GRAY,,05072019,2115,"(41.7722447611196, -72.6962136876647)",28,11,15051,1041
363532,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AM78246,2006,HONDA,PILOT,SILVER,,04242019,1759,"(41.7638917138523, -72.6866758754726)",5,10,15052,1041
364114,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AT14023,2003,INFINITI,I35,GRAY,,05102019,1420,"(41.7376787620398, -72.6712304441596)",21,2,18494,1041
363306,,,860-246-7616,CT,AF89231,2013,HONDA,ACCORD,GOLD,,04182019,1050,"(41.7726342940514, -72.6880660654343)",5,11,15051,1041
363436,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,1999,INFINITY,Q45,GREEN,,04222019,1430,"(41.7786666319109, -72.6874181867502)",15,13,18493,1041
363613,,,860-296-5382,CT,AP40391,2007,HONDA,ACCORD,BLUE,,04262019,1124,"(41.7307541070946, -72.669299825846)",22,4,18494,1041
363734,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,NY,HEV6083,2018,JEEP,CHEROKEE,GRAY,,04302019,0948,"(41.7675214837644, -72.6742792066211)",19,10,15050,1041
363983,,,860-296-2826,,,2001,TOYOTA,CAMRY,GOLD,,05062019,1404,"(41.783647419835, -72.6744264006123)",12,12,18498,1041
363725,,,860-296-2826,CT,3AHHV1,2012,HONDA,ACCORD,BLACK,,04302019,0558,"(41.7812087722318, -72.6734466641994)",12,12,18498,1041
364127,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AL11435,2006,AUDI,A6,BLACK,,05112019,0151,"(41.7735436016706, -72.691751456657)",5,11,15051,1041
363485,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,1996,MERCURY,SABLE,TAN,,04232019,1450,"(41.7726675857466, -72.6883372420079)",5,11,15051,1041
363693,,,860-293-2442,NY,JCM8389,2001,HONDA,CIVIC,BLACK,,04292019,0212,"(41.8006137013404, -72.7174254161015)",,,18495,1041
363962,,,860-246-7616,CT,AS23507,2008,NISSAN,VERSA,BLACK,,05062019,0139,"(41.7695213287706, -72.6935704206312)",5,11,15051,1041
364170,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AP05792,2008,VOLVO,S40,WHITE,,05122019,0157,"(41.7762658267743, -72.6805889056232)",18,12,18498,1041
364305,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,8AJBG4,2012,HONDA,CIVIC,GRAY,,05162019,0546,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363611,,,860-246-7616,CT,AJ01216,2007,HONDA,ACCORD,BLUE,,04262019,0943,"(41.7700025470151, -72.6947931533328)",27,11,15051,1041
364293,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AH58496,2007,HONDA,ACCRD,GRY,,05152019,2131,"(41.7618454200932, -72.6702561144056)",19,10,15050,1041
363772,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,3AHUX1,2006,CHEVY,IMPALA,GRY,,05012019,1213,"(41.7431605721388, -72.6826724569238)",20,3,18494,1041
363920,,,860-947-3062,CT,194XPJ,2003,NISSAN,350Z,SILVER,,05052019,0000,"(41.7612494439356, -72.708983942906)",35,14,15052,1041
364196,,,860-296-2826,CT,AS23833,2015,HONDA,ACCORD,WHITE,,05132019,0325,"(41.7659474192919, -72.6973589837172)",27,11,15051,1041
363416,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2010,BMW,528X,WHITE,,04212019,1135,"(41.7567714335181, -72.6841746043672)",25,9,15052,1041
363688,,,860-947-3062,CT,AS82497,2014,BMW,X3,WHITE,,04282019,2230,"(41.7716841189226, -72.6935076519013)",28,11,15051,1041
363457,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2004,VOLVO,ZC70,SILVER,,04232019,0142,"(41.7444310017167, -72.6815592487519)",6,3,18494,1041
364132,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AL11428,2008,FORD,ECONOLIN,WHI,,05112019,0431,"(41.7959818346138, -72.6965103715389)",33,17,18493,1041
363488,,,860-296-9663,CT,5ATUW3,2006,CHEVY,TRAIL BLAZ,BLACK,,04232019,1811,"(41.7947487395161, -72.6645192667542)",4,16,18498,1041
363631,,,860-236-2602,CT,AM61522,2012,HONDA,ACCORD,BLUE,,04272019,0419,"(41.7712835493025, -72.6963030422397)",28,11,15051,1041
363471,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AF50407,2003,NISSAN,ALTIMA,GREEN,,04232019,1112,"(41.7897014792551, -72.6981756308903)",33,17,18493,1041
363386,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AC17710,2003,FORD,FOCUS,GRAY,,04202019,1915,"(41.74314081672, -72.6859920071295)",24,3,18494,1041
363592,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AS07036,2013,DODGE,DART,GRAY,,04252019,1812,"(41.7674604164505, -72.6731279567875)",19,10,15050,1041
364302,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2000,ACURA,3.2TL,BLUE,,05162019,0138,"(41.7581936275808, -72.6925925903743)",26,9,15052,1041
364123,,,860-293-2442,MA,289YYX,2015,CHEVROLET,SILVERADO,GRAY,,05112019,0138,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
364143,,,860-236-2602,CT,6APPD4,2015,MAZDA,3,GREY,,05112019,1326,"(41.7680446213395, -72.6759389306239)",19,10,15050,1041
363740,FOUR ACES,"20,GILBERT AVE,BLOOMFIELD,CT,06002",860-335-8325,CT,AA70955,2012,ACURA,TSX,RED,,04302019,1212,"(41.7612494439356, -72.708983942906)",35,14,15052,1041
364042,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,VT,GHP744,2014,FORD,EDGE,SILVER,,05082019,1700,"(41.7701146095584, -72.6854666191645)",5,11,15051,1041
363855,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,MO,44A392,2017,UTILITY,3000R,WHT,,05032019,0811,"(41.7589998117031, -72.6990911447539)",26,9,15052,1041
364175,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AN05394,2006,INFINITI,M35,GRAY,,05122019,0257,"(41.7782265396592, -72.6857801556813)",18,12,18493,1041
364334,,,860-296-1518,CT,AS14907,2003,HONDA,ACCORD,GRAY,,05162019,1413,"(41.7391255704061, -72.6660919000311)",22,4,18494,1041
363660,,,860-216-5474,CT,AL87730,2005,MAZDA,TRIBUTE,SILVER,,04272019,2124,"(41.7817477078719, -72.6846086422213)",18,12,18493,1041
363309,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AS68876,2003,HONDA,ACCORD,BLACK,,04182019,1136,"(41.7866940725203, -72.6764601072405)",14,16,18498,1041
363450,,,860-296-5382,,,2013,HONDA,ACCORD,SILVER,,04222019,1711,"(41.7369931540743, -72.6680639863496)",22,4,18494,1041
363815,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2005,NISSAN,QUEST,BLUE,,05022019,1231,"(41.7547843677143, -72.6873029534986)",25,9,15052,1041
364095,,,860-293-2442,CT,9APXB7,2017,TOYOTA,COROLLA,BLACK,,05092019,2348,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363530,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AH43016,2003,DODGE,DURANGO,BLACK,,04242019,1716,"(41.7584565389942, -72.6894851810671)",40,9,15052,1041
364299,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,C0104501,2007,SUBARU,LEGACY,BLACK,,05162019,0102,"(41.7736941626992, -72.694596279609)",5,11,15051,1041
364251,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AL28248,2002,FORD,TAURUS,SILVER,,05142019,1926,"(41.7796119910348, -72.6813282812521)",18,12,18498,1041
363683,,,860-296-1518,NJ,GP26OH,2007,VOLKSWAGON,JETTA,BLACK,,04282019,1646,"(41.7669872166728, -72.6969651977672)",27,11,15051,1041
364218,,,860-296-5382,CT,AM83843,2006,HONDA,ACCORD,RED,,05142019,0212,"(41.7716841189226, -72.6935076519013)",28,11,15051,1041
364285,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2014,INFINITI,G35,BLK,,05152019,1548,"(41.7817661528115, -72.688001964566)",15,13,18493,1041
363414,,,860-293-2442,CT,AS68626,2000,INFINITI,G20,GRAY,,04212019,0333,"(41.7670897972513, -72.6795927112564)",19,10,15050,1041
364076,,,860-216-5474,CT,AC41852,2004,CHEVROLET,MALIBU,BLUE,,05092019,1217,"(41.7864309819817, -72.6798041687796)",13,16,18498,1041
364161,,,860-296-1518,CT,9AMUH7,2009,VOLVO,XC90,SILVER,,05112019,2310,"(41.7931171474424, -72.6657062559219)",4,16,18498,1041
364035,,,860-296-1518,CT,AS23507,2008,NISSAN,VERSA,BLACK,,05082019,0921,"(41.7724793087826, -72.6928372421875)",28,11,15051,1041
363375,,,860-296-8588,CT,739XWS,2010,TOYOTA,CAMRY,BLUE,,04202019,0959,"(41.7402263859838, -72.6993548558059)",37,5,15052,1041
363285,,,860-296-5382,CT,946XJN,1997,TOYOTA,CAMRY,GREEN,,04172019,1926,"(41.7421997926361, -72.6851299070842)",24,3,18494,1041
363736,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2005,ACURA,TL,GRAY,,04302019,1123,"(41.7457936080242, -72.6740445996811)",6,3,18494,1041
363847,,,860-296-1518,,,2005,ACURA,TL,BLUE,,05032019,0243,"(41.7453062657632, -72.6764739450046)",6,3,18494,1041
363674,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2007,HONDA,ACCORD,BLACK,,04282019,0403,"(41.7392071435651, -72.6897465226205)",23,3,18494,1041
363320,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AS98114,2005,HYUNDAI,ACCENT,BLK,,04182019,1611,"(41.739457591176, -72.6973456777018)",37,5,15052,1041
363971,,,860-947-3062,CT,1AJHT0,2004,CHEVROLET,IMPALA,MAROON,,05062019,1113,"(41.7537639353865, -72.6974639526446)",26,9,15052,1041
363863,,,860-296-8588,,,2002,OLDSMOBILE,AURORA,GRAY,,05032019,1125,"(41.7655670014556, -72.7095401642177)",35,14,15051,1041
363469,,,860-293-2442,CT,AS17228,2005,FORD,FOCUS,BLACK,,04232019,1027,"(41.7483656084438, -72.7150006992644)",36,8,15052,1041
363271,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,7AJNE5,2001,TOYOTA,CAMRY,TAN,,04172019,1310,"(41.7691399919227, -72.6783618105927)",19,10,15050,1041
363569,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AB10097,2007,GMC,W4500,WHITE,,04252019,1038,"(41.800592678372, -72.6884821365303)",,16,13807,1041
363938,,,860-216-5474,CT,AT81424,2001,HONDA,ACCORD EX,GOLD,,05052019,0339,"(41.7724670937964, -72.6932745046213)",28,11,15051,1041
363332,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,NY,JER8802,2005,TOYOTA,CAMRY,GRY,,04182019,2154,"(41.7571948620689, -72.7062948356653)",36,8,15052,1041
363632,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AT53780,2007,BMW,650I,GREEN,,04272019,0430,"(41.7571077947041, -72.7025953524762)",39,8,15052,1041
363536,,,860-236-2602,CT,AP70326,2008,AUDI,A4 2.0T,BLUE,,04242019,1941,"(41.7690369579141, -72.6727886402643)",19,10,15050,1041
364225,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AM15887,2010,VOLVO,XC70,SILVER,,05142019,0901,"(41.7878277730555, -72.6878965029477)",16,16,18493,1041
364151,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AS86626,2007,ACURA,TL,RED,,05112019,1845,"(41.738043515701, -72.671060941557)",22,2,18494,1041
363941,,,860-216-5474,CT,AN01295,2000,NISSAN,SENTRA,SILVER,,05052019,0344,"(41.7709918775545, -72.6928883694579)",28,11,15051,1041
364171,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,829YVU,2000,TOYOTA,CAMRY,WHITE,,05122019,0237,"(41.7631011592833, -72.6893535539831)",40,9,15052,1041
363540,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,4AVAS1,2005,KIA,SORRENTO,SILVER,,04242019,2221,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363656,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AD46837,2015,CADILLAC,ESCALADE,SILVER,,04272019,2044,"(41.7694199121163, -72.6981918789167)",27,11,15051,1041
363696,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2002,FORD,ECONOLINE,WHITE,,04292019,0909,"(41.7382421713705, -72.6594713493357)",22,4,18494,1041
364101,,,860-293-2442,CT,AK74420,2011,INFINITI,G37,WHITE,,05102019,0430,"(41.7653832573978, -72.695915009463)",27,11,15051,1041
364024,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,819VBC,2011,NISSAN,MAXIMA,GRAY,,05082019,0020,"(41.7614854789153, -72.6897811778925)",40,9,15052,1041
364340,,,860-296-2826,,,1997,BUICK,REGAL,TAN,,05162019,1855,"(41.78105875097, -72.6825833198411)",18,12,18498,1041
364045,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2003,SUZUKI,,GRAY,,05082019,1949,"(41.7442373833822, -72.6998662321617)",39,5,15052,1041
364103,,,860-293-2442,CT,AU25770,2008,TOYOTA,PRIUS,SILVER,,05102019,0500,"(41.7840565572477, -72.6728371395594)",12,12,18498,1041
364026,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AF41489,2005,CHRYSLER,PACIFICA,GRAY,,05082019,0042,"(41.7919468311896, -72.6816307636929)",16,16,18493,1041
363796,,,860-296-9663,CT,670TLU,2013,HONDA,ACCORD EX-,RED,,05022019,0108,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363932,,,860-296-5382,CT,AS55624,2004,NISSAN,MAXIMA,BLACK,,05052019,0246,"(41.7709918775545, -72.6928883694579)",28,11,15051,1041
363956,,,860-296-9663,CT,744JYL,2014,GMC,ACADIA,GRAY,,05052019,2345,"(41.7807561808958, -72.6984595747287)",30,13,18493,1041
364041,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,966TDA,2003,HONDA,CIVIC,GRAY,,05082019,1657,"(41.7701146095584, -72.6854666191645)",5,11,15051,1041
363470,,,860-293-2442,CT,AD26447,2009,TOYOTA,CAMRY,GRAY,,04232019,1030,"(41.7543073698556, -72.6943860152888)",26,9,15052,1041
363699,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2005,KAWASKI,DIRTBIKE,GREEN,,04292019,1257,"(41.782163456437, -72.6962309943676)",30,13,18493,1041
363686,,,860-947-3062,CT,AT81408,2002,MERCEDES,R350,BLACK,,04282019,1833,"(41.7712763963602, -72.6901816333271)",28,11,15051,1041
363828,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,136UAT,2014,KIA,SORENTO,RED,,05022019,2011,"(41.7912160171966, -72.6810700032762)",13,16,18493,1041
363446,,,860-246-7616,CT,788URH,2000,NISSAN,MAXIMA GLE,GREEN,,04222019,1652,"(41.7544544802913, -72.67598215236)",8,6,18494,1041
364111,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2000,NISSAN,MAXIMA,TAN,,05102019,1156,"(41.7865112493518, -72.675652053408)",14,16,18498,1041
363894,,,860-216-5474,MA,34K560,2018,FORD,EXPLORER,BLACK,,05042019,0356,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363728,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,6ASPP5,2005,JEEP,GRAND CHER,BLUE,,04302019,0852,"(41.7315162141826, -72.6697664200417)",22,2,18494,1041
363319,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2006,TOYOTA,CAMRY,GRAY,,04182019,1405,"(41.7674428591172, -72.696693638847)",27,11,15051,1041
364184,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AR47900,2007,HONDA,CIVIC,GRY,,05122019,1735,"(41.7970883610906, -72.6627166666866)",4,16,18498,1041
364298,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2001,CHRY,SEBRING,BLK,,05162019,0050,"(41.7568356746413, -72.6879483846712)",25,9,15052,1041
363875,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,892WUU,2005,ACURA,TL,BLACK,,05032019,1516,"(41.7830781065448, -72.6853048008982)",15,13,18493,1041
363449,,,860-296-5382,CT,00EWMX,1995,JEEP,CHEROKEE S,RED,,04222019,1740,"(41.7701007666005, -72.6922969497841)",28,11,15051,1041
364261,,,860-296-8588,AP,24479,2008,HONDA,ACCORD,GRAY,,05152019,0249,"(41.7782265396592, -72.6857801556813)",18,12,18493,1041
363261,,,860-296-2826,CT,AA22985,2007,TOYOTA,CAMERY,SILVER,,04172019,0311,"(41.7801177463986, -72.6976519029441)",30,13,18493,1041
363537,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2002,NISSAN,ALTIMA,BLUE,,04242019,2053,"(41.783179828161, -72.6992289986951)",30,13,18493,1041
363622,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AE86492,2016,SUBARU,WRX,SILVER,,04262019,2115,"(41.7690369579141, -72.6727886402643)",19,10,15050,1041
364118,,,860-293-2442,CT,AP80126,2014,HONDA,ACCORD,WHITE,,05102019,2134,"(41.7724793087826, -72.6928372421875)",28,11,15051,1041
363328,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,39CU86,2006,DODGE,DAKOTA,GRY,,04182019,2057,"(41.7441116435992, -72.6883423208805)",23,3,18494,1041
363717,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,334SKO,2009,ACURA,TL,BLU,,04302019,0249,"(41.7994252329557, -72.7068057783512)",32,17,18493,1041
363997,,,860-296-2826,CT,AS50644,2011,MAZDA,MAZDA6I,MAROON,,05072019,1017,"(41.7719117648201, -72.6930259271025)",28,11,15051,1041
363287,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,AM91038,2004,CHEVROLET,TRAILBLAZE,GRAY,,04172019,2003,"(41.7798401119922, -72.6891385811158)",15,13,18493,1041
363264,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AN78000,2000,NISSAN,XTERRA,WHITE,,04172019,0903,"(41.7404460914538, -72.6907208963721)",23,3,18494,1041
363346,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2005,ACURA,RL,SILVER,,04192019,1427,"(41.7914324474557, -72.6792844539276)",13,16,18498,1041
363531,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,872XHP,2006,TOYOTA,COROLLA,BLUE,,04242019,1738,"(41.7636628193127, -72.6866612236642)",40,9,15052,1041
364182,,,860-947-3062,RI,HL937,2019,TOYOTA,COROLLA,,,05122019,1443,"(41.7546175186716, -72.6852834570592)",25,9,15052,1041
363456,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2003,FORD,F150,GREEN,,04232019,0053,"(41.782163456437, -72.6962309943676)",30,13,18493,1041
364249,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AL25961,2003,HYUNDAI,ACCENT,GRAY,,05142019,1910,"(41.7803178006033, -72.6847533118315)",18,12,18493,1041
363527,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,VA,UUC9493,2007,JEEP,GRAND,CHEROKEE,,04242019,1549,"(41.7638917138523, -72.6866758754726)",5,10,15052,1041
364163,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AT43630,2003,HONDA,ACCORD,TAN,,05112019,2345,"(41.7803178006033, -72.6847533118315)",18,12,18493,1041
364089,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AS98182,2005,HONDA,ACCORD,SILVER,,05092019,2235,"(41.7905182415548, -72.6830883419269)",16,16,18493,1041
363650,,,860-236-2602,CT,AL58682,2007,FORD,FOCUS,WHITE,,04272019,1549,"(41.7651655044627, -72.7000049720484)",27,11,15051,1041
364310,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AM79096,2008,VOLKSWAGEN,NEW BEETLE,BLACK,,05162019,0655,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
364017,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2005,HYUNDAI,ELANTRA,TAN,,05072019,1757,"(41.7887183385042, -72.6819145589788)",13,16,18493,1041
363695,,,860-293-2442,CT,AG32469,2009,TOYOTA,CAMRY,RED,,04292019,1251,"(41.7712706779311, -72.6953621487631)",28,11,15051,1041
363600,,,860-236-2602,CT,AP14067,2016,TOYOTA,COROLLA,BLUE,,04252019,2242,"(41.7690369579141, -72.6727886402643)",19,10,15050,1041
364159,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2014,HONDA,ACCORD,BLACK,,05112019,2226,"(41.7557845640474, -72.6828697244885)",25,9,15052,1041
363768,FOUR ACES,"20,GILBERT AVE,BLOOMFIELD,CT,06002",860-335-8325,CT,2AKKX5,2008,NISSAN,ALTIMA,GRAY,,05012019,1045,"(41.7612494439356, -72.708983942906)",35,14,15052,1041
363323,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AT36739,2006,DODGE,DURANGO,GRY,,04182019,1902,"(41.7466947997916, -72.6808482010085)",6,3,18494,1041
363533,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2002,INFINITI,Q45,SILVER,,04242019,1823,"(41.7463049236092, -72.6766443205755)",6,3,18494,1041
363596,,,860-296-1518,CT,AR33576,2008,DODGE,AVENGER,BLACK,,04252019,2000,"(41.7530625647643, -72.683182406086)",24,3,15052,1041
364061,,,860-296-5382,CT,AR37028,2013,HONDA,CIVIC,RED,,05092019,0102,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363896,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AT25426,2002,CHRYSLER,TOWN+COUNT,BLUE,,05042019,0601,"(41.7596340370226, -72.7104071363998)",36,8,15052,1041
363260,,,860-296-2826,CT,AE93205,2012,VOLKSWAGON,JETTA SE,BLACK,,04172019,0306,"(41.7772471970249, -72.6993922922902)",1,11,15051,1041
363635,,,860-246-7616,CT,881YCG,2016,HONDA,CIVIC,BLACK,,04272019,0441,"(41.7675822284044, -72.6785738434467)",19,10,15050,1041
363868,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AD29806,2013,NISSAN,SENTRA,GRY,,05032019,1312,"(41.7564447107227, -72.7148264080825)",,,18497,1041
363487,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AS32772,2015,BMW,650I,BLK,,04232019,1654,"(41.7545284460829, -72.6750303400384)",8,6,18494,1041
363257,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH64047,2013,FORD,FOCUS,GRAY,,04172019,0144,"(41.777441985251, -72.6724994756356)",11,15,18498,1041
363961,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AK81868,2005,FORD,FOCUS,RED,,05062019,0119,"(41.7523154675847, -72.687123110414)",24,3,15052,1041
363985,,,860-296-2826,,,2003,MERCEDES,E320,GRAY,,05062019,1420,"(41.7292895448412, -72.6688935460413)",22,2,18494,1041
364321,,,860-949-4444,CT,AL04301,2010,HONDA,ACCORD,GRAY,,05162019,1049,"(41.7582036026925, -72.6817162219209)",19,6,15052,1041
364278,,,860-947-3062,CT,AL48034,2004,VOLVO,XC90 T6,RED,,05152019,1243,"(41.7832262946172, -72.6835941044355)",13,16,18493,1041
363703,CROSS COUNTRY TOWING,"100 AIRPORT RD. HARTFORD, CT. 06114",860-296-2826,CT,AS05455,2011,CHEVROLET,MALIBU,WHITE,,04292019,1631,"(41.7725946308375, -72.6706479437949)",19,10,18498,1041
363561,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2003,HONDA,ACCORD,SILVER,,04252019,1008,"(41.800592678372, -72.6884821365303)",,16,13807,1041
364206,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AM72692,1999,SUZUKI,GRAND VITA,GREEN,,05132019,1311,"(41.7663019207866, -72.6785475854433)",19,10,15050,1041
