ACCOUNT NAME,ACTIVE,VEHICLE INFORMATION COMPLETE,BIC NUMBER,BIC PLATE NUMBER,DMV PLATE NUMBER,VEHICLE VIN,VEHICLE BODY TYPE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE YEAR,VEHICLE ENGINE MAKE,VEHICLE ENGINE HORSEPOWER,VEHICLE FUEL TYPE,VEHICLE GROSS VEHICLE WEIGHT,VEHICLE GROSS VEHICLE WEIGHT RATING (GVWR),VEHICLE HAS SIDE GUARD,VEHICLE OWNERSHIP TYPE,VEHICLE ANNUAL MILES TRAVELED IN LAST YEAR,EXPORT DATE
"THE HALLEN CONSTRUCTION CO.,  INC.",true,true,BIC-387,R04029,55896ME,1M2AX04C7FM022241,Dump Truck,Mack,700 GU,2015,MACK,405,Diesel,"33,001 lbs. or greater","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
"THE HALLEN CONSTRUCTION CO.,  INC.",true,true,BIC-387,R07343,59060MK,1M2AX09C9JM037776,Dump Truck,Mack,GU713,2018,MACK,425,Diesel,"33,001 lbs. or greater","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
"THE HALLEN CONSTRUCTION CO.,  INC.",true,true,BIC-387,R04030,55897ME,1M2AX04C9FM022242,Dump Truck,Mack,700 GU,2015,MACK,405,Diesel,"33,001 lbs. or greater","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
"THE HALLEN CONSTRUCTION CO.,  INC.",true,true,BIC-387,R04028,27388MD,1M2AX04C0EM019048,Dump Truck,Mack,700 GU,2014,MACK,405,Diesel,"33,001 lbs. or greater","Class 7: (26,001- 33,000 lbs.)",No,Owned,,
"THE HALLEN CONSTRUCTION CO.,  INC.",true,true,BIC-387,R00331,63373MC,3FRXF75S65V112397,Dump Truck,Ford,F750 SUPER DUTY,2005,CATERPILLER,230,Diesel,"26,001 - 33,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,9000,
THE JUNK PROS CORPORATION,true,true,BIC-2379,L-9965,66599ME,JL6AAE1S778K001152,Box Truck,Mitsubishi,Fuso,2008,MITSUBISHI,150,Diesel,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",Yes,Leased,,
THE JUNK PROS CORPORATION,true,true,BIC-2379,L11805,55235ML,JALB4W171B7402307,Van,Isuzu,VAN,2011,ISUZU,131,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Leased,,
THE JUNK PROS CORPORATION,true,true,BIC-2379,L-9983,66731ME,JL6BBE1SX6K001936,Box Truck,Mitsubishi,MI/FU,2006,MITSUBISHI,150,Diesel,"16,001 - 19,500 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Leased,9500,
THE JUNK PROS CORPORATION,true,true,BIC-2379,L11736,55112ML,JL6CRK1A1EK000789,Dump Truck,Mitsubishi,FUSO,2014,MITSUBISHI,131,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",Yes,Leased,,
THE LUTHERAN ALL FAITHS CEMETERY,true,true,BIC-749,R04014,JE8813,1HTMMAAM77H383348,Dump Truck,International,4300,2007,INTERNATIONAL,210,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,400,
"THE NEW MILLENIUM CONCRETE & PAVERS, INC.",true,true,BIC-492686 | BIC-3003,R06988,43463MK,1GDM7C1C44F514245,Dump Truck,GMC,C7500 C7C042,2004,CATERPILLER,750,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,8500,
"THE NEWARK GROUP, INC.",true,true,BIC-1476,L11076,2439746,1FUJGEDV3HLJE1954,Tractor,Freightliner,Cascadia,2017,DETROIT DIESEL,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
"THE NEWARK GROUP, INC.",true,true,BIC-1476,L-8579,AL184B,5KKMAEDE07PY51698,Roll-off Truck,Western Star,4900 FA,2007,DETROIT DIESEL,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"THE NEWARK GROUP, INC.",true,true,BIC-1476,L11078,2439747,1FUJGEDV7HLJE1956,Tractor,Freightliner,Cascadia,2017,DETROIT DIESEL,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
"THE NEWARK GROUP, INC.",true,true,BIC-1476,L-8576,AJ603C,2WLPCD2H31K967926,Rear End Loader,Western Star,4900 FA,2001,CATERPILLER,425,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,1914,
"THE NEWARK GROUP, INC.",true,true,BIC-1476,L11077,2439748,1FUJGEDV1HLJE1967,Tractor,Freightliner,Cascadia,2017,DETROIT DIESEL,455,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Leased,,
THE POOL DOCTOR CONTRACTORS INC.,true,true,BIC-3069,R04286,70193MK,2FZXFDZB1XA985886,Dump Truck,Sterling,dump,1999,CUMMINS,550,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,6827,
THE POOL DOCTOR CONTRACTORS INC.,true,true,BIC-3069,R03832,61979ME,1FD0X5HT0EEB29627,Pickup,Ford,F550 SUPER DUTY,2014,FORD,450,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
THE POOL DOCTOR CONTRACTORS INC.,true,true,BIC-3069,R-7626,58475KA,2FZHAZAS82AK30898,Dump Truck,Sterling,DUMP,2002,CATERPILLER,360,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,5678,
THE POOL DOCTOR CONTRACTORS INC.,true,true,BIC-3069,R01505,72946PA,1FDZV96W2WVA07340,Dump Truck,Ford,CONVENTIONAL H,1998,CATERPILLER,400,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,7869,
THE SALVATION ARMY,true,false,BIC-917,R05645,45178MJ,3FRNF75C08V686062,,,,,,,,,,,,,
THE SALVATION ARMY,true,true,BIC-918 | BIC-3771,R08262,14511MM,5PVNJ8JP6K4S52472,Dump Truck,Hino,268-19,2019,HINO MOTORS,230,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
THE SALVATION ARMY,true,false,BIC-917,R03342,64728JA,5PVNJ8JP3E4S50927,,,,,,,,,,,,,
THE SALVATION ARMY,true,true,BIC-918 | BIC-3771,R03651,36723ME,5PVNJ8JP7E4S50929,Dump Truck,Hino,HINO 268,2014,HINO MOTORS,220,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",No,Owned,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L-9595,86567MC,54DC4W1B8DS800801,Dump Truck,Isuzu,NPR,2013,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L-9683,62834MD,54DC4W1B3DS801368,Dump Truck,Isuzu,NPR,2013,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L-9682,62833MD,54DC4W1B5DS801369,Dump Truck,Isuzu,NPR,2013,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L-9213,47805MC,4KLC4B1U18J801525,Dump Truck,Isuzu,NPR,2008,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L-9402,86527MC,54DC4W1B2CS805202,Dump Truck,Isuzu,NPR,2012,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L11559,97934MK,54DC4W1B5HS807744,Dump Truck,Isuzu,NPR,2017,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L11661,19424ML,54DC4W1B8JS800809,Dump Truck,Isuzu,NPR,2018,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L11216,50349MJ,54DC4W1B7HS803601,Dump Truck,Isuzu,NPR,2017,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L-8314,72012JY,4KLC4B1UX7J802168,Dump Truck,Isuzu,NPR,2007,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L-9836,27807ME,54DC4W1B2ES801184,Dump Truck,Isuzu,NPR,2014,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L-9837,91983MD,54DC4W1B3ES801209,Dump Truck,Isuzu,NPR,2014,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L10115,45096MG,54DC4W1B7FS804115,Dump Truck,Isuzu,NPR,2015,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L10713,72970MH,54DC4W1B5GS805359,Truck,Isuzu,NPR,2016,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L10672,78927MH,54DC4W1B3GS803304,Dump Truck,Isuzu,NPR,2016,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L11622,43875ML,54DC4W1B4JS800810,Truck,Isuzu,NPR,2018,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L11124,50327MJ,54DC4W1BXHS800563,Dump Truck,Isuzu,NPR,2017,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THINK BIG NEW YORK, INC.",true,true,BIC-2556,L11138,23329MK,54DC4W1BXGS813280,Dump Truck,Isuzu,NPR,2017,ISUZU,300,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Financed,,
"THOMAS CIPRIANO LANDSCAPING, INC.",true,true,BIC-3406,R-8272,78339JC,1FDXW46F5XED79361,Dump Truck,Ford,F450 SUPER DUTY,1999,DETROIT DIESEL,275,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R00420,AL339E,1XP5DB0X04N810190,Tractor,Peterbilt,388,2004,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,3591,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R02385,AN127W,1M2BD02Y7CM001381,Tractor,Mack,titan,2012,MACK,600,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R03585,AP545V,1NPWXPEX0ED231977,Dump Truck,Peterbilt,388,2014,PACCAR,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R03584,AP544V,1NPWXPEX9ED231976,Dump Truck,Peterbilt,388,2014,PACCAR,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R03582,AP542V,1NPWXPEX5ED231974,Dump Truck,Peterbilt,388,2014,PACCAR,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R03579,AP549V,1NPWXPEX2ED231981,Dump Truck,Peterbilt,388,2014,PACCAR,385,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R03578,AP548V,1NPWXPEX0ED231980,Dump Truck,Peterbilt,388,2014,PACCAR,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R03577,AP547V,1NPWXPEX4ED231979,Dump Truck,Peterbilt,388,2014,PACCAR,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
"THOMAS F. CORBETT ASSOCIATES, LLC",true,true,BIC-1971,R03576,AP546V,1NPWXPEX2ED231978,Dump Truck,Peterbilt,388,2014,PACCAR,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
THOMAS M DITORRA JR.,true,true,BIC-491160,R07355,15659ML,1FD8X3H60FEA36089,Dump Truck,Ford,F350,2015,FORD,5.8,Gas,"10,001 - 14,000 lbs.","Class 2: (6,001-10,000 lbs)",No,Financed,,
THOMAS NOVELLI CONTRACTING CORP.,true,true,BIC-869 | TS-12,R-7674,99249JZ,1M2P268C1RM017238,Roll-off Truck,Mack,600 RD600,1994,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,7002,
THOMAS SHAUGHNESSY,true,false,BIC-489888,R05892,77268MH,YS2PH4225H1113409,Box Truck,Scania,UTILITY,1987,,,Diesel,"33,001 lbs. or greater",,,,,
"TIGER GENERAL CONTRACTOR & SON, INC.",true,false,BIC-495348 | BIC-2436,R08072,55025MD,1HTMNAAM08H654412,,International,,2008,,,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",,,,
"TIGER GENERAL CONTRACTOR & SON, INC.",true,false,BIC-495348 | BIC-2436,R08071,14789ME,1HTSCAAN3YH302396,,International,,2000,,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,,,
"TIMBERLAND'S LANDSCAPING, INC.",true,false,BIC-4351,R02445,43663KA,1FTPX14567NA64000,,Ford,F150,2007,,,Gas,"< 6,000 lbs.","Class 1: (<6,000 lbs)",,,,
TIROS LANDSCAPING AND GARDENING CORP,true,true,BIC-483703,R07115,70154MK  -  COM,1FD0X5HY5HEB15075,Dump Truck,Ford,F 550,2017,FORD,350,Gas,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
TIROS LANDSCAPING AND GARDENING CORP,true,true,BIC-483703,R05702,78329MJ,1FDAX56R18ED58320,Dump Truck,Ford,F 550,2008,FORD,350,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
"TISHON CONTRACTING CO., INC.",true,true,BIC-3311,R03526,56264MD,3GBKC34FX2M111658,Dump Truck,Chevrolet,C35,2002,CHEVROLET,350,Diesel,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"TISHON CONTRACTING CO., INC.",true,true,BIC-3311,R-8426,67526JV,JNAPC80L36AE55044,Dump Truck,Nissan-UD,UD3300,2006,UNKNOWN,230,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",No,Owned,1500,
TLC HAULING INC,true,false,BIC-497615,L11802,89359ML,3BKDX4TX6KF286783,,Kenworth,,2019,,,Diesel,,,,,,
TLC HAULING INC,true,false,BIC-497615,L11785,99681MK,1NKZXPTX6FJ430699,Dump Truck,Kenworth,,2015,,,Diesel,"33,001 lbs. or greater",,,,,
TLC HAULING INC,true,false,BIC-497615,L11786,99680MK,1NKWXPTX2GR105568,Dump Truck,Kenworth,,2016,,,Diesel,"33,001 lbs. or greater",,,,,
TNT LEASING INC,true,true,BIC-494784 | BIC-3056,R07854,35492PC,1NKDXBTX53J709277,Dump Truck,Kenworth,t800,2003,CATERPILLER,475,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,57280,
TNT LEASING INC,true,true,BIC-494784 | BIC-3056,R07856,87319PA,5KKHALAS93PL66079,Dump Truck,Western Star,sa4900,2003,CATERPILLER,335,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,52100,
TNT LEASING INC,true,true,BIC-494784 | BIC-3056,R07855,98234MK,1NPXX4EX9JD460204,Dump Truck,Peterbilt,389,2018,CUMMINS,565,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Financed,,
TOMMY CONSTRUCTION SPECIALISTS CORP.,true,true,BIC-4246,R05748,18185JA,1GBT8C4C55F906634,Truck,Chevrolet,C8500,2005,CATERPILLER,210,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,4500,
"TOMMY TRUCKING, LLC",true,true,BIC-490144,R07105,AT953G,1NPALB0X96N888398,Dump Truck,Peterbilt,357,2006,CATERPILLER,485,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,66000,
"TOMMY TRUCKING, LLC",true,true,BIC-490144,R07130,AT485Y,1NKZX4TX0JJ187902,Dump Truck,Kenworth,T880,2018,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"TOMMY TRUCKING, LLC",true,true,BIC-490144,R06485,AS859R,3BKDX4TX7GF488622,Dump Truck,Kenworth,T800,2016,CUMMINS,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
"TOMMY TRUCKING, LLC",true,true,BIC-490144,R06484,AT478D,1NPCXPEX8HD358435,Dump Truck,Peterbilt,567,2017,PACCAR,500,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Financed,,
TOMMY'S LAWN CARE INC.,true,true,BIC-3761,R00982,21312KA,1FDWF36589EA86232,Dump Truck,Ford,F350 SUPER DUTY,2009,FORD,300,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
TONAR CONSTRUCTION CORP.,true,false,BIC-2951,R01568,31378JV,1HTMMAAM37H351173,,International,,2007,,,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",,,,
TONY CORBO LANDSCAPING AND GARDENING CORP.,true,true,BIC-422,R-7725,95774AP,JALC4B141X7017873,Dump Truck,Isuzu,NPR,1999,ISUZU,210,Diesel,"6,001 - 10,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
TONY LIN CONSTRUCTIONS INC.,true,false,BIC-492612,R07006,21049MK,1GNFG15X931227145,Van,Chevrolet,,2003,,,Gas,"6,001 - 10,000 lbs.",,,,,
TONY LIN CONSTRUCTIONS INC.,true,false,BIC-492612,R08283,91208ML,4V5K99EH0KN206801,Dump Truck,Volvo,,2019,,,Diesel,"26,001 - 33,000 lbs.",,,,,
TONY LIN CONSTRUCTIONS INC.,true,false,BIC-492612,R07850,11677ML,JL6CCG1S4AK006801,Dump Truck,Mitsubishi,,2010,,,Diesel,"10,001 - 14,000 lbs.",,,,,
TONY LIN CONSTRUCTIONS INC.,true,false,BIC-492612,R07994,50873ML,1M2P268C6WM036654,,Mack,600 RD600,1998,,,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",,,,
TONY LIN CONSTRUCTIONS INC.,true,false,BIC-492612,R07995,50880ML,1NKDXBEX46J120013,Dump Truck,Kenworth,,2006,,,Diesel,"33,001 lbs. or greater",,,,,
"TONY MASONRY, LLC",true,true,BIC-3784,R04578,73363MG,2NP3LJ0X6FM283483,Dump Truck,Peterbilt,348,2015,PACCAR,360,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
"TONY MASONRY, LLC",true,true,BIC-3784,R00069,95932JU,JL6CCD1S85K000312,Dump Truck,Mitsubishi,FE 180,2005,MITSUBISHI,175,Diesel,"16,001 - 19,500 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,,
"TONY MASONRY, LLC",true,true,BIC-3784,R00070,42039JW,JL6CCD1S37K002195,Dump Truck,Mitsubishi,fe180,2007,MITSUBISHI,175,Diesel,"16,001 - 19,500 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,,
"TONY MASONRY, LLC",true,true,BIC-3784,R06760,92900MJ,2NP2HJ6X9JM452134,Dump Truck,Peterbilt,337,2018,PACCAR,380,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",Yes,Owned,,
"TOP JOB LAWN SERVICE, INC.",true,false,BIC-1127,R03069,53543JV,1FD0X5HT6CEC52961,,Ford,F550 SUPER DUTY,2012,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
"TOP JOB LAWN SERVICE, INC.",true,false,BIC-1127,R00149,17269JY,1FDXF46F1YED12080,,Ford,F450 SUPER DUTY,2000,,,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",,,,
TOP TNT INC.,true,false,BIC-3747,R00029,97861MA,JALE5B16X77302207,,Isuzu,,2007,,,Diesel,"19,501 - 26,000 lbs.","Class 6: (19,501- 26,000 lbs.)",,,,
TORNADO CARTING CORP,true,true,BIC-483282 | BIC-4209,R07462,65014PC,1M2AX13C39M009742,Dump Truck,Mack,MP7,2009,MACK,335,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
TORNADO CARTING CORP,true,false,BIC-483282 | BIC-4209,R08131,69301PC,1M2AX13C39M006985,Dump Truck,Mack,,2009,,,Diesel,"33,001 lbs. or greater",,,,,
TORNADO CARTING CORP,true,true,BIC-483282 | BIC-4209,R05680,55223PC,1NPALU0X66D881507,Dump Truck,Peterbilt,357,2006,CATERPILLER,380,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
TORNADO CARTING CORP,true,true,BIC-483282 | BIC-4209,R04237,55222PC,4V2SCBRE2MU508766,Dump Truck,GMC,WG64,1991,DETROIT DIESEL,320,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,12000,
TORNADO CARTING CORP,true,true,BIC-483282 | BIC-4209,R07103,61358PC,1M2P268C7XM044943,Roll-off Truck,Mack,E7,1999,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
TORNADO CARTING CORP,true,true,BIC-483282 | BIC-4209,R07461,55224PC,1NKDLU0X07J183044,Dump Truck,Kenworth,T800,2007,KENWORTH,391,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
TORNADO CARTING CORP,true,true,BIC-483282 | BIC-4209,R05681,55221PC,4V5JC2HE0YN868246,Dump Truck,Volvo,D7,2000,VOLVO,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",No,Owned,,
TORRES BROTHERS LANDSCAPING,true,true,BIC-2874,R-9678,96778JW,1FDXF46Y07EB01131,Dump Truck,Ford,F450 SUPER DUTY,2007,FORD,260,Gas,"14,001 - 16,000 lbs.","Class 4: (14,001- 16,000 lbs.)",No,Owned,,
"TOUCH OF GREEN, INC.",true,true,BIC-3191,R04854,76157MG,1FDWE3FL0FDA14038,Box Truck,Ford,E350 SUPER DUTY,2015,FORD,230,Gas,"10,001 - 14,000 lbs.","Class 3 (10,001-14,000 lbs)",No,Owned,,
TPG CONTRACTING CORP.,true,true,BIC-4223,R02262,36227MB,1FD0X5HTXBEC98467,Dump Truck,Ford,F550 SUPER DUTY,2011,FORD,362,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,,
TPG CONTRACTING CORP.,true,true,BIC-4223,R03760,89883MD,1FDUF5HTXEEA57047,Dump Truck,Ford,F550 SUPER DUTY,2014,FORD,300,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Financed,,
TPG CONTRACTING CORP.,true,true,BIC-4223,R08259,39677MJ,1FD0W5HT9HEF40368,Dump Truck,Ford,F550,2017,FORD,300,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Financed,,
TRADE CONTRACTING CORP.,true,false,BIC-487588,R05323,15262MH,1M2P271C1YM048214,,Mack,600 RD600,2000,,,Diesel,"26,001 - 33,000 lbs.","Class 7: (26,001- 33,000 lbs.)",,,,
"TRADITIONAL WATERPROOFING AND RESTORATION, INC.",true,true,BIC-487907,R06400,91487MG,JALF5C13417700827,Van,Isuzu,FRR,2001,ISUZU,300,Diesel,"16,001 - 19,500 lbs.","Class 5: (16,001- 19,500 lbs.)",No,Owned,20000,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R04144,64536MA,1M2K185C6SM006111,Rear End Loader,Mack,600 MR600,1995,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R06674,11648MK,1M2AX04C8HM036278,Rear End Loader,Mack,GRANITE,2017,MACK,370,Diesel,"26,001 - 33,000 lbs.","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R-7402,87353JV,1M2AG11C26M032976,Roll-off Truck,Mack,700 CV700,2006,MACK,370,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R-7400,19047JU,1M2AG11C45M023078,Rear End Loader,Mack,700 CV700,2005,MACK,335,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R-7394,89735JA,1FVXTEDB01HH10718,Roll-off Truck,Freightliner,FL112,2001,CATERPILLER,355,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R-7403,37663JG,1M2K185C01M008273,Rear End Loader,Mack,600 MR600,2001,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R-7393,78896JA,1M2K185C12M008994,Rear End Loader,Mack,600 MR600,2002,MACK,300,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R-7392,31139JA,1M2P267C21M057530,Roll-off Truck,Mack,600 RD600,2001,MACK,350,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
TRI STATE DISMANTLING CORP.,true,true,BIC-596,R-7401,75619JW,1M2AT04C67M003872,Rear End Loader,Mack,700,2007,MACK,370,Diesel,"33,001 lbs. or greater","Class 8 (33,001 lbs. or greater)",Yes,Owned,,
