"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Mount Magnet","Mount Magnet","-28.0662","117.8167","Australia","AU","AUS","Western Australia","","424","1036327720"
"Kempsey","Kempsey","-31.0874","152.8220","Australia","AU","AUS","New South Wales","","11840","1036897003"
"Queanbeyan","Queanbeyan","-35.3546","149.2113","Australia","AU","AUS","New South Wales","","32602","1036846465"
"Queenstown","Queenstown","-42.0829","145.5500","Australia","AU","AUS","Tasmania","","2352","1036082142"
"Quilpie","Quilpie","-26.6166","144.2500","Australia","AU","AUS","Queensland","","560","1036696232"
"Ravensthorpe","Ravensthorpe","-33.5829","120.0333","Australia","AU","AUS","Western Australia","","1101","1036878618"
"Warrnambool","Warrnambool","-38.3800","142.4700","Australia","AU","AUS","Victoria","","29928","1036291219"
"Warwick","Warwick","-28.2292","152.0203","Australia","AU","AUS","Queensland","","12347","1036412726"
"Weipa","Weipa","-12.6666","141.8666","Australia","AU","AUS","Queensland","","2830","1036501067"
"Ouyen","Ouyen","-35.0662","142.3167","Australia","AU","AUS","Victoria","","1400","1036764173"
"Wollongong","Wollongong","-34.4154","150.8900","Australia","AU","AUS","New South Wales","","260914","1036502269"
"Wonthaggi","Wonthaggi","-38.6095","145.5900","Australia","AU","AUS","Victoria","","5985","1036415078"
"Kiama","Kiama","-34.7096","150.8400","Australia","AU","AUS","New South Wales","","10379","1036754695"
"Kimba","Kimba","-33.1496","136.4334","Australia","AU","AUS","South Australia","","636","1036035341"
"Kingaroy","Kingaroy","-26.5390","151.8406","Australia","AU","AUS","Queensland","","8573","1036463308"
"Pine Creek","Pine Creek","-13.8162","131.8167","Australia","AU","AUS","Northern Territory","","665","1036858004"
"Hobart","Hobart","-42.8500","147.2950","Australia","AU","AUS","Tasmania","admin","80870","1036679838"
"Darwin","Darwin","-12.4254","130.8500","Australia","AU","AUS","Northern Territory","admin","93080","1036497565"
"Gingin","Gingin","-31.3496","115.9000","Australia","AU","AUS","Western Australia","","1446","1036686561"
"Meekatharra","Meekatharra","-26.6000","118.4833","Australia","AU","AUS","Western Australia","","654","1036608457"
"Melbourne","Melbourne","-37.8200","144.9750","Australia","AU","AUS","Victoria","admin","4170000","1036533631"
"Woomera","Woomera","-31.1496","136.8000","Australia","AU","AUS","South Australia","","450","1036392822"
"Moranbah","Moranbah","-22.0016","148.0380","Australia","AU","AUS","Queensland","","10000","1036916453"
"Port Augusta","Port Augusta","-32.4900","137.7700","Australia","AU","AUS","South Australia","","13897","1036945368"
"Port Douglas","Port Douglas","-16.4846","145.4587","Australia","AU","AUS","Queensland","","3000","1036053723"
"Gladstone","Gladstone","-23.8533","151.2467","Australia","AU","AUS","Queensland","","30489","1036070755"
"Gold Coast","Gold Coast","-28.0815","153.4482","Australia","AU","AUS","Queensland","","527660","1036153217"
"Horsham","Horsham","-36.7096","142.1900","Australia","AU","AUS","Victoria","","12830","1036654340"
"Hughenden","Hughenden","-20.8500","144.2000","Australia","AU","AUS","Queensland","","421","1036738932"
"Northam","Northam","-31.6566","116.6534","Australia","AU","AUS","Western Australia","","5855","1036868267"
"Nowra","Nowra","-34.8828","150.6000","Australia","AU","AUS","New South Wales","","94781","1036984536"
"Shepparton","Shepparton","-36.3746","145.3914","Australia","AU","AUS","Victoria","","33550","1036030548"
"Yeppoon","Yeppoon","-23.1329","150.7567","Australia","AU","AUS","Queensland","","10769","1036180170"
"Young","Young","-34.3096","148.2900","Australia","AU","AUS","New South Wales","","7501","1036073044"
"Caloundra","Caloundra","-26.8000","153.1333","Australia","AU","AUS","Queensland","","38706","1036266942"
"Ingham","Ingham","-18.6496","146.1666","Australia","AU","AUS","Queensland","","6127","1036238542"
"Innisfail","Innisfail","-17.5313","146.0387","Australia","AU","AUS","Queensland","","10143","1036930229"
"Inverell","Inverell","-29.7668","151.1126","Australia","AU","AUS","New South Wales","","8561","1036652902"
"Kingston","Kingston","-42.9911","147.3084","Australia","AU","AUS","Tasmania","","14371","1036297213"
"Kingston South East","Kingston South East","-36.8328","139.8501","Australia","AU","AUS","South Australia","","206","1036261175"
"Clare","Clare","-33.8329","138.6000","Australia","AU","AUS","South Australia","","3061","1036842122"
"Bowen","Bowen","-20.0013","148.2087","Australia","AU","AUS","Queensland","","10983","1036979225"
"Melton","Melton","-37.6895","144.5700","Australia","AU","AUS","Victoria","","32368","1036007778"
"Meningie","Meningie","-35.6995","139.3333","Australia","AU","AUS","South Australia","","1501","1036445634"
"Merimbula","Merimbula","-36.8996","149.9000","Australia","AU","AUS","New South Wales","","6367","1036933197"
"Merredin","Merredin","-31.4828","118.2667","Australia","AU","AUS","Western Australia","","2668","1036578320"
"Mildura","Mildura","-34.1850","142.1514","Australia","AU","AUS","Victoria","","47867","1036624348"
"Thargomindah","Thargomindah","-28.0000","143.8167","Australia","AU","AUS","Queensland","","203","1036793708"
"Theodore","Theodore","-24.9495","150.0833","Australia","AU","AUS","Queensland","","246","1036423364"
"Three Springs","Three Springs","-29.5333","115.7500","Australia","AU","AUS","Western Australia","","190","1036669084"
"Oatlands","Oatlands","-42.2996","147.3666","Australia","AU","AUS","Tasmania","","1157","1036926323"
"Wagin","Wagin","-33.2996","117.3500","Australia","AU","AUS","Western Australia","","1598","1036851354"
"Armidale","Armidale","-30.5123","151.6675","Australia","AU","AUS","New South Wales","","22673","1036975829"
"Atherton","Atherton","-17.2703","145.4694","Australia","AU","AUS","Queensland","","6959","1036456869"
"Ayr","Ayr","-19.5702","147.3995","Australia","AU","AUS","Queensland","","9078","1036228772"
"Bairnsdale","Bairnsdale","-37.8296","147.6100","Australia","AU","AUS","Victoria","","11005","1036432237"
"Camooweal","Camooweal","-19.9167","138.1167","Australia","AU","AUS","Queensland","","187","1036815011"
"Canberra","Canberra","-35.2830","149.1290","Australia","AU","AUS","Australian Capital Territory","primary","327700","1036142029"
"Longreach","Longreach","-23.4496","144.2500","Australia","AU","AUS","Queensland","","2894","1036622618"
"Brisbane","Brisbane","-27.4550","153.0351","Australia","AU","AUS","Queensland","admin","1860000","1036192929"
"Devonport","Devonport","-41.1927","146.3311","Australia","AU","AUS","Tasmania","","19317","1036033175"
"Wallaroo","Wallaroo","-33.9329","137.6333","Australia","AU","AUS","South Australia","","2779","1036743246"
"Wangaratta","Wangaratta","-36.3600","146.3000","Australia","AU","AUS","Victoria","","14022","1036395326"
"Cowell","Cowell","-33.6829","136.9166","Australia","AU","AUS","South Australia","","537","1036921929"
"Cowra","Cowra","-33.8296","148.6800","Australia","AU","AUS","New South Wales","","6795","1036204877"
"Goondiwindi","Goondiwindi","-28.5548","150.3253","Australia","AU","AUS","Queensland","","4251","1036452066"
"Goulburn","Goulburn","-34.7496","149.7102","Australia","AU","AUS","New South Wales","","20940","1036347537"
"Grafton","Grafton","-29.7120","152.9377","Australia","AU","AUS","New South Wales","","9955","1036615468"
"Murray Bridge","Murray Bridge","-35.1296","139.2600","Australia","AU","AUS","South Australia","","18194","1036345943"
"Muswellbrook","Muswellbrook","-32.2696","150.8900","Australia","AU","AUS","New South Wales","","11630","1036253543"
"Windorah","Windorah","-25.4332","142.6502","Australia","AU","AUS","Queensland","","158","1036272226"
"Bedourie","Bedourie","-24.3496","139.4666","Australia","AU","AUS","Queensland","","142","1036680924"
"Newman","Newman","-23.3666","119.7333","Australia","AU","AUS","Western Australia","","5138","1036587511"
"Birdsville","Birdsville","-25.8996","139.3666","Australia","AU","AUS","Queensland","","283","1036830335"
"Kalgoorlie","Kalgoorlie","-30.7354","121.4600","Australia","AU","AUS","Western Australia","","36852","1036087904"
"Biloela","Biloela","-24.3936","150.4961","Australia","AU","AUS","Queensland","","6309","1036014905"
"Smithton","Smithton","-40.8329","145.1167","Australia","AU","AUS","Tasmania","","4202","1036207188"
"Bicheno","Bicheno","-41.8784","148.2886","Australia","AU","AUS","Tasmania","","177","1036189642"
"Deniliquin","Deniliquin","-35.5296","144.9500","Australia","AU","AUS","New South Wales","","8024","1036325219"
"Broken Hill","Broken Hill","-31.9500","141.4331","Australia","AU","AUS","New South Wales","","17395","1036216956"
"Swan Hill","Swan Hill","-35.3396","143.5400","Australia","AU","AUS","Victoria","","9276","1036220501"
"Albury","Albury","-36.0600","146.9200","Australia","AU","AUS","New South Wales","","104258","1036076542"
"Wagga Wagga","Wagga Wagga","-35.1222","147.3400","Australia","AU","AUS","New South Wales","","55381","1036273188"
"Tumut","Tumut","-35.3096","148.2200","Australia","AU","AUS","New South Wales","","6526","1036777587"
"Lismore","Lismore","-28.8167","153.2931","Australia","AU","AUS","New South Wales","","31430","1036024174"
"Byron Bay","Byron Bay","-28.6565","153.6129","Australia","AU","AUS","New South Wales","","6764","1036606974"
"Tweed Heads","Tweed Heads","-28.1826","153.5466","Australia","AU","AUS","New South Wales","","33065","1036571941"
"Oranjestad","Oranjestad","12.5304","-70.0290","Aruba","AW","ABW","","primary","68775","1533513057"
"Baku","Baku","40.3953","49.8622","Azerbaijan","AZ","AZE","Bakı","primary","2122300","1031946365"
"Goranboy","Goranboy","40.6103","46.7897","Azerbaijan","AZ","AZE","Goranboy","admin","7333","1031383465"
"Saki","Saki","41.1923","47.1705","Azerbaijan","AZ","AZE","Şəki","admin","64968","1031619846"
"Füzuli","Fuzuli","39.6009","47.1453","Azerbaijan","AZ","AZE","Füzuli","admin","","1031872322"
"Lankaran","Lankaran","38.7540","48.8511","Azerbaijan","AZ","AZE","Lənkəran","admin","60180","1031218031"
"Xocalı","Xocali","39.9130","46.7903","Azerbaijan","AZ","AZE","Xocalı","admin","","1031237556"
"Ağdam","Agdam","39.9910","46.9274","Azerbaijan","AZ","AZE","Ağdam","admin","","1031176858"
"Astara","Astara","38.4560","48.8750","Azerbaijan","AZ","AZE","Astara","admin","","1031376971"
"Cəbrayıl","Cabrayil","39.3992","47.0283","Azerbaijan","AZ","AZE","Cəbrayıl","admin","","1031379235"
"Beyləqan","Beylaqan","39.7756","47.6186","Azerbaijan","AZ","AZE","Beyləqan","admin","","1031681050"
"Masallı","Masalli","39.0278","48.6703","Azerbaijan","AZ","AZE","Masallı","admin","","1031126416"
"Biləsuvar","Bilasuvar","39.4583","48.5450","Azerbaijan","AZ","AZE","Biləsuvar","admin","","1031149283"
"Cəlilabad","Calilabad","39.2096","48.4919","Azerbaijan","AZ","AZE","Cəlilabad","admin","","1031242117"
"Dəvəçi","Davaci","41.2012","48.9871","Azerbaijan","AZ","AZE","Şabran","admin","","1031053363"
"Ağsu","Agsu","40.5692","48.3965","Azerbaijan","AZ","AZE","Ağsu","admin","","1031748204"
"Yevlax","Yevlax","40.6172","47.1500","Azerbaijan","AZ","AZE","Yevlax","admin","53716","1031581655"
"Mingəçevir","Mingacevir","40.7639","47.0595","Azerbaijan","AZ","AZE","Mingəçevir","admin","","1031509213"
"Ganca","Ganca","40.6850","46.3500","Azerbaijan","AZ","AZE","Gəncə","admin","303268","1031197327"
"Sumqayt","Sumqayt","40.5800","49.6300","Azerbaijan","AZ","AZE","Sumqayıt","admin","279159","1031630283"
"Xaçmaz","Xacmaz","41.4643","48.8057","Azerbaijan","AZ","AZE","Xaçmaz","admin","","1031335433"
"İmişli","Imisli","39.8724","48.0649","Azerbaijan","AZ","AZE","İmişli","admin","","1031686599"
"Saatlı","Saatli","39.9321","48.3689","Azerbaijan","AZ","AZE","Saatlı","admin","","1031713436"
"Laçın","Lacin","39.6434","46.5462","Azerbaijan","AZ","AZE","Laçın","admin","","1031245091"
"Şərur","Sarur","39.5544","44.9826","Azerbaijan","AZ","AZE","Şərur","admin","","1031386825"
"Qubadlı","Qubadli","39.3444","46.5818","Azerbaijan","AZ","AZE","Qubadlı","admin","","1031526251"
"Heydərabad","Heydarabad","39.7229","44.8485","Azerbaijan","AZ","AZE","Sədərək","admin","","1031540160"
"Yardımlı","Yardimli","38.9077","48.2405","Azerbaijan","AZ","AZE","Yardımlı","admin","","1031745676"
"Şahbuz","Sahbuz","39.4072","45.5739","Azerbaijan","AZ","AZE","Şahbuz","admin","","1031323095"
"Qıvraq","Qivraq","39.3994","45.1151","Azerbaijan","AZ","AZE","Kəngərli","admin","","1031050255"
"Ordubad","Ordubad","38.9096","46.0227","Azerbaijan","AZ","AZE","Ordubad","admin","","1031853196"
"Goycay","Goycay","40.6534","47.7406","Azerbaijan","AZ","AZE","Göyçay","admin","35348","1031227222"
"Ağdaş","Agdas","40.6470","47.4738","Azerbaijan","AZ","AZE","Ağdaş","admin","","1031916654"
"Naftalan","Naftalan","40.5082","46.8203","Azerbaijan","AZ","AZE","Naftalan","admin","","1031441683"
"Naxcivan","Naxcivan","39.2092","45.4122","Azerbaijan","AZ","AZE","Naxçıvan","admin","94788","1031943755"
"Göygöl","Goygol","40.5858","46.3189","Azerbaijan","AZ","AZE","Göygöl","admin","","1031823379"
"Hacıqabul","Haciqabul","40.0387","48.9429","Azerbaijan","AZ","AZE","Hacıqabul","admin","","1031015845"
"Kürdəmir","Kurdamir","40.3453","48.1508","Azerbaijan","AZ","AZE","Kürdəmir","admin","","1031160110"
"Qobustan","Qobustan","40.5336","48.9282","Azerbaijan","AZ","AZE","Qobustan","admin","","1031385198"
"Bərdə","Barda","40.3758","47.1262","Azerbaijan","AZ","AZE","Bərdə","admin","","1031495701"
"Lerik","Lerik","38.7739","48.4150","Azerbaijan","AZ","AZE","Lerik","admin","","1031887331"
"Stepanakert","Stepanakert","39.8156","46.7520","Azerbaijan","AZ","AZE","Xankəndi","","57473","1031053512"
"Şuşa","Susa","39.7601","46.7499","Azerbaijan","AZ","AZE","Şuşa","admin","","1031808614"
"Daşkəsən","Daskasan","40.5239","46.0819","Azerbaijan","AZ","AZE","Daşkəsən","admin","","1031479797"
"Salyan","Salyan","39.5962","48.9848","Azerbaijan","AZ","AZE","Salyan","admin","","1031301869"
"Qusar","Qusar","41.4275","48.4302","Azerbaijan","AZ","AZE","Qusar","admin","","1031059559"
"Ali Bayramli","Ali Bayramli","39.9323","48.9203","Azerbaijan","AZ","AZE","Şirvan","","70684","1031478213"
"Sabirabad","Sabirabad","40.0087","48.4770","Azerbaijan","AZ","AZE","Sabirabad","admin","","1031302623"
"Quba","Quba","41.3611","48.5134","Azerbaijan","AZ","AZE","Quba","admin","","1031078072"
"Gadabay","Gadabay","40.5656","45.8161","Azerbaijan","AZ","AZE","Gədəbəy","admin","8657","1031444480"
"Oğuz","Oguz","41.0708","47.4583","Azerbaijan","AZ","AZE","Oğuz","admin","6876","1031370337"
"Balakən","Balakan","41.7263","46.4048","Azerbaijan","AZ","AZE","Balakən","admin","","1031370082"
"Qax","Qax","41.4183","46.9204","Azerbaijan","AZ","AZE","Qax","admin","","1031852971"
"Xırdalan","Xirdalan","40.4481","49.7550","Azerbaijan","AZ","AZE","Abşeron","admin","","1031145251"
"Neftçala","Neftcala","39.3768","49.2470","Azerbaijan","AZ","AZE","Neftçala","admin","","1031299249"
"Ağcabədi","Agcabadi","40.0501","47.4594","Azerbaijan","AZ","AZE","Ağcabədi","admin","","1031860893"
"Kəlbəcər","Kalbacar","40.1098","46.0445","Azerbaijan","AZ","AZE","Kəlbəcər","admin","","1031212922"
"Qazax","Qazax","41.0925","45.3656","Azerbaijan","AZ","AZE","Qazax","admin","","1031240282"
"Ağstafa","Agstafa","41.1148","45.4468","Azerbaijan","AZ","AZE","Ağstafa","admin","","1031889683"
"Tovuz","Tovuz","40.9922","45.6289","Azerbaijan","AZ","AZE","Tovuz","admin","12626","1031405942"
"Qəbələ","Qabala","40.9825","47.8491","Azerbaijan","AZ","AZE","Qəbələ","admin","","1031787201"
"Agdam","Agdam","40.9053","45.5564","Azerbaijan","AZ","AZE","Tovuz","","0","1031834023"
"İsmayıllı","Ismayilli","40.7848","48.1514","Azerbaijan","AZ","AZE","İsmayıllı","admin","","1031380246"
"Samux","Samux","40.7649","46.4087","Azerbaijan","AZ","AZE","Samux","admin","","1031600567"
"Şəmkir","Samkir","40.8297","46.0178","Azerbaijan","AZ","AZE","Şəmkir","admin","","1031776445"
"Zaqatala","Zaqatala","41.6316","46.6448","Azerbaijan","AZ","AZE","Zaqatala","admin","","1031500858"
"Qabala","Qabala","40.9814","47.8458","Azerbaijan","AZ","AZE","","","11867","1031242200"
"Kapan","Kapan","39.2015","46.4150","Azerbaijan","AZ","AZE","Qubadlı","","42288","1031867232"
"Zəngilan","Zangilan","39.0837","46.6599","Azerbaijan","AZ","AZE","Zəngilan","admin","","1031045218"
"Tərtər","Tartar","40.3420","46.9316","Azerbaijan","AZ","AZE","Tərtər","admin","","1031622673"
"Siyəzən","Siyazan","41.0781","49.1156","Azerbaijan","AZ","AZE","Siyəzən","admin","","1031277547"
"Zərdab","Zardab","40.2182","47.7103","Azerbaijan","AZ","AZE","Zərdab","admin","","1031852579"
"Xızı","Xizi","40.9085","49.0748","Azerbaijan","AZ","AZE","Xızı","admin","","1031409125"
"Ucar","Ucar","40.5121","47.6519","Azerbaijan","AZ","AZE","Ucar","admin","","1031822434"
"Xocavənd","Xocavand","39.7950","47.1117","Azerbaijan","AZ","AZE","Xocavənd","admin","","1031454735"
"Sarajevo","Sarajevo","43.8500","18.3830","Bosnia And Herzegovina","BA","BIH","Bosnia and Herzegovina, Federation of","primary","696731","1070966777"
"Banja Luka","Banja Luka","44.7804","17.1800","Bosnia And Herzegovina","BA","BIH","Srpska, Republika","admin","221738","1070859064"
"Brčko","Brcko","44.8700","18.8101","Bosnia And Herzegovina","BA","BIH","Brcko District","admin","","1070370826"
"Tuzla","Tuzla","44.5505","18.6800","Bosnia And Herzegovina","BA","BIH","Bosnia and Herzegovina, Federation of","minor","144334","1070117835"
"Zenica","Zenica","44.2200","17.9200","Bosnia And Herzegovina","BA","BIH","Bosnia and Herzegovina, Federation of","minor","164423","1070047832"
"Mostar","Mostar","43.3505","17.8200","Bosnia And Herzegovina","BA","BIH","Bosnia and Herzegovina, Federation of","minor","163067","1070000220"
"Prijedor","Prijedor","44.9804","16.7000","Bosnia And Herzegovina","BA","BIH","Srpska, Republika","minor","104858","1070565353"
"Bridgetown","Bridgetown","13.1020","-59.6165","Barbados","BB","BRB","Saint Michael","primary","191152","1052274244"
"Dhaka","Dhaka","23.7231","90.4086","Bangladesh","BD","BGD","Dhaka","primary","12797394","1050529279"
"Narayanganj","Narayanganj","23.6204","90.5000","Bangladesh","BD","BGD","Dhaka","","223622","1050424421"
"Khulna","Khulna","22.8400","89.5600","Bangladesh","BD","BGD","Khulna","admin","1553000","1050667339"
"Jessore","Jessore","23.1704","89.2000","Bangladesh","BD","BGD","Khulna","","243987","1050244487"
"Sylhet","Sylhet","24.9036","91.8736","Bangladesh","BD","BGD","Sylhet","admin","237000","1050646703"
"Chittagong","Chittagong","22.3300","91.8000","Bangladesh","BD","BGD","Chittagong","admin","4529000","1050830722"
"Barisal","Barisal","22.7004","90.3750","Bangladesh","BD","BGD","Barisāl","admin","202242","1050297281"
"Comilla","Comilla","23.4704","91.1700","Bangladesh","BD","BGD","Chittagong","","389411","1050609330"
"Rajshahi","Rajshahi","24.3750","88.6050","Bangladesh","BD","BGD","Rājshāhi","admin","810000","1050547831"
"Pabna","Pabna","24.0004","89.2500","Bangladesh","BD","BGD","","","137888","1050424286"
"Saidpur","Saidpur","25.8004","89.0000","Bangladesh","BD","BGD","Rangpur","","232209","1050512022"
"Tangail","Tangail","24.2500","89.9200","Bangladesh","BD","BGD","Dhaka","","180144","1050628940"
"Nawabganj","Nawabganj","24.5804","88.3500","Bangladesh","BD","BGD","Rājshāhi","","142361","1050253103"
"Jamalpur","Jamalpur","24.9004","89.9500","Bangladesh","BD","BGD","Mymensingh","","167900","1050233680"
"Rangpur","Rangpur","25.7500","89.2800","Bangladesh","BD","BGD","Rangpur","admin","285564","1050667437"
"Mymensingh","Mymensingh","24.7504","90.3800","Bangladesh","BD","BGD","Mymensingh","admin","330126","1050399881"
"Brussels","Brussels","50.8333","4.3333","Belgium","BE","BEL","Brussels-Capital Region","primary","1743000","1056469830"
"Arlon","Arlon","49.6833","5.8167","Belgium","BE","BEL","Wallonia","minor","26179","1056746428"
"Antwerpen","Antwerpen","51.2204","4.4150","Belgium","BE","BEL","Flanders","minor","920000","1056168623"
"Liège","Liege","50.6300","5.5800","Belgium","BE","BEL","Wallonia","minor","749110","1056513284"
"Hasselt","Hasselt","50.9640","5.4840","Belgium","BE","BEL","Flanders","minor","69222","1056617022"
"Mons","Mons","50.4460","3.9390","Belgium","BE","BEL","Wallonia","minor","91277","1056836704"
"Gent","Gent","51.0300","3.7000","Belgium","BE","BEL","Flanders","minor","444336","1056062897"
"Namur","Namur","50.4704","4.8700","Belgium","BE","BEL","Wallonia","admin","106284","1056954156"
"Charleroi","Charleroi","50.4204","4.4500","Belgium","BE","BEL","Wallonia","minor","345367","1056263311"
"Brugge","Brugge","51.2204","3.2300","Belgium","BE","BEL","Flanders","minor","146469","1056953902"
"Banfora","Banfora","10.6304","-4.7600","Burkina Faso","BF","BFA","Cascades","admin","60288","1854763822"
"Tougan","Tougan","13.0690","-3.0700","Burkina Faso","BF","BFA","Boucle du Mouhoun","minor","17590","1854407539"
"Pô","Po","11.1690","-1.1350","Burkina Faso","BF","BFA","Centre-Sud","minor","17924","1854979912"
"Bobo Dioulasso","Bobo Dioulasso","11.1800","-4.2900","Burkina Faso","BF","BFA","Hauts-Bassins","admin","360106","1854348796"
"Tenkodogo","Tenkodogo","11.7804","-0.3697","Burkina Faso","BF","BFA","Centre-Est","admin","38108","1854646157"
"Diapaga","Diapaga","12.0770","1.7960","Burkina Faso","BF","BFA","Est","minor","26013","1854687079"
"Sebba","Sebba","13.4364","0.5304","Burkina Faso","BF","BFA","Sahel","minor","3273","1854960093"
"Ouahigouya","Ouahigouya","13.5704","-2.4200","Burkina Faso","BF","BFA","Nord","admin","79504","1854011699"
"Kaya","Kaya","13.0904","-1.0900","Burkina Faso","BF","BFA","Centre-Nord","admin","40017","1854170035"
"Gaoua","Gaoua","10.2992","-3.2508","Burkina Faso","BF","BFA","Sud-Ouest","admin","","1854285570"
"Manga","Manga","11.6620","-1.0650","Burkina Faso","BF","BFA","Centre-Sud","admin","15173","1854485968"
"Sapouy","Sapouy","11.5544","-1.7736","Burkina Faso","BF","BFA","Centre-Ouest","minor","3837","1854971695"
"Ouagadougou","Ouagadougou","12.3703","-1.5247","Burkina Faso","BF","BFA","Centre","primary","1149000","1854029208"
"Orodara","Orodara","10.9740","-4.9080","Burkina Faso","BF","BFA","Hauts-Bassins","","18632","1854573815"
"Bogandé","Bogande","12.9690","-0.1380","Burkina Faso","BF","BFA","Est","minor","9854","1854811035"
"Ziniaré","Ziniare","12.5770","-1.2930","Burkina Faso","BF","BFA","Plateau-Central","admin","12703","1854052758"
"Fada Ngourma","Fada Ngourma","12.0550","0.3610","Burkina Faso","BF","BFA","Est","admin","33910","1854057074"
"Leo","Leo","11.0940","-2.0980","Burkina Faso","BF","BFA","Centre-Ouest","minor","26884","1854225723"
"Diébougou","Diebougou","10.9520","-3.2480","Burkina Faso","BF","BFA","Sud-Ouest","minor","12732","1854858995"
"Gaoua","Gaoua","10.3250","-3.1740","Burkina Faso","BF","BFA","Sud-Ouest","","28023","1854142068"
"Dédougou","Dedougou","12.4550","-3.4640","Burkina Faso","BF","BFA","Boucle du Mouhoun","admin","45341","1854743311"
"Nouna","Nouna","12.7290","-3.8600","Burkina Faso","BF","BFA","Boucle du Mouhoun","minor","29048","1854190171"
"Koudougou","Koudougou","12.2505","-2.3700","Burkina Faso","BF","BFA","Centre-Ouest","admin","87347","1854839075"
"Réo","Reo","12.3335","-2.4669","Burkina Faso","BF","BFA","Centre-Ouest","minor","37535","1854684997"
"Yako","Yako","12.9540","-2.2630","Burkina Faso","BF","BFA","Nord","minor","22904","1854815200"
"Solenzo","Solenzo","12.1833","-4.0833","Burkina Faso","BF","BFA","Boucle du Mouhoun","minor","10385","1854892822"
"Djibo","Djibo","14.0990","-1.6270","Burkina Faso","BF","BFA","Sahel","minor","22223","1854364299"
"Dori","Dori","14.0340","-0.0280","Burkina Faso","BF","BFA","Sahel","minor","37806","1854096946"
"Gorom Gorom","Gorom Gorom","14.4500","-0.2333","Burkina Faso","BF","BFA","Sahel","minor","6691","1854609702"
"Zorgo","Zorgo","12.2430","-0.6110","Burkina Faso","BF","BFA","Plateau-Central","minor","23892","1854077108"
"Boulsa","Boulsa","12.6570","-0.5690","Burkina Faso","BF","BFA","Centre-Nord","minor","17489","1854535753"
"Koupéla","Koupela","12.1770","-0.3560","Burkina Faso","BF","BFA","Centre-Est","minor","32052","1854841246"
"Kombissiri","Kombissiri","12.0640","-1.3340","Burkina Faso","BF","BFA","Centre-Sud","minor","30137","1854637161"
"Ruse","Ruse","43.8537","25.9733","Bulgaria","BG","BGR","Ruse","admin","184270","1100854249"
"Varna","Varna","43.2156","27.8953","Bulgaria","BG","BGR","Varna","admin","312770","1100789115"
"Pazardzhik","Pazardzhik","42.2000","24.3333","Bulgaria","BG","BGR","Pazardzhik","admin","","1100273248"
"Yambol","Yambol","42.4833","26.5000","Bulgaria","BG","BGR","Yambol","admin","","1100748067"
"Sliven","Sliven","42.6794","26.3300","Bulgaria","BG","BGR","Sliven","admin","96368","1100110215"
"Dobrich","Dobrich","43.5851","27.8400","Bulgaria","BG","BGR","Dobrich","admin","94831","1100364404"
"Lovec","Lovec","43.1380","24.7190","Bulgaria","BG","BGR","Lovech","admin","42211","1100374163"
"Plovdiv","Plovdiv","42.1540","24.7540","Bulgaria","BG","BGR","Plovdiv","admin","340494","1100436706"
"Vidin","Vidin","43.9900","22.8725","Bulgaria","BG","BGR","Vidin","admin","","1100463536"
"Shumen","Shumen","43.2700","26.9294","Bulgaria","BG","BGR","Shumen","admin","87283","1100000004"
"Razgrad","Razgrad","43.5340","26.5360","Bulgaria","BG","BGR","Razgrad","admin","38285","1100143131"
"Silistra","Silistra","44.1167","27.2667","Bulgaria","BG","BGR","Silistra","admin","","1100458181"
"Blagoevgrad","Blagoevgrad","42.0167","23.1000","Bulgaria","BG","BGR","Blagoevgrad","admin","","1100214416"
"Burgas","Burgas","42.5146","27.4746","Bulgaria","BG","BGR","Burgas","admin","195966","1100365645"
"Montana","Montana","43.4140","23.2370","Bulgaria","BG","BGR","Montana","admin","47445","1100946651"
"Gabrovo","Gabrovo","42.8747","25.3342","Bulgaria","BG","BGR","Gabrovo","admin","","1100696135"
"Kyustendil","Kyustendil","42.2843","22.6911","Bulgaria","BG","BGR","Kyustendil","admin","51067","1100543134"
"Vratsa","Vratsa","43.2100","23.5625","Bulgaria","BG","BGR","Vratsa","admin","71633","1100261281"
"Stara Zagora","Stara Zagora","42.4231","25.6227","Bulgaria","BG","BGR","Stara Zagora","admin","143431","1100903924"
"Smolyan","Smolyan","41.5853","24.6919","Bulgaria","BG","BGR","Smolyan","admin","","1100429166"
"Pernik","Pernik","42.6100","23.0227","Bulgaria","BG","BGR","Pernik","admin","82467","1100616332"
"Pleven","Pleven","43.4238","24.6134","Bulgaria","BG","BGR","Pleven","admin","118675","1100973719"
"Sofia","Sofia","42.6833","23.3167","Bulgaria","BG","BGR","Sofia-Grad","primary","1185000","1100762037"
"Khaskovo","Khaskovo","41.9438","25.5633","Bulgaria","BG","BGR","Haskovo","admin","79699","1100186247"
"Kardzhali","Kardzhali","41.6500","25.3667","Bulgaria","BG","BGR","Kardzhali","admin","","1100473094"
"Targovishte","Targovishte","43.2592","26.5892","Bulgaria","BG","BGR","Targovishte","admin","","1100987486"
"Turnovo","Turnovo","43.0862","25.6555","Bulgaria","BG","BGR","Veliko Tarnovo","admin","53115","1100134696"
"Manama","Manama","26.2361","50.5831","Bahrain","BH","BHR","Al ‘Āşimah","primary","563920","1048989486"
"Kayanza","Kayanza","-2.9000","29.5667","Burundi","BI","BDI","Kayanza","admin","19443","1108413426"
