COMPANY NAME,INDUSTRY,ADDRESS,CITY,STATE,ZIP,COUNTY,number,WEBSITE URL,CEO,CONTACT TITLE,NUMBER OF EMPLOYEES,EMPLOYEE SIZE,SALES,SALES RANGE,SIC CODE,SIC DESCRIPTION,NAICS CODE,LATITUDE,LONGITUDE
iShares 20 Year Treasury Bond ETF,Insurance,9658 Schlitz Road,Phelan,CA,92371,San Bernardino,214-808-1406,deliveringonthepromise.com/rdemarco,Robin DeMarco,,,4-Jan,,"$1,000,000 - $2,500,042",,Hospital and Medical Service Plans,,34.42507,117.53447
FlexShares Morningstar Developed Markets ex,Other Business Services,25918 The Old Rd. #179,Stevenson Ranch,CA,91381,Los Angeles,214-808-1407,jesusarteaga.com,Jesus Arteaga,,,4-Jan,,Unknown,,"Business Services, NEC",,34.39208,118.2432223
FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,Media,3642 West Magnolia Boulevard,Burbank,CA,91505,Los Angeles,214-808-1408,lastudios.info,Helgar Pedrini,,,4-Jan,,"$1,000,000 - $2,500,042",7812,Motion Picture and Video Tape Production,512110,34.167992,118.246111
"Tilly's, Inc. Common Stock",Professional Services,1183 Scenic Drive # 100,Modesto,CA,95350,Stanislaus,214-808-1363,athertoncpas.com,Linda Stanley,,22,,3806000,,8721,"Accounting, Auditing, and Bookkeeping Services",541211,37.64829,120.97802
Toyota Motor Corporation Common Stock,Warehousing & Storage,1888 South 4th St,El Centro,CA,92243,Imperial,214-808-1364,elcentrointerstate.com,Steve Gray,Owner,,4-Jan,,"$100,000 - $500,000",4225,General Warehousing and Storage,531130,32.77725,115.55266
Direxion Daily 20,Legal,731 North Arrowhead Avenue,San Bernardino,CA,92401,San Bernardino,214-808-1365,robertgrantlaw.com,Robert Grant,Owner,,4-Jan,,"$100,000 - $500,000",8111,Legal Services,541110,34.11216,117.294
"Team Health Holdings, Inc. Team Health Holdings, Inc.",Other Business Services,1444 E. Juana,San Leandro,CA,94577,Alameda,918-354-9024,ghaspwaterdamagerestoration.com/mold-testing/ca/mold-inspection-in-san-leandro-ca/,Terrence Gentry,,,4-Jan,,Unknown,,"Business Services, NEC",,37.73012,122.13418
Taylor Morrison Home Corporation Class A Common Stock,Legal,470 Yale Avenue,Claremont,CA,91711,Los Angeles,918-354-9025,paulbrisson.com,Paul Brisson,,,4-Jan,,Unknown,,Legal Services,,34.09795,117.71831
Torchmark Corporation Common Stock,Professional Services,2877 North Naomi St,Burbank,CA,91504,Los Angeles,918-354-9026,aetlab.com,Cyrus Razmara,Executive Director,35,,5005000,,8734,Testing Laboratories,541380,34.20341,118.34036
Torchmark Corporation 5.875% Junior Subordinated Debenture due 2052,Professional Services,32020 Hilltop Boulevard # D,Running Springs,CA,92382,San Bernardino,214-808-1412,brsltd.org,Victor Cintron,CEO,,4-Jan,,Unknown,8734,Testing Laboratories,541380,34.2055,117.10637
Thermo Fisher Scientific Inc Common Stock,Advertising & Marketing,2873 F St,Eureka,CA,95501,Humboldt,214-808-1413,coxrasmussen.com,Alicia Cox,Owner,5,,1045000,,7311,Advertising Agencies,541810,40.7866,124.16407
Tompkins Financial Corporation Common Stock,Professional Services,5346 Betsy Ross Drive,Santa Clara,CA,95054,Santa Clara,214-808-1414,promo-line.com,Aldad Matityahu,Owner,50,,10500000,,8743,Public Relations Services,237130,37.407407,121.4739883
Timken Steel Corporation Common Shares,Insurance,698 University Avenue,Sacramento,CA,95825,Sacramento,214-808-1415,perryfn.com,Jeff Perry,President,10,,1960000,,6411,"Insurance Agents, Brokers, and Service",524210,38.567161,121.479614
T,Other Business Services,14043 Jamboree Road,Irvine,CA,92606,Orange,682-632-6009,irvinecompany.com,,,,4-Jan,,$500.000 - $999.1042,7361,Employment Agencies,561311,33.2393648,117.6157175
T,Other Business Services,4613 Eucalyptus Avenue,Chino,CA,91710,San Bernardino,214-808-1331,rainchainsworld.com,Junelia Dicousta,,,4-Jan,,Unknown,,"Business Services, NEC",,33.2420645,117.6229695
Direxion Daily 30,Other Business Services,354 California St # 400,San Francisco,CA,94104,San Francisco,214-808-1332,jmoorepartners.com,James A Moore,,,4-Jan,,"$100,000 - $500,043",7389,"Business Services, NEC",522320,37.793159,122.400181
Direxion Small Cap Bull 3X Shares,Professional Services,3695 Viaduct Lujosa,Escondido,CA,92025,San Diego,918-354-9112,resourcetrends.com,John Ruetten,,1,,135000,,8748,"Business Consulting Services, NEC",541910,33.070419,117.047939
Tennant Company Common Stock,Real Estate,373 Pythian Road,Santa Rosa,CA,95409,Sonoma,918-354-9113,torvickrealestate.com,Kathy Torvick,President,2,,268000,,6531,Real Estate Agents and Managers,531210,38.43047,122.58248
RBS NASDAQ 100 Trendpilot ETN,Legal,143 West San Fernando St # 300,San Jose,CA,95113,Santa Clara,918-354-9114,zilkakotab.com,Dominic Kotab,,2,,334000,,8111,Legal Services,541110,37.17814102,121.826718
"TriNet Group, Inc. Common Stock",Legal,15743 Winchester Boulevard,Los Gatos,CA,95030,Santa Clara,918-354-9115,receiversinc.com,Gregory Sterling,Owner,2,,334000,,8111,Legal Services,541110,37.18020855,121.835295
"Terra Nitrogen Company, L.P. Common Units",Other Business Services,4543 Woodman Ave. Suite A,Sherman Oaks,CA,91423,Los Angeles,918-354-9116,ziegelgroup.com,Ziegel Group,,,4-Jan,,Unknown,,"Business Services, NEC",,34.1530901,118.4308672
Teekay Tankers Ltd.,Other Business Services,291 Rickenbacker Circle,Livermore,CA,94551,Alameda,214-808-1510,clarkpest.com,Dave Erichsen,,,4-Jan,,Unknown,7342,Disinfecting and Pest Control Services,561710,37.691885,121.8042
Tsakos Energy Navigation Ltd Common Shares,Legal,8954 Research Drive,Irvine,CA,92618,Orange,214-808-1511,shimokaji.com,Michael Shimokaji,Owner,,4-Jan,,$500.000 - $999.1042,8111,Legal Services,541110,33.6431,117.73816
Tsakos Energy Navigation Ltd Red Perp Pfd Ser B% (Bermuda),Professional Services,4313 North Blackstone Avenue # 110,Fresno,CA,93726,Fresno,214-808-1512,chcfresno.org,John Shore,Executive Director,,4-Jan,,"$1,000,000 - $2,500,043",8748,"Business Consulting Services, NEC",531390,36.795329,119.790455
Tsakos Energy Navigation Ltd 8.875% Series C Preferred Cumulative Redeemable Perpetual Preferred Shares,Other Business Services,27743 Medical Center Road,Mission Viejo,CA,92691,Orange,214-808-1513,mission4health.com,Richard Kozak,,2000,,212000000,,7389,"Business Services, NEC",561499,33.56227,117.6716
Tofutti Brands Inc. Common Stock,Professional Services,13744 Riverside Drive # 604,Sherman Oaks,CA,91423,Los Angeles,214-808-1514,levineandassociates.com,Larry Levine,Owner,2,,420000,,8743,Public Relations Services,541820,34.157709,118.431342
Stock Split Index Fund ETF,Printing & Publishing,12443 High Bluff Drive # 100,San Diego,CA,92130,San Diego,214-808-1515,amnhealthcare.com,Susan Salka,CEO,1700,,705843000,,7363,Help Supply Services,561330,32.94506,117.24101
iShares MSCI KLD 400 Social ETF,Legal,3462 West Shaw Avenue,Fresno,CA,93711,Fresno,918-354-8940,gltlaw.com,Gerald Lee Tahajian,,9,,1503000,,8111,Legal Services,541110,36.80856,119.85461
Toll Brothers Inc. Common Stock,Professional Services,"1073 15th Street, Suite 100",Sacramento,CA,95814,Sacramento,214-808-1302,adt.com,Florene Barefield,,,4-Jan,,Unknown,,"Business Consulting Services, NEC",,33.75782937,117.13
ProShares DJ Brookfield Global Infrastructure ETF,Other Business Services,744 First Ave.,Sunnyvale,CA,94089,Santa Clara,682-632-6009,justmyweight.com,Craig Depew,,,4-Jan,,Unknown,,"Business Services, NEC",,37.1371063,122.0186
Teekay Offshore Partners L.P. Common Units representing Limited Partner Interests,Other Business Services,968 Blcaom Hill Road # 1525,San Jose,CA,95123,Santa Clara,214-808-1519,ethanallen.com,Richard Bloomfield,,20,,6120000,,7389,"Business Services, NEC",541410,37.1387488,121.862921
Teekay Offshore Partners L.P. 7.25% Series A Redeemable Preferred Units,Transportation & Shipping,2601 Merced Avenue,South El Monte,CA,91733,Los Angeles,214-808-1520,vulcan.com,Joe Garbiero,Owner,,4-Jan,,"$1,000,000 - $2,500,000",3592,"Carburetors, Pistons, Piston Rings, and Valves",332710,34.05932,118.05125
Total S.A.,Other Business Services,952 North Sepulveda Boulevard,El Segundo,CA,90245,Los Angeles,214-808-1521,loanapp.com,Monica Lezama,,,4-Jan,0,"$1,000,000 - $2,500,000",7389,"Business Services, NEC",561499,33.930104,118.39625
Direxion Daily Total Market Bear 1X Shares,Legal,443 South Hope St # 1060,Los Angeles,CA,90071,Los Angeles,214-808-1522,omm.com,Gina Marie Durham,,1500,,0,"$100,000 - $500,043",8111,Legal Services,541110,34.052214,118.253655
"Tower International, Inc. Common stock",Printing & Publishing,9883 Sixth St.,Rancho Cucamonga,CA,91730,San Bernardino,214-808-1523,safariprinting.com,Shelley Drummond,,2,,414000,,,Printing and Writing Paper,,34.0859906,117.4862183
Tutor Perini Corporation Common Stock,Legal,Po Box 1943,Redlands,CA,92373,San Bernardino,214-808-1524,waynejohnsonlaw.com,Wayne Johnson,Owner,2,,334000,,8111,Legal Services,541110,34.03424,117.4919406
"Tri Pointe Homes, Inc. Common Stock",Legal,203 West Santa Clara St # 1050,San Jose,CA,95113,Santa Clara,512-343-4581,businessandtechnologylawgroup.com,Stephen Hollman,,6,,1002000,,8111,Legal Services,541110,37.33536,121.89347
"Tianyin Pharmaceutical Co., Inc. Common Stock",Other Business Services,"1084 n ogden dr #1, West Holly",Lee Vining,CA,93541,Mono,512-343-4582,laxlegacylimo.com/,Mehdi Nadifi,,,4-Jan,,Unknown,,"Business Services, NEC",,38.0407607,119.1445992
Texas Pacific Land Trust Common Stock,Other Business Services,454 Lewis Rd. #190,San Jose,CA,95111,Santa Clara,682-632-6009,quantumleapdatarecovery.com/california/data-recovery-in-san-jose-ca/,Amal Monroe,,,4-Jan,,Unknown,,"Business Services, NEC",,37.29761,121.84212
Triangle Petroleum Corporation Common Stock (DE),Professional Services,5673 Cerritos Avenue,Cypress,CA,90630,Orange,512-343-4584,wcct.com,Kenneth Kim,,,4-Jan,,"$100,000 - $500,000",8731,Commercial Physical and Biological Research,541712,33.810136,118.034057
Third Point Reinsurance Ltd. Common Shares,Other Business Services,3459 Lancashire Lane,Modesto,CA,95350,Stanislaus,512-343-4585,homereportcardinspections.com,Bob Holmes,President,1,,219000,,7389,"Business Services, NEC",531390,37.687096,120.985591
ProShares UltraShort TIPS,Transportation & Shipping,7174 Mirabel Road,Forestville,CA,95436,Sonoma,682-632-6009,rruwater.com,Hal Wood,Owner,9,,2322000,,3713,Truck and Bus Bodies,221310,38.47517,122.3926461
Tribune Publishing Company Common Stock,Other Business Services,3862 23rd St,San Francisco,CA,94114,San Francisco,512-343-4587,apieceofpeace.com,Margaret Belton,,,4-Jan,,"$100,000 - $500,000",7389,"Business Services, NEC",812199,37.753267,122.3973158
TriplePoint Venture Growth BDC Corp. Common Stock,Legal,20793 Ventura Boulevard # 400,Woodland Hills,CA,91364,Los Angeles,512-343-4588,lmwslaw.com,Robert Sherwin,Partner,75,,12525000,,8111,Legal Services,541110,34.166544,118.58535
"Tempur Sealy International, Inc. Common Stock",Insurance,14494 Chambers Road Ste 130,Tustin,CA,92780,Orange,682-632-6009,insuremegary.com,Gary Bernat,,,4-Jan,,Unknown,,"Insurance Agents, Brokers, and Service",,33.72241,117.8079
"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock",Professional Services,1170 11th St # 310,Sacramento,CA,95814,Sacramento,512-343-4547,theboveecompany.com,John Bovee,Owner,8,,1680000,,8742,Management Consulting Services,541820,38.578581,121.492698
"Tootsie Roll Industries, Inc. Common Stock",Legal,578 Anton Boulevard # 810,Costa Mesa,CA,92626,Orange,214-808-1406,lawfriend.com,Noel Torgerson,,,4-Jan,,"$100,000 - $500,043",8111,Legal Services,541110,33.69047,117.87728
Tejon Ranch Co Common Stock,Professional Services,13304 Moorpark Street Suite 201,Sherman Oaks,CA,91423,Los Angeles,214-808-1407,hadassteincpa.com,Hadas Stein,,4,,1876000,,,"Accounting, Auditing, and Bookkeeping Services",,34.1503,118.422
"Tejon Ranch Co Warrants expiring August 31, 2016",Advertising & Marketing,8697 Washington Boulevard,Culver City,CA,90232,Los Angeles,214-808-1408,haleymiranda.com,Jed West,Owner,10,,2090000,,7311,Advertising Agencies,541810,34.02997,118.38266
Tribune Media Company Class A Common Stock,Professional Services,,San Diego,CA,92121,San Diego,682-632-6009,wilsonarchitecture.com,Timothy Wilson,,1,,207000,,8712,Architectural Services,541310,,
Trecora Resources Common Stock,Printing & Publishing,737 South Oxford Avenue,Los Angeles,CA,90005,Los Angeles,214-808-1453,calbook.org,Mary Menzel,Other,,4-Jan,,Unknown,5192,"Books, Periodicals, and Newspapers",813319,34.06004,118.30777
"Trex Company, Inc. Common Stock",Professional Services,3357 Capobella,Aliso Viejo,CA,92656,Orange,214-808-1454,yeseverestcs.com,Diane L Smith,,,4-Jan,,Unknown,8742,Management Consulting Services,999990,33.59529,117.7374
"Templeton Russia and East European Fund, Inc. Common Stock",Legal,398 South Grand Avenue # 2900,Los Angeles,CA,90071,Los Angeles,214-808-1455,reedsmith.com,Junga Kim,,200,,33400000,,8111,Legal Services,541110,34.052312,118.252031
"Targa Resources, Inc. Common Stock",Legal,598 California St,San Francisco,CA,94104,San Francisco,214-808-1456,ltws.com,Wayne H Gilbert,,4,,668000,,8111,Legal Services,541110,37.792754,122.403259
Thomson Reuters Corp Ordinary Shares,Insurance,2283 East Plaza Boulevard # L,National City,CA,91950,San Diego,682-632-6009,farmersagent.com/tbundalian,Teresita Bundalian,Manager,4,,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.67911,117.08226
"Speedway Motorsports, Inc. Common Stock",Other Business Services,3368 Longview Drive,Sacramento,CA,95821,Sacramento,512-343-4673,local.terminix.com,,,,4-Jan,,Unknown,7342,Disinfecting and Pest Control Services,561710,38.643442,121.386615
"Trulia, Inc. Common Stock",Other Business Services,798 East Nees Avenue Unit 27156,Fresno,CA,93729,,512-343-4674,levelupcareers.com,,,,4-Jan,,"$100,000 - $500,043",7361,Employment Agencies,541612,36.85249,119.77174
"Tremor Video, Inc. Common Stock",Other Business Services,644 East Holt Boulevard,Ontario,CA,91764,San Bernardino,512-343-4675,acesmogcheck.com,Smog Ontario,,3,,324000,,,"Business Services, NEC",,34.06364,117.5904924
"Trinity Industries, Inc. Common Stock",Legal,"7743 Irvine Center Drive, Suite 955",Irvine,CA,92618,Orange,512-343-4676,habbaspilaw.com/city/orange-county/,Samer Habbas,,3,,510000,,,Legal Services,,33.659138,117.5973512
RBS US Large Cap Trendpilot ETN,Legal,362 North Main St # B,Fort Bragg,CA,95437,Mendocino,682-632-6009,fortbragglaw.com,Ryan F Perkins,Partner,2,,334000,,8111,Legal Services,541110,39.4451,123.80648
RBS US Mid Cap Trendpilot ETN,Printing & Publishing,143 S. CITRUS SUITE 204,Covina,CA,91723,Los Angeles,512-343-4549,rochaarts.com,ROCHA ARTS,,,4-Jan,,Unknown,,Miscellaneous Publishing,,34.0901,117.89062
Terreno Realty Corporation Common Stock,Real Estate,2218 North Calif Boulevard # 300,Walnut Creek,CA,94596,Contra Costa,682-632-6009,cbre.com,Trevor Thorpe,,,4-Jan,,Unknown,6531,Real Estate Agents and Managers,531210,37.90986,122.06584
Terreno Realty Corporation Preferred Shares Series A,Legal,"9039 Miramar Rd, Ste 220",San Diego,CA,92126,San Diego,214-808-1293,aimeemorris.com,Aimee Morris,,,4-Jan,,Unknown,,Legal Services,,32.8940773,117.1333959
Tronox Limited Ordinary Shares Class A $0.01 par,Professional Services,1524 Ford St # 201,Redlands,CA,92373,San Bernardino,214-808-1294,caeap.com,Robert Bruner,President,7,,574000,,8748,"Business Consulting Services, NEC",624190,34.03771,117.134947
TransCanada Corporation Common Stock,Professional Services,3521 Buskirk Avenue # 215,Pleasant Hill,CA,94523,Contra Costa,214-808-1237,mazeassociates.com,Tim Kirsch,,38,,3230000,,8721,"Accounting, Auditing, and Bookkeeping Services",541219,37.941562,122.05751
Turquoise Hill Resources Ltd. Ordinary Shares,Professional Services,28256 Foxlane Drive,Canyon Country,CA,91351,Los Angeles,214-808-1238,svsmusicproductions.com,Scott V Smith,,,4-Jan,,"$50,000 - $100,043",8748,"Business Consulting Services, NEC",541618,34.434417,118.46708
"TRC Companies, Inc. Common Stock",Legal,2268 East Bayshore Road # 200,Palo Alto,CA,94303,San Mateo,214-808-1239,williamclewis.com,William Lewis,Owner,4,,668000,,8111,Legal Services,541110,37.450344,122.12314
VelocityShares Tail Risk Hedged Large Cap ETF,Professional Services,1586 West Grand Avenue,Grover Beach,CA,93433,San Luis Obispo,918-354-9027,cashamerica.com,Dan Hutton,,,4-Jan,,$500.000 - $999.1042,8742,Management Consulting Services,522320,35.12158,120.61277
Trio,Professional Services,3568 Mount Diablo Boulevard 12,Lafayette,CA,94549,Contra Costa,918-354-9028,maryfurlong.com,Mary Furlong,,,4-Jan,,"$100,000 - $500,000",8742,Management Consulting Services,541613,37.7763528,122.6656804
"Trupanion, Inc. Common Stock",Legal,263 Bush St # 1611,San Francisco,CA,94104,San Francisco,918-354-9029,toothattorney.com,James Davis,,7,,1169000,,8111,Legal Services,541110,37.7864172,122.6735591
"The Travelers Companies, Inc. Common Stock",Insurance,6308 Greenwich Drive # 250,San Diego,CA,92122,San Diego,214-808-1416,hpis.biz,Wayne Washkowiak,Chief Executive Officer,4,,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.85489,117.1853
TRW Automotive Holdings Corporation Common Stock,Professional Services,13065 Woodcock Avenue,Sylmar,CA,91342,Los Angeles,214-808-1417,arpnetworks.com,,,,4-Jan,,"$100,000 - $500,000",8712,Architectural Services,541310,34.3061,118.455614
Tanzanian Royalty Exploration Corporation Common Stock,Insurance,3213 Crow Canyon Place # 120,San Ramon,CA,94583,Contra Costa,214-808-1418,farmersagent.com/jcarlson45,Jason Carlson,Owner,,4-Jan,,"$100,000 - $500,000",6411,"Insurance Agents, Brokers, and Service",524210,37.777048,121.972476
"TransEnterix, Inc. Common Stock",Real Estate,916 Stevens Avenue,Solana Beach,CA,92075,San Diego,214-808-1419,equityapartments.com,James Peterson,Manager,4,,792000,,6513,Operators of Apartment Buildings,531110,32.984049,117.25979
Tenaris S.A. American Depositary Shares,Professional Services,5193 Candlewood St # 9g,Lakewood,CA,90712,Los Angeles,682-632-6010,driverstuwilliams.com,Kyle Driver,,,4-Jan,,"$100,000 - $500,000",8721,"Accounting, Auditing, and Bookkeeping Services",541211,33.853561,118.133016
Trinseo S.A. Ordinary Shares,Professional Services,2248 Coy Avenue,Bakersfield,CA,93307,Kern,214-808-1333,krazan.com,Dean Alexander,President,6,,1056000,,8748,"Business Consulting Services, NEC",541711,35.323274,118.99972
"TCW Strategic Income Fund, Inc. Common Stock",Other Business Services,6789 Greenleaf Ave,Whittier,CA,90601,Los Angeles,214-808-1334,locksmith-los-alamitos.com,,,,4-Jan,,Unknown,,"Business Services, NEC",,33.9795027,118.0370973
Trina Solar Limited Sponsored ADR (Cayman Islands),Real Estate,2844 Camino Del Rio South # 301,San Diego,CA,92108,San Diego,918-354-9117,heffins.com,Shawn Heffernan,Owner,,4-Jan,,Unknown,6512,Operators of Nonresidential Buildings,523930,32.770954,117.134076
THL Credit Senior Loan Fund Common Shares of Beneficial Interest,Legal,1323 South Victoria Avenue # 125,Ventura,CA,93003,Ventura,918-354-9118,venturadui.com,Steven Powell,Partner,3,,501000,,8111,Legal Services,541110,34.26348,119.21226
"TPG Specialty Lending, Inc. Common Stock",Real Estate,4154 Viaduct Marina,Marina Del Rey,CA,90292,Los Angeles,918-354-9119,oakwood.com,Oakwood Kornblugh,Manager,70,,13860000,,6513,Operators of Apartment Buildings,531210,33.982561,118.461122
Taiwan Semiconductor Manufacturing Company Ltd.,Professional Services,1044 Bridgeway # 431,Sausalito,CA,94965,Marin,918-354-9120,unspoken.com,Steven Lee Ulrich,,2,,460000,,8742,Management Consulting Services,541611,37.67848043,122.377987
"Tyson Foods, Inc. Common Stock",Other Business Services,1903 El  Camino Real #55,Burlingame,CA,94010,San Mateo,918-354-9121,abcservicesssf.com,Claudia Giraldo,,,4-Jan,,Unknown,,"Business Services, NEC",,37.68646956,122.3824384
"Tyson Foods, Inc. Tangible Equity Unit 1 Prepaid Stock Purchase Contact & 1 Sr (Amortorizing NT)",Printing & Publishing,9843 Baseline Road,Alta Loma,CA,91701,San Bernardino,214-808-1516,dmjsystems.com,DAVID JOHNS,,,4-Jan,,"$100,000 - $500,043",,"Commercial Printing, Lithographic",,34.1227034,117.5903736
Tesoro Corporation Common Stock,Professional Services,1773 Highway 89,Tahoe City,CA,96145,Placer,214-808-1517,sierrasheetmetalandheating.com,Jim Casey,Owner,9,,1431000,,8748,"Business Consulting Services, NEC",541330,39.1745,120.15627
"Townsquare Media, Inc. Class A Common Stock",Other Business Services,PO Box 806,Menlo Park,CA,94026,,214-808-1518,happyspacessf.com,Natalia Mulholland,,,4-Jan,,Unknown,,"Business Services, NEC",,37.47843933,122.6
"Total System Services, Inc. Common Stock",Other Business Services,10904 Cherry St Ste 201,Los Alamitos,CA,90720,Orange,214-808-1519,medpromedicaltesting.com/,MedPro Testing Services,,,4-Jan,,Unknown,,"Business Services, NEC",,33.804685,118.0686049
TIM Participacoes S.A. American Depositary Shares (Each representing 5 Common Shares),Other Business Services,1331 Kifer Rd. Suite 203,Sunnyvale,CA,94086,Santa Clara,214-808-1520,aitech-usa.com,Shanny Wang,,,4-Jan,,Unknown,,"Business Services, NEC",,37.372741,121.990192
Toro Company (The) Common Stock,Other Business Services,2568 N McCall Ave,Sanger,CA,93657,Fresno,214-808-1521,woodspest.com/,Greg Cook,Owner,,4-Jan,,"$100,000 - $500,000",,Disinfecting and Pest Control Services,,36.7724552,119.611579
"Thai Fund, Inc. (The) Common Stock",Other Business Services,40653 County Center Drive,Temecula,CA,92591,Riverside,918-354-8941,staffmark.com,,,,4-Jan,,"$100,000 - $500,000",7361,Employment Agencies,561311,33.3828094,117.15957
TrimTabs Float Shrink ETF,Professional Services,7120 Orangewood Avenue # 112,Garden Grove,CA,92841,Orange,214-808-1303,hrnetworkinc.com,Audrianne Adams-Lee,Owner,5,,850000,,8742,Management Consulting Services,541612,33.3873224,118.2131447
"Tetra Technologies, Inc. Common Stock",Legal,558 South Figueroa St # 1515,Los Angeles,CA,90071,Los Angeles,682-632-6010,hpdlegal.net,Robert Prata,Manager,5,,835000,,8111,Legal Services,541110,34.052109,118.215622
Tata Motors Ltd Tata Motors Limited,Real Estate,2134 Rose St,Berkeley,CA,94709,Alameda,214-808-1525,gordoncommercial.com,John Gordon,Owner,4,,536000,,6531,Real Estate Agents and Managers,531210,37.88242,122.27072
"Tortoise Pipeline & Energy Fund, Inc. Common Stock",Printing & Publishing,21843 Oxnard St # 250,Woodland Hills,CA,91367,Los Angeles,214-808-1526,penton.com,Hershal Sarbin,,,4-Jan,,Unknown,2721,"Periodicals: Publishing, or Publishing and Printing",511120,,
ProShares UltraPro Short 20 Year Treasury,Real Estate,4659 Collwood Lane,San Diego,CA,92115,San Diego,214-808-1527,propertysandiego.com,,,,4-Jan,,"$100,000 - $500,000",6512,Operators of Nonresidential Buildings,531312,32.76722,117.08491
Telus Corporation Ordinary Shares,Other Business Services,376 Washington Boulevard # 360,Marina Del Rey,CA,90292,Los Angeles,214-808-1528,familyentertainment.biz,Kermit Murray,Owner,3,,1038000,,7389,"Business Services, NEC",454390,33.98164,118.46419
"Tumi Holdings, Inc. Common Stock",Advertising & Marketing,7405 Mannix Court,San Diego,CA,92129,San Diego,214-808-1529,mynextsign.com,Ong Yang,Owner,,4-Jan,,"$100,000 - $500,000",3993,Signs and Advertising Specialties,339950,32.938874,117.163866
Tupperware Brands Corporation Common Stock,Printing & Publishing,2860 West Magnolia Boulevard,Burbank,CA,91505,Los Angeles,214-808-1530,hayescoprinting.com,Dan Sumner,President,5,,715000,,2752,"Commercial Printing, Lithographic",323111,34.17112,118.3391
iShares MSCI Turkey Investable Market Index Fund,Real Estate,964 East Hillsdale Boulevard,San Mateo,CA,94404,San Mateo,512-343-4583,waxcenter.com/ca-foster-city,,,,4-Jan,,"$1,000,000 - $2,500,043",6512,Operators of Nonresidential Buildings,531120,37.55638,122.27561
PIMCO 1,Printing & Publishing,3643 American River Drive # 203,Sacramento,CA,95864,Sacramento,512-343-4584,mazzetti.com,Bill Mazzetti,,10,,2070000,,7363,Help Supply Services,561320,38.569972,121.380962
Grupo Televisa S.A. Common Stock,Real Estate,P.O. Box 57-2508,Tarzana,CA,91357,,682-632-6010,shcommercialrealestate.com,Susan (Sue) Horowitz,,,4-Jan,,Unknown,,Real Estate Agents and Managers,,33.791802,118.2315573
Tennessee Valley Authority Common Stock,Other Business Services,1055 South Wall Street,Los Angeles,CA,90015,Los Angeles,512-343-4586,musadirect.com,James Bae,,3,,2697000,,,"Business Services, NEC",,34.15117007,118.25355
Tennessee Valley Authority,Other Business Services,121 ilex drive,Newbury Park,CA,91320,Ventura,512-343-4587,ultimizer.net,Monica Vernon,,,4-Jan,,Unknown,,"Business Services, NEC",,34.15292743,118.926957
Travelport Worldwide Limited Common Shares,Professional Services,4153 Palisades Road,San Diego,CA,92116,San Diego,682-632-6010,freibergs.com,Patti Cipro,Manager,,4-Jan,,$500.000 - $999.1042,8741,Management Services,541618,32.774951,117.179364
Towers Watson & Co Common Stock Class A,Other Business Services,2105 Business Center Drive #140,Irvine,CA,92612,Orange,512-343-4589,skylinerecoveryllc.com,keng kasn,,,4-Jan,,Unknown,,"Business Services, NEC",,33.67916,117.1815751
Time Warner Cable Inc Common Stock,Legal,147 15th St,West Sacramento,CA,95691,Yolo,512-343-4590,apfss.com,Loriann Calles,Owner,8,,3248000,,8111,Legal Services,517919,38.57164,121.5292
"Titan International, Inc. Common Stock",Other Business Services,668 Broadway,San Diego,CA,92101,San Diego,682-632-6010,altaplanning.com,Sherry Ryan,Manager,,4-Jan,,$500.000 - $999.1042,7389,"Business Services, NEC",541410,32.715698,117.15944
ProShares UltraShort Russell2000,Other Business Services,15303 Ventura Boulevard # 1150,Sherman Oaks,CA,91403,Los Angeles,512-343-4548,spherion.com,,,,4-Jan,,"$100,000 - $500,043",7361,Employment Agencies,561311,34.153682,118.46615
"Taiwan Fund, Inc. (The) Common Stock",Insurance,9659 Schlitz Road,Phelan,CA,92371,San Bernardino,214-808-1409,deliveringonthepromise.com/rdemarco,Robin DeMarco,,,4-Jan,,"$1,000,000 - $2,500,043",,Hospital and Medical Service Plans,,34.42507,117.53448
Two Harbors Investment Corp,Other Business Services,25919 The Old Rd. #179,Stevenson Ranch,CA,91381,Los Angeles,214-808-1410,jesusarteaga.com,Jesus Arteaga,,,4-Jan,,Unknown,,"Business Services, NEC",,34.39208,118.2489997
SPDR Russell 2000 ETF,Media,3643 West Magnolia Boulevard,Burbank,CA,91505,Los Angeles,214-808-1411,lastudios.info,Helgar Pedrini,,,4-Jan,,"$1,000,000 - $2,500,043",7812,Motion Picture and Video Tape Production,512110,34.167992,118.2518884
RBS Oil Trendpilot ETN,Professional Services,1184 Scenic Drive # 100,Modesto,CA,95350,Stanislaus,214-808-1366,athertoncpas.com,Linda Stanley,,22,,3806000,,8721,"Accounting, Auditing, and Bookkeeping Services",541211,37.648291,120.97803
"Twitter, Inc. Common Stock",Warehousing & Storage,1889 South 4th St,El Centro,CA,92243,Imperial,214-808-1367,elcentrointerstate.com,Steve Gray,Owner,,4-Jan,,"$100,000 - $500,000",4225,General Warehousing and Storage,531130,32.77726,115.55267
