,LOAN IDENTIFIER,CURRENT DQ STATUS,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR
12419042,832254880826,0,R,OTHER,4.875,144000,360,12/2014,02/2015,80,80,2,33.0,686.0,Y,P,SF,1,P,NV,895,,FRM,638.0,,N
5720607,438759739901,0,C,OTHER,4.25,55000,240,03/2015,05/2015,75,75,1,39.0,762.0,N,C,SF,1,P,IL,628,,FRM,,,N
7833509,562819870224,0,R,OTHER,3.875,144000,360,01/2015,03/2015,90,90,1,24.0,738.0,N,P,SF,1,P,MI,481,25.0,FRM,,1.0,N
1583528,193996462269,0,R,OTHER,3.75,105000,300,02/2015,04/2015,56,56,1,37.0,767.0,N,R,SF,1,P,OH,430,,FRM,,,N
9234816,644524052089,0,R,OTHER,4.125,191000,240,12/2014,02/2015,80,80,2,28.0,702.0,N,R,SF,1,P,IA,501,,FRM,749.0,,N
10129260,696836919186,0,C,OTHER,4.25,375000,360,11/2014,01/2015,72,72,1,43.0,687.0,N,R,SF,2,P,CA,908,,FRM,,,N
443911,126674266709,0,C,OTHER,4.0,248000,360,02/2015,04/2015,68,68,2,26.0,773.0,N,R,SF,1,P,CA,956,,FRM,751.0,,N
11527149,779593825856,0,C,OTHER,3.75,100000,360,03/2015,05/2015,80,80,1,36.0,730.0,N,P,SF,1,P,IL,616,,FRM,,,N
10322286,708183739713,0,R,"WELLS FARGO BANK, N.A.",4.125,276000,360,01/2015,03/2015,95,95,2,40.0,803.0,Y,P,SF,1,P,AK,995,30.0,FRM,780.0,2.0,N
5223347,409292939572,0,R,OTHER,4.25,357000,360,01/2015,03/2015,90,90,1,21.0,729.0,N,P,PU,1,P,NV,894,25.0,FRM,,1.0,N
9158619,640217460436,0,R,OTHER,4.625,161000,360,11/2014,01/2015,90,90,1,33.0,739.0,Y,P,SF,1,P,GA,303,25.0,FRM,,2.0,N
13699607,907121922429,0,R,OTHER,4.0,128000,360,02/2015,04/2015,80,80,1,21.0,817.0,N,P,SF,1,P,KY,405,,FRM,,,N
9277559,646953777205,0,C,"WELLS FARGO BANK, N.A.",3.25,110000,180,12/2014,02/2015,72,72,2,26.0,771.0,N,C,SF,1,P,OK,740,,FRM,808.0,,N
1936239,214846586201,0,C,OTHER,4.25,65000,360,12/2014,02/2015,95,95,1,32.0,703.0,N,P,SF,1,P,PA,156,16.0,FRM,,1.0,N
13579665,899969110409,0,C,"WELLS FARGO BANK, N.A.",4.625,159000,360,12/2014,02/2015,95,95,1,45.0,701.0,Y,P,SF,1,P,ME,43,30.0,FRM,,1.0,N
14154252,933634546483,0,R,"LOANDEPOT.COM, LLC",4.625,81000,360,12/2014,02/2015,70,70,1,23.0,754.2533563201526,N,P,SF,1,S,CA,935,,FRM,,,N
11504996,778313766122,0,R,OTHER,4.25,187000,360,03/2015,05/2015,85,85,2,35.0,802.0,N,P,SF,1,P,TX,779,12.0,FRM,785.0,2.0,N
12816826,855445431347,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.875,78000,360,01/2015,03/2015,30,30,2,22.0,808.0,N,C,SF,1,I,CA,945,,FRM,785.0,,N
9689794,671254313146,X,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.0,316000,360,12/2014,02/2015,80,80,1,40.0,760.0,Y,P,SF,1,P,NJ,80,,FRM,,,N
8454158,599246371446,0,R,OTHER,3.875,264000,360,03/2015,05/2015,80,90,2,36.0,776.0,N,R,SF,1,P,CO,816,,FRM,792.0,,N
6201162,467167066160,0,R,OTHER,3.75,350000,360,02/2015,04/2015,72,72,1,36.0,800.0,N,R,CO,1,P,MA,21,,FRM,,,N
3718234,320112230021,0,R,OTHER,4.0,142000,360,12/2014,02/2015,75,75,1,25.0,801.0,N,R,CO,1,P,CO,800,,FRM,,,N
13662602,904992301557,0,B,OTHER,4.25,428000,360,01/2015,03/2015,53,53,2,45.0,802.0,N,P,SF,1,I,NY,113,,FRM,806.0,,N
6743206,499127572693,0,R,QUICKEN LOANS INC.,4.75,50000,360,12/2014,02/2015,75,75,2,36.0,798.0,N,P,CO,1,S,SC,295,,FRM,791.0,,N
2010787,219470737037,0,C,"WELLS FARGO BANK, N.A.",4.375,98000,360,02/2015,04/2015,70,70,1,41.0,771.0,Y,P,CO,1,P,FL,334,,FRM,,,N
1697508,200672759973,0,C,OTHER,4.125,414000,360,02/2015,04/2015,90,90,2,31.0,796.0,N,R,PU,1,P,MD,211,25.0,FRM,770.0,1.0,N
12479898,835849723333,0,R,OTHER,4.125,138000,360,02/2015,04/2015,95,95,2,17.0,806.0,Y,P,SF,1,P,MN,559,30.0,FRM,677.0,1.0,N
14576777,958653756445,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.625,319000,180,11/2014,01/2015,52,52,2,35.0,744.0,N,R,PU,1,P,MA,18,,FRM,752.0,,N
4724391,379511953862,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.75,161000,180,01/2015,03/2015,79,79,1,43.0,661.0,N,C,SF,1,P,GA,310,,FRM,,,N
14280501,940834693760,0,R,OTHER,3.841,310000,360,01/2015,03/2015,80,80,2,22.0,790.0,Y,P,PU,1,P,NC,275,,FRM,776.0,,N
728383,143384257792,0,R,OTHER,4.875,60000,360,12/2014,02/2015,80,80,1,13.0,804.0,N,P,SF,1,I,GA,310,,FRM,,,N
15010538,984262098394,0,R,"LOANDEPOT.COM, LLC",4.25,192000,360,12/2014,02/2015,80,80,1,39.0,759.0,N,C,SF,1,P,IL,604,,FRM,,,N
468723,128233325379,0,C,OTHER,4.625,247000,360,12/2014,02/2015,80,80,1,15.0,763.0,N,P,CO,1,I,UT,843,,FRM,,,N
2017086,219867670189,0,R,OTHER,4.25,286000,360,02/2015,04/2015,50,50,1,26.0,803.0,N,R,SF,1,I,CA,920,,FRM,,,N
14310969,942728138044,0,R,OTHER,4.125,417000,360,01/2015,03/2015,59,59,2,29.0,642.0,N,P,SF,1,P,NJ,85,,FRM,725.0,,N
2986619,277153707253,X,R,OTHER,3.99,200000,360,01/2015,03/2015,54,54,1,39.0,798.0,N,C,PU,1,P,FL,330,,FRM,,,N
86694,105362078029,0,R,OTHER,3.25,82000,180,02/2015,04/2015,60,60,1,37.0,826.0,N,C,SF,1,P,CO,814,,FRM,,,N
10205471,701411623504,0,C,"CITIMORTGAGE, INC.",4.0,71000,180,12/2014,02/2015,95,95,1,28.0,801.0,N,R,SF,1,P,IN,462,25.0,FRM,,2.0,N
3008290,278415222944,0,R,OTHER,4.125,94000,360,03/2015,05/2015,75,75,2,32.0,784.0,N,P,PU,1,I,OK,730,,FRM,798.0,,N
13335660,885664452051,0,R,OTHER,4.125,54000,180,12/2014,02/2015,66,66,2,24.0,749.0,N,R,MH,1,P,NC,280,,FRM,785.0,,N
6828440,504181881349,0,R,OTHER,4.0,54000,180,02/2015,04/2015,41,41,1,40.0,681.0,N,C,SF,1,P,TX,770,,FRM,,,N
3082944,282842742344,0,R,OTHER,3.75,417000,360,02/2015,04/2015,95,95,2,34.0,720.0,Y,P,PU,1,P,TX,750,30.0,FRM,721.0,1.0,N
12210251,819933199508,0,C,"FLAGSTAR BANK, FSB",3.625,401000,360,01/2015,03/2015,73,73,2,21.0,766.0,N,R,SF,1,P,CA,928,,FRM,771.0,,N
2146529,227541178323,0,C,SUNTRUST MORTGAGE INC.,4.125,164000,360,12/2014,01/2015,92,92,1,33.0,742.0,Y,P,PU,1,P,NC,275,25.0,FRM,,1.0,N
10807512,736728985923,0,R,OTHER,3.99,91000,360,12/2014,02/2015,95,95,1,25.0,813.0,N,P,SF,1,P,OH,446,25.0,FRM,,1.0,N
5030567,397981459583,0,R,OTHER,4.125,417000,360,02/2015,04/2015,64,64,2,41.0,808.0,N,C,SF,1,I,CA,940,,FRM,768.0,,N
14962275,981461308943,0,B,OTHER,3.5,390000,360,02/2015,04/2015,73,73,1,40.0,768.0,N,R,PU,1,P,AZ,852,,FRM,,,N
2155587,228125855119,0,R,"WELLS FARGO BANK, N.A.",4.75,133000,360,12/2014,02/2015,94,94,1,39.0,762.0,Y,P,PU,1,P,MD,212,30.0,FRM,,1.0,N
2690052,259768542293,0,R,OTHER,4.625,294000,360,12/2014,02/2015,95,95,2,32.0,734.0,N,P,PU,1,P,MO,640,30.0,FRM,781.0,1.0,N
8329091,591739432974,0,C,OTHER,4.375,184000,360,02/2015,04/2015,80,80,1,38.0,632.0,N,R,SF,1,P,FL,334,,FRM,,,N
12948189,863018502403,0,R,OTHER,3.0,61000,180,03/2015,05/2015,59,59,2,32.0,778.0,N,R,SF,1,P,NY,144,,FRM,805.0,,N
8774007,617613824320,0,R,OTHER,4.125,218000,360,12/2014,01/2015,95,95,1,26.0,713.0,Y,P,PU,1,P,GA,313,30.0,FRM,,1.0,N
6368208,477135878105,0,R,OTHER,4.375,169000,360,12/2014,02/2015,78,78,1,48.0,640.0,Y,P,SF,1,P,CT,61,,FRM,,,N
6112868,461985503461,0,R,QUICKEN LOANS INC.,3.875,341000,180,02/2015,04/2015,57,57,1,39.0,650.0,N,C,SF,1,P,FL,336,,FRM,,,N
1756393,204210596560,0,R,OTHER,4.0,74000,360,03/2015,05/2015,71,71,2,35.0,682.0,N,R,SF,1,P,TX,759,,FRM,735.0,,N
12621850,844173452144,0,R,"LOANDEPOT.COM, LLC",4.5,156000,360,01/2015,03/2015,60,60,1,34.0,674.0,N,C,SF,1,I,CA,917,,FRM,,,N
12177802,818018502155,0,R,OTHER,4.25,176000,360,02/2015,04/2015,79,79,1,42.0,758.0,N,C,SF,1,P,NH,35,,FRM,,,N
2911088,272780931117,0,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.99,300000,360,03/2015,05/2015,60,60,1,36.0,736.0,N,C,SF,1,P,CT,68,,FRM,,,N
9808952,678208782251,0,C,"FLAGSTAR BANK, FSB",3.375,149000,180,02/2015,04/2015,80,80,2,39.0,735.0,N,C,SF,1,P,TX,766,,FRM,704.0,,N
4481426,365454044866,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.375,342000,360,11/2014,01/2015,74,74,2,48.0,773.0,N,C,SF,1,P,NY,117,,FRM,747.0,,N
8215422,585022745828,0,R,"NATIONSTAR MORTGAGE, LLC",3.875,115000,180,12/2014,02/2015,95,95,2,44.0,707.0,N,R,SF,1,P,IN,461,25.0,FRM,713.0,1.0,N
840509,149928722834,0,C,DITECH FINANCIAL LLC,4.25,206000,360,11/2014,01/2015,75,75,2,39.0,790.0,N,C,CO,1,I,CA,928,,FRM,792.0,,N
10961426,745868631181,0,R,SUNTRUST MORTGAGE INC.,3.8,268000,360,11/2014,01/2015,80,80,2,50.0,731.0,N,P,SF,1,P,FL,337,,FRM,813.0,,N
1921956,213986297941,0,R,"NATIONSTAR MORTGAGE, LLC",4.125,140000,360,01/2015,03/2015,61,61,1,24.0,815.0,N,R,CO,1,P,TN,370,,FRM,,,N
1641127,197294537373,0,B,OTHER,3.0,240000,180,12/2014,02/2015,76,76,1,35.0,776.0,N,R,PU,1,P,PA,193,,FRM,,,N
10262714,704776374160,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.5,208000,180,10/2014,12/2014,76,76,1,24.0,650.0,N,R,PU,1,P,AZ,850,,FRM,,,N
3279331,294400361884,0,C,"WELLS FARGO BANK, N.A.",4.375,192000,360,01/2015,03/2015,97,97,1,43.0,699.0,Y,P,CO,1,P,WA,981,18.0,FRM,,1.0,N
9312755,649009610070,0,R,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.875,215000,360,02/2015,04/2015,79,79,2,21.0,776.0,N,R,CO,1,P,MI,484,,FRM,781.0,,N
11755903,792854140933,0,R,OTHER,3.125,90000,120,12/2014,02/2015,46,46,1,23.0,798.0,N,C,SF,1,P,NH,31,,FRM,,,N
7322552,533301162970,0,C,OTHER,3.25,116000,180,03/2015,05/2015,59,59,2,19.0,796.0,N,R,SF,1,P,WI,541,,FRM,797.0,,N
12461857,834841980323,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,270000,360,11/2014,01/2015,78,78,2,34.0,792.0,N,P,PU,1,S,VA,230,,FRM,784.0,,N
61781,103766188897,0,C,OTHER,5.125,138000,360,10/2014,12/2014,97,100,1,24.0,784.0,Y,P,SF,1,P,IN,468,18.0,FRM,,1.0,N
4124717,344036417374,0,R,"WELLS FARGO BANK, N.A.",3.375,76000,120,12/2014,02/2015,38,38,1,11.0,723.0,N,R,SF,1,P,VA,231,,FRM,,,N
14921395,978974351985,0,R,OTHER,4.125,200000,360,02/2015,04/2015,80,80,2,44.0,790.0,N,P,MH,1,P,WA,982,,FRM,795.0,,N
2896436,271929173296,0,C,OTHER,4.125,333000,360,12/2014,02/2015,52,53,1,17.0,800.0,N,R,PU,1,P,MO,641,,FRM,,,N
8357596,593446464918,0,R,QUICKEN LOANS INC.,4.75,183000,348,02/2015,04/2015,74,74,2,38.0,796.0,N,R,SF,1,I,IL,604,,FRM,813.0,,N
11368322,770290030895,0,C,"WELLS FARGO BANK, N.A.",4.25,134000,360,12/2014,02/2015,90,90,1,20.0,752.0,Y,P,CO,1,P,TN,370,25.0,FRM,,1.0,N
12677593,847405178864,0,B,OTHER,3.75,270000,360,02/2015,04/2015,68,68,2,31.0,754.0,N,C,SF,1,P,LA,708,,FRM,762.0,,N
8895677,624596813210,0,C,OTHER,3.0,103000,120,02/2015,04/2015,34,34,2,33.0,804.0,N,R,SF,1,P,KY,421,,FRM,769.0,,N
10864566,740148385342,0,B,OTHER,4.25,269000,360,12/2014,02/2015,95,95,2,35.0,727.0,Y,P,SF,1,P,AZ,852,30.0,FRM,780.0,2.0,N
3208777,290231133414,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,3.625,147000,360,01/2015,03/2015,80,80,2,22.0,730.0,Y,P,SF,1,P,SD,571,,FRM,723.0,,N
9200484,642587654640,0,C,OTHER,4.125,220000,360,12/2014,02/2015,75,75,2,30.0,732.0,N,C,SF,1,P,CA,957,,FRM,753.0,,N
5986348,454617852955,0,R,OTHER,4.125,232000,360,02/2015,04/2015,80,80,2,27.0,802.0,N,R,PU,1,P,CT,64,,FRM,710.0,,N
3968900,334843734927,0,B,OTHER,4.5,126000,360,03/2015,05/2015,70,70,1,32.0,811.0,N,P,SF,4,I,NM,871,,FRM,,,N
9489774,659394283287,0,C,OTHER,3.99,158000,360,12/2014,02/2015,80,80,1,38.0,733.0,Y,P,PU,1,P,OH,442,,FRM,,,N
10617527,725630315212,0,R,OTHER,4.625,232000,360,03/2015,05/2015,80,80,2,32.0,814.0,N,P,SF,1,I,MA,20,,FRM,813.0,,N
8974498,629304946568,0,R,OTHER,4.25,62000,360,12/2014,02/2015,90,90,1,38.0,727.0,Y,P,SF,1,P,NC,278,25.0,FRM,,1.0,N
5090661,401363381681,0,R,OTHER,3.25,127000,120,01/2015,03/2015,70,70,2,35.0,798.0,N,R,SF,1,P,TN,371,,FRM,809.0,,N
14296126,941790493247,0,B,OTHER,4.25,119000,360,01/2015,03/2015,95,95,1,42.0,737.0,Y,P,PU,1,P,GA,300,30.0,FRM,,1.0,N
9642767,668453390606,0,R,OTHER,4.375,117000,360,12/2014,02/2015,89,89,2,17.0,686.0,Y,P,SF,1,P,SC,296,25.0,FRM,713.0,1.0,N
11523297,779343193901,0,B,QUICKEN LOANS INC.,3.875,379000,360,02/2015,04/2015,54,54,1,34.0,788.0,N,R,CO,1,I,CA,941,,FRM,,,N
15181408,994542097465,0,C,"WELLS FARGO BANK, N.A.",3.5,86000,180,12/2014,02/2015,52,52,1,44.0,806.0,N,R,SF,1,P,AZ,852,,FRM,,,N
5141274,404365167354,0,R,OTHER,3.0,166000,120,12/2014,02/2015,11,11,2,27.0,804.0,N,R,SF,1,P,CA,902,,FRM,812.0,,N
11031922,750161624478,0,C,"WELLS FARGO BANK, N.A.",4.625,126000,360,12/2014,02/2015,67,67,2,29.0,787.0,N,C,SF,4,I,MO,631,,FRM,767.0,,N
5279948,412688923288,0,B,OTHER,4.25,625000,360,02/2015,04/2015,57,57,1,9.0,713.0,N,P,SF,1,I,NY,113,,FRM,,,N
1851453,209889663354,0,R,"NATIONSTAR MORTGAGE, LLC",4.625,185000,360,01/2015,03/2015,65,65,1,41.0,662.0,N,R,SF,1,P,MD,206,,FRM,,,N
13774905,911413880334,0,R,QUICKEN LOANS INC.,3.625,90000,180,02/2015,04/2015,75,75,1,31.0,719.0,N,C,SF,2,P,WI,531,,FRM,,,N
5215849,408808588016,0,R,OTHER,4.125,100000,360,11/2014,01/2015,80,80,1,33.0,747.0,Y,P,SF,1,P,OR,978,,FRM,,,N
7025351,515967953205,0,R,OTHER,4.75,140000,360,03/2015,05/2015,70,70,1,16.0,675.0,N,C,SF,3,I,FL,334,,FRM,,,N
14570029,958287984319,0,C,"FLAGSTAR BANK, FSB",3.0,408000,180,01/2015,03/2015,24,24,1,35.0,802.0,N,R,SF,1,P,CA,940,,FRM,,,N
5703010,437643773699,0,R,OTHER,3.625,76000,360,03/2015,05/2015,49,49,1,20.0,781.0,N,P,SF,1,P,NM,882,,FRM,,,N
10369557,710893888374,0,R,"WELLS FARGO BANK, N.A.",4.5,90000,360,10/2014,12/2014,95,95,1,26.0,723.0,N,P,CO,1,P,MN,551,30.0,FRM,,1.0,N
11424984,773630592624,0,R,OTHER,4.5,207000,360,12/2014,02/2015,74,74,3,40.0,804.0,N,R,PU,1,I,AZ,853,,FRM,746.0,,N
5658659,435074952682,0,R,OTHER,4.125,220000,360,01/2015,03/2015,80,80,2,36.0,761.0,N,C,SF,1,P,IN,461,,FRM,746.0,,N
5343542,416420321013,0,B,OTHER,4.25,160000,360,11/2014,01/2015,80,80,2,26.0,781.0,Y,P,SF,1,P,IN,460,,FRM,754.0,,N
7229277,527975400771,0,R,OTHER,4.25,120000,360,01/2015,04/2015,65,65,1,44.0,775.0,N,C,SF,1,P,PA,191,,FRM,,,N
2161507,228428428597,0,R,OTHER,3.9989999999999997,142000,360,12/2014,02/2015,80,80,2,46.0,721.0,N,P,PU,1,P,TX,760,,FRM,739.0,,N
1960615,216298644147,0,R,FREEDOM MORTGAGE CORP.,4.99,178000,360,11/2014,01/2015,75,75,1,43.0,703.0,N,P,PU,1,I,NV,891,,FRM,,,N
9084766,635731007290,0,C,"CITIMORTGAGE, INC.",4.625,312000,360,02/2015,04/2015,80,80,2,44.0,688.0,N,C,PU,1,P,TX,750,,FRM,708.0,,N
11275515,764685883561,0,C,SUNTRUST MORTGAGE INC.,4.25,270000,360,10/2014,01/2015,74,74,2,36.0,793.0,N,R,SF,1,P,ND,587,,FRM,794.0,,N
8619790,608714754003,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.5,334000,180,10/2014,12/2014,69,69,2,39.0,825.0,N,P,CO,1,S,DE,199,,FRM,825.0,,N
1185645,170409331336,0,R,OTHER,4.75,89000,360,12/2014,02/2015,90,90,2,38.0,749.0,Y,P,MH,1,P,VA,225,25.0,FRM,667.0,1.0,N
991164,158839485445,0,R,OTHER,3.625,237000,180,01/2015,03/2015,93,93,2,36.0,803.0,N,R,SF,1,P,NY,140,25.0,FRM,812.0,1.0,N
5456212,423074531852,0,R,"WELLS FARGO BANK, N.A.",3.125,138000,180,02/2015,04/2015,84,84,1,31.0,775.0,N,R,PU,1,P,TX,774,6.0,FRM,,1.0,N
4129859,344378431951,0,R,"WELLS FARGO BANK, N.A.",4.125,46000,360,02/2015,04/2015,60,60,1,25.0,756.0,N,P,CO,1,P,UT,841,,FRM,,,N
12688436,848059506544,0,C,OTHER,4.5,533000,360,12/2014,02/2015,55,55,2,26.0,794.0,N,P,SF,2,I,NY,113,,FRM,744.0,,N
11284344,765227853254,0,R,OTHER,4.0,240000,360,12/2014,02/2015,70,70,2,40.0,809.0,N,C,SF,1,P,CA,948,,FRM,795.0,,N
10475085,717235859559,0,R,OTHER,4.625,413000,360,01/2015,03/2015,75,75,1,40.0,709.0,N,R,SF,3,I,CA,935,,FRM,,,N
8342532,592562556472,0,B,OTHER,4.25,219000,360,03/2015,05/2015,72,72,1,39.0,701.0,N,R,SF,1,P,CA,902,,FRM,,,N
640063,138386774305,0,R,OTHER,3.125,234000,180,01/2015,03/2015,61,61,2,20.0,790.0,N,P,PU,1,P,TX,774,,FRM,813.0,,N
3740239,321427406104,0,R,OTHER,3.75,56000,360,03/2015,05/2015,47,47,1,44.0,809.0,N,C,SF,1,P,IL,609,,FRM,,,N
1000183,159318638310,0,R,OTHER,4.625,233000,360,12/2014,02/2015,95,95,1,43.0,737.0,Y,P,SF,1,P,CA,923,30.0,FRM,,2.0,N
14051390,927655340315,0,C,DITECH FINANCIAL LLC,4.5,251000,360,02/2015,04/2015,80,80,2,35.0,763.0,N,P,PU,1,I,WA,980,,FRM,768.0,,N
1365931,181046160353,0,B,OTHER,3.375,136000,180,02/2015,04/2015,80,80,1,29.0,682.0,N,C,SF,1,P,CA,956,,FRM,,,N
4670488,376411272755,0,R,OTHER,3.75,157000,360,03/2015,05/2015,95,95,2,33.0,784.0,N,P,SF,1,P,OH,451,30.0,FRM,812.0,1.0,N
14013330,925446556479,0,C,OTHER,4.0,78000,360,02/2015,04/2015,80,80,1,41.0,732.0,N,C,SF,1,P,AR,720,,FRM,,,N
6891992,508053407296,0,R,OTHER,4.25,96000,360,01/2015,03/2015,75,75,2,43.0,783.0,N,P,SF,1,I,TX,750,,FRM,789.0,,N
6914009,509446539445,0,C,IMPAC MORTGAGE CORP.,3.99,264000,360,03/2015,05/2015,70,70,2,40.0,787.0,N,R,SF,1,P,CA,902,,FRM,744.0,,N
11552344,781091217974,0,B,OTHER,4.5,272000,360,01/2015,03/2015,80,80,2,30.0,661.0,N,R,SF,1,P,CA,936,,FRM,693.0,,N
6704962,496884411627,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,336000,360,12/2014,02/2015,95,95,2,36.0,793.0,N,P,PU,1,P,GA,300,30.0,FRM,754.0,1.0,N
10976520,746802096404,0,C,IMPAC MORTGAGE CORP.,3.75,626000,360,01/2015,03/2015,75,75,2,27.0,790.0,N,R,SF,1,P,CA,949,,FRM,812.0,,N
14071113,928767859343,0,R,OTHER,4.0,100000,360,09/2014,11/2014,80,94,2,27.0,744.0,Y,P,SF,1,P,IN,479,,FRM,747.0,,N
10624376,726043958293,0,B,OTHER,4.625,164000,360,01/2015,03/2015,49,49,1,48.0,775.0,N,R,SF,3,I,CA,900,,FRM,,,N
14562242,957813387681,0,R,OTHER,3.0,170000,180,03/2015,05/2015,28,28,2,39.0,748.0,N,C,SF,1,P,CA,900,,FRM,731.0,,N
10423892,714190805901,0,R,QUICKEN LOANS INC.,4.625,139000,360,12/2014,02/2015,95,95,2,44.0,773.0,N,R,SF,1,P,VA,243,30.0,FRM,791.0,2.0,N
1430047,184798164990,0,C,PENNYMAC CORP.,4.0,234000,360,12/2014,02/2015,64,64,2,34.0,790.0,N,R,SF,1,S,MA,26,,FRM,787.0,,N
6879120,507292957112,0,R,OTHER,3.875,261000,360,02/2015,04/2015,80,80,1,44.0,744.0,N,P,PU,1,P,CO,805,,FRM,,,N
10081963,694083820723,0,R,"WELLS FARGO BANK, N.A.",4.125,256000,240,12/2014,02/2015,60,60,1,24.0,820.0,N,R,SF,1,P,HI,967,,FRM,,,N
1867718,210786686008,0,R,OTHER,4.125,130000,360,02/2015,04/2015,93,93,1,41.0,730.0,Y,P,PU,1,P,TX,765,30.0,FRM,,1.0,N
973626,157809384574,0,R,OTHER,4.25,200000,360,01/2015,03/2015,76,76,2,24.0,807.0,N,P,PU,1,S,FL,347,,FRM,809.0,,N
13376918,888006309136,0,R,"FLAGSTAR BANK, FSB",4.074,171000,360,01/2015,03/2015,95,95,1,43.0,709.0,Y,P,SF,1,P,CT,68,30.0,FRM,,2.0,N
11088739,753571770294,0,R,"CITIMORTGAGE, INC.",3.875,53000,180,01/2015,03/2015,14,14,1,17.0,666.0,N,C,SF,1,P,TX,751,,FRM,,,N
12237897,821596618994,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.5,257000,360,01/2015,03/2015,68,68,1,44.0,694.0,N,C,SF,1,P,MA,18,,FRM,,,N
1591888,194412162614,0,R,OTHER,3.5,180000,180,12/2014,03/2015,80,80,1,28.0,765.0,N,R,SF,1,P,TX,770,,FRM,,,N
8296257,589722917662,0,C,OTHER,4.99,113000,360,12/2014,02/2015,75,75,2,36.0,797.0,N,P,SF,4,I,NM,871,,FRM,801.0,,N
14214827,937179300204,0,R,"WELLS FARGO BANK, N.A.",4.375,100000,360,12/2014,02/2015,18,43,2,48.0,798.0,N,C,SF,2,P,NY,110,,FRM,807.0,,N
1016748,160248473469,0,B,OTHER,4.75,211000,360,02/2015,04/2015,95,95,2,28.0,750.0,Y,P,SF,1,P,MA,23,30.0,FRM,742.0,2.0,N
11808672,795924326447,0,B,OTHER,3.875,207000,360,02/2015,03/2015,75,75,1,33.0,781.0,Y,P,CO,1,P,NY,117,,FRM,,,N
937304,155688054110,0,R,OTHER,4.0,390000,360,12/2014,02/2015,60,60,1,33.0,768.0,N,C,SF,1,P,MI,483,,FRM,,,N
13064419,869899181208,0,R,"WELLS FARGO BANK, N.A.",3.25,278000,120,01/2015,03/2015,80,80,2,18.0,791.0,N,C,PU,1,P,ID,834,,FRM,791.0,,N
12804448,854767106143,0,C,OTHER,3.875,135000,180,01/2015,03/2015,73,73,2,18.0,792.0,N,C,PU,1,I,TX,786,,FRM,780.0,,N
3706029,319396010267,0,R,"WELLS FARGO BANK, N.A.",4.625,104000,360,12/2014,02/2015,80,80,2,31.0,767.0,N,C,PU,1,P,TX,786,,FRM,767.0,,N
6729009,498256462673,0,R,QUICKEN LOANS INC.,3.625,296000,240,02/2015,04/2015,80,80,1,21.0,808.0,N,R,SF,1,P,GA,306,,FRM,,,N
6071148,459564334182,0,R,OTHER,3.75,320000,360,03/2015,05/2015,75,75,1,33.0,810.0,Y,P,CO,1,P,CA,917,,FRM,,,N
5994889,455108547570,0,R,OTHER,3.75,174000,360,01/2015,03/2015,70,70,2,27.0,788.0,N,C,SF,1,P,AZ,853,,FRM,786.0,,N
1482297,187968447402,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.0,44000,240,11/2014,01/2015,80,80,1,40.0,783.0,N,C,SF,1,P,TX,770,,FRM,,,N
5769812,441566233587,0,B,OTHER,3.9989999999999997,417000,360,01/2015,03/2015,72,72,2,32.0,793.0,N,C,SF,1,P,CA,928,,FRM,759.0,,N
8588192,606892458333,0,C,OTHER,4.0,246000,360,12/2014,02/2015,70,70,1,44.0,800.0,N,R,SF,1,P,LA,705,,FRM,,,N
1089705,164604258503,0,R,OTHER,3.0,123000,180,03/2015,05/2015,85,85,1,24.0,794.0,N,R,SF,1,P,KS,662,6.0,FRM,,1.0,N
