Contract Identifier,Instrument Identifier,Channel of Origination,Date of Origination,Country of Origination,Asset Class,Loan Purpose,Product Type,Amortisation Type,Original Maturity Date,Current Maturity Date,Loan Currency,Origination Amount,Principal Balance,Accrued Interest Balance (On book),Total Balance,Original Interest Rate,Original Interest Rate Type,Description of Original Interest Rate Type,Original Interest Rate Reference,Current Interest Rate,Current Interest Rate Type,Current Interest Rate Reference,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Last Payment Amount,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due
A00019583,LP19520,Branch,42154,USA,Resi,Mortage,Loan,Linear,53104,53109,USD,184190.4762,174980.9524,460.4761905,175441.4286,0.04302243233,mixed,5 years fixed then variable,,,fixed,,42155,53109,,,0.03,0.005,0.0075,43672,511.6402116,511.6402116,43.86035714,43707,43707,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,97,3
A00019584,LP19521,Web,42155,USA,Resi,Mortage,Loan,Linear,53105,53110,USD,189761.9048,170785.7143,512.3571429,171298.0714,0.04312699296,fixed,,,,fixed,,42156,53110,,,0.03,0.005,0.0075,43672,527.1164021,527.1164021,42.82451786,43707,43707,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,93,3
A00019585,LP19522,Broker,42156,USA,Resi,Mortage,Loan,Linear,53106,53111,USD,195333.3333,191426.6667,1129.026667,192555.6933,0.04323155358,fixed,,,,fixed,,42157,53111,,,0.03,0.005,0.0075,43672,0,542.5925926,48.13892333,43707,43707,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,,20,3
A00019586,LP19523,Branch,42157,USA,Resi,Mortage,Loan,Linear,53107,55297,USD,200000,190000,1000,191000,0.0433361142,fixed,,,,fixed,,42158,55297,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.75,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,,90,3
A00019587,LP19524,Branch,42158,USA,Resi,Mortage,Loan,Balloon,53108,54933,USD,150000,135000,405,135405,0.04344067482,fixed,,,,fixed,,42159,54933,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,33.85125,43707,43707,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,91,3
A00019588,LP19525,Web,42159,USA,Resi,Mortage,Loan,Linear,53109,54934,USD,100000,98000,578,98578,0.04354523545,fixed,,,,fixed,,42160,54934,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,24.6445,43707,43707,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,95,3
A00019589,LP19526,Broker,42160,USA,Resi,Mortage,Loan,Linear,53110,54935,USD,85000,80750,425,81175,0.04364979607,fixed,,,,fixed,,42161,54935,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.29375,43707,43707,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,97,3
A00019590,LP19527,Branch,42161,USA,Resi,Mortage,Loan,Linear,53111,54936,USD,200000,190000,34,190034,0.04375435669,mixed,5 years fixed then variable,,,fixed,,42162,54936,,,0.03,0.005,0.0075,43669,555.5555556,555.5555556,47.5085,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3
A00019591,LP19528,Web,42162,USA,Resi,Mortage,Loan,Linear,53112,54937,USD,150000,150030,25.5,150055.5,0.04385891732,fixed,,,,fixed,,42163,54937,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,37.513875,43707,43707,monthly,monthly,1250,4500.9,0.04,0.005,0.01,,20,3
A00019592,LP19529,Broker,42163,USA,Resi,Mortage,Loan,Linear,53113,56033,USD,136000,129200,23.12,129223.12,0.04396347794,fixed,,,,fixed,,42164,56033,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.30578,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,,90,3
A00019593,LP19530,Branch,42164,USA,Resi,Mortage,Loan,Linear,53114,53119,USD,132714.2857,119442.8571,331.7857143,119774.6429,0.04406803856,fixed,,,,fixed,,42165,53119,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,29.94366071,43707,43707,monthly,monthly,1105.952381,3583.285714,0.04,0.005,0.01,non-performing,92,3
A00019594,LP19531,Branch,42165,USA,Resi,Mortage,Loan,Linear,53115,53120,USD,129428.5714,126840,349.4571429,127189.4571,0.04417259918,mixed,5 years fixed then variable,,,fixed,,42166,53120,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,31.79736429,43707,43707,monthly,monthly,2157.142857,7610.4,0.04,0.005,0.01,non-performing,180,6
A00019595,LP19532,Web,42166,USA,Resi,Mortage,Loan,Linear,53116,53121,USD,126142.8571,119835.7143,729.1057143,120564.82,0.04427715981,fixed,,,,fixed,,42167,53121,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.141205,43707,43707,monthly,monthly,2102.380952,7190.142857,0.04,0.005,0.01,non-performing,170,6
A00019596,LP19533,Broker,42167,USA,CRE,Mortage,Loan,Linear,53117,53122,USD,122857.1429,116714.2857,614.2857143,117328.5714,0.04438172043,fixed,,,,fixed,,42168,53122,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,29.33214286,43707,43707,monthly,monthly,2047.619048,7002.857143,0.04,0.005,0.01,non-performing,213,6
A00019597,LP19534,Branch,42168,USA,Resi,Mortage,Loan,Linear,53118,53123,USD,119571.4286,113592.8571,20.32714286,113613.1843,0.04448628105,fixed,,,,fixed,,42169,53123,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,28.40329607,43707,43707,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,,20,3
A00019598,LP19535,Web,42169,USA,Resi,Mortage,Loan,Linear,53119,53124,USD,116285.7143,110471.4286,581.4285714,111052.8571,0.04459084168,fixed,,,,fixed,,42170,53124,,,0.03,0.005,0.0075,43672,323.015873,323.015873,27.76321429,43707,43707,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,,90,3
A00019599,LP19536,Broker,42170,USA,Resi,Mortage,Loan,Linear,53120,55310,USD,200000,180000,1000,181000,0.0446954023,fixed,,,,fixed,,42171,55310,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,45.25,43707,43707,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,91,3
A00019600,LP19537,Branch,42171,USA,Resi,Mortage,Loan,Linear,53121,54946,USD,150000,147000,375,147375,0.04479996292,fixed,,,,fixed,,42172,54946,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,36.84375,43707,43707,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,95,3
A00019601,LP19538,Branch,42172,USA,CRE,Mortage,Loan,Linear,53122,54947,USD,100000,95000,270,95270,0.04490452354,fixed,,,,fixed,,42173,54947,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,23.8175,43707,43707,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,97,3
A00019602,LP19539,Web,42173,USA,Resi,Mortage,Loan,Linear,53123,54948,USD,85000,76500,491.3,76991.3,0.04,fixed,,,,fixed,,42174,54948,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,19.247825,43707,43707,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,93,3
A00019603,LP19540,Broker,42174,USA,Resi,Mortage,Loan,Linear,53124,54949,USD,200000,196000,1000,197000,0.035,fixed,,,,fixed,,42175,54949,,,0.03,0.005,0.0075,43675,555.5555556,555.5555556,49.25,43707,43707,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,213,6
A00019604,LP19541,Branch,42175,USA,Resi,Mortage,Loan,Linear,53125,54950,USD,150000,142500,405,142905,0.04,fixed,,,,fixed,,42176,54950,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.72625,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,,20,3
A00019605,LP19542,Web,42176,USA,Resi,Mortage,Loan,Linear,53126,56046,USD,136000,129200,786.08,129986.08,0.04,fixed,,,,fixed,,42177,56046,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.49652,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,,90,3
A00019606,LP19543,Broker,42177,USA,Resi,Mortage,Loan,Linear,53127,53132,USD,132714.2857,132740.8286,663.5714286,133404.4,0.04,fixed,,,,fixed,,42178,53132,,,0.03,0.005,0.0075,43672,331.7857143,368.6507937,33.3511,43707,43707,monthly,monthly,1105.952381,3982.224857,0.04,0.005,0.01,non-performing,91,3
A00019607,LP19544,Branch,42178,USA,Resi,Mortage,Loan,Balloon,53128,53133,USD,129428.5714,122957.1429,22.00285714,122979.1457,0.0375,fixed,,,,fixed,,42179,53133,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,30.74478643,43707,43707,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,95,3
A00019608,LP19545,Branch,42179,USA,Resi,Mortage,Loan,Linear,53129,53134,USD,126142.8571,113528.5714,21.44428571,113550.0157,0.04,mixed,5 years fixed then variable,,,fixed,,42180,53134,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,28.38750393,43707,43707,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,non-performing,97,3
A00019609,LP19546,Web,42180,USA,Resi,Mortage,Loan,Linear,53130,53135,USD,122857.1429,120400,20.88571429,120420.8857,0.04,variable,,LIBOR,3,fixed,LIBOR,42181,53135,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,30.10522143,43707,43707,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,93,3
A00019610,LP19547,Broker,42181,USA,Resi,Mortage,Loan,Linear,53131,53136,USD,119571.4286,113592.8571,298.9285714,113891.7857,0.04,fixed,,,,fixed,,42182,53136,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,28.47294643,43707,43707,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,,20,3
A00019611,LP19548,Branch,42182,USA,Resi,Mortage,Loan,Linear,53132,53137,USD,116285.7143,110471.4286,313.9714286,110785.4,0.04,fixed,,,,fixed,,42183,53137,,,0.03,0.005,0.0075,43672,323.015873,323.015873,27.69635,43707,43707,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,,90,3
A00019612,LP19549,Web,42183,USA,Resi,Mortage,Loan,Linear,53133,55323,USD,150000,142500,867,143367,0.04,mixed,5 years fixed then variable,,,fixed,,42184,55323,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.84175,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
A00019613,LP19550,Broker,42184,USA,Resi,Mortage,Loan,Linear,53134,54959,USD,100000,95000,500,95500,0.04,fixed,,,,fixed,,42185,54959,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,23.875,43707,43707,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,95,3
A00019614,LP19551,Branch,42114,USA,Resi,Mortage,Loan,Linear,53064,54889,USD,85000,76500,14.45,76514.45,0.0375,fixed,,,,fixed,,42115,54889,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,19.1286125,43707,43707,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,97,3
A00019615,LP19552,Branch,42115,USA,Resi,Mortage,Loan,Linear,53065,54890,USD,200000,196000,1000,197000,0.04,fixed,,,,fixed,,42116,54890,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,49.25,43707,43707,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,93,3
A00019616,LP19553,Web,42116,USA,Resi,Mortage,Loan,Linear,53066,54891,USD,150000,142500,750,143250,0.04,fixed,,,,fixed,,42117,54891,,,0.03,0.005,0.0075,43669,416.6666667,416.6666667,35.8125,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,,90,3
A00019617,LP19554,Broker,42117,USA,CRE,Mortage,Loan,Linear,53067,54892,USD,136000,122400,340,122740,0.04,fixed,,,,fixed,,42118,54892,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,30.685,43707,43707,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,92,3
A00019618,LP19555,Branch,42118,USA,Resi,Mortage,Loan,Linear,53068,55988,USD,156333.3333,153206.6667,422.1,153628.7667,0.035,fixed,,,,fixed,,42119,55988,,,0.03,0.005,0.0075,43672,434.2592593,434.2592593,38.40719167,43707,43707,monthly,monthly,2605.555556,9192.4,0.04,0.005,0.01,non-performing,180,6
A00019619,LP19556,Web,42119,USA,Resi,Mortage,Loan,Linear,53069,53074,USD,161904.7619,153809.5238,935.8095238,154745.3333,0.04,mixed,5 years fixed then variable,,,fixed,,42120,53074,,,0.03,0.005,0.0075,43672,449.7354497,449.7354497,38.68633333,43707,43707,monthly,monthly,2698.412698,9228.571429,0.04,0.005,0.01,non-performing,170,6
A00019620,LP19557,Broker,42120,USA,Resi,Mortage,Loan,Linear,53070,53075,USD,167476.1905,159102.381,837.3809524,159939.7619,0.04,fixed,,,,fixed,,42121,53075,,,0.03,0.005,0.0075,43672,465.2116402,465.2116402,39.98494048,43707,43707,monthly,monthly,2791.269841,9546.142857,0.04,0.005,0.01,non-performing,213,6
A00019621,LP19558,Branch,42121,USA,Resi,Mortage,Loan,Linear,53071,53076,USD,173047.619,173082.2286,467.2285714,173549.4571,0.04,fixed,,,,fixed,,42122,53076,,,0.03,0.005,0.0075,43672,480.6878307,480.6878307,43.38736429,43707,43707,monthly,monthly,1442.063492,5192.466857,0.04,0.005,0.01,,20,3
A00019622,LP19559,Branch,42122,USA,CRE,Mortage,Loan,Linear,53072,53077,USD,178619.0476,169688.0952,1032.418095,170720.5133,0.04,fixed,,,,fixed,,42123,53077,,,0.03,0.005,0.0075,43672,496.1640212,496.1640212,42.68012833,43707,43707,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,,90,3
A00019623,LP19560,Web,42123,USA,Resi,Mortage,Loan,Linear,53073,53078,USD,184190.4762,165771.4286,920.952381,166692.381,0.04,mixed,5 years fixed then variable,,,fixed,,42124,53078,,,0.03,0.005,0.0075,43672,511.6402116,511.6402116,41.67309524,43707,43707,monthly,monthly,1534.920635,4973.142857,0.04,0.005,0.01,non-performing,91,3
A00019624,LP19561,Broker,42124,USA,Resi,Mortage,Loan,Linear,53074,53079,USD,189761.9048,185966.6667,32.25952381,185998.9262,0.04,fixed,,,,fixed,,42125,53079,,,0.03,0.005,0.0075,43672,527.1164021,527.1164021,46.49973155,43707,43707,monthly,monthly,1581.349206,5579,0.04,0.005,0.01,non-performing,95,3
A00019625,LP19562,Branch,42125,USA,Resi,Mortage,Loan,Linear,53075,55265,USD,195333.3333,185566.6667,33.20666667,185599.8733,0.04,fixed,,,,fixed,,42126,55265,,,0.03,0.005,0.0075,43672,542.5925926,542.5925926,46.39996833,43707,43707,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,97,3
A00019626,LP19563,Web,42126,USA,Resi,Mortage,Loan,Linear,53076,54901,USD,200000,190000,34,190034,0.04,fixed,,,,fixed,,42127,54901,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.5085,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3
A00019627,LP19564,Broker,42127,USA,Resi,Mortage,Loan,Balloon,53077,54902,USD,150000,142500,375,142875,0.04,fixed,,,,fixed,,42128,54902,,,0.03,0.005,0.0075,43672,600,416.6666667,35.71875,43707,43707,monthly,monthly,2500,8550,0.04,0.005,0.01,non-performing,213,6
A00019628,LP19565,Branch,42128,USA,Resi,Mortage,Loan,Linear,53078,54903,USD,100000,95000,270,95270,0.04,fixed,,,,fixed,,42129,54903,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,23.8175,43707,43707,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,,20,3
A00019629,LP19566,Branch,42129,USA,Resi,Mortage,Loan,Linear,53079,54904,USD,85000,76500,491.3,76991.3,0.04,fixed,,,,fixed,,42130,54904,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,19.247825,43707,43707,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,,90,3
A00019630,LP19567,Web,42130,USA,Resi,Mortage,Loan,Linear,53080,54905,USD,200000,196000,1000,197000,0.04,fixed,,,,fixed,,42131,54905,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,49.25,43707,43707,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,91,3
A00019631,LP19568,Broker,42131,USA,Resi,Mortage,Loan,Linear,53081,56001,USD,150000,142500,25.5,142525.5,0.05,fixed,,,,fixed,,42132,56001,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.631375,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
A00019632,LP19569,Branch,42132,USA,Resi,Mortage,Loan,Linear,53082,53087,USD,136000,122400,680,123080,0.04145402299,fixed,,,,fixed,,42133,53087,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,30.77,43707,43707,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,97,3
A00019633,LP19570,Web,42133,USA,Resi,Mortage,Loan,Linear,53083,53088,USD,132714.2857,130060,663.5714286,130723.5714,0.04155858361,fixed,,,,fixed,,42134,53088,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,32.68089286,43707,43707,monthly,monthly,1105.952381,3901.8,0.04,0.005,0.01,non-performing,93,3
A00019634,LP19571,Broker,42134,USA,Resi,Mortage,Loan,Linear,53084,53089,USD,129428.5714,122957.1429,323.5714286,123280.7143,0.04166314423,fixed,,,,fixed,,42135,53089,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,30.82017857,43707,43707,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,,20,3
A00019635,LP19572,Branch,42135,USA,Resi,Mortage,Loan,Linear,53085,53090,USD,126142.8571,119835.7143,340.5857143,120176.3,0.04176770486,fixed,,,,fixed,,42136,53090,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.044075,43707,43707,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,,90,3
A00019636,LP19573,Branch,42136,USA,Resi,Mortage,Loan,Linear,53086,53091,USD,122857.1429,122881.7143,710.1142857,123591.8286,0.04187226548,fixed,,,,fixed,,42137,53091,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,30.89795714,43707,43707,monthly,monthly,1023.809524,3686.451429,0.04,0.005,0.01,non-performing,91,3
A00019637,LP19574,Web,42137,USA,Resi,Mortage,Loan,Linear,53087,53092,USD,119571.4286,113592.8571,597.8571429,114190.7143,0.0419768261,mixed,5 years fixed then variable,,,fixed,,42138,53092,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,28.54767857,43707,43707,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,95,3
A00019638,LP19575,Broker,42138,USA,CRE,Mortage,Loan,Linear,53088,55278,USD,116285.7143,104657.1429,313.9714286,104971.1143,0.04208138673,variable,,LIBOR,3,fixed,LIBOR,42139,55278,,,0.03,0.005,0.0075,43672,323.015873,323.015873,26.24277857,43707,43707,monthly,monthly,969.047619,3139.714286,0.04,0.005,0.01,non-performing,97,3
A00019639,LP19576,Branch,42139,USA,Resi,Mortage,Loan,Linear,53089,54914,USD,200000,196000,1156,197156,0.04218594735,fixed,,,,fixed,,42140,54914,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,49.289,43707,43707,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,93,3
A00019640,LP19577,Web,42140,USA,Resi,Mortage,Loan,Linear,53090,54915,USD,150000,142500,750,143250,0.04229050797,fixed,,,,fixed,,42141,54915,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.8125,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,,20,3
A00019641,LP19578,Broker,42141,USA,Resi,Mortage,Loan,Linear,53091,54916,USD,100000,95000,17,95017,0.04239506859,mixed,5 years fixed then variable,,,fixed,,42142,54916,,,0.03,0.005,0.0075,43669,277.7777778,277.7777778,23.75425,43707,43707,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,,90,3
A00019642,LP19579,Branch,42142,USA,Resi,Mortage,Loan,Linear,53092,54917,USD,85000,80750,14.45,80764.45,0.04249962922,fixed,,,,fixed,,42143,54917,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.1911125,43707,43707,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,91,3
A00019643,LP19580,Branch,42143,USA,CRE,Mortage,Loan,Linear,53093,54918,USD,200000,190000,34,190034,0.04260418984,fixed,,,,fixed,,42144,54918,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.5085,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,95,3
A00019644,LP19581,Web,42144,USA,Resi,Mortage,Loan,Linear,53094,56014,USD,150000,135000,375,135375,0.04270875046,fixed,,,,fixed,,42145,56014,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,33.84375,43707,43707,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,97,3
A00019645,LP19582,Broker,42145,USA,Resi,Mortage,Loan,Linear,53095,53100,USD,136000,133280,367.2,133647.2,0.04281331109,fixed,,,,fixed,,42146,53100,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,33.4118,43707,43707,monthly,monthly,1133.333333,3998.4,0.04,0.005,0.01,non-performing,93,3
A00019646,LP19583,Branch,42146,USA,Resi,Mortage,Loan,Linear,53096,53101,USD,132714.2857,126078.5714,767.0885714,126845.66,0.04291787171,fixed,,,,fixed,,42147,53101,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,31.711415,43707,43707,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,,20,3
A00019647,LP19584,Web,42147,USA,Resi,Mortage,Loan,Balloon,53097,53102,USD,129428.5714,116485.7143,647.1428571,117132.8571,0.04302243233,fixed,,,,fixed,,42148,53102,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,29.28321429,43707,43707,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,,90,3
A00019648,LP19585,Broker,42148,USA,Resi,Mortage,Loan,Linear,53098,53103,USD,126142.8571,123620,21.44428571,123641.4443,0.04312699296,mixed,5 years fixed then variable,,,fixed,,42149,53103,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.91036107,43707,43707,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,91,3
A00019649,LP19586,Branch,42149,USA,Resi,Mortage,Loan,Linear,53099,53104,USD,122857.1429,116714.2857,614.2857143,117328.5714,0.04323155358,fixed,,,,fixed,,42150,53104,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,29.33214286,43707,43707,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,95,3
A00019650,LP19587,Branch,42150,USA,Resi,Mortage,Loan,Linear,53100,53105,USD,119571.4286,113592.8571,597.8571429,114190.7143,0.0433361142,fixed,,,,fixed,,42151,53105,,,0.03,0.005,0.0075,43672,0,332.1428571,28.54767857,43707,43707,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,97,3
A00019651,LP19588,Web,42151,USA,Resi,Mortage,Loan,Linear,53101,55291,USD,116285.7143,116308.9714,290.7142857,116599.6857,0.04344067482,fixed,,,,fixed,,42152,55291,,,0.03,0.005,0.0075,43672,323.015873,323.015873,29.14992143,43707,43707,monthly,monthly,969.047619,3489.269143,0.04,0.005,0.01,non-performing,93,3
A00019652,LP19589,Broker,42152,USA,Resi,Mortage,Loan,Linear,53102,54927,USD,150000,142500,405,142905,0.04354523545,mixed,5 years fixed then variable,,,fixed,,42153,54927,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.72625,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,,90,3
A00019653,LP19590,Branch,42153,USA,Resi,Mortage,Loan,Linear,53103,54928,USD,100000,90000,578,90578,0.04364979607,fixed,,,,fixed,,42154,54928,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,22.6445,43707,43707,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,92,3
A00019654,LP19591,Web,42154,USA,Resi,Mortage,Loan,Linear,53104,54929,USD,85000,83300,425,83725,0.04375435669,fixed,,,,fixed,,42155,54929,,,0.03,0.005,0.0075,43668,236.1111111,236.1111111,20.93125,43707,43707,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,,20,3
A00019655,LP19592,Broker,42155,USA,Resi,Mortage,Loan,Linear,53105,54930,USD,200000,190000,540,190540,0.04385891732,fixed,,,,fixed,,42156,54930,,,0.03,0.005,0.0075,43677,555.5555556,555.5555556,47.635,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,,90,3
A00019656,LP19593,Branch,42156,USA,Resi,Mortage,Loan,Linear,53106,54931,USD,150000,142500,867,143367,0.04396347794,fixed,,,,fixed,,42157,54931,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.84175,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
A00019657,LP19594,Branch,42157,USA,Resi,Mortage,Loan,Linear,53107,56027,USD,136000,129200,680,129880,0.04406803856,fixed,,,,fixed,,42158,56027,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.47,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,95,3
A00019658,LP19595,Web,42158,USA,Resi,Mortage,Loan,Linear,53108,53113,USD,156333.3333,148516.6667,26.57666667,148543.2433,0.04417259918,fixed,,,,fixed,,42159,53113,,,0.03,0.005,0.0075,43672,434.2592593,434.2592593,37.13581083,43707,43707,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,non-performing,97,3
A00019659,LP19596,Broker,42159,USA,CRE,Mortage,Loan,Linear,53109,53114,USD,161904.7619,145714.2857,27.52380952,145741.8095,0.04427715981,fixed,,,,fixed,,42160,53114,,,0.03,0.005,0.0075,43672,449.7354497,449.7354497,36.43545238,43707,43707,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,93,3
A00019660,LP19597,Branch,42160,USA,Resi,Mortage,Loan,Linear,53110,53115,USD,167476.1905,164126.6667,28.47095238,164155.1376,0.04438172043,fixed,,,,fixed,,42161,53115,,,0.03,0.005,0.0075,43672,465.2116402,465.2116402,41.0387844,43707,43707,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,,20,3
A00019661,LP19598,Web,42161,USA,Resi,Mortage,Loan,Linear,53111,53116,USD,173047.619,164395.2381,432.6190476,164827.8571,0.04448628105,fixed,,,,fixed,,42162,53116,,,0.03,0.005,0.0075,43672,480.6878307,480.6878307,41.20696429,43707,43707,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,,90,3
A00019662,LP19599,Broker,42162,USA,Resi,Mortage,Loan,Linear,53112,53117,USD,178619.0476,160757.1429,482.2714286,161239.4143,0.04459084168,fixed,,,,fixed,,42163,53117,,,0.03,0.005,0.0075,43672,496.1640212,496.1640212,40.30985357,43707,43707,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,91,3
