Principal Balance,UPB,Loan ID,Origination Channel,MARP Status,Origination Date,MARP Entry,Last Payment Amount,Origination Country,Asset Class,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Accrued Interest Balance (On book),Original Interest Rate,Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate,Current Rate Type,Current Rate Ref,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due,Covenant Waiver,MARP Applicable
140700,181370.6333,ZLP27635,Branch,Not in MARP,2/3/2014,10/26/2014,434.2592593,Ireland,Resi,Mortage,Loan,Linear,2/21/2045,2/26/2045,EUR,156333.3333,781.6666667,0.04166314423,fixed,,,,fixed,,3/2/2015,2/26/2045,,,0.03,0.005,0.0075,7/26/2019,434.2592593,35.37041667,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,93,3,0,0
158666.6667,181370.6333,ZLP27636,Branch,Not in MARP,2/4/2014,10/27/2014,449.7354497,Ireland,Resi,Mortage,Loan,Linear,2/22/2045,2/27/2045,EUR,161904.7619,27.52380952,0.04176770486,mixed,5 years fixed then variable,,,fixed,,3/3/2015,2/27/2045,,,0.03,0.005,0.0075,7/26/2019,449.7354497,39.67354762,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,400,3,0,0
159102.381,181427.619,ZLP27637,Web,Not in MARP,2/5/2014,10/28/2014,465.2116402,Ireland,Resi,Mortage,Loan,Linear,2/23/2045,2/28/2045,EUR,167476.1905,837.3809524,0.04187226548,fixed,,,,fixed,,3/4/2015,2/28/2045,,,0.03,0.005,0.0075,7/26/2019,465.2116402,39.98494048,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,90,3,0,0
164395.2381,181427.619,ZLP27638,Broker,Not in MARP,2/6/2014,10/29/2014,480.6878307,Ireland,CRE,Mortage,Loan,Linear,2/24/2045,3/1/2045,EUR,173047.619,865.2380952,0.0419768261,fixed,,,,fixed,,3/5/2015,3/1/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,41.31511905,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,91,3,0,0
169688.0952,181571.2876,ZLP27639,Branch,Not in MARP,2/7/2014,10/30/2014,496.1640212,Ireland,Resi,Mortage,Loan,Linear,2/25/2045,3/2/2045,EUR,178619.0476,446.547619,0.04208138673,fixed,,,,fixed,,3/6/2015,3/2/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,42.53366071,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,95,3,0,1
174980.9524,181571.2876,ZLP27640,Web,Not in MARP,2/8/2014,10/31/2014,511.6402116,Ireland,Resi,Mortage,Loan,Linear,2/26/2045,2/25/2051,EUR,184190.4762,497.3142857,0.04218594735,fixed,,,,fixed,,3/7/2015,2/25/2051,,,0.03,0.005,0.0075,7/26/2019,511.6402116,43.86956667,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,97,3,1,0
170785.7143,185599.8733,ZLP27641,Broker,Not in MARP,2/9/2014,11/1/2014,527.1164021,Ireland,Resi,Mortage,Loan,Linear,2/27/2045,2/26/2050,EUR,189761.9048,1096.82381,0.04229050797,fixed,,,,fixed,,3/8/2015,2/26/2050,,,0.03,0.005,0.0075,7/26/2019,527.1164021,42.97063452,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,93,3,0,0
191426.6667,185599.8733,ZLP27642,Branch,Not in MARP,2/10/2014,11/2/2014,542.5925926,Ireland,Resi,Mortage,Loan,Linear,2/28/2045,2/27/2050,EUR,195333.3333,976.6666667,0.04239506859,fixed,,,,fixed,,3/9/2015,2/27/2050,,,0.03,0.005,0.0075,7/26/2019,542.5925926,48.10083333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,260,9,0,0
190000,185599.8733,ZLP27643,Branch,Not in MARP,2/11/2014,11/3/2014,555.5555556,Ireland,CRE,Mortage,Loan,Linear,3/1/2045,2/28/2050,EUR,200000,540,0.04249962922,mixed,5 years fixed then variable,,,fixed,,3/10/2015,2/28/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.635,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,90,3,0,0
135000,185599.8733,ZLP27644,Web,ARA,2/12/2014,11/4/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,3/2/2045,3/1/2050,EUR,150000,867,0.04260418984,fixed,,,,fixed,,3/11/2015,3/1/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.96675,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,91,3,0,0
98000,185599.8733,ZLP27645,Broker,Exited MARP,2/13/2014,11/5/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,3/3/2045,3/2/2050,EUR,100000,500,0.04270875046,fixed,,,,fixed,,3/12/2015,3/2/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,24.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,95,3,0,1
80750,185599.8733,ZLP27646,Branch,Not in MARP,2/14/2014,11/6/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,3/4/2045,3/2/2053,EUR,85000,14.45,0.04281331109,fixed,,,,fixed,,3/13/2015,3/2/2053,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,97,3,1,0
190000,185599.8733,ZLP27647,Web,ARA,2/15/2014,11/7/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,3/5/2045,3/10/2045,EUR,200000,34,0.04291787171,mixed,5 years fixed then variable,,,fixed,,3/14/2015,3/10/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3,0,0
150030,185599.8733,ZLP27648,Broker,ARA,2/16/2014,11/8/2014,0,Ireland,Resi,Mortage,Loan,Linear,3/6/2045,3/11/2045,EUR,150000,25.5,0.04302243233,fixed,,,,fixed,,3/15/2015,3/11/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,90,3,0,0
129200,185599.8733,ZLP27649,Branch,ARA,2/17/2014,11/9/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,3/7/2045,3/12/2045,EUR,136000,340,0.04312699296,fixed,,,,fixed,,3/16/2015,3/12/2045,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.385,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,92,3,0,0
119442.8571,185599.8733,ZLP27650,Branch,Not in MARP,2/18/2014,11/10/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,3/8/2045,3/13/2045,EUR,132714.2857,358.3285714,0.04323155358,fixed,,,,fixed,,3/17/2015,3/13/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,29.95029643,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3583.285714,0.04,0.005,0.01,non-performing,91,3,0,0
126840,185998.9262,ZLP27651,Web,Not in MARP,2/19/2014,11/11/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,3/9/2045,3/14/2045,EUR,129428.5714,748.0971429,0.0433361142,fixed,,,,fixed,,3/18/2015,3/14/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,31.89702429,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3805.2,0.04,0.005,0.01,non-performing,95,3,0,0
119835.7143,185998.9262,ZLP27652,Broker,Not in MARP,2/20/2014,11/12/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,5/23/2045,5/28/2045,EUR,126142.8571,630.7142857,0.04344067482,fixed,,,,fixed,,6/1/2015,5/28/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,30.11660714,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,97,3,0,0
116714.2857,185998.9262,ZLP27653,Branch,Not in MARP,2/21/2014,11/13/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,5/24/2045,5/23/2051,EUR,122857.1429,20.88571429,0.04354523545,fixed,,,,fixed,,6/2/2015,5/23/2051,,,0.03,0.005,0.0075,7/26/2019,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,93,3,0,0
113592.8571,185998.9262,ZLP27654,Web,Not in MARP,2/22/2014,11/14/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,5/25/2045,5/24/2050,EUR,119571.4286,597.8571429,0.04364979607,fixed,,,,fixed,,6/3/2015,5/24/2050,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,1992.857143,6815.571429,0.04,0.005,0.01,non-performing,90,3,0,0
110471.4286,186543.3333,ZLP27655,Broker,Not in MARP,2/23/2014,11/15/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,5/26/2045,5/25/2050,EUR,116285.7143,581.4285714,0.04375435669,fixed,,,,fixed,,6/4/2015,5/25/2050,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.76321429,8/30/2019,8/30/2019,monthly,monthly,1938.095238,6628.285714,0.04,0.005,0.01,non-performing,92,3,0,0
180000,186543.3333,ZLP27656,Branch,Not in MARP,2/24/2014,11/16/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/27/2045,5/26/2050,EUR,200000,500,0.04385891732,fixed,,,,fixed,,6/5/2015,5/26/2050,,,0.03,0.005,0.0075,7/23/2019,555.5555556,45.125,8/30/2019,8/30/2019,monthly,monthly,3333.333333,10800,0.04,0.005,0.01,non-performing,180,6,0,0
147000,186543.3333,ZLP27657,Branch,Not in MARP,2/25/2014,11/17/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/28/2045,5/27/2050,EUR,150000,405,0.04396347794,fixed,,,,fixed,,6/6/2015,5/27/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,36.85125,8/30/2019,8/30/2019,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,170,6,0,0
95000,186543.3333,ZLP27658,Web,Not in MARP,2/26/2014,11/18/2014,200,Ireland,Resi,Mortage,Loan,Linear,5/29/2045,5/28/2050,EUR,100000,578,0.04406803856,fixed,,,,fixed,,6/7/2015,5/28/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.8945,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,213,6,0,0
76500,186695.6933,ZLP27659,Broker,Not in MARP,2/27/2014,11/19/2014,236.1111111,Ireland,CRE,Mortage,Loan,Linear,5/30/2045,5/28/2053,EUR,85000,425,0.04417259918,fixed,,,,fixed,,6/8/2015,5/28/2053,,,0.03,0.005,0.0075,7/26/2019,236.1111111,19.23125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,280,9,0,0
196000,186695.6933,ZLP27660,Branch,Not in MARP,2/28/2014,11/20/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/31/2045,6/5/2045,EUR,200000,540,0.04427715981,fixed,,,,fixed,,6/9/2015,6/5/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.135,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,90,3,0,0
142500,186915.4762,ZLP27661,Web,Not in MARP,3/1/2014,11/21/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,6/1/2045,6/6/2045,EUR,150000,867,0.04438172043,mixed,5 years fixed then variable,,,fixed,,6/10/2015,6/6/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3,0,1
129200,186915.4762,ZLP27662,Broker,Not in MARP,3/2/2014,11/22/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,6/2/2045,6/7/2045,EUR,136000,680,0.04448628105,variable,,LIBOR,3,fixed,LIBOR,6/11/2015,6/7/2045,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,95,3,1,0
132740.8286,186915.4762,ZLP27663,Branch,Not in MARP,3/3/2014,11/23/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,6/3/2045,6/8/2045,EUR,132714.2857,22.56142857,0.04459084168,fixed,,,,fixed,,6/12/2015,6/8/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,33.1908475,8/30/2019,8/30/2019,monthly,monthly,2211.904762,7964.449714,0.04,0.005,0.01,non-performing,97,3,0,0
122957.1429,186915.4762,ZLP27664,Branch,ARA,3/4/2014,11/24/2014,359.5238095,Ireland,CRE,Mortage,Loan,Linear,6/4/2045,6/9/2045,EUR,129428.5714,22.00285714,0.0446954023,fixed,,,,fixed,,6/13/2015,6/9/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,30.74478643,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,93,3,0,0
113528.5714,190034,ZLP27665,Web,Exited MARP,3/5/2014,11/25/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,6/5/2045,6/10/2045,EUR,126142.8571,21.44428571,0.04479996292,mixed,5 years fixed then variable,,,fixed,,6/14/2015,6/10/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,28.38750393,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,non-performing,213,6,0,0
120400,190034,ZLP27666,Broker,Not in MARP,3/6/2014,11/26/2014,0,Ireland,Resi,Mortage,Loan,Linear,6/6/2045,6/5/2051,EUR,122857.1429,307.1428571,0.04490452354,fixed,,,,fixed,,6/15/2015,6/5/2051,,,0.03,0.005,0.0075,7/26/2019,341.2698413,30.17678571,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,350,3,0,0
113592.8571,190034,ZLP27667,Branch,ARA,3/7/2014,11/27/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,6/7/2045,6/6/2050,EUR,119571.4286,322.8428571,0.04,fixed,,,,fixed,,6/16/2015,6/6/2050,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.478925,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,90,3,0,1
110471.4286,190034,ZLP27668,Web,ARA,3/8/2014,11/28/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,6/8/2045,6/7/2050,EUR,116285.7143,672.1314286,0.035,fixed,,,,fixed,,6/17/2015,6/7/2050,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.78589,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,91,3,1,0
142500,190034,ZLP27669,Broker,ARA,3/9/2014,11/29/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,6/9/2045,6/8/2050,EUR,150000,750,0.04,fixed,,,,fixed,,6/18/2015,6/8/2050,,,0.03,0.005,0.0075,7/22/2019,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3,0,0
95000,190034,ZLP27670,Branch,Not in MARP,3/10/2014,11/30/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,6/10/2045,6/9/2050,EUR,100000,17,0.04,fixed,,,,fixed,,6/19/2015,6/9/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.75425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,97,3,0,0
76500,190034,ZLP27671,Branch,Not in MARP,3/11/2014,12/1/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,6/11/2045,6/10/2050,EUR,85000,425,0.04,fixed,,,,fixed,,6/20/2015,6/10/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,19.23125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,93,3,0,0
196000,190034,ZLP27672,Web,Not in MARP,3/12/2014,12/2/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,6/12/2045,6/10/2053,EUR,200000,1000,0.0375,mixed,5 years fixed then variable,,,fixed,,6/21/2015,6/10/2053,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,270,9,0,0
142500,190034,ZLP27673,Broker,Not in MARP,3/13/2014,12/3/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,6/13/2045,6/18/2045,EUR,150000,375,0.04,fixed,,,,fixed,,6/22/2015,6/18/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,90,3,0,1
122400,190034,ZLP27674,Branch,Not in MARP,3/14/2014,12/4/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,6/14/2045,6/19/2045,EUR,136000,367.2,0.04,fixed,,,,fixed,,6/23/2015,6/19/2045,,,0.03,0.005,0.0075,7/26/2019,377.7777778,30.6918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,91,3,1,0
153206.6667,190034,ZLP27675,Web,Not in MARP,3/15/2014,12/5/2014,434.2592593,Ireland,Resi,Mortage,Loan,Linear,6/15/2045,6/20/2045,EUR,156333.3333,903.6066667,0.04,fixed,,,,fixed,,6/24/2015,6/20/2045,,,0.03,0.005,0.0075,7/26/2019,434.2592593,38.52756833,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4596.2,0.04,0.005,0.01,non-performing,95,3,0,0
153809.5238,190034,ZLP27676,Broker,Not in MARP,3/16/2014,12/6/2014,449.7354497,Ireland,Resi,Mortage,Loan,Linear,6/16/2045,6/21/2045,EUR,161904.7619,809.5238095,0.04,mixed,5 years fixed then variable,,,fixed,,6/25/2015,6/21/2045,,,0.03,0.005,0.0075,7/26/2019,449.7354497,38.6547619,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4614.285714,0.04,0.005,0.01,non-performing,97,3,0,0
159102.381,190034,ZLP27677,Branch,Not in MARP,3/17/2014,12/7/2014,465.2116402,Ireland,Resi,Mortage,Loan,Linear,6/17/2045,6/22/2045,EUR,167476.1905,452.1857143,0.04,fixed,,,,fixed,,6/26/2015,6/22/2045,,,0.03,0.005,0.0075,7/26/2019,465.2116402,39.88864167,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,93,3,0,0
173082.2286,190034,ZLP27678,Branch,Not in MARP,3/18/2014,12/8/2014,480.6878307,Ireland,Resi,Mortage,Loan,Linear,6/18/2045,6/23/2045,EUR,173047.619,1000.215238,0.04,fixed,,,,fixed,,6/27/2015,6/23/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,43.52061095,8/30/2019,8/30/2019,monthly,monthly,2884.126984,10384.93371,0.04,0.005,0.01,non-performing,200,9,0,0
169688.0952,190034,ZLP27679,Web,Not in MARP,3/19/2014,12/9/2014,496.1640212,Ireland,Resi,Mortage,Loan,Linear,6/19/2045,6/18/2051,EUR,178619.0476,893.0952381,0.0375,fixed,,,,fixed,,6/28/2015,6/18/2051,,,0.03,0.005,0.0075,7/26/2019,496.1640212,42.64529762,8/30/2019,8/30/2019,monthly,monthly,2976.984127,10181.28571,0.04,0.005,0.01,non-performing,90,3,0,0
165771.4286,190034,ZLP27680,Broker,Not in MARP,3/20/2014,12/10/2014,0,Ireland,CRE,Mortage,Loan,Linear,6/20/2045,6/19/2050,EUR,184190.4762,31.31238095,0.04,fixed,,,,fixed,,6/29/2015,6/19/2050,,,0.03,0.005,0.0075,7/26/2019,511.6402116,41.45068524,8/30/2019,8/30/2019,monthly,monthly,3069.84127,9946.285714,0.04,0.005,0.01,non-performing,400,9,0,0
185966.6667,190034,ZLP27681,Branch,Not in MARP,3/21/2014,12/11/2014,527.1164021,Ireland,Resi,Mortage,Loan,Linear,6/21/2045,6/20/2050,EUR,189761.9048,32.25952381,0.04,fixed,,,,fixed,,6/30/2015,6/20/2050,,,0.03,0.005,0.0075,7/26/2019,527.1164021,46.49973155,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5579,0.04,0.005,0.01,non-performing,95,3,0,0
185566.6667,190034,ZLP27682,Web,Not in MARP,3/22/2014,12/12/2014,542.5925926,Ireland,Resi,Mortage,Loan,Linear,4/12/2045,4/11/2050,EUR,195333.3333,33.20666667,0.04,fixed,,,,fixed,,4/21/2015,4/11/2050,,,0.03,0.005,0.0075,7/23/2019,542.5925926,46.39996833,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,97,3,0,0
190000,190034,ZLP27683,Broker,Not in MARP,3/23/2014,12/13/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/13/2045,4/12/2050,EUR,200000,500,0.035,fixed,,,,fixed,,4/22/2015,4/12/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.625,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3,0,0
142500,190034,ZLP27684,Branch,ARA,3/24/2014,12/14/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/14/2045,4/13/2050,EUR,150000,405,0.04,fixed,,,,fixed,,4/23/2015,4/13/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,20,3,0,0
95000,190500,ZLP27685,Branch,Exited MARP,3/25/2014,12/15/2014,277.7777778,Ireland,CRE,Mortage,Loan,Linear,4/15/2045,4/13/2053,EUR,100000,578,0.04,fixed,,,,fixed,,4/24/2015,4/13/2053,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.8945,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,90,3,0,0
76500,190500,ZLP27686,Web,Not in MARP,3/26/2014,12/16/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,4/16/2045,4/21/2045,EUR,85000,425,0.04,fixed,,,,fixed,,4/25/2015,4/21/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,19.23125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,92,3,0,0
196000,190500,ZLP27687,Broker,ARA,3/27/2014,12/17/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/17/2045,4/22/2045,EUR,200000,34,0.04,fixed,,,,fixed,,4/26/2015,4/22/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.0085,8/30/2019,8/30/2019,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,180,6,0,0
142500,190500,ZLP27688,Branch,ARA,3/28/2014,12/18/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/18/2045,4/23/2045,EUR,150000,750,0.04,fixed,,,,fixed,,4/27/2015,4/23/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,170,6,0,0
122400,190500,ZLP27689,Web,ARA,3/29/2014,12/19/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,4/19/2045,4/24/2045,EUR,136000,680,0.04,fixed,,,,fixed,,4/28/2015,4/24/2045,,,0.03,0.005,0.0075,7/26/2019,377.7777778,30.77,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,213,6,0,1
130060,190500,ZLP27690,Broker,Not in MARP,3/30/2014,12/20/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,4/20/2045,4/25/2045,EUR,132714.2857,331.7857143,0.04,mixed,5 years fixed then variable,,,fixed,,4/29/2015,4/25/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,32.59794643,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3901.8,0.04,0.005,0.01,non-performing,200,3,1,0
122957.1429,190500,ZLP27691,Branch,Not in MARP,3/31/2014,12/21/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,4/21/2045,4/26/2045,EUR,129428.5714,349.4571429,0.04,variable,,LIBOR,3,fixed,LIBOR,4/30/2015,4/26/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,30.82665,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,90,3,0,0
119835.7143,190500,ZLP27692,Branch,Not in MARP,4/1/2014,12/22/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,4/22/2045,4/21/2051,EUR,126142.8571,729.1057143,0.04,fixed,,,,fixed,,5/1/2015,4/21/2051,,,0.03,0.005,0.0075,7/26/2019,350.3968254,30.141205,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,91,3,0,0
122881.7143,190500,ZLP27693,Web,Not in MARP,4/2/2014,12/23/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,4/23/2045,4/22/2050,EUR,122857.1429,614.2857143,0.04,fixed,,,,fixed,,5/2/2015,4/22/2050,,,0.03,0.005,0.0075,7/26/2019,341.2698413,30.874,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3686.451429,0.04,0.005,0.01,non-performing,93,3,0,0
113592.8571,190500,ZLP27694,Broker,Not in MARP,4/3/2014,12/24/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,4/24/2045,4/23/2050,EUR,119571.4286,322.8428571,0.04,mixed,5 years fixed then variable,,,fixed,,5/3/2015,4/23/2050,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.478925,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,200,6,0,0
104657.1429,190540,ZLP27695,Branch,Not in MARP,4/4/2014,12/25/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,4/25/2045,4/24/2050,EUR,116285.7143,672.1314286,0.04,fixed,,,,fixed,,5/4/2015,4/24/2050,,,0.03,0.005,0.0075,7/29/2019,323.015873,26.33231857,8/30/2019,8/30/2019,monthly,monthly,969.047619,3139.714286,0.04,0.005,0.01,non-performing,90,3,0,1
196000,190540,ZLP27696,Web,Not in MARP,4/5/2014,12/26/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/26/2045,4/25/2050,EUR,200000,1000,0.05,fixed,,,,fixed,,5/5/2015,4/25/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,91,3,1,0
