Loan_ID,Origination_Channel,Origination_Date,Origination_Country,Asset_Class,Loan_Purpose,Prod_Type,Amort_Type,Org_Mat_Date,Cur_Mat_Date,Currency,Org_Amount,Principal_Bal,Accrued_Interest_Bal,UPB,Original_Interest_Rate,Original_Rate_Type,Rate_Description,Original_Interest_Rate_Reference,Current_Rate,Current_Rate_Type,Current_Rate_Ref,Start_Date_of_Current_Fixed_Interest_Period,End_Date_of_Current_Fixed_Interest_Period,Interest_Cap_Rate,Interest_Floor_Rate,Early_Redemption_Penalty,Past-Due_Penalty_Interest-Margin,Default_Penalty_Interest_Margin,Last_Payment_Date,Last_Payment_Amount,Next_Principal_Scheduled_Repayment_Amount,Next_Interest_Scheduled_Repayment_Amount,Next_Principal_Scheduled_Repayment_Date,Next_Interest_Scheduled_Repayment_Date,Interest_Payment_Frequency,Principal_Payment_Frequency,Past-Due_Principal_Amount,Past-Due_Interest_Amount,Early_Redemption_Penalty,Past-Due_Penalty_Interest_Margin,Default_Penalty_Interest_Margin,Loan_Status,Days_Past-Due,Time_in_Past-Due
100727580,Branch,9/6/2013,UK,Resi,Mortage,Loan,Linear,4/22/2045,4/16/2050,GBP,132714.2857,90000,500,90500,0.04,fixed,,,,fixed,,4/26/2015,4/16/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,200,3
100727579,Branch,9/7/2013,UK,Resi,Mortage,Loan,Linear,4/23/2045,4/17/2050,GBP,132714.2857,83300,212.5,83512.5,0.04,fixed,,,,fixed,,4/27/2015,4/17/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.878125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,90,3
100727578,Branch,9/8/2013,UK,Resi,Mortage,Loan,Linear,4/23/2045,4/18/2050,GBP,132714.2857,190000,540,190540,0.0375,mixed,5 years fixed then variable,,,fixed,,4/28/2015,4/18/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.635,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
100727577,Branch,9/9/2013,UK,Resi,Mortage,Loan,Linear,4/23/2045,4/19/2050,GBP,132714.2857,142500,867,143367,0.04,variable,,LIBOR,3,fixed,LIBOR,4/29/2015,4/19/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,90,3
100727576,Branch,9/10/2013,UK,Resi,Mortage,Loan,Linear,4/23/2045,4/20/2050,GBP,132714.2857,129200,680,129880,0.04,fixed,,,,fixed,,4/30/2015,4/20/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,91,3
100727575,Branch,9/11/2013,UK,Resi,Mortage,Loan,Linear,4/24/2045,4/20/2053,GBP,132714.2857,126078.5714,358.3285714,126436.9,0.04,fixed,,,,fixed,,5/1/2015,4/20/2053,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.609225,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,95,3
100727574,Branch,9/12/2013,UK,CRE,Mortage,Loan,Linear,4/24/2045,4/28/2045,GBP,132714.2857,116485.7143,748.0971429,117233.8114,0.035,mixed,5 years fixed then variable,,,fixed,,5/2/2015,4/28/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,29.30845286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,97,3
100727573,Branch,9/13/2013,UK,Resi,Mortage,Loan,Linear,4/24/2045,4/29/2045,GBP,132714.2857,123620,630.7142857,124250.7143,0.04,fixed,,,,fixed,,5/3/2015,4/29/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,31.06267857,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,93,3
100727572,Branch,9/14/2013,UK,Resi,Mortage,Loan,Linear,4/24/2045,4/30/2045,GBP,132714.2857,116714.2857,20.88571429,116735.1714,0.04,fixed,,,,fixed,,5/4/2015,4/30/2045,,,0.03,0.005,0.0075,7/26/2019,0,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,360,9
100727571,Branch,9/15/2013,UK,Resi,Mortage,Loan,Linear,4/25/2045,5/1/2045,GBP,132714.2857,107614.2857,20.32714286,107634.6129,0.04,fixed,,,,fixed,,5/5/2015,5/1/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,26.90865321,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,90,3
100727570,Branch,9/16/2013,UK,Resi,Mortage,Loan,Linear,4/25/2045,5/2/2045,GBP,132714.2857,113960,19.76857143,113979.7686,0.04,fixed,,,,fixed,,5/6/2015,5/2/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,28.49494214,8/30/2019,8/30/2019,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,91,3
100727569,Branch,9/17/2013,UK,CRE,Mortage,Loan,Linear,4/25/2045,5/3/2045,GBP,132714.2857,190000,500,190500,0.04,fixed,,,,fixed,,5/7/2015,5/3/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.625,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,95,3
100727568,Branch,9/18/2013,UK,Resi,Mortage,Loan,Linear,4/25/2045,4/28/2051,GBP,132714.2857,142500,405,142905,0.04,fixed,,,,fixed,,5/8/2015,4/28/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
100727567,Branch,9/19/2013,UK,Resi,Mortage,Loan,Linear,4/26/2045,4/29/2050,GBP,132714.2857,100020,578,100598,0.04,mixed,5 years fixed then variable,,,fixed,,5/9/2015,4/29/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,25.1495,8/30/2019,8/30/2019,monthly,monthly,833.3333333,3000.6,0.04,0.005,0.01,non-performing,93,3
100727566,Branch,9/20/2013,UK,Resi,Mortage,Loan,Linear,4/26/2045,4/30/2050,GBP,132714.2857,80750,425,81175,0.04,fixed,,,,fixed,,5/10/2015,4/30/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.29375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,90,3
100727565,Branch,9/21/2013,UK,Resi,Mortage,Loan,Linear,4/26/2045,5/1/2050,GBP,132714.2857,180000,34,180034,0.04,fixed,,,,fixed,,5/11/2015,5/1/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,45.0085,8/30/2019,8/30/2019,monthly,monthly,3333.333333,10800,0.04,0.005,0.01,non-performing,92,3
100727564,Branch,9/22/2013,UK,Resi,Mortage,Loan,Linear,4/26/2045,5/2/2050,GBP,132714.2857,147000,750,147750,0.04,fixed,,,,fixed,,5/12/2015,5/2/2050,,,0.03,0.005,0.0075,7/23/2019,416.6666667,416.6666667,36.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8820,0.04,0.005,0.01,non-performing,180,6
100727563,Branch,9/23/2013,UK,Resi,Mortage,Loan,Linear,4/27/2045,5/3/2050,GBP,132714.2857,129200,680,129880,0.04,mixed,5 years fixed then variable,,,fixed,,5/13/2015,5/3/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7752,0.04,0.005,0.01,non-performing,90,3
100727562,Branch,9/24/2013,UK,Resi,Mortage,Loan,Linear,4/27/2045,5/3/2053,GBP,132714.2857,126078.5714,331.7857143,126410.3571,0.04,fixed,,,,fixed,,5/14/2015,5/3/2053,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.60258929,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,91,3
100727561,Branch,9/25/2013,UK,Resi,Mortage,Loan,Linear,4/27/2045,5/11/2045,GBP,132714.2857,122957.1429,349.4571429,123306.6,0.05,fixed,,,,fixed,,5/15/2015,5/11/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.82665,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,95,3
100727560,Branch,9/26/2013,UK,Resi,Mortage,Loan,Linear,4/27/2045,5/12/2045,GBP,132714.2857,119835.7143,729.1057143,120564.82,0.04145402299,fixed,,,,fixed,,5/16/2015,5/12/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.141205,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,97,3
100727559,Branch,9/27/2013,UK,Resi,Mortage,Loan,Linear,4/28/2045,5/13/2045,GBP,132714.2857,110571.4286,614.2857143,111185.7143,0.04155858361,fixed,,,,fixed,,5/17/2015,5/13/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,27.79642857,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3317.142857,0.04,0.005,0.01,non-performing,93,3
100727558,Branch,9/28/2013,UK,Resi,Mortage,Loan,Linear,4/28/2045,5/14/2045,GBP,132714.2857,117180,322.8428571,117502.8429,0.04166314423,fixed,,,,fixed,,5/18/2015,5/14/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,29.37571071,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3515.4,0.04,0.005,0.01,non-performing,270,6
100727557,Branch,9/29/2013,UK,Resi,Mortage,Loan,Linear,4/28/2045,5/15/2045,GBP,132714.2857,110471.4286,672.1314286,111143.56,0.04176770486,fixed,,,,fixed,,5/19/2015,5/15/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.78589,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,90,3
100727556,Branch,9/30/2013,UK,Resi,Mortage,Loan,Linear,4/28/2045,5/16/2045,GBP,132714.2857,135000,750,135750,0.04187226548,fixed,,,,fixed,,5/20/2015,5/16/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8100,0.04,0.005,0.01,non-performing,91,3
100727555,Branch,10/1/2013,UK,Resi,Mortage,Loan,Linear,4/29/2045,5/11/2051,GBP,132714.2857,98000,17,98017,0.0419768261,fixed,,,,fixed,,5/21/2015,5/11/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,24.50425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,95,3
100727554,Branch,10/2/2013,UK,Resi,Mortage,Loan,Linear,4/29/2045,5/12/2050,GBP,132714.2857,80750,14.45,80764.45,0.04208138673,fixed,,,,fixed,,5/22/2015,5/12/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,97,3
100727553,Branch,10/3/2013,UK,CRE,Mortage,Loan,Linear,4/29/2045,5/13/2050,GBP,135000,190000,34,190034,0.04218594735,fixed,,,,fixed,,5/23/2015,5/13/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3
100727552,Branch,10/4/2013,UK,Resi,Mortage,Loan,Linear,4/29/2045,5/14/2050,GBP,135000,150030,375,150405,0.04229050797,fixed,,,,fixed,,5/24/2015,5/14/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,37.60125,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,75,6
100727551,Branch,10/5/2013,UK,Resi,Mortage,Loan,Linear,4/30/2045,5/15/2050,GBP,135000,129200,367.2,129567.2,0.04239506859,fixed,,,,fixed,,5/25/2015,5/15/2050,,,0.03,0.005,0.0075,7/22/2019,377.7777778,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3
100727550,Branch,10/6/2013,UK,Resi,Mortage,Loan,Linear,4/30/2045,5/16/2050,GBP,135000,140700,903.6066667,141603.6067,0.04249962922,fixed,,,,fixed,,5/26/2015,5/16/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,35.40090167,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,91,3
100727549,Branch,10/7/2013,UK,Resi,Mortage,Loan,Linear,4/30/2045,5/16/2053,GBP,135000,158666.6667,809.5238095,159476.1905,0.04260418984,mixed,5 years fixed then variable,,,fixed,,5/27/2015,5/16/2053,,,0.03,0.005,0.0075,7/26/2019,449.7354497,449.7354497,39.86904762,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,95,3
100727548,Branch,10/8/2013,UK,CRE,Mortage,Loan,Linear,4/30/2045,5/24/2045,GBP,135000,159102.381,28.47095238,159130.8519,0.04270875046,variable,,LIBOR,3,fixed,LIBOR,5/28/2015,5/24/2045,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,39.78271298,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,97,3
100727547,Branch,10/9/2013,UK,Resi,Mortage,Loan,Linear,5/1/2045,5/25/2045,GBP,135000,164395.2381,865.2380952,165260.4762,0.04281331109,fixed,,,,fixed,,5/29/2015,5/25/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,41.31511905,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3
100727546,Branch,10/10/2013,UK,Resi,Mortage,Loan,Linear,5/1/2045,5/26/2045,GBP,135000,169688.0952,893.0952381,170581.1905,0.04291787171,fixed,,,,fixed,,5/30/2015,5/26/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,42.64529762,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,170,6
100727545,Branch,10/11/2013,UK,Resi,Mortage,Loan,Linear,5/1/2045,5/27/2045,GBP,136000,174980.9524,460.4761905,175441.4286,0.04302243233,mixed,5 years fixed then variable,,,fixed,,5/31/2015,5/27/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,43.86035714,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,90,3
100727544,Branch,10/12/2013,UK,Resi,Mortage,Loan,Linear,5/1/2045,5/28/2045,GBP,136000,170785.7143,512.3571429,171298.0714,0.04312699296,fixed,,,,fixed,,6/1/2015,5/28/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,42.82451786,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,91,3
100727543,Branch,10/13/2013,UK,Resi,Mortage,Loan,Linear,5/2/2045,5/29/2045,GBP,136000,191426.6667,1129.026667,192555.6933,0.04323155358,fixed,,,,fixed,,6/2/2015,5/29/2045,,,0.03,0.005,0.0075,7/26/2019,0,542.5925926,48.13892333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,95,3
100727542,Branch,10/14/2013,UK,Resi,Mortage,Loan,Linear,5/2/2045,5/24/2051,GBP,136000,190000,1000,191000,0.0433361142,fixed,,,,fixed,,6/3/2015,5/24/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3
100727541,Branch,10/15/2013,UK,Resi,Mortage,Loan,Linear,5/2/2045,5/25/2050,GBP,136000,135000,405,135405,0.04344067482,fixed,,,,fixed,,6/4/2015,5/25/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.85125,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3
100727540,Branch,10/16/2013,UK,Resi,Mortage,Loan,Linear,5/2/2045,5/26/2050,GBP,136000,98000,578,98578,0.04354523545,fixed,,,,fixed,,6/5/2015,5/26/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,24.6445,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,90,3
100727539,Branch,10/17/2013,UK,Resi,Mortage,Loan,Linear,5/3/2045,5/27/2050,GBP,136000,80750,425,81175,0.04364979607,fixed,,,,fixed,,6/6/2015,5/27/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.29375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,92,3
100727538,Branch,10/18/2013,UK,Resi,Mortage,Loan,Linear,5/3/2045,5/28/2050,GBP,136000,190000,34,190034,0.04375435669,mixed,5 years fixed then variable,,,fixed,,6/7/2015,5/28/2050,,,0.03,0.005,0.0075,7/23/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
100727537,Branch,10/19/2013,UK,Resi,Mortage,Loan,Linear,5/3/2045,5/29/2050,GBP,136000,150030,25.5,150055.5,0.04385891732,fixed,,,,fixed,,6/8/2015,5/29/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,95,3
100727536,Branch,10/20/2013,UK,Resi,Mortage,Loan,Linear,5/3/2045,5/29/2053,GBP,136000,129200,23.12,129223.12,0.04396347794,fixed,,,,fixed,,6/9/2015,5/29/2053,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.30578,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,97,3
100727535,Branch,10/21/2013,UK,Resi,Mortage,Loan,Linear,5/4/2045,6/6/2045,GBP,136000,119442.8571,331.7857143,119774.6429,0.04406803856,fixed,,,,fixed,,6/10/2015,6/6/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,29.94366071,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3583.285714,0.04,0.005,0.01,non-performing,93,3
100727534,Branch,10/22/2013,UK,Resi,Mortage,Loan,Linear,5/4/2045,6/7/2045,GBP,136000,126840,349.4571429,127189.4571,0.04417259918,mixed,5 years fixed then variable,,,fixed,,6/11/2015,6/7/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,31.79736429,8/30/2019,8/30/2019,monthly,monthly,2157.142857,7610.4,0.04,0.005,0.01,non-performing,90,3
100727533,Branch,10/23/2013,UK,Resi,Mortage,Loan,Linear,5/4/2045,6/8/2045,GBP,136000,119835.7143,729.1057143,120564.82,0.04427715981,fixed,,,,fixed,,6/12/2015,6/8/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.141205,8/30/2019,8/30/2019,monthly,monthly,2102.380952,7190.142857,0.04,0.005,0.01,non-performing,92,3
100727532,Branch,10/24/2013,UK,CRE,Mortage,Loan,Linear,5/4/2045,6/9/2045,GBP,136000,116714.2857,614.2857143,117328.5714,0.04438172043,fixed,,,,fixed,,6/13/2015,6/9/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.33214286,8/30/2019,8/30/2019,monthly,monthly,2047.619048,7002.857143,0.04,0.005,0.01,non-performing,180,6
100727531,Branch,10/25/2013,UK,Resi,Mortage,Loan,Linear,5/5/2045,6/10/2045,GBP,136000,113592.8571,20.32714286,113613.1843,0.04448628105,fixed,,,,fixed,,6/14/2015,6/10/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.40329607,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,170,6
100727530,Branch,10/26/2013,UK,Resi,Mortage,Loan,Linear,5/5/2045,6/11/2045,GBP,136000,110471.4286,581.4285714,111052.8571,0.04459084168,fixed,,,,fixed,,6/15/2015,6/11/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.76321429,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,213,6
100727529,Branch,10/27/2013,UK,Resi,Mortage,Loan,Linear,5/5/2045,6/6/2051,GBP,136000,180000,1000,181000,0.0446954023,fixed,,,,fixed,,6/16/2015,6/6/2051,,,0.03,0.005,0.0075,7/26/2019,0,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,360,9
100727528,Branch,10/28/2013,UK,Resi,Mortage,Loan,Linear,5/5/2045,6/7/2050,GBP,136000,147000,375,147375,0.04479996292,fixed,,,,fixed,,6/17/2015,6/7/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,36.84375,8/30/2019,8/30/2019,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,90,3
100727527,Branch,10/29/2013,UK,CRE,Mortage,Loan,Linear,5/6/2045,6/8/2050,GBP,136000,95000,270,95270,0.04490452354,fixed,,,,fixed,,6/18/2015,6/8/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8175,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,91,3
100727526,Branch,10/30/2013,UK,Resi,Mortage,Loan,Linear,5/6/2045,6/9/2050,GBP,140000,76500,491.3,76991.3,0.04,fixed,,,,fixed,,6/19/2015,6/9/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,19.247825,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,95,3
100727525,Branch,10/31/2013,UK,Resi,Mortage,Loan,Linear,5/6/2045,6/10/2050,GBP,140000,196000,1000,197000,0.035,fixed,,,,fixed,,6/20/2015,6/10/2050,,,0.03,0.005,0.0075,7/29/2019,555.5555556,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,97,3
100727524,Branch,11/1/2013,UK,Resi,Mortage,Loan,Linear,5/6/2045,6/11/2050,GBP,140000,142500,405,142905,0.04,fixed,,,,fixed,,6/21/2015,6/11/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3
100727523,Branch,11/2/2013,UK,Resi,Mortage,Loan,Linear,5/7/2045,6/11/2053,GBP,140000,129200,786.08,129986.08,0.04,fixed,,,,fixed,,6/22/2015,6/11/2053,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,213,6
100727522,Branch,11/3/2013,UK,Resi,Mortage,Loan,Linear,5/7/2045,6/19/2045,GBP,140000,132740.8286,663.5714286,133404.4,0.04,fixed,,,,fixed,,6/23/2015,6/19/2045,,,0.03,0.005,0.0075,7/26/2019,331.7857143,368.6507937,33.3511,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3982.224857,0.04,0.005,0.01,non-performing,170,3
100727521,Branch,11/4/2013,UK,Resi,Mortage,Loan,Linear,5/7/2045,6/20/2045,GBP,140000,122957.1429,22.00285714,122979.1457,0.0375,fixed,,,,fixed,,6/24/2015,6/20/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.74478643,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,90,3
100727520,Branch,11/5/2013,UK,Resi,Mortage,Loan,Linear,5/7/2045,6/21/2045,GBP,140000,113528.5714,21.44428571,113550.0157,0.04,mixed,5 years fixed then variable,,,fixed,,6/25/2015,6/21/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,28.38750393,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,non-performing,91,3
100727519,Branch,11/6/2013,UK,Resi,Mortage,Loan,Linear,5/8/2045,6/22/2045,GBP,140000,120400,20.88571429,120420.8857,0.04,variable,,LIBOR,3,fixed,LIBOR,6/26/2015,6/22/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,30.10522143,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,95,3
100727518,Branch,11/7/2013,UK,Resi,Mortage,Loan,Linear,5/8/2045,6/23/2045,GBP,145000,113592.8571,298.9285714,113891.7857,0.04,fixed,,,,fixed,,6/27/2015,6/23/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.47294643,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,97,3
100727517,Branch,11/8/2013,UK,Resi,Mortage,Loan,Linear,5/8/2045,6/24/2045,GBP,145000,110471.4286,313.9714286,110785.4,0.04,fixed,,,,fixed,,6/28/2015,6/24/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.69635,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,93,3
100727516,Branch,11/9/2013,UK,Resi,Mortage,Loan,Linear,5/8/2045,6/19/2051,GBP,145000,142500,867,143367,0.04,mixed,5 years fixed then variable,,,fixed,,6/29/2015,6/19/2051,,,0.03,0.005,0.0075,7/26/2019,0,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,320,6
100727515,Branch,11/10/2013,UK,Resi,Mortage,Loan,Linear,5/9/2045,6/20/2050,GBP,145000,95000,500,95500,0.04,fixed,,,,fixed,,6/30/2015,6/20/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.875,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,90,3
100727514,Branch,11/11/2013,UK,Resi,Mortage,Loan,Linear,5/9/2045,4/11/2050,GBP,145000,76500,14.45,76514.45,0.0375,fixed,,,,fixed,,4/21/2015,4/11/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,19.1286125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,91,3
100727513,Branch,11/12/2013,UK,Resi,Mortage,Loan,Linear,5/9/2045,4/12/2050,GBP,145000,196000,1000,197000,0.04,fixed,,,,fixed,,4/22/2015,4/12/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,95,3
100727512,Branch,11/13/2013,UK,Resi,Mortage,Loan,Linear,5/9/2045,4/13/2050,GBP,145000,142500,750,143250,0.04,fixed,,,,fixed,,4/23/2015,4/13/2050,,,0.03,0.005,0.0075,7/23/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
