LOAN_IDENTIFIER,ORIGINATION_CHANNEL ,SELLER_NAME ,ORIGINAL_INTEREST_RATE ,ORIGINAL_UPB,ORIGINAL_LOAN_TERM ,ORIGINATION_DATE,FIRST_PAYMENT_DATE ,ORIGINAL_LOAN-TO-VALUE_(LTV) ,ORIGINAL_COMBINED_LOAN-TO-VALUE_(CLTV) ,NUMBER_OF_BORROWERS ,ORIGINAL_DEBT_TO_INCOME_RATIO,BORROWER_CREDIT_SCORE_AT_ORIGINATION ,FIRST_TIME_HOME_BUYER_INDICATOR ,LOAN_PURPOSE ,PROPERTY_TYPE,NUMBER_OF_UNITS,OCCUPANCY_TYPE,PROPERTY_STATE ,ZIP_CODE_SHORT,PRIMARY_MORTGAGE_INSURANCE_PERCENT ,PRODUCT_TYPE,CO-BORROWER_CREDIT_SCORE_AT_ORIGINATION ,MORTGAGE_INSURANCE_TYPE,RELOCATION_MORTGAGE_INDICATOR
101112013936,B,OTHER,4.875,401000,360,03/2017,05/2017,95,95,2,36,759,Y,P,SF,1,P,CA,925,30,FRM,738,2,N
101112071939,R,OTHER,4.375,361000,360,05/2017,07/2017,80,95,2,40,779,N,P,PU,1,P,CO,805,,FRM,805,,N
101113959166,R,"WELLS FARGO BANK, N.A.",4.5,330000,360,03/2017,05/2017,95,95,2,29,722,Y,P,PU,1,P,MD,211,30,FRM,727,2,N
101115347307,R,OTHER,4.25,201000,360,03/2017,05/2017,95,95,2,42,742,Y,P,PU,1,P,MO,641,30,FRM,702,1,N
101117557502,C,OTHER,5,174000,360,03/2017,05/2017,80,80,2,47,788,N,P,PU,1,I,TX,762,,FRM,774,,N
101118707846,R,OTHER,3.625,253000,360,09/2016,11/2016,95,95,1,41,808,N,P,SF,1,P,FL,321,30,FRM,,1,N
101118937997,C,OTHER,4.5,106000,360,04/2017,06/2017,80,80,1,19,727,N,P,SF,1,P,MI,484,,FRM,,,N
101121126373,B,"CALIBER HOME LOANS, INC.",4.125,250000,360,05/2017,07/2017,41,41,1,44,725,N,C,SF,1,P,CA,921,,FRM,,,N
101121749268,R,OTHER,4.625,112000,360,03/2017,05/2017,75,75,1,36,752,N,C,CO,1,P,FL,331,,FRM,,,N
101122435643,C,PENNYMAC CORP.,4.5,126000,360,03/2017,05/2017,75,75,1,34,794,N,P,CO,1,I,MO,631,,FRM,,,N
101124490979,R,QUICKEN LOANS INC.,3.875,255000,180,03/2017,05/2017,54,54,1,39,651,N,C,SF,1,P,TX,770,,FRM,,,N
101128274130,R,QUICKEN LOANS INC.,4.18,390000,360,04/2017,06/2017,95,95,1,34,700,Y,P,PU,1,P,FL,325,30,FRM,,1,Y
101129005555,R,QUICKEN LOANS INC.,4.5,128000,360,03/2017,05/2017,79,79,1,44,734,N,C,SF,1,P,OR,974,,FRM,,,N
101131131762,B,OTHER,4.375,532000,360,05/2017,07/2017,63,63,1,44,726,N,C,SF,1,P,CA,910,,FRM,,,N
101133677797,R,OTHER,3.75,31000,120,02/2017,04/2017,13,13,2,38,784,N,R,SF,1,P,TX,758,,FRM,726,,N
101134743248,R,OTHER,4.125,140000,180,04/2017,06/2017,70,70,1,36,635,N,C,SF,1,P,TN,370,,FRM,,,N
101136673040,R,OTHER,4.375,200000,360,05/2017,07/2017,58,58,2,43,796,N,P,PU,1,S,CA,922,,FRM,785,,N
101137331046,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4,296000,360,04/2017,06/2017,64,64,1,34,754,N,P,PU,1,P,IL,601,,FRM,,,N
101138380271,R,OTHER,3.5,150000,180,05/2017,07/2017,72,72,1,42,713,N,C,SF,1,P,IN,474,,FRM,,,N
101138804537,R,OTHER,3.25,240000,180,05/2017,07/2017,76,76,1,44,794,N,P,SF,1,P,OH,436,,FRM,,,N
101141142989,R,"WELLS FARGO BANK, N.A.",4.125,138000,180,03/2017,05/2017,40,40,2,28,743,N,C,SF,1,P,ND,585,,FRM,679,,N
101141701178,C,PMTT4,4.375,194000,360,05/2017,07/2017,74,74,2,39,770,Y,P,SF,1,P,CA,960,,FRM,818,,N
101143722197,C,"WELLS FARGO BANK, N.A.",4.25,375000,360,04/2017,06/2017,75,75,1,49,811,Y,P,SF,2,P,NY,114,,FRM,,,N
101145256421,C,OTHER,4.75,320000,360,05/2017,07/2017,80,80,1,33,695,N,C,SF,1,P,TX,752,,FRM,,,N
101147674130,R,OTHER,4.625,196000,360,04/2017,06/2017,59,59,1,48,658,N,R,CO,1,P,CA,903,,FRM,,,N
101152556833,C,"FLAGSTAR BANK, FSB",3.25,357000,180,02/2017,04/2017,70,70,1,33,769,N,P,PU,1,P,TX,774,,FRM,,,N
101159258921,C,"WELLS FARGO BANK, N.A.",3.875,306000,360,04/2017,06/2017,84,84,2,47,799,Y,P,SF,1,P,TX,787,12,FRM,788,1,N
101160416821,R,OTHER,5.125,147000,360,04/2017,06/2017,70,70,1,29,733,N,C,SF,3,I,RI,28,,FRM,,,N
101160426938,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.25,295000,360,05/2017,07/2017,80,80,1,44,795,N,P,SF,1,P,IL,601,,FRM,,,N
101161599512,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.75,250000,360,01/2017,03/2017,75,75,1,35,755,N,P,SF,1,P,WA,981,,FRM,,,N
101161966720,R,OTHER,3.375,120000,180,04/2017,06/2017,64,64,2,33,782,N,P,MH,1,P,OR,974,,FRM,771,,N
101165300468,C,U.S. BANK N.A.,4.75,176000,360,04/2017,06/2017,93,103,2,39,675,Y,P,PU,1,P,AZ,853,16,FRM,648,1,N
101166229946,R,"MOVEMENT MORTGAGE, LLC",3.375,208000,180,05/2017,07/2017,80,80,1,45,809,N,P,CO,1,P,TN,372,,FRM,,,N
101166394694,R,"WELLS FARGO BANK, N.A.",4.375,186000,360,03/2017,05/2017,65,65,1,34,723,N,P,SF,1,P,NE,680,,FRM,,,N
101168878510,B,OTHER,4.25,531000,180,05/2017,07/2017,90,90,1,39,716,N,P,SF,1,P,MA,21,12,FRM,,1,N
101171522119,C,"WELLS FARGO BANK, N.A.",3.75,352000,360,05/2017,07/2017,95,95,1,35,791,N,P,SF,1,P,VA,201,30,FRM,,1,N
101171781349,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.25,354000,300,06/2017,08/2017,69,69,2,45,703,N,R,SF,1,P,CA,913,,FRM,709,,N
101174280365,R,OTHER,3.5,424000,180,04/2017,06/2017,26,26,2,37,769,N,R,SF,1,P,CA,913,,FRM,762,,N
101174541449,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,365000,360,04/2017,06/2017,74,74,1,49,785,N,P,PU,1,P,GA,301,,FRM,,,N
101175471277,R,OTHER,4.625,330000,360,04/2017,06/2017,80,80,2,24,789,N,C,PU,1,P,WA,980,,FRM,803,,N
101177248480,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,140000,360,01/2017,03/2017,63,63,1,29,813,N,P,PU,1,P,TN,371,,FRM,,,N
101182160309,C,"FLAGSTAR BANK, FSB",3.25,330000,180,04/2017,06/2017,69,69,2,37,790,N,C,SF,1,P,CA,917,,FRM,778,,N
101188298552,R,OTHER,5,50000,120,06/2017,08/2017,35,35,1,26,751,N,C,SF,1,I,AZ,850,,FRM,,,N
101191170628,R,OTHER,4.175,91000,360,04/2017,06/2017,95,95,1,22,734,Y,P,SF,1,P,IL,627,30,FRM,,1,N
101193241726,C,SUNTRUST BANK,4,86000,360,03/2017,05/2017,36,36,1,43,774,N,P,PU,1,P,PA,170,,FRM,,,N
101199466172,R,OTHER,4,140000,180,05/2017,07/2017,75,75,2,44,761,N,C,SF,2,P,MA,10,,FRM,702,,N
101199943095,C,"WELLS FARGO BANK, N.A.",4.375,200000,360,05/2017,07/2017,69,69,1,48,787,N,P,CO,1,P,CA,921,,FRM,,,N
101202987888,C,"NATIONSTAR MORTGAGE, LLC",4.125,424000,360,05/2017,07/2017,80,80,2,49,743,N,P,SF,1,P,IL,600,,FRM,791,,N
101205462314,R,"WELLS FARGO BANK, N.A.",4.5,55000,360,04/2017,06/2017,65,65,1,24,709,Y,P,SF,1,P,AL,354,,FRM,,,N
101207445391,R,QUICKEN LOANS INC.,4.5,328000,240,02/2017,04/2017,80,80,2,36,778,N,C,SF,1,P,CA,923,,FRM,649,,N
101210313430,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.625,225000,300,12/2016,03/2017,62,62,1,25,801,N,R,CO,1,P,CO,801,,FRM,,,N
101214764932,R,OTHER,4.5,72000,180,06/2017,08/2017,70,70,1,36,620,N,C,SF,1,P,TX,779,,FRM,,,N
101215541361,C,OTHER,4.25,360000,360,01/2017,03/2017,80,80,2,45,698,N,P,SF,1,P,WA,980,,FRM,678,,N
101217920790,R,QUICKEN LOANS INC.,3.99,82000,180,04/2017,06/2017,70,70,1,38,772,N,R,SF,1,P,TX,770,,FRM,,,N
101218793483,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",5.125,137000,360,05/2017,07/2017,75,75,1,45,729,N,C,SF,1,I,GA,300,,FRM,,,N
101219785272,R,QUICKEN LOANS INC.,4.5,272000,240,03/2017,05/2017,80,80,1,41,694,N,C,PU,1,P,NJ,86,,FRM,,,N
101220709488,R,OTHER,4.125,127000,360,05/2017,07/2017,75,75,1,38,757,N,P,CO,1,P,VA,201,,FRM,,,N
101220911595,C,"WELLS FARGO BANK, N.A.",4.25,248000,360,05/2017,07/2017,80,80,2,25,751,N,R,SF,1,P,CA,923,,FRM,754,,N
101224885890,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.375,108000,360,05/2017,07/2017,90,90,1,22,796,Y,P,SF,1,P,OR,970,25,FRM,,1,N
101226579209,C,"WELLS FARGO BANK, N.A.",3.375,120000,180,04/2017,06/2017,97,97,1,24,769,N,R,SF,1,P,IN,471,35,FRM,,1,N
101226655372,R,OTHER,4.875,83000,360,03/2017,05/2017,75,75,1,45,813,N,P,SF,2,I,TX,799,,FRM,,,N
101227918144,R,"CALIBER HOME LOANS, INC.",4.8,382000,360,04/2017,06/2017,80,80,2,48,747,N,P,CO,1,S,TX,752,,FRM,765,,N
101230049937,C,DITECH FINANCIAL LLC,4.49,224000,360,03/2017,05/2017,80,80,2,32,746,N,C,SF,1,P,MN,551,,FRM,746,,N
101232770604,R,OTHER,4.375,340000,360,03/2017,05/2017,66,66,2,30,731,N,P,PU,1,P,FL,349,,FRM,695,,N
101233308857,R,"LOANDEPOT.COM, LLC",4.75,213000,360,05/2017,07/2017,82,82,2,40,741,N,R,SF,1,P,LA,704,12,FRM,730,2,N
101233688036,R,OTHER,4.625,118000,360,05/2017,07/2017,97,97,1,34,794,Y,P,SF,1,P,TX,761,25,FRM,,1,N
101235668914,R,OTHER,4.25,257000,360,05/2017,07/2017,77,77,2,20,790,N,P,PU,1,P,TX,760,,FRM,812,,N
101240219158,R,"WELLS FARGO BANK, N.A.",5.625,223000,360,03/2017,05/2017,97,97,1,27,626,Y,P,PU,1,P,NC,282,25,FRM,,2,N
101240645934,R,QUICKEN LOANS INC.,4.625,159000,360,05/2017,07/2017,80,80,1,43,702,N,P,CO,1,P,NJ,87,,FRM,,,N
101243178729,R,OTHER,3.75,109000,180,05/2017,08/2017,68,68,1,18,752,N,C,PU,1,P,IN,474,,FRM,,,N
101243847177,C,"FLAGSTAR BANK, FSB",3.5,51000,180,05/2017,07/2017,70,70,2,29,795,N,C,SF,1,I,MO,631,,FRM,782,,N
101253590114,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.625,264000,360,02/2017,04/2017,54,54,1,13,815,N,P,PU,1,P,CO,801,,FRM,,,N
101254672383,C,"WELLS FARGO BANK, N.A.",4.25,100000,360,01/2017,03/2017,95,95,2,23,769,Y,P,SF,1,P,LA,705,30,FRM,781,1,N
101255253524,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.875,126000,360,03/2017,05/2017,97,97,2,43,675,Y,P,CO,1,P,IL,600,25,FRM,720,1,N
101257698478,R,QUICKEN LOANS INC.,4.18,372000,360,03/2017,05/2017,78,78,1,34,726,N,R,SF,1,P,PA,191,,FRM,,,N
101259777374,R,OTHER,4.875,156000,360,05/2017,07/2017,65,65,1,45,766,N,P,SF,1,I,CA,923,,FRM,,,N
101259945849,B,QUICKEN LOANS INC.,4.18,112000,360,05/2017,07/2017,79,79,1,22,764,Y,P,SF,1,P,PA,151,,FRM,,,N
101263388218,C,OTHER,4.5,99000,360,05/2017,07/2017,59,59,1,37,647,Y,P,PU,1,P,CA,960,,FRM,,,N
101268278199,R,GUILD MORTGAGE COMPANY,4.375,97000,360,06/2017,08/2017,64,99,2,34,710,Y,P,SF,1,P,UT,843,,FRM,737,,N
101270989653,R,OTHER,4.29,200000,360,04/2017,06/2017,75,75,2,17,812,N,C,PU,1,P,OH,441,,FRM,812,,N
101273528696,C,"WELLS FARGO BANK, N.A.",4,200000,360,04/2017,06/2017,45,45,1,48,685,N,P,SF,1,P,MO,641,,FRM,,,N
101273752618,C,"NATIONSTAR MORTGAGE, LLC",4.125,423000,360,04/2017,06/2017,90,90,2,22,758,Y,P,SF,1,P,NJ,70,25,FRM,802,1,N
101276946646,R,OTHER,4.375,170000,360,04/2017,06/2017,97,97,2,18,754,Y,P,SF,1,P,GA,312,35,FRM,702,1,N
101281823383,R,OTHER,4.375,413000,360,05/2017,07/2017,97,97,2,37,684,Y,P,PU,1,P,TX,770,35,FRM,692,1,N
101282065266,R,"MOVEMENT MORTGAGE, LLC",4.375,224000,360,05/2017,07/2017,80,80,1,26,774,N,P,PU,1,P,NC,281,,FRM,,,N
101291938681,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.5,152000,240,05/2017,07/2017,50,50,1,43,684,N,R,SF,1,P,AZ,852,,FRM,,,N
101295619624,R,OTHER,3.625,150000,180,03/2017,05/2017,75,75,2,23,668,Y,P,SF,1,P,AZ,856,,FRM,647,,N
101296250015,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.875,391000,240,03/2017,05/2017,74,74,2,29,797,N,C,SF,1,P,IL,606,,FRM,802,,N
101298016103,B,OTHER,3.375,205000,180,03/2017,05/2017,70,70,2,19,786,N,C,PU,1,P,TX,775,,FRM,791,,N
101303926867,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.75,272000,240,04/2017,06/2017,60,60,1,28,794,N,R,PU,1,P,FL,342,,FRM,,,N
101304545676,B,"CALIBER HOME LOANS, INC.",4.25,332000,360,06/2017,08/2017,40,40,1,45,679,N,R,SF,1,P,CA,945,,FRM,,,N
101305096515,R,OTHER,4,192000,360,04/2017,06/2017,80,80,1,22,777,Y,P,PU,1,P,AZ,857,,FRM,,,N
101306252588,R,"WELLS FARGO BANK, N.A.",4.5,237000,360,02/2017,04/2017,97,97,1,39,791,Y,P,CO,1,P,NY,112,25,FRM,,1,N
101308869929,C,OTHER,3.25,102000,180,05/2017,07/2017,42,42,1,27,823,N,R,SF,1,P,MN,564,,FRM,,,N
101312972384,R,OTHER,4.375,411000,360,03/2017,05/2017,50,50,2,33,746,N,P,CO,1,I,CA,945,,FRM,749,,N
101314333915,R,DITECH FINANCIAL LLC,4.625,45000,120,05/2017,07/2017,80,80,2,43,709,N,C,SF,1,P,AR,726,,FRM,709,,N
101316343550,R,"WELLS FARGO BANK, N.A.",4.5,142000,360,03/2017,05/2017,97,97,1,30,797,N,P,SF,1,P,NM,882,25,FRM,,1,N
101317479887,R,"LOANDEPOT.COM, LLC",4.75,200000,360,05/2017,07/2017,68,68,1,44,719,N,C,SF,1,I,FL,330,,FRM,,,N
101319889259,C,OTHER,4.125,181000,360,05/2017,07/2017,95,95,2,36,763,N,P,PU,1,P,OK,748,30,FRM,735,1,N
101324664173,C,OTHER,3.5,209000,180,03/2017,05/2017,76,76,2,23,775,N,R,PU,1,P,TX,786,,FRM,758,,N
101325015744,R,OTHER,3.375,236000,180,03/2017,05/2017,91,91,1,37,660,N,R,SF,1,P,VA,245,25,FRM,,1,N
101326002786,C,"FLAGSTAR BANK, FSB",4.25,181000,360,03/2017,05/2017,54,54,1,43,775,Y,P,SF,1,P,CA,925,,FRM,,,N
101327552748,C,PMTT4,4.125,417000,360,02/2017,04/2017,74,74,1,16,780,N,P,PU,1,P,NV,891,,FRM,,,N
101327679511,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.375,269000,360,04/2017,06/2017,93,93,1,40,721,Y,P,SF,1,P,TX,770,30,FRM,,1,N
101328469249,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.75,170000,360,04/2017,06/2017,95,95,1,19,789,Y,P,PU,1,P,AL,351,30,FRM,,2,N
101329053790,B,"LOANDEPOT.COM, LLC",5,275000,360,03/2017,05/2017,80,80,1,35,766,N,P,PU,1,I,FL,347,,FRM,,,N
101334147296,R,QUICKEN LOANS INC.,4.125,332000,360,06/2017,07/2017,80,80,1,45,668,Y,P,SF,1,P,CT,60,,FRM,,,N
101336382222,R,SUNTRUST BANK,4.125,124000,360,03/2017,05/2017,60,60,1,25,815,N,C,PU,1,P,TN,371,,FRM,,,N
101336505101,C,OTHER,4.75,68000,360,03/2017,05/2017,40,40,1,35,753,N,C,SF,1,P,AR,722,,FRM,,,N
101338091495,R,"WELLS FARGO BANK, N.A.",3.75,125000,180,04/2017,07/2017,59,59,2,40,682,N,C,SF,1,P,UT,840,,FRM,655,,N
101341573566,C,PENNYMAC CORP.,4.5,118000,360,04/2017,06/2017,75,75,1,43,695,N,P,PU,1,P,AZ,853,,FRM,,,N
101342258752,R,QUICKEN LOANS INC.,4.875,170000,360,05/2017,07/2017,88,88,1,37,801,N,R,SF,1,P,MN,554,25,FRM,,2,N
101343386841,B,"CALIBER HOME LOANS, INC.",4.45,231000,360,05/2017,07/2017,77,77,2,45,739,N,C,SF,1,P,CA,934,,FRM,796,,N
101344266170,C,U.S. BANK N.A.,4.5,169000,360,04/2017,06/2017,95,100,1,43,777,Y,P,PU,1,P,MD,209,16,FRM,,1,N
101344854425,C,U.S. BANK N.A.,5.5,65000,360,03/2017,05/2017,95,95,1,26,689,Y,P,SF,1,P,TX,751,16,FRM,,1,N
101347863431,C,"WELLS FARGO BANK, N.A.",5.375,175000,360,04/2017,06/2017,80,80,1,43,675,N,C,SF,1,P,NC,276,,FRM,,,N
101348277040,R,"WELLS FARGO BANK, N.A.",3,466000,180,12/2016,02/2017,95,95,1,38,766,N,P,SF,1,P,NY,115,25,FRM,,1,N
101348437024,C,PMTT4,4.125,275000,360,06/2017,08/2017,95,95,2,45,730,N,P,SF,1,P,VA,226,30,FRM,737,1,N
101350194784,R,OTHER,4,226000,360,06/2017,08/2017,60,60,2,45,709,N,P,SF,1,P,IL,601,,FRM,769,,N
101351120394,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.875,99000,360,03/2017,05/2017,95,95,1,39,719,N,P,SF,1,P,MN,563,25,FRM,,2,N
101351599909,R,"CITIMORTGAGE, INC.",4.375,502000,360,05/2017,07/2017,75,75,2,38,803,N,C,SF,2,P,NY,114,,FRM,812,,N
101351685868,R,QUICKEN LOANS INC.,3.99,150000,180,04/2017,06/2017,53,53,2,13,774,N,C,SF,1,P,PA,151,,FRM,762,,N
101352267787,R,GUILD MORTGAGE COMPANY,4.75,181000,360,03/2017,05/2017,57,57,1,29,720,N,R,PU,1,I,OR,970,,FRM,,,N
101358072684,C,U.S. BANK N.A.,4.75,169000,360,05/2017,07/2017,97,105,1,37,777,Y,P,PU,1,P,FL,322,18,FRM,,1,N
101358596771,B,OTHER,4.75,424000,360,05/2017,07/2017,67,67,1,33,636,N,P,PU,1,P,TX,774,,FRM,,,N
101363546999,R,OTHER,4.375,280000,360,04/2017,06/2017,80,80,2,24,759,N,P,SF,1,P,TX,750,,FRM,798,,N
101364498587,R,OTHER,4.375,252000,360,05/2017,07/2017,90,90,2,43,683,N,P,SF,1,S,CA,922,25,FRM,768,1,N
101364596210,C,"WELLS FARGO BANK, N.A.",3.5,290000,180,04/2017,06/2017,80,80,2,41,781,N,P,SF,1,P,IA,502,,FRM,761,,N
101368053067,C,PENNYMAC CORP.,4.5,64000,360,05/2017,07/2017,80,80,1,28,718,N,P,PU,1,P,NJ,87,,FRM,,,N
101368056950,B,OTHER,4.625,171000,360,03/2017,05/2017,80,80,2,29,707,N,C,SF,1,P,VA,233,,FRM,716,,N
101373005200,R,OTHER,4.25,240000,360,03/2017,05/2017,95,95,2,30,785,Y,P,SF,1,P,MI,495,30,FRM,673,1,N
101373083354,R,OTHER,4.875,100000,360,05/2017,07/2017,67,67,2,42,800,N,C,SF,1,I,NC,284,,FRM,732,,N
101373585054,R,QUICKEN LOANS INC.,3.99,375000,360,05/2017,07/2017,70,70,2,33,803,N,C,SF,1,P,NJ,85,,FRM,807,,N
101375601156,R,OTHER,4.25,348000,360,03/2017,05/2017,80,80,2,32,754,N,C,SF,1,P,NY,114,,FRM,715,,N
101375672251,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,230000,360,06/2017,08/2017,88,88,1,34,797,N,R,SF,1,P,CA,923,25,FRM,,1,N
101376213102,R,"CALIBER HOME LOANS, INC.",4.375,200000,360,04/2017,06/2017,73,73,2,38,717,N,P,PU,1,P,IN,461,,FRM,804,,N
101377899712,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,400000,360,06/2017,08/2017,80,80,2,17,762,N,P,PU,1,P,FL,327,,FRM,775,,N
101380089108,R,"NATIONSTAR MORTGAGE, LLC",5.25,162000,360,03/2017,05/2017,65,65,2,30,686,N,C,PU,1,P,ID,836,,FRM,648,,N
101382317761,R,OTHER,4.875,248000,360,04/2017,06/2017,75,75,2,24,803,N,P,SF,2,I,CO,805,,FRM,809,,N
101383812461,R,OTHER,4,188000,360,05/2017,07/2017,80,80,2,45,826,N,P,SF,1,S,CA,920,,FRM,801,,N
101386101076,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.5,260000,360,05/2017,06/2017,80,80,1,43,690,Y,P,SF,1,P,NJ,85,,FRM,,,N
101395107627,R,OTHER,4.25,424000,360,05/2017,07/2017,69,69,2,21,694,N,C,SF,1,P,CA,917,,FRM,740,,N
101395460775,R,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.49,60000,360,04/2017,06/2017,50,50,2,22,788,Y,P,SF,1,P,GA,306,,FRM,789,,N
101398042978,R,OTHER,5,116000,300,05/2017,07/2017,70,70,1,39,699,N,C,SF,1,P,CA,932,,FRM,,,N
101401551626,C,PMTT4,4.25,192000,360,04/2017,06/2017,80,80,2,32,802,N,C,SF,1,P,MT,596,,FRM,801,,N
101401569071,C,PMTT4,4.125,285000,360,05/2017,07/2017,95,95,1,32,767,N,P,SF,1,P,UT,841,30,FRM,,1,N
101405783860,C,"FLAGSTAR BANK, FSB",4.625,740000,360,02/2017,04/2017,70,70,2,49,673,N,P,SF,4,I,CA,926,,FRM,774,,N
101407503286,R,OTHER,4.125,370000,360,04/2017,06/2017,77,77,1,37,785,N,P,SF,1,P,RI,28,,FRM,,,N
101407908664,R,OTHER,4.375,406000,359,05/2017,07/2017,87,87,2,43,780,N,R,SF,1,P,SC,298,25,FRM,774,2,N
101408727805,C,"WELLS FARGO BANK, N.A.",4.25,324000,360,03/2017,05/2017,80,80,1,30,751,N,P,SF,1,P,CA,953,,FRM,,,N
101409021110,R,QUICKEN LOANS INC.,3.99,201000,360,04/2017,06/2017,60,60,1,46,740,N,C,SF,1,S,FL,339,,FRM,,,N
101409986325,R,OTHER,4.25,218000,360,04/2017,06/2017,84,84,2,35,765,N,R,SF,1,P,WI,547,12,FRM,725,1,N
101417810698,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.375,194000,360,05/2017,07/2017,95,95,2,41,759,N,P,PU,1,P,FL,327,30,FRM,708,1,N
101420142717,C,"WELLS FARGO BANK, N.A.",3.25,397000,180,03/2017,05/2017,66,66,1,43,720,N,R,SF,1,P,TX,786,,FRM,,,N
101420354126,R,OTHER,4.375,389000,360,04/2017,06/2017,80,80,1,28,791,N,R,SF,1,P,CA,920,,FRM,,,N
101422539551,C,OTHER,4,168000,360,06/2017,08/2017,80,80,2,38,720,N,P,SF,1,P,NE,680,,FRM,740,,N
101423812989,R,OTHER,4,378000,240,05/2017,07/2017,84,84,2,44,736,N,R,PU,1,P,KY,402,6,FRM,734,1,N
101427335621,R,OTHER,4.25,140000,360,06/2017,08/2017,80,80,1,19,809,N,P,SF,1,P,KY,402,,FRM,,,N
101429113992,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.625,277000,360,02/2017,04/2017,90,90,1,28,810,N,P,SF,1,P,AZ,860,25,FRM,,1,N
101430729629,C,U.S. BANK N.A.,4.75,233000,360,03/2017,05/2017,94,102,2,37,657,N,P,PU,1,P,AZ,853,16,FRM,649,1,N
101432593705,C,DITECH FINANCIAL LLC,4.25,383000,360,03/2017,05/2017,62,62,2,30,695,N,R,SF,1,P,IL,600,,FRM,702,,N
101433694388,R,OTHER,4.375,424000,360,06/2017,08/2017,62,62,1,38,747,N,C,SF,1,P,OR,972,,FRM,,,N
101434380531,R,OTHER,4.125,168000,360,05/2017,07/2017,95,95,2,31,781,N,P,PU,1,P,NE,680,30,FRM,760,1,N
101435672301,C,OTHER,4,190000,360,04/2017,06/2017,48,48,2,44,768,N,R,SF,1,P,WI,535,,FRM,784,,N
101437805695,R,OTHER,4.25,128000,360,04/2017,06/2017,95,95,1,39,680,N,P,SF,1,P,MN,553,25,FRM,,1,N
101439001176,C,PENNYMAC CORP.,4.125,108000,360,03/2017,05/2017,41,41,1,40,805,N,R,CO,1,P,CO,801,,FRM,,,N
101440006072,C,OTHER,4.625,388000,360,04/2017,06/2017,80,80,2,34,749,N,C,SF,1,P,NJ,88,,FRM,755,,N
101442393647,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,320000,360,03/2017,05/2017,55,55,1,20,766,N,R,PU,1,P,CO,806,,FRM,,,N
101445038965,C,PMTT4,4.25,208000,360,05/2017,07/2017,80,80,1,48,789,N,P,SF,1,S,HI,967,,FRM,,,N
101445296616,C,"NATIONSTAR MORTGAGE, LLC",4.5,45000,180,04/2017,06/2017,57,57,2,11,805,N,P,SF,1,I,OK,741,,FRM,795,,N
101445593995,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4,260000,360,06/2017,08/2017,80,80,1,31,794,Y,P,CO,1,P,CA,908,,FRM,,,N
101445944978,R,OTHER,5,99000,360,03/2017,05/2017,73,73,2,21,705,N,R,SF,1,P,MI,484,,FRM,702,,N
101446995479,R,OTHER,4.25,226000,360,06/2017,08/2017,95,95,1,35,696,N,P,PU,1,P,OK,731,30,FRM,,1,N
101447433867,C,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",5,344000,360,04/2017,05/2017,97,97,1,40,774,Y,P,CO,1,P,CA,900,35,FRM,,1,N
101448529697,C,"WELLS FARGO BANK, N.A.",3.99,347000,360,05/2017,07/2017,90,90,1,28,772,N,P,PU,1,P,WI,540,25,FRM,,1,N
