Principal Balance,UPB,Loan ID,Origination Channel,MARP Status,Origination Date,MARP Entry,Last Payment Amount,Origination Country,Asset Class,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Accrued Interest Balance (On book),Original Interest Rate,Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate,Current Rate Type,Current Rate Ref,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due,Covenant Waiver,MARP Applicable
116714.2857,116735.1714,ZLP27466,Broker,Not in MARP,8/18/2013,5/10/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,3/29/2045,4/3/2045,EUR,130000,20.88571429,0.04406803856,fixed,,,,fixed,,4/7/2015,4/3/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,93,3,1,0
113592.8571,114190.7143,ZLP27467,Branch,ARA,8/19/2013,5/11/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,3/30/2045,4/4/2045,EUR,125000,597.8571429,0.04417259918,fixed,,,,fixed,,4/8/2015,4/4/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,270,9,0,0
116308.9714,116890.4,ZLP27468,Branch,ARA,8/20/2013,5/12/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,3/31/2045,4/5/2045,EUR,200000,581.4285714,0.04427715981,fixed,,,,fixed,,4/9/2015,4/5/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,29.2226,8/30/2019,8/30/2019,monthly,monthly,969.047619,3489.269143,0.04,0.005,0.01,non-performing,90,3,0,0
142500,142875,ZLP27469,Web,ARA,8/21/2013,5/13/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/1/2045,4/6/2045,EUR,221666.6667,375,0.04438172043,mixed,5 years fixed then variable,,,fixed,,4/10/2015,4/6/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3,0,0
90000,90270,ZLP27470,Broker,Not in MARP,8/22/2013,5/14/2014,277.7777778,Ireland,CRE,Mortage,Loan,Linear,4/2/2045,4/7/2045,EUR,256666.6667,270,0.04448628105,fixed,,,,fixed,,4/11/2015,4/7/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,22.5675,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,95,3,0,0
83300,83791.3,ZLP27471,Branch,Not in MARP,8/23/2013,5/15/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,4/3/2045,4/2/2051,EUR,291666.6667,491.3,0.04459084168,fixed,,,,fixed,,4/12/2015,4/2/2051,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.947825,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,97,3,0,1
190000,191000,ZLP27472,Web,Not in MARP,8/24/2013,5/16/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/4/2045,4/3/2050,EUR,326666.6667,1000,0.0446954023,fixed,,,,fixed,,4/13/2015,4/3/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3,1,0
142500,142905,ZLP27473,Broker,Not in MARP,8/25/2013,5/17/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/5/2045,4/4/2050,EUR,361666.6667,405,0.04479996292,mixed,5 years fixed then variable,,,fixed,,4/14/2015,4/4/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,200,9,0,0
129200,129986.08,ZLP27474,Branch,Not in MARP,8/26/2013,5/18/2014,468.9655172,Ireland,Resi,Mortage,Loan,Linear,4/6/2045,4/5/2050,EUR,396666.6667,786.08,0.04490452354,fixed,,,,fixed,,4/15/2015,4/5/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3,0,0
148516.6667,149298.3333,ZLP27475,Branch,Not in MARP,8/27/2013,5/19/2014,0,Ireland,CRE,Mortage,Loan,Linear,4/7/2045,4/6/2050,EUR,431666.6667,781.6666667,0.04,fixed,,,,fixed,,4/16/2015,4/6/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,37.32458333,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,non-performing,400,9,0,0
145714.2857,145741.8095,ZLP27476,Web,Not in MARP,8/28/2013,5/20/2014,449.7354497,Ireland,Resi,Mortage,Loan,Linear,4/8/2045,4/7/2050,EUR,132714.2857,27.52380952,0.035,fixed,,,,fixed,,4/17/2015,4/7/2050,,,0.03,0.005,0.0075,7/23/2019,449.7354497,36.43545238,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,95,3,0,0
164126.6667,164155.1376,ZLP27477,Broker,Not in MARP,8/29/2013,5/21/2014,465.2116402,Ireland,Resi,Mortage,Loan,Linear,4/9/2045,4/7/2053,EUR,129428.5714,28.47095238,0.04,fixed,,,,fixed,,4/18/2015,4/7/2053,,,0.03,0.005,0.0075,7/26/2019,465.2116402,41.0387844,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,non-performing,97,3,0,1
164395.2381,164424.6562,ZLP27478,Branch,Not in MARP,8/30/2013,5/22/2014,480.6878307,Ireland,Resi,Mortage,Loan,Linear,4/10/2045,4/15/2045,EUR,126142.8571,29.41809524,0.04,fixed,,,,fixed,,4/19/2015,4/15/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3,1,0
160757.1429,161203.6905,ZLP27479,Web,Not in MARP,8/31/2013,5/23/2014,496.1640212,Ireland,Resi,Mortage,Loan,Linear,4/11/2045,4/16/2045,EUR,122857.1429,446.547619,0.04,fixed,,,,fixed,,4/20/2015,4/16/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,40.30092262,8/30/2019,8/30/2019,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,20,3,0,0
180506.6667,181003.981,ZLP27480,Broker,Not in MARP,9/1/2013,5/24/2014,511.6402116,Ireland,Resi,Mortage,Loan,Linear,4/12/2045,4/17/2045,EUR,119571.4286,497.3142857,0.0375,fixed,,,,fixed,,4/21/2015,4/17/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,45.25099524,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,non-performing,90,3,0,0
180273.8095,181370.6333,ZLP27481,Branch,Not in MARP,9/2/2013,5/25/2014,527.1164021,Ireland,Resi,Mortage,Loan,Linear,4/13/2045,4/18/2045,EUR,116285.7143,1096.82381,0.04,fixed,,,,fixed,,4/22/2015,4/18/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,45.34265833,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,non-performing,92,3,0,0
185566.6667,186543.3333,ZLP27482,Branch,Not in MARP,9/3/2013,5/26/2014,542.5925926,Ireland,Resi,Mortage,Loan,Linear,4/14/2045,4/19/2045,EUR,132714.2857,976.6666667,0.04,fixed,,,,fixed,,4/23/2015,4/19/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,46.63583333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,180,6,0,0
200040,200074,ZLP27483,Web,Not in MARP,9/4/2013,5/27/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/15/2045,4/20/2045,EUR,129428.5714,34,0.04,fixed,,,,fixed,,4/24/2015,4/20/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,50.0185,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,170,6,0,0
142500,143250,ZLP27484,Broker,ARA,9/5/2013,5/28/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/16/2045,4/15/2051,EUR,126142.8571,750,0.04,fixed,,,,fixed,,4/25/2015,4/15/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,213,6,0,0
90000,90500,ZLP27485,Branch,Exited MARP,9/6/2013,5/29/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,4/17/2045,4/16/2050,EUR,122857.1429,500,0.04,fixed,,,,fixed,,4/26/2015,4/16/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,22.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,200,3,0,0
83300,83512.5,ZLP27486,Web,Not in MARP,9/7/2013,5/30/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,4/18/2045,4/17/2050,EUR,119571.4286,212.5,0.04,fixed,,,,fixed,,4/27/2015,4/17/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.878125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,90,3,0,0
190000,190540,ZLP27487,Broker,ARA,9/8/2013,5/31/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/19/2045,4/18/2050,EUR,116285.7143,540,0.0375,mixed,5 years fixed then variable,,,fixed,,4/28/2015,4/18/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.635,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3,0,0
142500,143367,ZLP27488,Branch,ARA,9/9/2013,6/1/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/20/2045,4/19/2050,EUR,132714.2857,867,0.04,variable,,LIBOR,3,fixed,LIBOR,4/29/2015,4/19/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,90,3,0,0
129200,129880,ZLP27489,Branch,ARA,9/10/2013,6/2/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,4/21/2045,4/20/2050,EUR,129428.5714,680,0.04,fixed,,,,fixed,,4/30/2015,4/20/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,91,3,0,0
126078.5714,126436.9,ZLP27490,Web,Not in MARP,9/11/2013,6/3/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,4/22/2045,4/20/2053,EUR,126142.8571,358.3285714,0.04,fixed,,,,fixed,,5/1/2015,4/20/2053,,,0.03,0.005,0.0075,7/26/2019,368.6507937,31.609225,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,95,3,0,0
116485.7143,117233.8114,ZLP27491,Broker,Not in MARP,9/12/2013,6/4/2014,359.5238095,Ireland,CRE,Mortage,Loan,Linear,4/23/2045,4/28/2045,EUR,122857.1429,748.0971429,0.035,mixed,5 years fixed then variable,,,fixed,,5/2/2015,4/28/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,29.30845286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,97,3,0,0
123620,124250.7143,ZLP27492,Branch,Not in MARP,9/13/2013,6/5/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,4/24/2045,4/29/2045,EUR,119571.4286,630.7142857,0.04,fixed,,,,fixed,,5/3/2015,4/29/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,31.06267857,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,93,3,0,0
116714.2857,116735.1714,ZLP27493,Web,Not in MARP,9/14/2013,6/6/2014,0,Ireland,Resi,Mortage,Loan,Linear,4/25/2045,4/30/2045,EUR,116285.7143,20.88571429,0.04,fixed,,,,fixed,,5/4/2015,4/30/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,360,9,0,1
107614.2857,107634.6129,ZLP27494,Broker,Not in MARP,9/15/2013,6/7/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,4/26/2045,5/1/2045,EUR,132714.2857,20.32714286,0.04,fixed,,,,fixed,,5/5/2015,5/1/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,26.90865321,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,90,3,1,0
113960,113979.7686,ZLP27495,Branch,Not in MARP,9/16/2013,6/8/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,4/27/2045,5/2/2045,EUR,129428.5714,19.76857143,0.04,fixed,,,,fixed,,5/6/2015,5/2/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,28.49494214,8/30/2019,8/30/2019,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,91,3,0,0
190000,190500,ZLP27496,Branch,Not in MARP,9/17/2013,6/9/2014,555.5555556,Ireland,CRE,Mortage,Loan,Linear,4/28/2045,5/3/2045,EUR,126142.8571,500,0.04,fixed,,,,fixed,,5/7/2015,5/3/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.625,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,95,3,0,0
142500,142905,ZLP27497,Web,Not in MARP,9/18/2013,6/10/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/29/2045,4/28/2051,EUR,122857.1429,405,0.04,fixed,,,,fixed,,5/8/2015,4/28/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3,0,0
100020,100598,ZLP27498,Broker,Not in MARP,9/19/2013,6/11/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,4/30/2045,4/29/2050,EUR,119571.4286,578,0.04,mixed,5 years fixed then variable,,,fixed,,5/9/2015,4/29/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,25.1495,8/30/2019,8/30/2019,monthly,monthly,833.3333333,3000.6,0.04,0.005,0.01,non-performing,93,3,0,0
80750,81175,ZLP27499,Branch,Not in MARP,9/20/2013,6/12/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/1/2045,4/30/2050,EUR,116285.7143,425,0.04,fixed,,,,fixed,,5/10/2015,4/30/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.29375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,90,3,0,1
180000,180034,ZLP27500,Web,Not in MARP,9/21/2013,6/13/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/2/2045,5/1/2050,EUR,119571.4286,34,0.04,fixed,,,,fixed,,5/11/2015,5/1/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,45.0085,8/30/2019,8/30/2019,monthly,monthly,3333.333333,10800,0.04,0.005,0.01,non-performing,92,3,1,0
147000,147750,ZLP27501,Broker,Not in MARP,9/22/2013,6/14/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/3/2045,5/2/2050,EUR,116285.7143,750,0.04,fixed,,,,fixed,,5/12/2015,5/2/2050,,,0.03,0.005,0.0075,7/23/2019,416.6666667,36.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8820,0.04,0.005,0.01,non-performing,180,6,0,0
129200,129880,ZLP27502,Branch,Not in MARP,9/23/2013,6/15/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,5/4/2045,5/3/2050,EUR,200000,680,0.04,mixed,5 years fixed then variable,,,fixed,,5/13/2015,5/3/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7752,0.04,0.005,0.01,non-performing,90,3,0,0
126078.5714,126410.3571,ZLP27503,Branch,Not in MARP,9/24/2013,6/16/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,5/5/2045,5/3/2053,EUR,200000,331.7857143,0.04,fixed,,,,fixed,,5/14/2015,5/3/2053,,,0.03,0.005,0.0075,7/26/2019,368.6507937,31.60258929,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,91,3,0,0
122957.1429,123306.6,ZLP27504,Web,ARA,9/25/2013,6/17/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,5/6/2045,5/11/2045,EUR,150000,349.4571429,0.05,fixed,,,,fixed,,5/15/2015,5/11/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,30.82665,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,95,3,0,0
119835.7143,120564.82,ZLP27505,Broker,Exited MARP,9/26/2013,6/18/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,5/7/2045,5/12/2045,EUR,200000,729.1057143,0.04145402299,fixed,,,,fixed,,5/16/2015,5/12/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,30.141205,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,97,3,0,1
110571.4286,111185.7143,ZLP27506,Branch,Not in MARP,9/27/2013,6/19/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,5/8/2045,5/13/2045,EUR,175000,614.2857143,0.04155858361,fixed,,,,fixed,,5/17/2015,5/13/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,27.79642857,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3317.142857,0.04,0.005,0.01,non-performing,93,3,1,0
117180,117502.8429,ZLP27507,Web,ARA,9/28/2013,6/20/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,5/9/2045,5/14/2045,EUR,170000,322.8428571,0.04166314423,fixed,,,,fixed,,5/18/2015,5/14/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,29.37571071,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3515.4,0.04,0.005,0.01,non-performing,270,6,0,0
110471.4286,111143.56,ZLP27508,Broker,ARA,9/29/2013,6/21/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,5/10/2045,5/15/2045,EUR,165000,672.1314286,0.04176770486,fixed,,,,fixed,,5/19/2015,5/15/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.78589,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,90,3,0,0
135000,135750,ZLP27509,Branch,ARA,9/30/2013,6/22/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/11/2045,5/16/2045,EUR,160000,750,0.04187226548,fixed,,,,fixed,,5/20/2015,5/16/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8100,0.04,0.005,0.01,non-performing,91,3,0,0
98000,98017,ZLP27510,Branch,Not in MARP,10/1/2013,6/23/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,5/12/2045,5/11/2051,EUR,155000,17,0.0419768261,fixed,,,,fixed,,5/21/2015,5/11/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,24.50425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,95,3,0,0
80750,80764.45,ZLP27511,Web,Not in MARP,10/2/2013,6/24/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/13/2045,5/12/2050,EUR,150000,14.45,0.04208138673,fixed,,,,fixed,,5/22/2015,5/12/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,97,3,0,0
190000,190034,ZLP27512,Broker,Not in MARP,10/3/2013,6/25/2014,555.5555556,Ireland,CRE,Mortage,Loan,Linear,5/14/2045,5/13/2050,EUR,145000,34,0.04218594735,fixed,,,,fixed,,5/23/2015,5/13/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3,0,0
150030,150405,ZLP27513,Branch,Not in MARP,10/4/2013,6/26/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/15/2045,5/14/2050,EUR,140000,375,0.04229050797,fixed,,,,fixed,,5/24/2015,5/14/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,37.60125,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,75,6,0,0
129200,129567.2,ZLP27514,Web,Not in MARP,10/5/2013,6/27/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,5/16/2045,5/15/2050,EUR,135000,367.2,0.04239506859,fixed,,,,fixed,,5/25/2015,5/15/2050,,,0.03,0.005,0.0075,7/22/2019,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3,0,0
140700,141603.6067,ZLP27515,Broker,Not in MARP,10/6/2013,6/28/2014,434.2592593,Ireland,Resi,Mortage,Loan,Linear,5/17/2045,5/16/2050,EUR,130000,903.6066667,0.04249962922,fixed,,,,fixed,,5/26/2015,5/16/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,35.40090167,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,91,3,0,0
158666.6667,159476.1905,ZLP27516,Branch,Not in MARP,10/7/2013,6/29/2014,449.7354497,Ireland,Resi,Mortage,Loan,Linear,5/18/2045,5/16/2053,EUR,125000,809.5238095,0.04260418984,mixed,5 years fixed then variable,,,fixed,,5/27/2015,5/16/2053,,,0.03,0.005,0.0075,7/26/2019,449.7354497,39.86904762,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,95,3,0,0
159102.381,159130.8519,ZLP27517,Branch,Not in MARP,10/8/2013,6/30/2014,465.2116402,Ireland,CRE,Mortage,Loan,Linear,5/19/2045,5/24/2045,EUR,200000,28.47095238,0.04270875046,variable,,LIBOR,3,fixed,LIBOR,5/28/2015,5/24/2045,,,0.03,0.005,0.0075,7/26/2019,465.2116402,39.78271298,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,97,3,0,0
164395.2381,165260.4762,ZLP27518,Web,Not in MARP,10/9/2013,7/1/2014,480.6878307,Ireland,Resi,Mortage,Loan,Linear,5/20/2045,5/25/2045,EUR,200000,865.2380952,0.04281331109,fixed,,,,fixed,,5/29/2015,5/25/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,41.31511905,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3,0,0
169688.0952,170581.1905,ZLP27519,Broker,Not in MARP,10/10/2013,7/2/2014,496.1640212,Ireland,Resi,Mortage,Loan,Linear,5/21/2045,5/26/2045,EUR,150000,893.0952381,0.04291787171,fixed,,,,fixed,,5/30/2015,5/26/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,42.64529762,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,170,6,0,0
174980.9524,175441.4286,ZLP27520,Branch,Not in MARP,10/11/2013,7/3/2014,511.6402116,Ireland,Resi,Mortage,Loan,Linear,5/22/2045,5/27/2045,EUR,200000,460.4761905,0.04302243233,mixed,5 years fixed then variable,,,fixed,,5/31/2015,5/27/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,43.86035714,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,90,3,0,0
170785.7143,171298.0714,ZLP27521,Web,Not in MARP,10/12/2013,7/4/2014,527.1164021,Ireland,Resi,Mortage,Loan,Linear,5/23/2045,5/28/2045,EUR,175000,512.3571429,0.04312699296,fixed,,,,fixed,,6/1/2015,5/28/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,42.82451786,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,91,3,0,1
191426.6667,192555.6933,ZLP27522,Broker,Not in MARP,10/13/2013,7/5/2014,0,Ireland,Resi,Mortage,Loan,Linear,5/24/2045,5/29/2045,EUR,170000,1129.026667,0.04323155358,fixed,,,,fixed,,6/2/2015,5/29/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,48.13892333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,95,3,1,0
190000,191000,ZLP27523,Branch,Not in MARP,10/14/2013,7/6/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/25/2045,5/24/2051,EUR,165000,1000,0.0433361142,fixed,,,,fixed,,6/3/2015,5/24/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3,0,0
135000,135405,ZLP27524,Branch,ARA,10/15/2013,7/7/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/26/2045,5/25/2050,EUR,160000,405,0.04344067482,fixed,,,,fixed,,6/4/2015,5/25/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.85125,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3,0,0
98000,98578,ZLP27525,Web,Exited MARP,10/16/2013,7/8/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,5/27/2045,5/26/2050,EUR,155000,578,0.04354523545,fixed,,,,fixed,,6/5/2015,5/26/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,24.6445,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,90,3,0,0
80750,81175,ZLP27526,Broker,Not in MARP,10/17/2013,7/9/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/28/2045,5/27/2050,EUR,150000,425,0.04364979607,fixed,,,,fixed,,6/6/2015,5/27/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.29375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,92,3,0,0
190000,190034,ZLP27527,Branch,ARA,10/18/2013,7/10/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/29/2045,5/28/2050,EUR,145000,34,0.04375435669,mixed,5 years fixed then variable,,,fixed,,6/7/2015,5/28/2050,,,0.03,0.005,0.0075,7/23/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3,0,1
