Loan ID,Origination Channel,Origination Date,Origination Country,Asset Class,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Principal Balance,Accrued Interest Balance (On book),UPB,Original Interest Rate,Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate,Current Rate Type,Current Rate Ref,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Last Payment Amount,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due
100727486,Branch,9/7/2013,USA,Resi,Mortage,Loan,Linear,4/18/2045,4/17/2050,USD,132714.2857,110471.4286,212.5,123641.4443,0.04,fixed,,,,fixed,,4/27/2015,4/17/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.878125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,90,3
100727487,Branch,9/8/2013,USA,Resi,Mortage,Loan,Linear,4/19/2045,4/18/2050,USD,132714.2857,142500,540,123705.24,0.0375,mixed,5 years fixed then variable,,,fixed,,4/28/2015,4/18/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.635,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
100727488,Branch,9/9/2013,USA,Resi,Mortage,Loan,Linear,4/20/2045,4/19/2050,USD,132714.2857,113592.8571,867,124250.7143,0.04,variable,,LIBOR,3,fixed,LIBOR,4/29/2015,4/19/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,90,3
100727489,Branch,9/10/2013,USA,Resi,Mortage,Loan,Linear,4/21/2045,4/20/2050,USD,132714.2857,142500,680,124250.7143,0.04,fixed,,,,fixed,,4/30/2015,4/20/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,91,3
100727490,Branch,9/11/2013,USA,Resi,Mortage,Loan,Linear,4/22/2045,4/20/2053,USD,132714.2857,160757.1429,358.3285714,124250.7143,0.04,fixed,,,,fixed,,5/1/2015,4/20/2053,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.609225,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,95,3
100727491,Branch,9/12/2013,USA,CRE,Mortage,Loan,Linear,4/23/2045,4/28/2045,USD,132714.2857,90000,748.0971429,124349.1057,0.035,mixed,5 years fixed then variable,,,fixed,,5/2/2015,4/28/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,29.30845286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,97,3
100727492,Branch,9/13/2013,USA,Resi,Mortage,Loan,Linear,4/24/2045,4/29/2045,USD,132714.2857,119835.7143,630.7142857,126101.1329,0.04,fixed,,,,fixed,,5/3/2015,4/29/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,31.06267857,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,93,3
100727493,Branch,9/14/2013,USA,Resi,Mortage,Loan,Linear,4/25/2045,4/30/2045,USD,132714.2857,95000,20.88571429,126410.3571,0.04,fixed,,,,fixed,,5/4/2015,4/30/2045,,,0.03,0.005,0.0075,7/26/2019,0,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,360,9
100727494,Branch,9/15/2013,USA,Resi,Mortage,Loan,Linear,4/26/2045,5/1/2045,USD,132714.2857,122957.1429,20.32714286,126436.9,0.04,fixed,,,,fixed,,5/5/2015,5/1/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,26.90865321,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,90,3
100727495,Branch,9/16/2013,USA,Resi,Mortage,Loan,Linear,4/27/2045,5/2/2045,USD,132714.2857,95000,19.76857143,126436.9,0.04,fixed,,,,fixed,,5/6/2015,5/2/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,28.49494214,8/30/2019,8/30/2019,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,91,3
100727496,Branch,9/17/2013,USA,CRE,Mortage,Loan,Linear,4/28/2045,5/3/2045,USD,132714.2857,145714.2857,500,126436.9,0.04,fixed,,,,fixed,,5/7/2015,5/3/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.625,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,95,3
100727497,Branch,9/18/2013,USA,Resi,Mortage,Loan,Linear,4/29/2045,4/28/2051,USD,132714.2857,185566.6667,405,126742.1429,0.04,fixed,,,,fixed,,5/8/2015,4/28/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
100727498,Branch,9/19/2013,USA,Resi,Mortage,Loan,Linear,4/30/2045,4/29/2050,USD,132714.2857,142500,578,126742.1429,0.04,mixed,5 years fixed then variable,,,fixed,,5/9/2015,4/29/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,25.1495,8/30/2019,8/30/2019,monthly,monthly,833.3333333,3000.6,0.04,0.005,0.01,non-performing,93,3
100727499,Branch,9/20/2013,USA,Resi,Mortage,Loan,Linear,5/1/2045,4/30/2050,USD,132714.2857,107614.2857,425,126742.1429,0.04,fixed,,,,fixed,,5/10/2015,4/30/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.29375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,90,3
100727500,Branch,9/21/2013,USA,Resi,Mortage,Loan,Linear,5/2/2045,5/1/2050,USD,132714.2857,132740.8286,34,126742.1429,0.04,fixed,,,,fixed,,5/11/2015,5/1/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,45.0085,8/30/2019,8/30/2019,monthly,monthly,3333.333333,10800,0.04,0.005,0.01,non-performing,92,3
100727501,Branch,9/22/2013,USA,Resi,Mortage,Loan,Linear,5/3/2045,5/2/2050,USD,132714.2857,130060,750,126845.66,0.04,fixed,,,,fixed,,5/12/2015,5/2/2050,,,0.03,0.005,0.0075,7/23/2019,416.6666667,416.6666667,36.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8820,0.04,0.005,0.01,non-performing,180,6
100727502,Branch,9/23/2013,USA,Resi,Mortage,Loan,Linear,5/4/2045,5/3/2050,USD,132714.2857,126078.5714,680,126845.66,0.04,mixed,5 years fixed then variable,,,fixed,,5/13/2015,5/3/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7752,0.04,0.005,0.01,non-performing,90,3
100727503,Branch,9/24/2013,USA,Resi,Mortage,Loan,Linear,5/5/2045,5/3/2053,USD,132714.2857,126078.5714,331.7857143,126845.66,0.04,fixed,,,,fixed,,5/14/2015,5/3/2053,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.60258929,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,91,3
100727504,Branch,9/25/2013,USA,Resi,Mortage,Loan,Linear,5/6/2045,5/11/2045,USD,132714.2857,126078.5714,349.4571429,127163.5714,0.05,fixed,,,,fixed,,5/15/2015,5/11/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.82665,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,95,3
100727505,Branch,9/26/2013,USA,Resi,Mortage,Loan,Linear,5/7/2045,5/12/2045,USD,132714.2857,119442.8571,729.1057143,127163.5714,0.04145402299,fixed,,,,fixed,,5/16/2015,5/12/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.141205,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,97,3
100727506,Branch,9/27/2013,USA,Resi,Mortage,Loan,Linear,5/8/2045,5/13/2045,USD,132714.2857,132740.8286,614.2857143,127189.4571,0.04155858361,fixed,,,,fixed,,5/17/2015,5/13/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,27.79642857,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3317.142857,0.04,0.005,0.01,non-performing,93,3
100727507,Branch,9/28/2013,USA,Resi,Mortage,Loan,Linear,5/9/2045,5/14/2045,USD,132714.2857,130060,322.8428571,127487.1429,0.04166314423,fixed,,,,fixed,,5/18/2015,5/14/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,29.37571071,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3515.4,0.04,0.005,0.01,non-performing,270,6
100727508,Branch,9/29/2013,USA,Resi,Mortage,Loan,Linear,5/10/2045,5/15/2045,USD,132714.2857,126078.5714,672.1314286,127588.0971,0.04176770486,fixed,,,,fixed,,5/19/2015,5/15/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.78589,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,90,3
100727509,Branch,9/30/2013,USA,Resi,Mortage,Loan,Linear,5/11/2045,5/16/2045,USD,132714.2857,126078.5714,750,129223.12,0.04187226548,fixed,,,,fixed,,5/20/2015,5/16/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8100,0.04,0.005,0.01,non-performing,91,3
100727510,Branch,10/1/2013,USA,Resi,Mortage,Loan,Linear,5/12/2045,5/11/2051,USD,132714.2857,126078.5714,17,129223.12,0.0419768261,fixed,,,,fixed,,5/21/2015,5/11/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,24.50425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,95,3
100727511,Branch,10/2/2013,USA,Resi,Mortage,Loan,Linear,5/13/2045,5/12/2050,USD,132714.2857,119442.8571,14.45,129223.12,0.04208138673,fixed,,,,fixed,,5/22/2015,5/12/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,97,3
100727512,Branch,10/3/2013,USA,CRE,Mortage,Loan,Linear,5/14/2045,5/13/2050,USD,135000,185966.6667,34,129223.12,0.04218594735,fixed,,,,fixed,,5/23/2015,5/13/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3
100727513,Branch,10/4/2013,USA,Resi,Mortage,Loan,Linear,5/15/2045,5/14/2050,USD,135000,196000,375,129223.12,0.04229050797,fixed,,,,fixed,,5/24/2015,5/14/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,37.60125,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,75,6
100727514,Branch,10/5/2013,USA,Resi,Mortage,Loan,Linear,5/16/2045,5/15/2050,USD,135000,119835.7143,367.2,129540,0.04239506859,fixed,,,,fixed,,5/25/2015,5/15/2050,,,0.03,0.005,0.0075,7/22/2019,377.7777778,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3
100727515,Branch,10/6/2013,USA,Resi,Mortage,Loan,Linear,5/17/2045,5/16/2050,USD,135000,174980.9524,903.6066667,129540,0.04249962922,fixed,,,,fixed,,5/26/2015,5/16/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,35.40090167,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,91,3
100727516,Branch,10/7/2013,USA,Resi,Mortage,Loan,Linear,5/18/2045,5/16/2053,USD,135000,130060,809.5238095,129540,0.04260418984,mixed,5 years fixed then variable,,,fixed,,5/27/2015,5/16/2053,,,0.03,0.005,0.0075,7/26/2019,449.7354497,449.7354497,39.86904762,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,95,3
100727517,Branch,10/8/2013,USA,CRE,Mortage,Loan,Linear,5/19/2045,5/24/2045,USD,135000,123620,28.47095238,129567.2,0.04270875046,variable,,LIBOR,3,fixed,LIBOR,5/28/2015,5/24/2045,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,39.78271298,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,97,3
100727518,Branch,10/9/2013,USA,Resi,Mortage,Loan,Linear,5/20/2045,5/25/2045,USD,135000,129200,865.2380952,129567.2,0.04281331109,fixed,,,,fixed,,5/29/2015,5/25/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,41.31511905,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3
100727519,Branch,10/10/2013,USA,Resi,Mortage,Loan,Linear,5/21/2045,5/26/2045,USD,135000,129200,893.0952381,129567.2,0.04291787171,fixed,,,,fixed,,5/30/2015,5/26/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,42.64529762,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,170,6
100727520,Branch,10/11/2013,USA,Resi,Mortage,Loan,Linear,5/22/2045,5/27/2045,USD,136000,129200,460.4761905,129567.2,0.04302243233,mixed,5 years fixed then variable,,,fixed,,5/31/2015,5/27/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,43.86035714,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,90,3
100727521,Branch,10/12/2013,USA,Resi,Mortage,Loan,Linear,5/23/2045,5/28/2045,USD,136000,122400,512.3571429,129567.2,0.04312699296,fixed,,,,fixed,,6/1/2015,5/28/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,42.82451786,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,91,3
100727522,Branch,10/13/2013,USA,Resi,Mortage,Loan,Linear,5/24/2045,5/29/2045,USD,136000,122400,1129.026667,129567.2,0.04323155358,fixed,,,,fixed,,6/2/2015,5/29/2045,,,0.03,0.005,0.0075,7/26/2019,0,542.5925926,48.13892333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,95,3
100727523,Branch,10/14/2013,USA,Resi,Mortage,Loan,Linear,5/25/2045,5/24/2051,USD,136000,133280,1000,129880,0.0433361142,fixed,,,,fixed,,6/3/2015,5/24/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3
100727524,Branch,10/15/2013,USA,Resi,Mortage,Loan,Linear,5/26/2045,5/25/2050,USD,136000,129200,405,129880,0.04344067482,fixed,,,,fixed,,6/4/2015,5/25/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.85125,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3
100727525,Branch,10/16/2013,USA,Resi,Mortage,Loan,Linear,5/27/2045,5/26/2050,USD,136000,129200,578,129880,0.04354523545,fixed,,,,fixed,,6/5/2015,5/26/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,24.6445,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,90,3
100727526,Branch,10/17/2013,USA,Resi,Mortage,Loan,Linear,5/28/2045,5/27/2050,USD,136000,129200,425,129880,0.04364979607,fixed,,,,fixed,,6/6/2015,5/27/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.29375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,92,3
100727527,Branch,10/18/2013,USA,Resi,Mortage,Loan,Linear,5/29/2045,5/28/2050,USD,136000,129200,34,129880,0.04375435669,mixed,5 years fixed then variable,,,fixed,,6/7/2015,5/28/2050,,,0.03,0.005,0.0075,7/23/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
100727528,Branch,10/19/2013,USA,Resi,Mortage,Loan,Linear,5/30/2045,5/29/2050,USD,136000,129200,25.5,129880,0.04385891732,fixed,,,,fixed,,6/8/2015,5/29/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,95,3
100727529,Branch,10/20/2013,USA,Resi,Mortage,Loan,Linear,5/31/2045,5/29/2053,USD,136000,129200,23.12,129880,0.04396347794,fixed,,,,fixed,,6/9/2015,5/29/2053,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.30578,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,97,3
100727530,Branch,10/21/2013,USA,Resi,Mortage,Loan,Linear,6/1/2045,6/6/2045,USD,136000,122400,331.7857143,129986.08,0.04406803856,fixed,,,,fixed,,6/10/2015,6/6/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,29.94366071,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3583.285714,0.04,0.005,0.01,non-performing,93,3
100727531,Branch,10/22/2013,USA,Resi,Mortage,Loan,Linear,6/2/2045,6/7/2045,USD,136000,122400,349.4571429,129986.08,0.04417259918,mixed,5 years fixed then variable,,,fixed,,6/11/2015,6/7/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,31.79736429,8/30/2019,8/30/2019,monthly,monthly,2157.142857,7610.4,0.04,0.005,0.01,non-performing,90,3
100727532,Branch,10/23/2013,USA,Resi,Mortage,Loan,Linear,6/3/2045,6/8/2045,USD,136000,133280,729.1057143,129986.08,0.04427715981,fixed,,,,fixed,,6/12/2015,6/8/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.141205,8/30/2019,8/30/2019,monthly,monthly,2102.380952,7190.142857,0.04,0.005,0.01,non-performing,92,3
100727533,Branch,10/24/2013,USA,CRE,Mortage,Loan,Linear,6/4/2045,6/9/2045,USD,136000,129200,614.2857143,129986.08,0.04438172043,fixed,,,,fixed,,6/13/2015,6/9/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.33214286,8/30/2019,8/30/2019,monthly,monthly,2047.619048,7002.857143,0.04,0.005,0.01,non-performing,180,6
100727534,Branch,10/25/2013,USA,Resi,Mortage,Loan,Linear,6/5/2045,6/10/2045,USD,136000,129200,20.32714286,129986.08,0.04448628105,fixed,,,,fixed,,6/14/2015,6/10/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.40329607,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,170,6
100727535,Branch,10/26/2013,USA,Resi,Mortage,Loan,Linear,6/6/2045,6/11/2045,USD,136000,129200,581.4285714,130082.5614,0.04459084168,fixed,,,,fixed,,6/15/2015,6/11/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.76321429,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,213,6
100727536,Branch,10/27/2013,USA,Resi,Mortage,Loan,Linear,6/7/2045,6/6/2051,USD,136000,129200,1000,130391.7857,0.0446954023,fixed,,,,fixed,,6/16/2015,6/6/2051,,,0.03,0.005,0.0075,7/26/2019,0,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,360,9
100727537,Branch,10/28/2013,USA,Resi,Mortage,Loan,Linear,6/8/2045,6/7/2050,USD,136000,129200,375,130723.5714,0.04479996292,fixed,,,,fixed,,6/17/2015,6/7/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,36.84375,8/30/2019,8/30/2019,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,90,3
100727538,Branch,10/29/2013,USA,CRE,Mortage,Loan,Linear,6/9/2045,6/8/2050,USD,136000,129200,270,130723.5714,0.04490452354,fixed,,,,fixed,,6/18/2015,6/8/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8175,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,91,3
100727539,Branch,10/30/2013,USA,Resi,Mortage,Loan,Linear,6/10/2045,6/9/2050,USD,140000,165771.4286,491.3,132763.39,0.04,fixed,,,,fixed,,6/19/2015,6/9/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,19.247825,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,95,3
100727540,Branch,10/31/2013,USA,Resi,Mortage,Loan,Linear,6/11/2045,6/10/2050,USD,140000,104657.1429,1000,132763.39,0.035,fixed,,,,fixed,,6/20/2015,6/10/2050,,,0.03,0.005,0.0075,7/29/2019,555.5555556,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,97,3
100727541,Branch,11/1/2013,USA,Resi,Mortage,Loan,Linear,6/12/2045,6/11/2050,USD,140000,122957.1429,405,133404.4,0.04,fixed,,,,fixed,,6/21/2015,6/11/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3
100727542,Branch,11/2/2013,USA,Resi,Mortage,Loan,Linear,6/13/2045,6/11/2053,USD,140000,169688.0952,786.08,133507.9171,0.04,fixed,,,,fixed,,6/22/2015,6/11/2053,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,213,6
100727543,Branch,11/3/2013,USA,Resi,Mortage,Loan,Linear,6/14/2045,6/19/2045,USD,140000,122400,663.5714286,133620,0.04,fixed,,,,fixed,,6/23/2015,6/19/2045,,,0.03,0.005,0.0075,7/26/2019,331.7857143,368.6507937,33.3511,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3982.224857,0.04,0.005,0.01,non-performing,170,3
100727544,Branch,11/4/2013,USA,Resi,Mortage,Loan,Linear,6/15/2045,6/20/2045,USD,140000,116485.7143,22.00285714,133647.2,0.0375,fixed,,,,fixed,,6/24/2015,6/20/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.74478643,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,90,3
100727545,Branch,11/5/2013,USA,Resi,Mortage,Loan,Linear,6/16/2045,6/21/2045,USD,140000,150030,21.44428571,133960,0.04,mixed,5 years fixed then variable,,,fixed,,6/25/2015,6/21/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,28.38750393,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,non-performing,91,3
100727546,Branch,11/6/2013,USA,Resi,Mortage,Loan,Linear,6/17/2045,6/22/2045,USD,140000,150030,20.88571429,134066.08,0.04,variable,,LIBOR,3,fixed,LIBOR,6/26/2015,6/22/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,30.10522143,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,95,3
100727547,Branch,11/7/2013,USA,Resi,Mortage,Loan,Linear,6/18/2045,6/23/2045,USD,145000,169688.0952,298.9285714,135025.5,0.04,fixed,,,,fixed,,6/27/2015,6/23/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.47294643,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,97,3
100727548,Branch,11/8/2013,USA,Resi,Mortage,Loan,Linear,6/19/2045,6/24/2045,USD,145000,113592.8571,313.9714286,135025.5,0.04,fixed,,,,fixed,,6/28/2015,6/24/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,27.69635,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,93,3
100727549,Branch,11/9/2013,USA,Resi,Mortage,Loan,Linear,6/20/2045,6/19/2051,USD,145000,126078.5714,867,135025.5,0.04,mixed,5 years fixed then variable,,,fixed,,6/29/2015,6/19/2051,,,0.03,0.005,0.0075,7/26/2019,0,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,320,6
100727550,Branch,11/10/2013,USA,Resi,Mortage,Loan,Linear,6/21/2045,6/20/2050,USD,145000,164395.2381,500,135375,0.04,fixed,,,,fixed,,6/30/2015,6/20/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.875,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,90,3
100727551,Branch,11/11/2013,USA,Resi,Mortage,Loan,Linear,4/12/2045,4/11/2050,USD,145000,142500,14.45,135375,0.0375,fixed,,,,fixed,,4/21/2015,4/11/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,19.1286125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,91,3
100727552,Branch,11/12/2013,USA,Resi,Mortage,Loan,Linear,4/13/2045,4/12/2050,USD,145000,126078.5714,1000,135405,0.04,fixed,,,,fixed,,4/22/2015,4/12/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,95,3
100727553,Branch,11/13/2013,USA,Resi,Mortage,Loan,Linear,4/14/2045,4/13/2050,USD,145000,190000,750,135405,0.04,fixed,,,,fixed,,4/23/2015,4/13/2050,,,0.03,0.005,0.0075,7/23/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
100727554,Branch,11/14/2013,USA,CRE,Mortage,Loan,Linear,4/15/2045,4/14/2050,USD,145000,190000,340,135750,0.04,fixed,,,,fixed,,4/24/2015,4/14/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,30.685,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,93,3
